site.ID.x,DateTimeAK,Discharge,site.ID.y,NO3,fDOM,SPC,Turb
CARI,2022-05-09T14:30:00Z,767.40625,CARI,20.9,NA,NA,NA
CARI,2022-05-09T14:45:00Z,771.6146666666666,CARI,20.7,NA,NA,NA
CARI,2022-05-09T15:00:00Z,780.734,CARI,20.6,NA,NA,NA
CARI,2022-05-09T15:15:00Z,788.7253333333333,CARI,20.6,NA,NA,NA
CARI,2022-05-09T15:30:00Z,794.166,CARI,20.5,NA,NA,NA
CARI,2022-05-09T15:45:00Z,796.4953333333333,CARI,20.5,NA,NA,NA
CARI,2022-05-09T16:00:00Z,805.3026666666666,CARI,20.5,NA,NA,NA
CARI,2022-05-09T16:15:00Z,804.1086666666666,CARI,20.4,NA,NA,NA
CARI,2022-05-09T16:30:00Z,816.1006666666667,CARI,20.5,NA,NA,NA
CARI,2022-05-09T16:45:00Z,824.1659999999999,CARI,20.3,NA,NA,NA
CARI,2022-05-09T17:00:00Z,832.0993333333333,CARI,20.3,NA,NA,NA
CARI,2022-05-09T17:15:00Z,843.0093333333333,CARI,20.2,NA,NA,NA
CARI,2022-05-09T17:30:00Z,847.6066666666667,CARI,20.2,NA,NA,NA
CARI,2022-05-09T17:45:00Z,847.4613333333333,CARI,20.1,NA,NA,NA
CARI,2022-05-09T18:00:00Z,850.0386666666667,CARI,20,NA,NA,NA
CARI,2022-05-09T18:15:00Z,858.0453333333334,CARI,20.3,NA,NA,NA
CARI,2022-05-09T18:30:00Z,857.8793333333333,CARI,20.2,NA,NA,NA
CARI,2022-05-09T18:45:00Z,860.458,CARI,19.9,NA,NA,NA
CARI,2022-05-09T19:00:00Z,861.088,CARI,19.9,NA,NA,NA
CARI,2022-05-09T19:15:00Z,864.1153333333333,CARI,19.7,NA,NA,NA
CARI,2022-05-09T19:30:00Z,864.42,CARI,19.8,NA,NA,NA
CARI,2022-05-09T19:45:00Z,858.8086666666667,CARI,19.9,NA,NA,NA
CARI,2022-05-09T20:00:00Z,856.5126666666666,CARI,19.8,NA,NA,NA
CARI,2022-05-09T20:15:00Z,851.5253333333334,CARI,19.6,NA,NA,NA
CARI,2022-05-09T20:30:00Z,847.732,CARI,19.7,NA,NA,NA
CARI,2022-05-09T20:45:00Z,840.5973333333334,CARI,19.8,NA,NA,NA
CARI,2022-05-09T21:00:00Z,836.0153333333334,CARI,19.8,NA,NA,NA
CARI,2022-05-09T21:15:00Z,822.5046666666667,CARI,19.7,NA,NA,NA
CARI,2022-05-09T21:30:00Z,831.5266666666666,CARI,19.7,NA,NA,NA
CARI,2022-05-09T21:45:00Z,831.4893333333333,CARI,19.5,NA,NA,NA
CARI,2022-05-09T22:00:00Z,824.7226666666667,CARI,19.6,NA,NA,NA
CARI,2022-05-09T22:15:00Z,819.56,CARI,19.4,NA,NA,NA
CARI,2022-05-09T22:30:00Z,809.5333333333333,CARI,19.6,NA,NA,NA
CARI,2022-05-09T22:45:00Z,802.9913333333333,CARI,19.6,NA,NA,NA
CARI,2022-05-09T23:00:00Z,795.792,CARI,19.7,NA,NA,NA
CARI,2022-05-09T23:15:00Z,797.324,CARI,19.6,NA,NA,NA
CARI,2022-05-09T23:30:00Z,791.1093333333333,CARI,20,NA,NA,NA
CARI,2022-05-09T23:45:00Z,777.454,CARI,19.8,NA,NA,NA
CARI,2022-05-10T00:00:00Z,777.128,CARI,19.8,NA,NA,NA
CARI,2022-05-10T00:15:00Z,767.7813333333334,CARI,19.8,NA,NA,NA
CARI,2022-05-10T00:30:00Z,767.79,CARI,19.8,NA,NA,NA
CARI,2022-05-10T00:45:00Z,766.5986666666666,CARI,19.9,NA,NA,NA
CARI,2022-05-10T01:00:00Z,758.0566666666667,CARI,20,NA,NA,NA
CARI,2022-05-10T01:15:00Z,753.3206666666666,CARI,20,NA,NA,NA
CARI,2022-05-10T01:30:00Z,747.6486666666667,CARI,19.8,NA,NA,NA
CARI,2022-05-10T01:45:00Z,744.1293333333333,CARI,20.1,NA,NA,NA
CARI,2022-05-10T02:00:00Z,740.41,CARI,20.1,NA,NA,NA
CARI,2022-05-10T02:15:00Z,736.6386666666667,CARI,20.3,NA,NA,NA
CARI,2022-05-10T02:30:00Z,728.8006666666666,CARI,20.3,NA,NA,NA
CARI,2022-05-10T02:45:00Z,727.6266666666667,CARI,20.4,NA,NA,NA
CARI,2022-05-10T03:00:00Z,722.8246666666666,CARI,20.3,NA,NA,NA
CARI,2022-05-10T03:15:00Z,721.9526666666667,CARI,20.4,NA,NA,NA
CARI,2022-05-10T03:30:00Z,713.468,CARI,20.3,NA,NA,NA
CARI,2022-05-10T03:45:00Z,708.9793333333333,CARI,20.5,NA,NA,NA
CARI,2022-05-10T04:00:00Z,709.072,CARI,20.5,NA,NA,NA
CARI,2022-05-10T04:15:00Z,702.7206666666667,CARI,20.5,NA,NA,NA
CARI,2022-05-10T04:30:00Z,699.9186666666667,CARI,20.8,NA,NA,NA
CARI,2022-05-10T04:45:00Z,694.0026666666666,CARI,20.6,NA,NA,NA
CARI,2022-05-10T05:00:00Z,692.1046666666666,CARI,20.7,NA,NA,NA
CARI,2022-05-10T05:15:00Z,689.428,CARI,20.9,NA,NA,NA
CARI,2022-05-10T05:30:00Z,687.36,CARI,20.7,NA,NA,NA
CARI,2022-05-10T05:45:00Z,678.2626666666666,CARI,20.8,NA,NA,NA
CARI,2022-05-10T06:00:00Z,671.0973333333333,CARI,20.9,NA,NA,NA
CARI,2022-05-10T06:15:00Z,667.8926666666666,CARI,21.1,NA,NA,NA
CARI,2022-05-10T06:30:00Z,668.398,CARI,21.1,NA,NA,NA
CARI,2022-05-10T06:45:00Z,667.786,CARI,21.2,NA,NA,NA
CARI,2022-05-10T07:00:00Z,666.6653333333334,CARI,21.1,NA,NA,NA
CARI,2022-05-10T07:15:00Z,661.5706666666666,CARI,21.1,NA,NA,NA
CARI,2022-05-10T07:30:00Z,663.0606666666666,CARI,21.2,NA,NA,NA
CARI,2022-05-10T07:45:00Z,664.194,CARI,21.2,NA,NA,NA
CARI,2022-05-10T08:00:00Z,661.0566666666666,CARI,21.3,NA,NA,NA
CARI,2022-05-10T08:15:00Z,657.554,CARI,21.4,NA,NA,NA
CARI,2022-05-10T08:30:00Z,658.5213333333334,CARI,21.4,NA,NA,NA
