"","site.ID","Q","datetimeAK","fDOM","SPC","Turb","NO3","ABS_254"
"10608","STRT",736.264406214871,2022-08-19 02:45:00,52.7607090629353,146.818136363636,2.67363636363636,17.2484331298207,0.166485714285714
"10609","STRT",737.116656117544,2022-08-19 03:00:00,52.7248655243603,146.499954545455,2.93909090909091,17.2250578339572,0.166292857142857
"10610","STRT",734.942906680006,2022-08-19 03:15:00,52.6921035469287,146.318136363636,3.14272727272727,17.2160673355482,0.1666
"10611","STRT",736.093066005484,2022-08-19 03:30:00,52.8303991107326,146.127227272727,2.66454545454545,17.2165168604687,0.166057142857143
"10612","STRT",736.037698091215,2022-08-19 03:45:00,52.8875978648964,146.118136363636,2.69272727272727,17.2237092591959,0.166292857142857
"10613","STRT",734.381977270952,2022-08-19 04:00:00,52.9618409514618,146.199954545455,2.85636363636364,17.236745481889,0.166292857142857
"10614","STRT",733.178043452773,2022-08-19 04:15:00,53.0479863812451,146.199954545455,2.54636363636364,17.2551760036275,0.165971428571429
"10615","STRT",733.443047094328,2022-08-19 04:30:00,53.0789562080116,146.199954545455,2.62727272727273,17.264616026957,0.166171428571429
"10616","STRT",734.032477540292,2022-08-19 04:45:00,53.1276902610878,146.127227272727,3.02909090909091,17.2628179272751,0.166135714285714
"10617","STRT",733.142546794942,2022-08-19 05:00:00,53.0863127209454,146.145409090909,2.71090909090909,17.2677627014001,0.166292857142857
"10618","STRT",734.360847635294,2022-08-19 05:15:00,53.1313269797096,146.099954545455,2.63636363636364,17.2830465486954,0.166264285714286
"10619","STRT",734.862478890216,2022-08-19 05:30:00,53.1100974986443,146.118136363636,2.86545454545455,17.2781017745705,0.166792857142857
"10620","STRT",735.612797250269,2022-08-19 05:45:00,53.1413325417006,146.118136363636,3.02090909090909,17.3010275455135,0.166985714285714
"10621","STRT",736.233286844333,2022-08-19 06:00:00,53.2378746874915,146.127227272727,2.67090909090909,17.315412342968,0.166492857142857
"10622","STRT",739.986760318372,2022-08-19 06:15:00,53.3603058146461,146.1545,2.84636363636364,17.3257514161383,0.166042857142857
"10623","STRT",738.181938384594,2022-08-19 06:30:00,53.4232788508695,146.209045454545,2.81727272727273,17.3635115094562,0.166607142857143
"10624","STRT",738.879035125046,2022-08-19 06:45:00,53.4540733148268,146.318136363636,3.00636363636364,17.3855382305583,0.166692857142857
"10625","STRT",738.108086761925,2022-08-19 07:00:00,53.4253085370552,146.309045454545,2.79636363636364,17.3886849050015,0.167021428571429
"10626","STRT",737.542580860339,2022-08-19 07:15:00,53.5456847199978,146.327227272727,2.84181818181818,17.3985744532514,0.166785714285714
"10627","STRT",736.272398463918,2022-08-19 07:30:00,53.5729905508632,146.309045454545,2.86454545454545,17.3967763535696,0.165971428571429
"10628","STRT",738.055528911256,2022-08-19 07:45:00,53.6070995873521,146.218136363636,2.52454545454545,17.3859877554788,0.165657142857143
"10629","STRT",738.839576648712,2022-08-19 08:00:00,53.468510195491,146.118136363636,2.71818181818182,17.3801439315129,0.165135714285714
"10630","STRT",741.879916210985,2022-08-19 08:15:00,53.4033435665269,146.099954545455,2.86090909090909,17.3522733864449,0.166035714285714
"10631","STRT",746.68312232467,2022-08-19 08:30:00,53.441265140046,146.099954545455,2.79181818181818,17.3576676854903,0.165457142857143
"10632","STRT",748.300672117937,2022-08-19 08:45:00,53.3830669488838,146.018136363636,2.81454545454545,17.3302466653428,0.165514285714286
"10633","STRT",750.875504394998,2022-08-19 09:00:00,53.3230507536556,145.945409090909,2.80545454545455,17.3275495158201,0.165621428571429
"10634","STRT",751.883440977818,2022-08-19 09:15:00,53.2632160108114,145.945409090909,2.85454545454545,17.314513293127,0.165857142857143
"10635","STRT",751.093167820688,2022-08-19 09:30:00,53.2542744711269,145.999954545455,3.24818181818182,17.3113666186839,0.16595
"10636","STRT",753.524829780678,2022-08-19 09:45:00,53.2417496097873,145.9545,2.51363636363636,17.3140637682066,0.16555
