"","ID","Flushing_index","percCI_2.5","percCI_97.5"
"387","CARI_storm8b_08_03_SPC_FI",NA,NA,NA
"388","CARI_storm9_09_07_SPC_FI",NA,NA,NA
"389","CARI_storm1_06_15_turb_FI",NA,NA,NA
"390","CARI_storm2a_06_19_turb_FI",0.7753,NA,NA
"391","CARI_storm2b_06_20_turb_FI",0.4622,NA,NA
"392","CARI_storm2c_06_21_turb_FI",NA,NA,NA
"393","CARI_storm3_06_23_turb_FI",NA,NA,NA
"394","CARI_storm4_07_09_turb_FI",0.0217,NA,NA
"395","CARI_storm5_07_13_turb_FI",0.8439,NA,NA
"396","CARI_storm6_07_24_turb_FI",0.4536,NA,NA
"397","CARI_storm7_07_27_turb_FI",NA,NA,NA
"398","CARI_storm8a_08_02_turb_FI",0.5691,NA,NA
"399","CARI_storm8b_08_03_turb_FI",NA,NA,NA
"400","CARI_storm9_09_07_turb_FI",0.2136,NA,NA
