"","site.ID","Q","datetimeAK","fDOM.QSU","SpCond.µS.cm","Turbidity.FNU","nitrateuM","ABS_254","MeanDischarge","DateTime","SpCond.uScm"
"8131","VAUL",159.408470378041,2020-08-27 16:30:00,262.846121760472,256.5,21.6190909090909,15.6453134177885,0.6283,159.408470378041,2020-08-27 16:30:00,256.5
"8132","VAUL",163.924609262057,2020-08-27 16:45:00,262.583237595042,256.627272727273,24.0181818181818,15.6778416034873,0.6277,163.924609262057,2020-08-27 16:45:00,256.627272727273
"8133","VAUL",167.402384043432,2020-08-27 17:00:00,262.752817607571,256.709090909091,22.6636363636364,15.7000977305444,0.628108333333333,167.402384043432,2020-08-27 17:00:00,256.709090909091
"8134","VAUL",167.208750936126,2020-08-27 17:15:00,262.644093798657,256.863636363636,23.5418181818182,15.7959702778671,0.627166666666667,167.208750936126,2020-08-27 17:15:00,256.863636363636
"8135","VAUL",168.759210514849,2020-08-27 17:30:00,262.730666885481,257.072727272727,22.5245454545455,15.8170850650751,0.626975,168.759210514849,2020-08-27 17:30:00,257.072727272727
"8136","VAUL",169.05027659236,2020-08-27 17:45:00,262.793868938691,257.245454545455,21.2527272727273,15.8239331041696,0.626291666666667,169.05027659236,2020-08-27 17:45:00,257.245454545455
"8137","VAUL",170.701768017732,2020-08-27 18:00:00,262.928432408111,257.445454545455,21.9,15.8079543462824,0.626066666666667,170.701768017732,2020-08-27 18:00:00,257.445454545455
"8138","VAUL",170.993581266824,2020-08-27 18:15:00,263.152443157062,257.6,22.5690909090909,15.8958375146617,0.624975,170.993581266824,2020-08-27 18:15:00,257.6
"8139","VAUL",170.896297730934,2020-08-27 18:30:00,263.004608224423,257.6,22.2036363636364,15.8524666003966,0.623275,170.896297730934,2020-08-27 18:30:00,257.6
"8140","VAUL",173.136969629898,2020-08-27 18:45:00,263.296128496697,257.536363636364,23.1509090909091,15.9432031183984,0.6221,173.136969629898,2020-08-27 18:45:00,257.536363636364
"8141","VAUL",174.797352397072,2020-08-27 19:00:00,262.09545952289,257.272727272727,24.0518181818182,15.7623007523193,0.623016666666667,174.797352397072,2020-08-27 19:00:00,257.272727272727
"8142","VAUL",177.638076116119,2020-08-27 19:15:00,259.981072724539,257.045454545455,25.4154545454545,15.7560233831493,0.625508333333333,177.638076116119,2020-08-27 19:15:00,257.045454545455
"8143","VAUL",177.638076116119,2020-08-27 19:30:00,257.941106662662,256.854545454545,26.8281818181818,15.6047958531462,0.628908333333333,177.638076116119,2020-08-27 19:30:00,256.854545454545
"8144","VAUL",178.914903620863,2020-08-27 19:45:00,259.254775158069,256.954545454545,24.1681818181818,15.5819690561646,0.623183333333333,178.914903620863,2020-08-27 19:45:00,256.954545454545
"8145","VAUL",180.981916799426,2020-08-27 20:00:00,259.575333694919,257.2,23.6836363636364,15.6070785328444,0.620225,180.981916799426,2020-08-27 20:00:00,257.2
"8146","VAUL",182.461717056224,2020-08-27 20:15:00,259.148581642832,257.390909090909,23.5481818181818,15.6595801659021,0.618475,182.461717056224,2020-08-27 20:15:00,257.390909090909
"8147","VAUL",185.925480574296,2020-08-27 20:30:00,258.687667033032,257.545454545455,22.1518181818182,15.5431635012959,0.617075,185.925480574296,2020-08-27 20:30:00,257.545454545455
"8148","VAUL",189.902746741588,2020-08-27 20:45:00,258.608402161956,257.763636363636,21.5845454545455,15.6344706892223,0.616291666666667,189.902746741588,2020-08-27 20:45:00,257.763636363636
"8149","VAUL",191.099811883992,2020-08-27 21:00:00,258.54525213134,258.154545454545,23.5,15.8045303267352,0.616475,191.099811883992,2020-08-27 21:00:00,258.154545454545
"8150","VAUL",193.299088681247,2020-08-27 21:15:00,258.260788135981,258.518181818182,23.2154545454545,15.6202039411088,0.616916666666667,193.299088681247,2020-08-27 21:15:00,258.518181818182
"8151","VAUL",195.604776960528,2020-08-27 21:30:00,258.548051155599,258.918181818182,21.3381818181818,15.6270519802033,0.61765,195.604776960528,2020-08-27 21:30:00,258.918181818182
"8152","VAUL",197.212619316592,2020-08-27 21:45:00,259.025876726809,259.4,21.4281818181818,15.6082198726935,0.6187,197.212619316592,2020-08-27 21:45:00,259.4
