"","site.ID","datetimeAK","Q","day","fDOM.QSU","SpCond.µS.cm","Turbidity.FNU","nitrateuM","MeanDischarge","DateTime","SpCond.uScm"
"1","VAUL",2020-08-11 16:30:00,335.165647369227,2020-08-11 08:00:00,195.422727272727,211.572727272727,47.4427272727273,14.5319363950109,335.165647369227,2020-08-11 16:30:00,211.572727272727
"2","VAUL",2020-08-11 16:45:00,331.664659266302,2020-08-11 08:00:00,200.332727272727,212.763636363636,41.2763636363636,14.6158248739183,331.664659266302,2020-08-11 16:45:00,212.763636363636
"3","VAUL",2020-08-11 17:00:00,329.91416521481,2020-08-11 08:00:00,200.878181818182,213.272727272727,41.2036363636364,14.797297909922,329.91416521481,2020-08-11 17:00:00,213.272727272727
"4","VAUL",2020-08-11 17:15:00,329.91416521481,2020-08-11 08:00:00,199.510909090909,213.654545454545,44.0463636363636,14.8075699685637,329.91416521481,2020-08-11 17:15:00,213.654545454545
"5","VAUL",2020-08-11 17:30:00,338.666635472153,2020-08-11 08:00:00,198.956363636364,214.163636363636,43.6672727272727,14.698001343052,338.666635472153,2020-08-11 17:30:00,214.163636363636
"6","VAUL",2020-08-11 17:45:00,338.666635472153,2020-08-11 08:00:00,198.59,214.372727272727,43.8181818181818,14.747649626487,338.666635472153,2020-08-11 17:45:00,214.372727272727
"7","VAUL",2020-08-11 18:00:00,342.167623575078,2020-08-11 08:00:00,198.568181818182,214.509090909091,41.4563636363636,14.9171385940754,342.167623575078,2020-08-11 18:00:00,214.509090909091
"8","VAUL",2020-08-11 18:15:00,336.916141420661,2020-08-11 08:00:00,197.949090909091,214.9,43.0090909090909,14.8623542813196,336.916141420661,2020-08-11 18:15:00,214.9
"9","VAUL",2020-08-11 18:30:00,335.165647369227,2020-08-11 08:00:00,197.813636363636,215.4,42.43,14.9650748677368,335.165647369227,2020-08-11 18:30:00,215.4
"10","VAUL",2020-08-11 18:45:00,336.916141420661,2020-08-11 08:00:00,197.989090909091,215.9,36.4236363636364,14.9102905549809,336.916141420661,2020-08-11 18:45:00,215.9
"11","VAUL",2020-08-11 19:00:00,335.165647369227,2020-08-11 08:00:00,198.987272727273,216.427272727273,39.9909090909091,14.896594476792,335.165647369227,2020-08-11 19:00:00,216.427272727273
"12","VAUL",2020-08-11 19:15:00,338.666635472153,2020-08-11 08:00:00,198.719090909091,216.572727272727,45.2427272727273,14.7527856558079,338.666635472153,2020-08-11 19:15:00,216.572727272727
"13","VAUL",2020-08-11 19:30:00,338.666635472153,2020-08-11 08:00:00,197.034545454545,216.363636363636,43.4663636363636,14.833250115168,338.666635472153,2020-08-11 19:30:00,216.363636363636
"14","VAUL",2020-08-11 19:45:00,342.167623575078,2020-08-11 08:00:00,195.391818181818,215.954545454545,43.1727272727273,14.7082734016937,342.167623575078,2020-08-11 19:45:00,215.954545454545
"15","VAUL",2020-08-11 20:00:00,342.167623575078,2020-08-11 08:00:00,197.224545454545,216.027272727273,43.5763636363636,14.391551593574,342.167623575078,2020-08-11 20:00:00,216.027272727273
"16","VAUL",2020-08-11 20:15:00,345.668611678004,2020-08-11 08:00:00,200.869090909091,216.4,36.8518181818182,14.4360638476881,345.668611678004,2020-08-11 20:15:00,216.4
"17","VAUL",2020-08-11 20:30:00,350.920093832421,2020-08-11 08:00:00,202.748181818182,217.163636363636,37.1318181818182,14.2403240635709,350.920093832421,2020-08-11 20:30:00,217.163636363636
"18","VAUL",2020-08-11 20:45:00,349.169599780929,2020-08-11 08:00:00,203.145454545455,218.036363636364,34.9436363636364,14.3407619702899,349.169599780929,2020-08-11 20:45:00,218.036363636364
"19","VAUL",2020-08-11 21:00:00,352.670587883913,2020-08-11 08:00:00,203.072727272727,219.081818181818,34.53,14.3535449765996,352.670587883913,2020-08-11 21:00:00,219.081818181818
"20","VAUL",2020-08-11 21:15:00,354.421081935347,2020-08-11 08:00:00,202.503636363636,219.945454545455,38.1763636363636,14.4138077206311,354.421081935347,2020-08-11 21:15:00,219.945454545455
"21","VAUL",2020-08-11 21:30:00,354.421081935347,2020-08-11 08:00:00,201.905454545455,220.472727272727,36.9127272727273,14.319647183082,354.421081935347,2020-08-11 21:30:00,220.472727272727
"22","VAUL",2020-08-11 21:45:00,356.17157598678,2020-08-11 08:00:00,201.209090909091,220.863636363636,38.44,14.341903310139,356.17157598678,2020-08-11 21:45:00,220.863636363636
