"","DateTime","fDOM.QSU"
"1",2020-06-20 13:45:00,84.1127272727273
"2",2020-06-20 14:00:00,83.44
"3",2020-06-20 14:15:00,83.9954545454545
"4",2020-06-20 14:30:00,83.6927272727273
"5",2020-06-20 14:45:00,83.5272727272727
"6",2020-06-20 15:00:00,83.35
"7",2020-06-20 15:15:00,83.3409090909091
"8",2020-06-20 15:30:00,83.2909090909091
"9",2020-06-20 15:45:00,83.1781818181818
"10",2020-06-20 16:00:00,83.0590909090909
"11",2020-06-20 16:15:00,82.0390909090909
"12",2020-06-20 16:30:00,81.7690909090909
"13",2020-06-20 16:45:00,81.4354545454545
"14",2020-06-20 17:00:00,81.52
"15",2020-06-20 17:15:00,81.5736363636364
"16",2020-06-20 17:30:00,81.9722222222222
"17",2020-06-20 17:45:00,81.7336363636364
"18",2020-06-20 18:00:00,81.8872727272727
"19",2020-06-20 18:15:00,82.4545454545455
"20",2020-06-20 18:30:00,82.7254545454546
"21",2020-06-20 18:45:00,82.1727272727273
"22",2020-06-20 19:00:00,83.0190909090909
"23",2020-06-20 19:15:00,83.3036363636364
"24",2020-06-20 19:30:00,82.2109090909091
"25",2020-06-20 19:45:00,83.82
"26",2020-06-20 20:00:00,84.7327272727273
"27",2020-06-20 20:15:00,85.3672727272727
"28",2020-06-20 20:30:00,85.7754545454546
"29",2020-06-20 20:45:00,86.2709090909091
"30",2020-06-20 21:00:00,86.5509090909091
"31",2020-06-20 21:15:00,86.8663636363636
"32",2020-06-20 21:30:00,86.7781818181818
"33",2020-06-20 21:45:00,87.4363636363636
"34",2020-06-20 22:00:00,88.3063636363636
"35",2020-06-20 22:15:00,88.9036363636364
"36",2020-06-20 22:30:00,91.0918181818182
"37",2020-06-20 22:45:00,92.0427272727273
"38",2020-06-20 23:00:00,93.74
"39",2020-06-20 23:15:00,94.55
"40",2020-06-20 23:30:00,95.1527272727273
"41",2020-06-20 23:45:00,96.1527272727273
"42",2020-06-21 00:00:00,97.3845454545454
"43",2020-06-21 00:15:00,98.3163636363636
"44",2020-06-21 00:30:00,99.3363636363636
"45",2020-06-21 00:45:00,99.9127272727273
"46",2020-06-21 01:00:00,100.875454545455
"47",2020-06-21 01:15:00,101.325454545455
"48",2020-06-21 01:30:00,102.373636363636
"49",2020-06-21 01:45:00,102.99
"50",2020-06-21 02:00:00,100.527272727273
