DateTime,Site,Q,day
2018-05-29T15:00:00Z,MOOS,1588.7535689181532,2018-05-29T08:00:00Z
2018-05-29T15:30:00Z,MOOS,1591.5431123573799,2018-05-29T08:00:00Z
2018-05-29T16:00:00Z,MOOS,1594.502386248263,2018-05-29T08:00:00Z
2018-05-29T16:30:00Z,MOOS,1597.5990747078904,2018-05-29T08:00:00Z
2018-05-29T17:00:00Z,MOOS,1600.8008618080057,2018-05-29T08:00:00Z
2018-05-29T17:30:00Z,MOOS,1604.0754316205275,2018-05-29T08:00:00Z
2018-05-29T18:00:00Z,MOOS,1607.3904682173743,2018-05-29T08:00:00Z
2018-05-29T18:30:00Z,MOOS,1610.713655670348,2018-05-29T08:00:00Z
2018-05-29T19:00:00Z,MOOS,1614.0126780513092,2018-05-29T08:00:00Z
2018-05-29T19:30:00Z,MOOS,1617.2552194321179,2018-05-29T08:00:00Z
2018-05-29T20:00:00Z,MOOS,1620.4089638846926,2018-05-29T08:00:00Z
2018-05-29T20:30:00Z,MOOS,1623.4415954808355,2018-05-29T08:00:00Z
2018-05-29T21:00:00Z,MOOS,1626.320798292465,2018-05-29T08:00:00Z
2018-05-29T21:30:00Z,MOOS,1629.0142563914414,2018-05-29T08:00:00Z
2018-05-29T22:00:00Z,MOOS,1631.4896538495668,2018-05-29T08:00:00Z
2018-05-29T22:30:00Z,MOOS,1633.7146747388178,2018-05-29T08:00:00Z
2018-05-29T23:00:00Z,MOOS,1635.6570031309966,2018-05-29T08:00:00Z
2018-05-29T23:30:00Z,MOOS,1637.2843230979051,2018-05-29T08:00:00Z
2018-05-30T00:00:00Z,MOOS,1638.5643187115202,2018-05-29T08:00:00Z
2018-05-30T00:30:00Z,MOOS,1639.4646740436438,2018-05-29T08:00:00Z
2018-05-30T01:00:00Z,MOOS,1639.9530731661362,2018-05-29T08:00:00Z
2018-05-30T01:30:00Z,MOOS,1639.997200150916,2018-05-29T08:00:00Z
2018-05-30T02:00:00Z,MOOS,1639.564739069785,2018-05-29T08:00:00Z
2018-05-30T02:30:00Z,MOOS,1638.623373994662,2018-05-29T08:00:00Z
2018-05-30T03:00:00Z,MOOS,1637.1407889973489,2018-05-29T08:00:00Z
2018-05-30T03:30:00Z,MOOS,1635.0846681498224,2018-05-29T08:00:00Z
2018-05-30T04:00:00Z,MOOS,1632.4226955239428,2018-05-29T08:00:00Z
2018-05-30T04:30:00Z,MOOS,1629.1225551913376,2018-05-29T08:00:00Z
2018-05-30T05:00:00Z,MOOS,1625.151931224158,2018-05-29T08:00:00Z
2018-05-30T05:30:00Z,MOOS,1620.4785076940898,2018-05-29T08:00:00Z
2018-05-30T06:00:00Z,MOOS,1615.0699686731678,2018-05-29T08:00:00Z
2018-05-30T06:30:00Z,MOOS,1608.8939982330776,2018-05-29T08:00:00Z
2018-05-30T07:00:00Z,MOOS,1601.9182804457378,2018-05-29T08:00:00Z
2018-05-30T07:30:00Z,MOOS,1594.110499383125,2018-05-29T08:00:00Z
2018-05-30T08:00:00Z,MOOS,1585.4383391168667,2018-05-30T08:00:00Z
2018-05-30T08:30:00Z,MOOS,1575.8694837191142,2018-05-30T08:00:00Z
2018-05-30T09:00:00Z,MOOS,1565.3716172615532,2018-05-30T08:00:00Z
2018-05-30T09:30:00Z,MOOS,1553.9124238161603,2018-05-30T08:00:00Z
2018-05-30T10:00:00Z,MOOS,1585.8860225991812,2018-05-30T08:00:00Z
2018-05-30T10:30:00Z,MOOS,1472.776619220851,2018-05-30T08:00:00Z
2018-05-30T11:00:00Z,MOOS,1451.9406764933374,2018-05-30T08:00:00Z
2018-05-30T11:30:00Z,MOOS,1460.870366233692,2018-05-30T08:00:00Z
2018-05-30T12:00:00Z,MOOS,1484.6828722081264,2018-05-30T08:00:00Z
2018-05-30T12:30:00Z,MOOS,1448.964113246533,2018-05-30T08:00:00Z
2018-05-30T13:00:00Z,MOOS,1440.0344235061202,2018-05-30T08:00:00Z
2018-05-30T13:30:00Z,MOOS,1445.9875499997288,2018-05-30T08:00:00Z
2018-05-30T14:00:00Z,MOOS,1445.9875499997288,2018-05-30T08:00:00Z
2018-05-30T14:30:00Z,MOOS,1440.0344235061202,2018-05-30T08:00:00Z
2018-05-30T15:00:00Z,MOOS,1431.1047337657656,2018-05-30T08:00:00Z
2018-05-30T15:30:00Z,MOOS,1428.1281705189613,2018-05-30T08:00:00Z
2018-05-30T16:00:00Z,MOOS,1431.1047337657656,2018-05-30T08:00:00Z
2018-05-30T16:30:00Z,MOOS,1434.0812970125698,2018-05-30T08:00:00Z
2018-05-30T17:00:00Z,MOOS,1434.0812970125698,2018-05-30T08:00:00Z
2018-05-30T17:30:00Z,MOOS,1434.0812970125698,2018-05-30T08:00:00Z
2018-05-30T18:00:00Z,MOOS,1428.1281705189613,2018-05-30T08:00:00Z
2018-05-30T18:30:00Z,MOOS,1437.057860259316,2018-05-30T08:00:00Z
2018-05-30T19:00:00Z,MOOS,1434.0812970125698,2018-05-30T08:00:00Z
2018-05-30T19:30:00Z,MOOS,1425.151607272157,2018-05-30T08:00:00Z
2018-05-30T20:00:00Z,MOOS,1425.151607272157,2018-05-30T08:00:00Z
2018-05-30T20:30:00Z,MOOS,1419.1984807784902,2018-05-30T08:00:00Z
2018-05-30T21:00:00Z,MOOS,1422.1750440253527,2018-05-30T08:00:00Z
2018-05-30T21:30:00Z,MOOS,1413.245354284998,2018-05-30T08:00:00Z
2018-05-30T22:00:00Z,MOOS,1413.245354284998,2018-05-30T08:00:00Z
2018-05-30T22:30:00Z,MOOS,1422.1750440253527,2018-05-30T08:00:00Z
2018-05-30T23:00:00Z,MOOS,1413.245354284998,2018-05-30T08:00:00Z
2018-05-30T23:30:00Z,MOOS,1419.1984807784902,2018-05-30T08:00:00Z
2018-05-31T00:00:00Z,MOOS,1404.315664544527,2018-05-30T08:00:00Z
2018-05-31T00:30:00Z,MOOS,1416.2219175318023,2018-05-30T08:00:00Z
2018-05-31T01:00:00Z,MOOS,1407.2922277913312,2018-05-30T08:00:00Z
2018-05-31T01:30:00Z,MOOS,1404.315664544527,2018-05-30T08:00:00Z
2018-05-31T02:00:00Z,MOOS,1386.4562850637594,2018-05-30T08:00:00Z
2018-05-31T02:30:00Z,MOOS,1395.3859748041723,2018-05-30T08:00:00Z
2018-05-31T03:00:00Z,MOOS,1392.409411557368,2018-05-30T08:00:00Z
2018-05-31T03:30:00Z,MOOS,1398.3625380510348,2018-05-30T08:00:00Z
2018-05-31T04:00:00Z,MOOS,1386.4562850637594,2018-05-30T08:00:00Z
2018-05-31T04:30:00Z,MOOS,1386.4562850637594,2018-05-30T08:00:00Z
2018-05-31T05:00:00Z,MOOS,1383.4797218169551,2018-05-30T08:00:00Z
2018-05-31T05:30:00Z,MOOS,1392.409411557368,2018-05-30T08:00:00Z
2018-05-31T06:00:00Z,MOOS,1389.4328483105637,2018-05-30T08:00:00Z
2018-05-31T06:30:00Z,MOOS,1398.3625380510348,2018-05-30T08:00:00Z
2018-05-31T07:00:00Z,MOOS,1389.4328483105637,2018-05-30T08:00:00Z
2018-05-31T07:30:00Z,MOOS,1392.409411557368,2018-05-30T08:00:00Z
2018-05-31T08:00:00Z,MOOS,1401.3391012977227,2018-05-31T08:00:00Z
2018-05-31T08:30:00Z,MOOS,1392.409411557368,2018-05-31T08:00:00Z
2018-05-31T09:00:00Z,MOOS,1395.3859748041723,2018-05-31T08:00:00Z
2018-05-31T09:30:00Z,MOOS,1386.4562850637594,2018-05-31T08:00:00Z
2018-05-31T10:00:00Z,MOOS,1398.3625380510348,2018-05-31T08:00:00Z
2018-05-31T10:30:00Z,MOOS,1383.4797218169551,2018-05-31T08:00:00Z
2018-05-31T11:00:00Z,MOOS,1395.3859748041723,2018-05-31T08:00:00Z
2018-05-31T11:30:00Z,MOOS,1389.4328483105637,2018-05-31T08:00:00Z
2018-05-31T12:00:00Z,MOOS,1392.409411557368,2018-05-31T08:00:00Z
2018-05-31T12:30:00Z,MOOS,1395.3859748041723,2018-05-31T08:00:00Z
2018-05-31T13:00:00Z,MOOS,1389.4328483105637,2018-05-31T08:00:00Z
2018-05-31T13:30:00Z,MOOS,1392.409411557368,2018-05-31T08:00:00Z
2018-05-31T14:00:00Z,MOOS,1386.4562850637594,2018-05-31T08:00:00Z
2018-05-31T14:30:00Z,MOOS,1383.4797218169551,2018-05-31T08:00:00Z
2018-05-31T15:00:00Z,MOOS,1386.4562850637594,2018-05-31T08:00:00Z
2018-05-31T15:30:00Z,MOOS,1380.503158570209,2018-05-31T08:00:00Z
2018-05-31T16:00:00Z,MOOS,1371.5734688297962,2018-05-31T08:00:00Z
2018-05-31T16:30:00Z,MOOS,1383.4797218169551,2018-05-31T08:00:00Z
2018-05-31T17:00:00Z,MOOS,1368.596905582992,2018-05-31T08:00:00Z
2018-05-31T17:30:00Z,MOOS,1371.5734688297962,2018-05-31T08:00:00Z
2018-05-31T18:00:00Z,MOOS,1368.596905582992,2018-05-31T08:00:00Z
2018-05-31T18:30:00Z,MOOS,1377.5265953234048,2018-05-31T08:00:00Z
2018-05-31T19:00:00Z,MOOS,1386.4562850637594,2018-05-31T08:00:00Z
2018-05-31T19:30:00Z,MOOS,1380.503158570209,2018-05-31T08:00:00Z
2018-05-31T20:00:00Z,MOOS,1374.5500320766005,2018-05-31T08:00:00Z
2018-05-31T20:30:00Z,MOOS,1371.5734688297962,2018-05-31T08:00:00Z
2018-05-31T21:00:00Z,MOOS,1377.5265953234048,2018-05-31T08:00:00Z
2018-05-31T21:30:00Z,MOOS,1374.5500320766005,2018-05-31T08:00:00Z
2018-05-31T22:00:00Z,MOOS,1362.6437790894415,2018-05-31T08:00:00Z
2018-05-31T22:30:00Z,MOOS,1359.6672158426372,2018-05-31T08:00:00Z
2018-05-31T23:00:00Z,MOOS,1356.690652595833,2018-05-31T08:00:00Z
2018-05-31T23:30:00Z,MOOS,1362.6437790894415,2018-05-31T08:00:00Z
2018-06-01T00:00:00Z,MOOS,1362.6437790894415,2018-05-31T08:00:00Z
2018-06-01T00:30:00Z,MOOS,1353.7140893490287,2018-05-31T08:00:00Z
2018-06-01T01:00:00Z,MOOS,1356.690652595833,2018-05-31T08:00:00Z
2018-06-01T01:30:00Z,MOOS,1359.6672158426372,2018-05-31T08:00:00Z
2018-06-01T02:00:00Z,MOOS,1344.784399608674,2018-05-31T08:00:00Z
2018-06-01T02:30:00Z,MOOS,1359.6672158426372,2018-05-31T08:00:00Z
2018-06-01T03:00:00Z,MOOS,1350.7375261022244,2018-05-31T08:00:00Z
2018-06-01T03:30:00Z,MOOS,1335.8547098682611,2018-05-31T08:00:00Z
2018-06-01T04:00:00Z,MOOS,1347.76096285542,2018-05-31T08:00:00Z
2018-06-01T04:30:00Z,MOOS,1344.784399608674,2018-05-31T08:00:00Z
2018-06-01T05:00:00Z,MOOS,1338.8312731150654,2018-05-31T08:00:00Z
2018-06-01T05:30:00Z,MOOS,1344.784399608674,2018-05-31T08:00:00Z
2018-06-01T06:00:00Z,MOOS,1338.8312731150654,2018-05-31T08:00:00Z
2018-06-01T06:30:00Z,MOOS,1347.76096285542,2018-05-31T08:00:00Z
2018-06-01T07:00:00Z,MOOS,1341.8078363618697,2018-05-31T08:00:00Z
2018-06-01T07:30:00Z,MOOS,1344.784399608674,2018-05-31T08:00:00Z
2018-06-01T08:00:00Z,MOOS,1356.690652595833,2018-06-01T08:00:00Z
2018-06-01T08:30:00Z,MOOS,1344.784399608674,2018-06-01T08:00:00Z
2018-06-01T09:00:00Z,MOOS,1350.7375261022244,2018-06-01T08:00:00Z
2018-06-01T09:30:00Z,MOOS,1347.76096285542,2018-06-01T08:00:00Z
