"","DateTime","MeanDischarge"
"1",2019-08-13 15:30:00,688.440314839613
"2",2019-08-13 15:45:00,686.754251199745
"3",2019-08-13 16:00:00,690.801517260098
"4",2019-08-13 16:15:00,695.710469922531
"5",2019-08-13 16:30:00,696.891071132773
"6",2019-08-13 16:45:00,698.071672343015
"7",2019-08-13 17:00:00,702.587091268702
"8",2019-08-13 17:15:00,704.235845344277
"9",2019-08-13 17:30:00,712.761220766023
"10",2019-08-13 17:45:00,718.962703331578
"11",2019-08-13 18:00:00,726.195548850203
"12",2019-08-13 18:15:00,724.078641909293
"13",2019-08-13 18:30:00,730.992572819757
"14",2019-08-13 18:45:00,738.300037466968
"15",2019-08-13 19:00:00,750.479145212319
"16",2019-08-13 19:15:00,759.041830198358
"17",2019-08-13 19:30:00,758.610986897317
"18",2019-08-13 19:45:00,769.572183868134
"19",2019-08-13 20:00:00,769.928408040588
"20",2019-08-13 20:15:00,777.235872687799
"21",2019-08-13 20:30:00,784.224422726848
"22",2019-08-13 20:45:00,789.808514169897
"23",2019-08-13 21:00:00,799.626419494765
"24",2019-08-13 21:15:00,804.854286765359
"25",2019-08-13 21:30:00,813.416971751398
"26",2019-08-13 21:45:00,816.996084946418
"27",2019-08-13 22:00:00,826.02692279779
"28",2019-08-13 22:15:00,834.158764482789
"29",2019-08-13 22:30:00,834.514988655243
"30",2019-08-13 22:45:00,835.264746564445
"31",2019-08-13 23:00:00,845.045342325019
"32",2019-08-13 23:15:00,846.656786836301
"33",2019-08-13 23:30:00,844.614499023978
"34",2019-08-13 23:45:00,849.879675858866
"35",2019-08-14 00:00:00,844.146346158645
"36",2019-08-14 00:15:00,849.486142122119
"37",2019-08-14 00:30:00,846.544858143422
"38",2019-08-14 00:45:00,849.448832557826
"39",2019-08-14 01:00:00,842.92843538411
"40",2019-08-14 01:15:00,842.178677474908
"41",2019-08-14 01:30:00,840.492613835039
"42",2019-08-14 01:45:00,836.838881511434
"43",2019-08-14 02:00:00,829.962260165264
"44",2019-08-14 02:15:00,827.882662788648
"45",2019-08-14 02:30:00,825.877684540618
"46",2019-08-14 02:45:00,820.107045276103
"47",2019-08-14 03:00:00,817.352309118872
"48",2019-08-14 03:15:00,812.443356456438
"49",2019-08-14 03:30:00,808.321471267499
"50",2019-08-14 03:45:00,808.789624132833
"51",2019-08-14 04:00:00,802.269226959117
"52",2019-08-14 04:15:00,799.477181237592
"53",2019-08-14 04:30:00,795.748829785401
"54",2019-08-14 04:45:00,792.563250327129
"55",2019-08-14 05:00:00,794.137385274118
"56",2019-08-14 05:15:00,789.659275912725
"57",2019-08-14 05:30:00,785.218476115625
"58",2019-08-14 05:45:00,780.703057189938
"59",2019-08-14 06:00:00,779.915989716444
"60",2019-08-14 06:15:00,775.475189919344
"61",2019-08-14 06:30:00,772.608525069233
"62",2019-08-14 06:45:00,766.481661632264
"63",2019-08-14 07:00:00,768.954792745628
"64",2019-08-14 07:15:00,761.572708969831
"65",2019-08-14 07:30:00,759.174196985053
"66",2019-08-14 07:45:00,755.089621360408
"67",2019-08-14 08:00:00,755.126930924701
"68",2019-08-14 08:15:00,748.250309578531
"69",2019-08-14 08:30:00,750.686131127601
"70",2019-08-14 08:45:00,744.596577254925
"71",2019-08-14 09:00:00,741.336378668067
"72",2019-08-14 09:15:00,736.858269306674
"73",2019-08-14 09:30:00,738.507023382249
"74",2019-08-14 09:45:00,734.38513819331
"75",2019-08-14 10:00:00,727.114983110393
"76",2019-08-14 10:15:00,729.157270922716
"77",2019-08-14 10:30:00,727.976669712474
"78",2019-08-14 10:45:00,726.04631059303
"79",2019-08-14 11:00:00,716.659248569203
"80",2019-08-14 11:15:00,719.919447156061
"81",2019-08-14 11:30:00,717.090091870244
"82",2019-08-14 11:45:00,713.473669110931
"83",2019-08-14 12:00:00,709.351783921992
"84",2019-08-14 12:15:00,707.777648975003
"85",2019-08-14 12:30:00,708.602026012791
"86",2019-08-14 12:45:00,706.128894899428
"87",2019-08-14 13:00:00,703.29953961361
"88",2019-08-14 13:15:00,698.034362778722
"89",2019-08-14 13:30:00,696.816452004187
"90",2019-08-14 13:45:00,689.471677792683
"91",2019-08-14 14:00:00,691.157741432552
"92",2019-08-14 14:15:00,687.42938998036
"93",2019-08-14 14:30:00,686.642322506865
"94",2019-08-14 14:45:00,685.855255033371
"95",2019-08-14 15:00:00,682.632366010806
"96",2019-08-14 15:15:00,683.456743048594
"97",2019-08-14 15:30:00,681.020921499523
"98",2019-08-14 15:45:00,678.154256649413
"99",2019-08-14 16:00:00,676.11196883709
"100",2019-08-14 16:15:00,672.889079814525
"101",2019-08-14 16:30:00,676.186587965676
"102",2019-08-14 16:45:00,672.851770250232
"103",2019-08-14 17:00:00,672.458236513484
"104",2019-08-14 17:15:00,669.628881227667
"105",2019-08-14 17:30:00,671.203016174656
"106",2019-08-14 17:45:00,666.405992205102
"107",2019-08-14 18:00:00,665.544305603021
"108",2019-08-14 18:15:00,663.502017790698
"109",2019-08-14 18:30:00,665.188081430567
"110",2019-08-14 18:45:00,664.68261900094
"111",2019-08-14 19:00:00,658.986598865012
"112",2019-08-14 19:15:00,659.023908429305
"113",2019-08-14 19:30:00,662.284107016163
"114",2019-08-14 19:45:00,658.274150520103
"115",2019-08-14 20:00:00,659.8109759028
"116",2019-08-14 20:15:00,655.332866541406
"117",2019-08-14 20:30:00,655.370176105699
"118",2019-08-14 20:45:00,652.897044992336
"119",2019-08-14 21:00:00,652.859735428043
"120",2019-08-14 21:15:00,654.114955766871
"121",2019-08-14 21:30:00,651.24829091676
"122",2019-08-14 21:45:00,650.854757180013
"123",2019-08-14 22:00:00,646.770181555367
"124",2019-08-14 22:15:00,646.770181555367
"125",2019-08-14 22:30:00,650.067689706518
"126",2019-08-14 22:45:00,646.80749111966
"127",2019-08-14 23:00:00,648.38162606665
"128",2019-08-14 23:15:00,646.339338254327
"129",2019-08-14 23:30:00,643.079139667469
"130",2019-08-14 23:45:00,644.727893743044
"131",2019-08-15 00:00:00,644.727893743044
