column_label,HI_mean_Interp,HI_sd_with_Interp,N.S.,Max_width_Interp,Min_response,Max_response,Peak_Q,ShapiroTest.W,ShapiroTest.p,t.test.stat,t.test.p,t.test.CIlow,t.test.CIhigh,wilcox.test.stat,wilcox.test.p,storm.ID,site.ID
1,-0.4276894409937877,0.2294425412243468,-0.190062111801236,-0.80687111801242,13.930416572847,23.7161839898773,1782.23345607442,0.8983,4e-4,-13.0483,0,-0.4936,-0.3618,7,0,STRT_storm1a_08_15_NO3,STRT
2,-0.38264436871054,0.224323064869542,0.467664197601753,-0.745300125878014,52.9703673154102,112.991649469925,1782.23345607442,0.8566,0,-11.9404,0,-0.447,-0.3182,0,0,STRT_storm1a_08_15_fDOM,STRT
3,0.5386509448943907,0.12960442510054765,-0.955931395902816,0.737494044783216,107.981818181818,146.145454545455,1782.23345607442,0.9524,0.0427,29.0928,0,0.5014,0.5759,1275,0,STRT_storm1a_08_15_SPC,STRT
4,0.16379292061465975,0.17131405656327214,NA,0.427846236928666,6.51090909090909,99.0972727272727,1782.23345607442,0.9395,0.0129,6.6927,0,0.1146,0.213,1175,0,STRT_storm1a_08_15_turb,STRT
5,-0.07573584448648085,0.09411338412562606,0.974250017442218,-0.440406186525127,0.166430769230769,0.583821428571429,1782.23345607442,0.7079,0,-5.6331,0,-0.1028,-0.0487,54,0,STRT_storm1a_08_15_abs,STRT
6,0.3963394591364098,0.2229945464157156,-0.886149708650828,0.621544897654248,18.6006892679157,23.6857934078368,1633.21068216951,0.8006,0,12.4415,0,0.3323,0.4604,1263,0,STRT_storm2a_08_19_NO3,STRT
7,-0.2589086503204532,0.2968325944077025,0.55470402115702,-0.718484475053517,77.799030566122,94.9631871565753,1633.21068216951,0.8268,0,-6.1057,0,-0.3441,-0.1737,199,0,STRT_storm2a_08_19_fDOM,STRT
8,0.481904445919057,0.1816020808524439,-0.833443928334453,0.671532846715329,113.672727272727,127.372727272727,1633.21068216951,0.8063,0,18.5754,0,0.4298,0.534,1275,0,STRT_storm2a_08_19_SPC,STRT
9,-0.09948747339119002,0.1331590622580394,0.891408765897056,-0.467086949402325,9.84909090909091,43.16,1633.21068216951,0.7731,0,-5.2299,0,-0.1377,-0.0613,76,0,STRT_storm2a_08_19_turb,STRT
10,-0.23603359882816155,0.2115167800437253,0.885928774146297,-0.607616955048982,0.239771428571429,0.395814285714286,1633.21068216951,0.8301,0,-7.8114,0,-0.2968,-0.1753,1,0,STRT_storm2a_08_19_abs,STRT
11,0.6046019900498297,0.24808981009392655,-0.714759535655161,0.854477611940395,20.8047662304006,21.7210422789206,1549.83455495195,0.827,0,17.0592,0,0.5334,0.6758,1270,0,STRT_storm3 08_25_NO3,STRT
12,-0.6324471372891728,0.14087328690343992,0.683679609733247,-0.769134714339278,81.9556733640223,94.1621231824741,1549.83455495195,0.7411,0,-31.4263,0,-0.6729,-0.592,1,0,STRT_storm3 08_25_fDOM,STRT
13,0.6896334310850482,0.1604743161122675,-0.777126099706773,0.839442815249273,112.6,118.8,1549.83455495195,0.7771,0,30.0823,0,0.6436,0.7357,1275,0,STRT_storm3 08_25_SPC,STRT
14,-0.13530403371463007,0.10454763113887285,0.699320547002668,-0.349101229895932,13.5527272727273,24.1227272727273,1549.83455495195,0.9633,0.1217,-9.0593,0,-0.1653,-0.1053,39,0,STRT_storm3 08_25_turb,STRT
15,-0.6435736559810362,0.1462276275286271,0.874017712361228,-0.789010851939627,0.270885714285714,0.32815,1549.83455495195,0.7979,0,-30.8082,0,-0.6856,-0.6016,1,0,STRT_storm3 08_25_abs,STRT
