"","DateTime","Site","MeanDischarge","day","fDOM.QSU","SpCond.uScm","Turbidity.FNU","nitrateuM"
"5663",2018-09-24 11:00:00,"MOOS",2160.15670771559,"2018-09-24T08:00:00Z",184.37,86.9,56.53,NA
"5664",2018-09-24 11:30:00,"MOOS",2151.84171402355,"2018-09-24T08:00:00Z",173.54,86.9,62.88,23.6477777777778
"5665",2018-09-24 12:00:00,"MOOS",2145.76270263916,"2018-09-24T08:00:00Z",171.19,86.5,66.5,23.7155555555556
"5666",2018-09-24 12:30:00,"MOOS",2142.18743062444,"2018-09-24T08:00:00Z",168.82,86.2,85.99,23.7322222222222
"5667",2018-09-24 13:00:00,"MOOS",2141.38365504157,"2018-09-24T08:00:00Z",170.12,85.9,84.75,23.7111111111111
"5668",2018-09-24 13:30:00,"MOOS",2143.61913295259,"2018-09-24T08:00:00Z",171.72,85.7,67.95,24.0322222222222
"5669",2018-09-24 14:00:00,"MOOS",2106.78459078859,"2018-09-24T08:00:00Z",167.36,85.5,72.9,23.7288888888889
"5670",2018-09-24 14:30:00,"MOOS",2142.50334975013,"2018-09-24T08:00:00Z",167.63,85.5,85.61,23.7366666666667
"5671",2018-09-24 15:00:00,"MOOS",2297.28463858354,"2018-09-24T08:00:00Z",173.86,85.4,78.78,23.8888888888889
"5672",2018-09-24 15:30:00,"MOOS",2312.16745481751,"2018-09-24T08:00:00Z",177.97,85.5,81.29,23.9322222222222
"5673",2018-09-24 16:00:00,"MOOS",2321.09714455786,"2018-09-24T08:00:00Z",189.07,85.5,81.7,24.0444444444444
"5674",2018-09-24 16:30:00,"MOOS",2309.1908915707,"2018-09-24T08:00:00Z",183.68,85.5,75.33,NA
"5675",2018-09-24 17:00:00,"MOOS",2303.23776507709,"2018-09-24T08:00:00Z",177.9,85.5,88.94,NA
"5676",2018-09-24 17:30:00,"MOOS",2276.44869585597,"2018-09-24T08:00:00Z",187.44,85.5,84.94,24.2555555555556
"5677",2018-09-24 18:00:00,"MOOS",2282.40182234958,"2018-09-24T08:00:00Z",185.17,85.5,101.89,NA
"5678",2018-09-24 18:30:00,"MOOS",2264.54244286881,"2018-09-24T08:00:00Z",189.54,85.5,82.05,NA
"5679",2018-09-24 19:00:00,"MOOS",2225.84712066042,"2018-09-24T08:00:00Z",184.74,85.6,71.99,24.5155555555556
"5680",2018-09-24 19:30:00,"MOOS",2222.87055741361,"2018-09-24T08:00:00Z",190.38,85.7,122.95,24.4188888888889
"5681",2018-09-24 20:00:00,"MOOS",2237.75337364757,"2018-09-24T08:00:00Z",190.05,85.9,97.83,24.54
"5682",2018-09-24 20:30:00,"MOOS",2205.01117793284,"2018-09-24T08:00:00Z",189.41,86,94.67,NA
"5683",2018-09-24 21:00:00,"MOOS",2228.82368390722,"2018-09-24T08:00:00Z",188.1,86,67.38,NA
"5684",2018-09-24 21:30:00,"MOOS",2222.87055741361,"2018-09-24T08:00:00Z",180.98,86.1,67.12,24.8544444444444
"5685",2018-09-24 22:00:00,"MOOS",2184.17523520527,"2018-09-24T08:00:00Z",184.69,86.2,96.52,NA
"5686",2018-09-24 22:30:00,"MOOS",2187.15179845208,"2018-09-24T08:00:00Z",185.66,86.4,77.74,24.95
"5687",2018-09-24 23:00:00,"MOOS",2216.91743092,"2018-09-24T08:00:00Z",184.87,86.4,87.2,25.0733333333333
"5688",2018-09-24 23:30:00,"MOOS",2202.03461468604,"2018-09-24T08:00:00Z",185.38,86.3,94.81,NA
"5689",2018-09-25 00:00:00,"MOOS",2187.15179845208,"2018-09-24T08:00:00Z",185.09,86.4,101.25,24.9822222222222
"5690",2018-09-25 00:30:00,"MOOS",2172.26898221811,"2018-09-24T08:00:00Z",187.17,86.4,83.02,25.1244444444444
"5691",2018-09-25 01:00:00,"MOOS",2187.15179845208,"2018-09-24T08:00:00Z",187.98,86.4,102.64,25.2333333333333
"5692",2018-09-25 01:30:00,"MOOS",2190.12836169888,"2018-09-24T08:00:00Z",188.51,86.4,75.18,NA
"5693",2018-09-25 02:00:00,"MOOS",2166.31585572445,"2018-09-24T08:00:00Z",187.22,86.4,89.63,25.3088888888889
"5694",2018-09-25 02:30:00,"MOOS",2169.29241897125,"2018-09-24T08:00:00Z",188.82,86.5,82.72,25.51
"5695",2018-09-25 03:00:00,"MOOS",2202.03461468604,"2018-09-24T08:00:00Z",NA,86.5,114.75,25.4377777777778
"5696",2018-09-25 03:30:00,"MOOS",2157.38616598409,"2018-09-24T08:00:00Z",184.03,86.1,85.44,25.3111111111111
"5697",2018-09-25 04:00:00,"MOOS",2172.26898221811,"2018-09-24T08:00:00Z",185,85.8,77.98,NA
"5698",2018-09-25 04:30:00,"MOOS",2145.47991299687,"2018-09-24T08:00:00Z",186.05,85.8,89.11,25.6955555555556
"12475",2018-09-24 11:15:00,"MOOS",NA,NA,189.38,87,111.91,23.5655555555556
"12476",2018-09-24 11:45:00,"MOOS",NA,NA,170.83,86.8,75.77,23.51
"12477",2018-09-24 12:15:00,"MOOS",NA,NA,171.71,86.4,62.78,23.5977777777778
"12478",2018-09-24 12:45:00,"MOOS",NA,NA,165.42,86,64.53,23.6988888888889
"12479",2018-09-24 13:15:00,"MOOS",NA,NA,170.13,85.7,66.95,23.72
"12480",2018-09-24 13:45:00,"MOOS",NA,NA,172.72,85.6,69.31,23.6388888888889
"12481",2018-09-24 14:15:00,"MOOS",NA,NA,170.96,85.5,60.34,23.78
"12482",2018-09-24 14:45:00,"MOOS",NA,NA,168.75,85.4,79.99,23.7433333333333
"12483",2018-09-24 15:15:00,"MOOS",NA,NA,186.25,85.4,99.44,23.9466666666667
"12484",2018-09-24 15:45:00,"MOOS",NA,NA,185.2,85.5,89.38,24.0466666666667
"12485",2018-09-24 16:15:00,"MOOS",NA,NA,184.09,85.5,101.79,24.0433333333333
