"","DateTime","Site","MeanDischarge","day","fDOM.QSU","SpCond.uScm","Turbidity.FNU","nitrateuM"
"1607",2018-07-02 02:00:00,"MOOS",2062.13614208659,"2018-07-01T08:00:00Z",134.78,86.4666666666667,85.9816666666667,NA
"1608",2018-07-02 02:30:00,"MOOS",2085.94864806102,"2018-07-01T08:00:00Z",136.893333333333,86.0333333333333,87.015,NA
"1609",2018-07-02 03:00:00,"MOOS",2136.55022325652,"2018-07-01T08:00:00Z",135.621666666667,85.85,85.8816666666667,NA
"1610",2018-07-02 03:30:00,"MOOS",2193.10492494568,"2018-07-01T08:00:00Z",NA,86.0333333333333,92.28,NA
"1611",2018-07-02 04:00:00,"MOOS",2249.65962663473,"2018-07-01T08:00:00Z",NA,86,86.7633333333333,NA
"1612",2018-07-02 04:30:00,"MOOS",2315.14401806431,"2018-07-01T08:00:00Z",134.821666666667,86,83.495,NA
"1613",2018-07-02 05:00:00,"MOOS",2395.51122572779,"2018-07-01T08:00:00Z",133.65,85.9333333333333,89.3816666666667,NA
"1614",2018-07-02 05:30:00,"MOOS",2502.66750261246,"2018-07-01T08:00:00Z",133.411666666667,85.6666666666667,94.8816666666667,NA
"1615",2018-07-02 06:00:00,"MOOS",2535.40969832725,"2018-07-01T08:00:00Z",NA,85.5166666666667,108.986666666667,NA
"1616",2018-07-02 06:30:00,"MOOS",2565.17533079523,"2018-07-01T08:00:00Z",126.39,85.35,112.718333333333,NA
"1617",2018-07-02 07:00:00,"MOOS",2535.40969832725,"2018-07-01T08:00:00Z",126.341666666667,85.0833333333333,130.416666666667,NA
"1618",2018-07-02 07:30:00,"MOOS",2675.30817092664,"2018-07-01T08:00:00Z",124.98,84.35,136.543333333333,NA
"1619",2018-07-02 08:00:00,"MOOS",2678.28473417345,"2018-07-02T08:00:00Z",NA,83.4,147.628333333333,NA
"1620",2018-07-02 08:30:00,"MOOS",2615.77690599079,"2018-07-02T08:00:00Z",127.463333333333,82.5,143.736666666667,NA
"1621",2018-07-02 09:00:00,"MOOS",2618.75346923759,"2018-07-02T08:00:00Z",NA,81.9166666666667,148.19,NA
"1622",2018-07-02 09:30:00,"MOOS",2618.75346923759,"2018-07-02T08:00:00Z",NA,81.5166666666667,167.48,NA
"1623",2018-07-02 10:00:00,"MOOS",2642.56597521191,"2018-07-02T08:00:00Z",NA,81.2666666666667,NA,NA
"1624",2018-07-02 10:30:00,"MOOS",2630.65972222475,"2018-07-02T08:00:00Z",NA,81.0166666666667,NA,NA
