"","Site","DateTime","Discharge","NO3","fDOM","SpCond","Turb","day"
"6322","CARI",2018-08-05 16:45:00,352.583333333333,21.8,NA,85.846,-2.52066666666667,2018-08-05
"6323","CARI",2018-08-05 17:00:00,354.618666666667,21.8,NA,85.8176666666667,-2.434,2018-08-05
"6324","CARI",2018-08-05 17:15:00,361.76,21.7,NA,85.8016666666667,-2.43133333333333,2018-08-05
"6325","CARI",2018-08-05 17:30:00,367.712666666667,21.7,NA,85.7933333333333,-2.18533333333333,2018-08-05
"6326","CARI",2018-08-05 17:45:00,370.959333333333,21.7,NA,85.718,-2.321,2018-08-05
"6327","CARI",2018-08-05 18:00:00,374.179333333333,21.7,NA,85.6756666666667,-2.19633333333333,2018-08-05
"6328","CARI",2018-08-05 18:15:00,381.190666666667,21.6,45.1146666666667,85.523,-1.98,2018-08-05
"6329","CARI",2018-08-05 18:30:00,392.089333333333,21.6,45.224,85.4733333333333,-1.82366666666667,2018-08-05
"6330","CARI",2018-08-05 18:45:00,401.802,21.5,45.63,85.3333333333333,-1.71,2018-08-05
"6331","CARI",2018-08-05 19:00:00,402.794,21.5,45.7806666666667,85.246,-1.391,2018-08-05
"6332","CARI",2018-08-05 19:15:00,405.912666666667,21.6,45.9533333333333,85.1086666666667,-1.203,2018-08-05
"6333","CARI",2018-08-05 19:30:00,413.778,21.6,46.4126666666667,84.9836666666667,-0.881666666666667,2018-08-05
"6334","CARI",2018-08-05 19:45:00,415.88,21.5,46.842,84.7866666666667,-0.544333333333333,2018-08-05
"6335","CARI",2018-08-05 20:00:00,431.862666666667,21.6,47.1893333333333,84.529,-0.194666666666667,2018-08-05
"6336","CARI",2018-08-05 20:15:00,429.383333333333,21.6,NA,84.296,2.07433333333333,2018-08-05
"6337","CARI",2018-08-05 20:30:00,449.108,21.6,NA,83.997,0.831666666666667,2018-08-05
"6338","CARI",2018-08-05 20:45:00,452.044,21.6,NA,83.783,41.1946666666667,2018-08-05
"6339","CARI",2018-08-05 21:00:00,452.25,21.6,NA,83.4576666666667,1.50666666666667,2018-08-05
"6340","CARI",2018-08-05 21:15:00,455.594,21.6,NA,83.054,2.02333333333333,2018-08-05
"6341","CARI",2018-08-05 21:30:00,470.047333333333,21.6,NA,82.4943333333333,2.21966666666667,2018-08-05
"6342","CARI",2018-08-05 21:45:00,478.511333333333,21.6,NA,82.1123333333333,2.75033333333333,2018-08-05
"6343","CARI",2018-08-05 22:00:00,480.842666666667,21.6,NA,81.6516666666667,3.986,2018-08-05
"6344","CARI",2018-08-05 22:15:00,485.578,21.6,NA,81.179,5.786,2018-08-05
"6345","CARI",2018-08-05 22:30:00,494.51,21.6,NA,80.7476666666667,6.55633333333333,2018-08-05
"6346","CARI",2018-08-05 22:45:00,507.715333333333,21.6,NA,80.3313333333333,6.04533333333333,2018-08-05
"6347","CARI",2018-08-05 23:00:00,511.186,21.6,NA,79.873,5.15333333333333,2018-08-05
"6348","CARI",2018-08-05 23:15:00,508.178,21.6,NA,79.5066666666667,4.68033333333333,2018-08-05
"6349","CARI",2018-08-05 23:30:00,528.248666666667,21.5,NA,79.3376666666667,4.34066666666667,2018-08-05
"6350","CARI",2018-08-05 23:45:00,532.08,21.4,NA,78.8556666666667,4.27966666666667,2018-08-05
"6351","CARI",2018-08-06 00:00:00,541.428666666667,21.4,NA,78.3993333333333,4.34333333333333,2018-08-06
"6352","CARI",2018-08-06 00:15:00,534.852,21.2,NA,77.8973333333333,4.54433333333333,2018-08-06
"6353","CARI",2018-08-06 00:30:00,539.751333333333,21.1,NA,77.4053333333333,4.299,2018-08-06
"6354","CARI",2018-08-06 00:45:00,552.514666666667,21.1,NA,77.0143333333333,3.61133333333333,2018-08-06
"6355","CARI",2018-08-06 01:00:00,555.691333333333,21,NA,76.6493333333333,3.899,2018-08-06
"6356","CARI",2018-08-06 01:15:00,561.418,20.9,NA,76.3533333333333,4.07666666666667,2018-08-06
"6357","CARI",2018-08-06 01:30:00,560.779333333333,20.9,NA,75.9343333333333,4.02966666666667,2018-08-06
"6358","CARI",2018-08-06 01:45:00,565.714666666667,20.9,NA,75.3243333333333,3.79266666666667,2018-08-06
"6359","CARI",2018-08-06 02:00:00,571.776,20.7,NA,74.8973333333333,3.77166666666667,2018-08-06
"6360","CARI",2018-08-06 02:15:00,585.850666666667,20.6,NA,74.4706666666667,4.46933333333333,2018-08-06
"6361","CARI",2018-08-06 02:30:00,590.302,20.5,NA,74.154,4.317,2018-08-06
"6362","CARI",2018-08-06 02:45:00,589.081333333333,20.3,NA,73.8956666666667,4.25033333333333,2018-08-06
"6363","CARI",2018-08-06 03:00:00,600.256,20.3,NA,73.6686666666667,4.53,2018-08-06
"6364","CARI",2018-08-06 03:15:00,614.550666666667,20.2,NA,73.3646666666667,4.48366666666667,2018-08-06
