"","DateTime","Site","MeanDischarge","day","fDOM.QSU","SpCond.uScm","Turbidity.FNU","nitrateuM"
"4159",2018-08-24 04:30:00,"FRCH",393.55600691578,"2018-08-23T08:00:00Z",97.7316666666667,88.6,15.0083333333333,NA
"4160",2018-08-24 05:00:00,"FRCH",397.574117175507,"2018-08-23T08:00:00Z",97.79,88.6166666666667,15.5866666666667,NA
"4161",2018-08-24 05:30:00,"FRCH",398.578644740453,"2018-08-23T08:00:00Z",98.5383333333333,88.6,15.85,NA
"4162",2018-08-24 06:00:00,"FRCH",394.560534480697,"2018-08-23T08:00:00Z",98.8633333333333,88.6,12.985,NA
"4163",2018-08-24 06:30:00,"FRCH",395.565062045644,"2018-08-23T08:00:00Z",99.3666666666667,88.5,15.3383333333333,NA
"4164",2018-08-24 07:00:00,"FRCH",402.596755000181,"2018-08-23T08:00:00Z",99.9633333333333,88.4333333333333,15.2366666666667,NA
"4165",2018-08-24 07:30:00,"FRCH",402.596755000181,"2018-08-23T08:00:00Z",100.725,88.5,15.1216666666667,NA
"4166",2018-08-24 08:00:00,"FRCH",407.619392824854,"2018-08-24T08:00:00Z",101.331666666667,88.4666666666667,14.455,NA
"4167",2018-08-24 08:30:00,"FRCH",406.614865259908,"2018-08-24T08:00:00Z",101.973333333333,88.4,15.205,NA
"4168",2018-08-24 09:00:00,"FRCH",407.619392824854,"2018-08-24T08:00:00Z",102.905,88.3666666666667,14.0216666666667,NA
"4169",2018-08-24 09:30:00,"FRCH",411.63750308461,"2018-08-24T08:00:00Z",103.773333333333,88.35,12.665,NA
"4170",2018-08-24 10:00:00,"FRCH",413.646558214445,"2018-08-24T08:00:00Z",104.775,88.2833333333333,16.0533333333333,NA
"4171",2018-08-24 10:30:00,"FRCH",414.651085779391,"2018-08-24T08:00:00Z",106.011666666667,88.1666666666667,14.19,NA
"4172",2018-08-24 11:00:00,"FRCH",417.664668474201,"2018-08-24T08:00:00Z",107.271666666667,87.9333333333333,13.1833333333333,NA
"4173",2018-08-24 11:30:00,"FRCH",423.691833863792,"2018-08-24T08:00:00Z",108.636666666667,87.75,14.3316666666667,NA
"4174",2018-08-24 12:00:00,"FRCH",427.709944123519,"2018-08-24T08:00:00Z",109.76,87.6,15.0233333333333,NA
