"","DateTime","Site","fDOM.QSU","SpCond.uScm","Turbidity.FNU","nitrateuM","ABS_254","MeanDischarge"
"5845",2018-08-30 16:00:00,"MOOS",235.922149425543,90.4,34.56,13.8849423340031,0.790066666666667,1776.77092496213
"5846",2018-08-30 16:30:00,"MOOS",235.595592452405,90.5,20.14,13.8861253566433,0.787766666666667,1773.46134528902
"5847",2018-08-30 17:00:00,"MOOS",235.369081737944,90.5,21.89,13.8802102434425,0.786266666666667,1786.69966398156
"5848",2018-08-30 17:30:00,"MOOS",235.137171789737,90.5,21.52,13.9168839452873,0.783233333333333,1793.31882332789
"5849",2018-08-30 18:00:00,"MOOS",233.913918988768,90.6,21.28,14.0233559829013,0.781711111111111,1799.93798267422
"5850",2018-08-30 18:30:00,"MOOS",234.061541924443,90.6,18.73,14.1026184997918,0.780655555555556,1793.31882332789
"5851",2018-08-30 19:00:00,"MOOS",233.419293182295,90.6,23.04,14.1381091789964,0.781955555555556,1796.62840300112
"5852",2018-08-30 19:30:00,"MOOS",232.899681199698,90.6,23.5,14.1144487261933,0.780833333333333,1813.17630136688
"5853",2018-08-30 20:00:00,"MOOS",232.045918766952,90.5,22.87,14.0694938658675,0.778911111111111,1819.7954607131
"5854",2018-08-30 20:30:00,"MOOS",230.689447280945,90.5,27.39,14.2363000581293,0.779866666666667,1833.03377940587
"5855",2018-08-30 21:00:00,"MOOS",231.307207625286,90.6,19.14,14.2753398052545,0.780511111111111,1829.72419973265
"5856",2018-08-30 21:30:00,"MOOS",231.658417310713,90.5,25.28,14.2315679675687,0.782444444444444,1846.27209809842
"5857",2018-08-30 22:00:00,"MOOS",232.154236460844,90.5,21.31,14.3427720957433,0.785244444444444,1839.65293875209
"5858",2018-08-30 22:30:00,"MOOS",233.360167705003,90.4,25.25,14.3758967296676,0.794388888888889,1872.74873548374
"5859",2018-08-30 23:00:00,"MOOS",234.628473776579,90.4,48.5,14.7047770236309,0.817166666666667,1899.22537286894
"5860",2018-08-30 23:30:00,"MOOS",235.841345276145,90.4,24.95,NA,0.8616,1895.91579319595
"5861",2018-08-31 00:00:00,"MOOS",231.824845934601,90.3,27.73,NA,NA,1919.08285090793
"5862",2018-08-31 00:30:00,"MOOS",232.84693038536,90.3,27.17,NA,0.865166666666667,1929.01158992748
"5863",2018-08-31 01:00:00,"MOOS",232.28407223769,90.2,38.9,NA,NA,1981.96486469801
"5864",2018-08-31 01:30:00,"MOOS",230.06296472161,90.3,37.54,NA,0.820688888888889,1995.20318339067
"5865",2018-08-31 02:00:00,"MOOS",225.433315816213,90.3,40.63,NA,NA,1995.20318339067
"5866",2018-08-31 02:30:00,"MOOS",230.709972525235,90.2,43.08,NA,0.863211111111111,2044.84687848808
"5867",2018-08-31 03:00:00,"MOOS",229.703691104436,90.1,36.05,NA,NA,2051.46603783441
"5868",2018-08-31 03:30:00,"MOOS",229.318042486922,89.9,49.56,NA,0.861388888888889,2094.49057358538
"5869",2018-08-31 04:00:00,"MOOS",231.122624239965,89.7,39.28,15.3554394757164,0.869511111111111,2107.72889227804
"5870",2018-08-31 04:30:00,"MOOS",235.231100708461,89.5,50.47,NA,0.954866666666667,2130.89594999026
"5871",2018-08-31 05:00:00,"MOOS",231.733962585686,89.2,48.42,NA,0.902955555555556,2163.99174672179
"5872",2018-08-31 05:30:00,"MOOS",228.504432794362,89,38.77,NA,NA,2240.11207920441
"5873",2018-08-31 06:00:00,"MOOS",227.446506391828,88.8,54.51,NA,NA,2253.35039789707
"5874",2018-08-31 06:30:00,"MOOS",226.096185928792,88.6,75.04,NA,NA,2263.27913691651
"5875",2018-08-31 07:00:00,"MOOS",225.559987204667,88.4,56.68,NA,0.842266666666667,2362.56652711134
"5876",2018-08-31 07:30:00,"MOOS",225.495343766181,88.2,61.45,NA,NA,2349.3282084188
"5877",2018-08-31 08:00:00,"MOOS",224.120289981432,87.9,57.47,NA,NA,2362.56652711134
"5878",2018-08-31 08:30:00,"MOOS",225.200731203624,87.7,48.51,NA,NA,2402.2814831892
"5879",2018-08-31 09:00:00,"MOOS",225.82893145151,87,63.56,NA,NA,2398.9719035161
"5880",2018-08-31 09:30:00,"MOOS",227.83808409979,86.5,55.44,NA,0.910177777777778,2389.04316449666
"5881",2018-08-31 10:00:00,"MOOS",227.309770012956,85.8,47.64,NA,NA,2518.1167717498
"5882",2018-08-31 10:30:00,"MOOS",227.468355527527,85.3,46.17,NA,NA,2521.42635142303
"5883",2018-08-31 11:00:00,"MOOS",228.555255370844,84.7,66.31,NA,0.912322222222222,2461.85391730617
"5884",2018-08-31 11:30:00,"MOOS",232.193575239163,84.2,55.88,NA,0.918155555555556,2544.59340913512
"5885",2018-08-31 12:00:00,"MOOS",234.989595738751,83.6,97.5,NA,0.921455555555556,2485.02097501827
"5886",2018-08-31 12:30:00,"MOOS",240.390752964811,83.4,60.33,NA,0.990688888888889,2584.3083652131
"5887",2018-08-31 13:00:00,"MOOS",234.813219072578,83,70.73,NA,0.931322222222222,2468.47307665239
"5888",2018-08-31 13:30:00,"MOOS",235.535084241947,82.7,44.77,NA,NA,2428.75812057452
"5889",2018-08-31 14:00:00,"MOOS",235.782055539245,82.3,53.93,NA,0.9525,2451.92517828662
"5890",2018-08-31 14:30:00,"MOOS",235.364018605512,82.1,45.69,NA,0.931288888888889,2508.18803273025
"5891",2018-08-31 15:00:00,"MOOS",235.264011573855,81.8,58.36,NA,0.924955555555556,2544.59340913512
"5892",2018-08-31 15:30:00,"MOOS",239.33203764541,81.6,46.14,NA,0.989222222222222,2415.51980188186
"5893",2018-08-31 16:00:00,"MOOS",239.444273284619,81.3,44.28,NA,0.927366666666667,2458.54433763295
"5894",2018-08-31 16:30:00,"MOOS",241.606231348082,81.1,57.82,NA,0.934933333333333,2455.23475795973
"5895",2018-08-31 17:00:00,"MOOS",242.090600675752,81,59.41,NA,NA,2455.23475795973
"5896",2018-08-31 17:30:00,"MOOS",240.678261217036,80.8,46.78,NA,0.952411111111111,2481.71139534505
"5897",2018-08-31 18:00:00,"MOOS",240.499734985128,80.8,41.74,NA,NA,2379.11442547711
"5898",2018-08-31 18:30:00,"MOOS",241.725015707955,80.7,49.1,NA,0.938922222222222,2355.94736776501
"5899",2018-08-31 19:00:00,"MOOS",241.704292650517,80.7,75.24,NA,0.945822222222222,2372.49526613078
"5900",2018-08-31 19:30:00,"MOOS",243.329206809265,80.6,36.03,NA,NA,2342.70904907235
"5901",2018-08-31 20:00:00,"MOOS",242.674460105277,80.7,51.78,NA,0.934588888888889,2385.73358482344
"5902",2018-08-31 20:30:00,"MOOS",242.443501288264,80.7,41.29,NA,0.909177777777778,2336.08988972602
"5903",2018-08-31 21:00:00,"MOOS",243.377339312251,80.6,43.92,NA,0.910244444444444,2302.99409299449
"5904",2018-08-31 21:30:00,"MOOS",242.902350437713,80.7,55.96,NA,0.909711111111111,2279.82703528239
"5905",2018-08-31 22:00:00,"MOOS",242.951663380252,80.7,56.24,NA,0.9153,2293.06535397493
"5906",2018-08-31 22:30:00,"MOOS",245.618169508627,80.8,50.86,NA,0.935011111111111,2233.49291985808
"5907",2018-08-31 23:00:00,"MOOS",244.272281427486,80.8,43.03,NA,0.917722222222222,2233.49291985808
"5908",2018-08-31 23:30:00,"MOOS",244.955823851153,81,33.76,NA,0.903655555555556,2256.65997757018
