"","DateTime","Site","fDOM.QSU","SpCond.uScm","Turbidity.FNU","nitrateuM","ABS_254","MeanDischarge"
"6961",2018-09-22 23:30:00,"FRCH",NA,NA,NA,NA,NA,668.681202328386
"6962",2018-09-23 00:00:00,"FRCH",NA,NA,NA,NA,NA,667.711774980009
"6963",2018-09-23 00:30:00,"FRCH",NA,NA,NA,NA,NA,662.864638238127
"6964",2018-09-23 01:00:00,"FRCH",NA,NA,NA,NA,NA,671.589484373515
"6965",2018-09-23 01:30:00,"FRCH",NA,NA,NA,NA,NA,670.620057025139
"6966",2018-09-23 02:00:00,"FRCH",NA,NA,NA,NA,NA,674.497766418644
"6967",2018-09-23 02:30:00,"FRCH",NA,NA,NA,NA,NA,669.650629676733
"6968",2018-09-23 03:00:00,"FRCH",NA,NA,NA,NA,NA,678.37547581215
"6969",2018-09-23 03:30:00,"FRCH",NA,NA,NA,NA,NA,673.528339070268
"6970",2018-09-23 04:00:00,"FRCH",NA,NA,NA,NA,NA,669.650629676733
"6971",2018-09-23 04:30:00,"FRCH",NA,NA,NA,NA,NA,680.314330508903
"6972",2018-09-23 05:00:00,"FRCH",NA,NA,NA,NA,NA,670.620057025139
"6973",2018-09-23 05:30:00,"FRCH",NA,NA,NA,NA,NA,672.558911721891
"6974",2018-09-23 06:00:00,"FRCH",NA,NA,NA,NA,NA,668.681202328386
"6975",2018-09-23 06:30:00,"FRCH",NA,NA,NA,NA,NA,672.558911721891
"6976",2018-09-23 07:00:00,"FRCH",NA,NA,NA,NA,NA,672.558911721891
"6977",2018-09-23 07:30:00,"FRCH",NA,NA,NA,NA,NA,672.558911721891
"6978",2018-09-23 08:00:00,"FRCH",NA,NA,NA,NA,NA,669.650629676733
"6979",2018-09-23 08:30:00,"FRCH",NA,NA,NA,NA,NA,672.558911721891
"6980",2018-09-23 09:00:00,"FRCH",NA,NA,NA,NA,NA,677.406048463745
"6981",2018-09-23 09:30:00,"FRCH",NA,NA,NA,NA,NA,684.19203990238
"6982",2018-09-23 10:00:00,"FRCH",NA,NA,NA,NA,NA,683.222612554004
"6983",2018-09-23 10:30:00,"FRCH",NA,NA,NA,NA,NA,678.37547581215
"6984",2018-09-23 11:00:00,"FRCH",NA,NA,NA,NA,NA,690.978031341016
"6985",2018-09-23 11:30:00,"FRCH",NA,NA,NA,NA,NA,687.10032194751
