"","DateTime","Site","MeanDischarge","day","fDOM.QSU","SpCond.uScm","Turbidity.FNU","nitrateuM"
"1763",2018-07-05 08:00:00,"FRCH",504.054039058479,"2018-07-05T08:00:00Z",NA,75.5666666666667,39.8283333333333,28.1866666666667
"1764",2018-07-05 08:30:00,"FRCH",504.054039058479,"2018-07-05T08:00:00Z",NA,75.6666666666667,31.1666666666667,28.1486666666667
"1765",2018-07-05 09:00:00,"FRCH",503.049511493562,"2018-07-05T08:00:00Z",101.208333333333,75.7,390.58,28.144
"1766",2018-07-05 09:30:00,"FRCH",505.058566623426,"2018-07-05T08:00:00Z",96.72,75.7666666666667,55.4683333333333,28.168
"1767",2018-07-05 10:00:00,"FRCH",505.058566623426,"2018-07-05T08:00:00Z",102.085,75.8,258.035,28.1833333333333
"1768",2018-07-05 10:30:00,"FRCH",509.076676883153,"2018-07-05T08:00:00Z",104.475,75.8166666666667,212.665,28.1713333333333
"1769",2018-07-05 11:00:00,"FRCH",510.081204448099,"2018-07-05T08:00:00Z",99.4183333333333,75.8666666666667,35.7033333333333,28.1106666666667
"1770",2018-07-05 11:30:00,"FRCH",511.085732013016,"2018-07-05T08:00:00Z",106.551666666667,75.8833333333333,135.451666666667,28.1653333333333
"1771",2018-07-05 12:00:00,"FRCH",511.085732013016,"2018-07-05T08:00:00Z",98.275,75.8833333333333,305.135,28.2173333333333
"1772",2018-07-05 12:30:00,"FRCH",510.081204448099,"2018-07-05T08:00:00Z",106.911666666667,75.9,105.301666666667,28.2313333333333
"1773",2018-07-05 13:00:00,"FRCH",510.081204448099,"2018-07-05T08:00:00Z",94.4066666666667,75.8666666666667,26.2566666666667,28.2406666666667
"1774",2018-07-05 13:30:00,"FRCH",513.094787142909,"2018-07-05T08:00:00Z",98.4833333333333,75.85,405.326666666667,28.276
"1775",2018-07-05 14:00:00,"FRCH",513.094787142909,"2018-07-05T08:00:00Z",102.013333333333,75.8,NA,28.2793333333333
"1776",2018-07-05 14:30:00,"FRCH",514.099314707826,"2018-07-05T08:00:00Z",98.5616666666667,75.7666666666667,482.46,28.2913333333333
"1777",2018-07-05 15:00:00,"FRCH",512.090259577963,"2018-07-05T08:00:00Z",97.6383333333333,75.7166666666667,227.835,28.2646666666667
"1778",2018-07-05 15:30:00,"FRCH",515.103842272743,"2018-07-05T08:00:00Z",90.98,75.7,151.843333333333,28.2966666666667
"1779",2018-07-05 16:00:00,"FRCH",519.1219525325,"2018-07-05T08:00:00Z",105.061666666667,75.65,111.886666666667,28.3293333333333
"1780",2018-07-05 16:30:00,"FRCH",518.117424967582,"2018-07-05T08:00:00Z",107.811666666667,75.6166666666667,295.773333333333,28.3093333333333
"1781",2018-07-05 17:00:00,"FRCH",517.112897402636,"2018-07-05T08:00:00Z",106.763333333333,75.6,20.14,28.322
"1782",2018-07-05 17:30:00,"FRCH",522.135535227309,"2018-07-05T08:00:00Z",103.915,75.6,58.72,28.318
"1783",2018-07-05 18:00:00,"FRCH",521.131007662363,"2018-07-05T08:00:00Z",107.653333333333,75.6,74.49,28.364
"1784",2018-07-05 18:30:00,"FRCH",517.112897402636,"2018-07-05T08:00:00Z",102.046666666667,75.55,35.525,28.418
"1785",2018-07-05 19:00:00,"FRCH",521.131007662363,"2018-07-05T08:00:00Z",99.81,75.55,80.9483333333333,28.368
"1786",2018-07-05 19:30:00,"FRCH",521.131007662363,"2018-07-05T08:00:00Z",102.833333333333,75.5333333333333,52.1,28.3953333333333
"1787",2018-07-05 20:00:00,"FRCH",520.126480097417,"2018-07-05T08:00:00Z",101.561666666667,75.5,20.5716666666667,28.396
"1788",2018-07-05 20:30:00,"FRCH",519.1219525325,"2018-07-05T08:00:00Z",104.803333333333,75.5333333333333,50.6483333333333,28.4186666666667
"1789",2018-07-05 21:00:00,"FRCH",522.135535227309,"2018-07-05T08:00:00Z",NA,75.55,27.7633333333333,28.452
"1790",2018-07-05 21:30:00,"FRCH",522.135535227309,"2018-07-05T08:00:00Z",103.745,75.5666666666667,44.8383333333333,28.5113333333333
"1791",2018-07-05 22:00:00,"FRCH",521.131007662363,"2018-07-05T08:00:00Z",97.1933333333333,75.6333333333333,39.53,28.518
"1792",2018-07-05 22:30:00,"FRCH",522.135535227309,"2018-07-05T08:00:00Z",105.308333333333,75.7,32.215,28.568
"1793",2018-07-05 23:00:00,"FRCH",515.103842272743,"2018-07-05T08:00:00Z",90.7483333333333,75.8,20.04,28.6066666666667
