"","DateTime","Site","MeanDischarge","day","fDOM.QSU","SpCond.uScm","Turbidity.FNU","nitrateuM"
"1533",2018-06-30 13:00:00,"MOOS",847.698337393638,"2018-06-30T08:00:00Z",88.6716666666667,118.616666666667,2.19833333333333,NA
"1534",2018-06-30 13:30:00,"MOOS",835.792084406421,"2018-06-30T08:00:00Z",88.33,118.6,2.21833333333333,NA
"1535",2018-06-30 14:00:00,"MOOS",850.674900640384,"2018-06-30T08:00:00Z",87.81,118.5,2.32833333333333,NA
"1536",2018-06-30 14:30:00,"MOOS",841.74521090003,"2018-06-30T08:00:00Z",87.37,118.466666666667,2.23,NA
"1537",2018-06-30 15:00:00,"MOOS",856.628027133993,"2018-06-30T08:00:00Z",87.2633333333333,118.5,2.28666666666667,NA
"1538",2018-06-30 15:30:00,"MOOS",856.628027133993,"2018-06-30T08:00:00Z",87.205,118.6,2.165,NA
"1539",2018-06-30 16:00:00,"MOOS",856.628027133993,"2018-06-30T08:00:00Z",86.975,118.55,2.36,NA
"1540",2018-06-30 16:30:00,"MOOS",856.628027133993,"2018-06-30T08:00:00Z",86.9166666666667,118.65,2.23,NA
"1541",2018-06-30 17:00:00,"MOOS",841.74521090003,"2018-06-30T08:00:00Z",86.9816666666667,118.7,2.165,NA
"1542",2018-06-30 17:30:00,"MOOS",859.604590380797,"2018-06-30T08:00:00Z",86.875,118.75,2.10666666666667,NA
"1543",2018-06-30 18:00:00,"MOOS",865.557716874406,"2018-06-30T08:00:00Z",86.5033333333333,118.8,2.13333333333333,NA
"1544",2018-06-30 18:30:00,"MOOS",865.557716874406,"2018-06-30T08:00:00Z",86.4,118.8,2.16333333333333,NA
"1545",2018-06-30 19:00:00,"MOOS",868.534280121152,"2018-06-30T08:00:00Z",86.1333333333333,118.9,2.05666666666667,NA
"1546",2018-06-30 19:30:00,"MOOS",868.534280121152,"2018-06-30T08:00:00Z",85.9583333333333,118.916666666667,2.33333333333333,NA
"1547",2018-06-30 20:00:00,"MOOS",868.534280121152,"2018-06-30T08:00:00Z",85.8983333333333,118.933333333333,2.29,NA
