"","DateTime","Site","Discharge","NO3","fDOM","SpCond","Turb","day"
"1",2018-08-30 10:15:00,"CARI",547.72,28.5,83.24,72.07,-1.14,2018-08-30
"2",2018-08-30 10:30:00,"CARI",530.9,28.4,82.82,72.06,-1.08,2018-08-30
"3",2018-08-30 10:45:00,"CARI",574.12,28.4,83.69,72.05,-1.11,2018-08-30
"4",2018-08-30 11:00:00,"CARI",566.39,28.4,83.74,72.01,-1.11,2018-08-30
"5",2018-08-30 14:00:00,"CARI",567.78,27.3,55.4,NA,-4.02,2018-08-30
"6",2018-08-30 14:15:00,"CARI",601.6,27.3,77.08,68.91,-0.49,2018-08-30
"7",2018-08-30 14:30:00,"CARI",624.15,27.1,78.85,68.68,-0.17,2018-08-30
"8",2018-08-30 14:45:00,"CARI",600.38,27,78.06,68.37,0.34,2018-08-30
"9",2018-08-30 15:00:00,"CARI",643.26,26.8,80.28,68.09,0.43,2018-08-30
"10",2018-08-30 15:15:00,"CARI",668.32,26.7,81.13,67.81,1.22,2018-08-30
"11",2018-08-30 15:30:00,"CARI",660.97,26.6,82.41,67.47,1.83,2018-08-30
"12",2018-08-30 15:45:00,"CARI",709.86,26.4,83.59,67.07,1.49,2018-08-30
"13",2018-08-30 16:00:00,"CARI",700.21,26.2,84.69,66.68,1.85,2018-08-30
"14",2018-08-30 16:15:00,"CARI",731.97,26.1,86.39,66.21,2.36,2018-08-30
"15",2018-08-30 16:30:00,"CARI",753.76,25.9,88.51,65.67,7.27,2018-08-30
"16",2018-08-30 16:45:00,"CARI",766.27,25.7,90.63,65.09,3.34,2018-08-30
"17",2018-08-30 17:00:00,"CARI",752.73,25.6,92.56,64.55,16.34,2018-08-30
"18",2018-08-30 17:15:00,"CARI",800.11,25.4,94.63,63.93,3.76,2018-08-30
"19",2018-08-30 17:30:00,"CARI",768.74,25.3,97.22,63.35,5.73,2018-08-30
"20",2018-08-30 17:45:00,"CARI",817.74,25.1,98.89,62.79,7.85,2018-08-30
"21",2018-08-30 18:00:00,"CARI",844.43,24.9,101.08,62.19,8.75,2018-08-30
"22",2018-08-30 18:15:00,"CARI",816.69,24.8,103.4,61.31,7.7,2018-08-30
"23",2018-08-30 18:30:00,"CARI",844.84,24.6,105.67,60.75,6.49,2018-08-30
"24",2018-08-30 18:45:00,"CARI",858.6,24.5,107.57,60.16,6.2,2018-08-30
"25",2018-08-30 19:00:00,"CARI",850.54,24.3,109.79,59.87,7.76,2018-08-30
"26",2018-08-30 19:15:00,"CARI",871.48,24.2,111.56,59.27,7.92,2018-08-30
"27",2018-08-30 19:30:00,"CARI",936.16,24.2,114.02,58.71,7.96,2018-08-30
"28",2018-08-30 19:45:00,"CARI",942.9,24,113.48,58.09,7.86,2018-08-30
"29",2018-08-30 20:00:00,"CARI",944.75,23.9,117.29,57.54,7.58,2018-08-30
"30",2018-08-30 20:15:00,"CARI",901.72,23.9,119.67,56.95,8.05,2018-08-30
