"","column_label","HI","Q_interval","storm.ID","site.ID","storm.num","month","day","response","date","doy"
"Interpolated HI for 2% discharge...1","1",0.305167357187017,2,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 4% discharge...2","1",0.796537318623078,4,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 6% discharge...3","1",0.793138690721501,6,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 8% discharge...4","1",0.777119138805938,8,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 10% discharge...5","1",0.777119138805938,10,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 12% discharge...6","1",0.726664040855837,12,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 14% discharge...7","1",0.72554983492709,14,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 16% discharge...8","1",0.538952787677879,16,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 18% discharge...9","1",0.517291896950259,18,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 20% discharge...10","1",0.515612845482369,20,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 22% discharge...11","1",0.511339537262724,22,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 24% discharge...12","1",0.488593038712278,24,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 26% discharge...13","1",0.491623449526498,26,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 28% discharge...14","1",0.463320220385226,28,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 30% discharge...15","1",0.460722405343808,30,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 32% discharge...16","1",0.45437323046301,32,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 34% discharge...17","1",0.557691861320676,34,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 36% discharge...18","1",0.561343127789338,36,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 38% discharge...19","1",0.574357308706923,38,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 40% discharge...20","1",0.561184652110199,40,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 42% discharge...21","1",0.563637104428858,42,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 44% discharge...22","1",0.573943822267578,44,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 46% discharge...23","1",0.561940209822205,46,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 48% discharge...24","1",0.570992103395663,48,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 50% discharge...25","1",0.580847182022364,50,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 52% discharge...26","1",0.544887494807473,52,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 54% discharge...27","1",0.546846603953762,54,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 56% discharge...28","1",0.540204265540096,56,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 58% discharge...29","1",0.543869823959781,58,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 60% discharge...30","1",0.525213125235509,60,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 62% discharge...31","1",0.523238530939692,62,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 64% discharge...32","1",0.511181266368282,64,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 66% discharge...33","1",0.502438021477206,66,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 68% discharge...34","1",0.47393816388412,68,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 70% discharge...35","1",0.468408852404609,70,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 72% discharge...36","1",0.453657230608764,72,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 74% discharge...37","1",0.453782356693815,74,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 76% discharge...38","1",0.451172621894483,76,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 78% discharge...39","1",0.402717136750632,78,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 80% discharge...40","1",0.350032447948368,80,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 82% discharge...41","1",0.339482646209305,82,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 84% discharge...42","1",0.384972092122457,84,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 86% discharge...43","1",0.385125816313428,86,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 88% discharge...44","1",0.412495989930162,88,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 90% discharge...45","1",0.433590849022071,90,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 92% discharge...46","1",0.452908935468479,92,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 94% discharge...47","1",0.497284161249011,94,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 96% discharge...48","1",0.536215876969728,96,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 98% discharge...49","1",0.513538501490959,98,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 100% discharge...50","1",0.523677181881875,100,"FRCH_storm1_07_10_NO3","FRCH","storm1","07","10","NO3",2023-07-10,191
"Interpolated HI for 2% discharge...51","2",-0.334225557262382,2,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 4% discharge...52","2",-0.323896832027649,4,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 6% discharge...53","2",-0.322160725395227,6,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 8% discharge...54","2",-0.323167730867036,8,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 10% discharge...55","2",-0.323167730867036,10,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 12% discharge...56","2",-0.313954136768986,12,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 14% discharge...57","2",-0.316669723042996,14,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 16% discharge...58","2",-0.643956138719226,16,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 18% discharge...59","2",-0.634981062004452,18,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 20% discharge...60","2",-0.643160626374146,20,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 22% discharge...61","2",-0.652178101496048,22,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 24% discharge...62","2",-0.661963836821636,24,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 26% discharge...63","2",-0.675929165746909,26,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 28% discharge...64","2",-0.662355545007066,28,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 30% discharge...65","2",-0.684576255861487,30,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 32% discharge...66","2",-0.699050475686614,32,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 34% discharge...67","2",-0.716407944562424,34,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 36% discharge...68","2",-0.722306258749186,36,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 38% discharge...69","2",-0.734210843147759,38,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 40% discharge...70","2",-0.724595208835233,40,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 42% discharge...71","2",-0.73366002398294,42,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 44% discharge...72","2",-0.749294430006095,44,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 46% discharge...73","2",-0.757297033632679,46,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 48% discharge...74","2",-0.7626118947045,48,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 50% discharge...75","2",-0.77757917738072,50,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 52% discharge...76","2",-0.767671847523365,52,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 54% discharge...77","2",-0.777603994323404,54,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 56% discharge...78","2",-0.782318798564933,56,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 58% discharge...79","2",-0.790014513556058,58,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 60% discharge...80","2",-0.77142025796772,60,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 62% discharge...81","2",-0.774982117237874,62,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 64% discharge...82","2",-0.779421534062001,64,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 66% discharge...83","2",-0.780607131887834,66,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 68% discharge...84","2",-0.754216146428332,68,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 70% discharge...85","2",-0.757670211404864,70,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 72% discharge...86","2",-0.762343391404431,72,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 74% discharge...87","2",-0.759811866819825,74,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 76% discharge...88","2",-0.72683593938478,76,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 78% discharge...89","2",-0.714740746840232,78,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 80% discharge...90","2",-0.669572391895873,80,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 82% discharge...91","2",-0.649239941105058,82,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 84% discharge...92","2",-0.641188080592801,84,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 86% discharge...93","2",-0.605783406371268,86,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 88% discharge...94","2",-0.606436478312219,88,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 90% discharge...95","2",-0.593195470105808,90,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 92% discharge...96","2",-0.593313325219254,92,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 94% discharge...97","2",-0.574091038450536,94,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 96% discharge...98","2",-0.543907980665407,96,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 98% discharge...99","2",-0.476070754708696,98,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 100% discharge...100","2",-0.0387240393099045,100,"FRCH_storm1_07_10_fDOM","FRCH","storm1","07","10","fDOM",2023-07-10,191
"Interpolated HI for 2% discharge...101","3",0.355458515283843,2,"FRCH_storm1_07_10_SPC","FRCH","storm1","07","10","SPC",2023-07-10,191
"Interpolated HI for 4% discharge...102","3",0.855021834061136,4,"FRCH_storm1_07_10_SPC","FRCH","storm1","07","10","SPC",2023-07-10,191
"Interpolated HI for 6% discharge...103","3",0.855021834061136,6,"FRCH_storm1_07_10_SPC","FRCH","storm1","07","10","SPC",2023-07-10,191
"Interpolated HI for 8% discharge...104","3",0.836244541484717,8,"FRCH_storm1_07_10_SPC","FRCH","storm1","07","10","SPC",2023-07-10,191
"Interpolated HI for 10% discharge...105","3",0.836244541484717,10,"FRCH_storm1_07_10_SPC","FRCH","storm1","07","10","SPC",2023-07-10,191
"Interpolated HI for 12% discharge...106","3",0.785589519650653,12,"FRCH_storm1_07_10_SPC","FRCH","storm1","07","10","SPC",2023-07-10,191
