"","site.ID","storm.ID","Parameter","Coefficient","SE","CI","CI_low","CI_high","t","df_error","p","response_var"
"1","FRCH","storm1","(Intercept)",-2.18171405671257,0.601559459742004,0.95,-3.42064895582467,-0.942779157600467,-3.62676377435451,25,0.00128309120698314,"NO3"
"2","FRCH","storm1","Q.norm",0.805052077671349,0.196936861753272,0.95,0.399453018432239,1.21065113691046,4.08786892664077,25,0.000395238209164828,"NO3"
"3","FRCH","storm3","(Intercept)",-6.55242658662479,0.45473208547553,0.95,-7.49809372722159,-5.60675944602799,-14.4094221540859,21,2.32845280717876e-12,"NO3"
"4","FRCH","storm3","Q.norm",-0.613976075461058,0.0723120503623725,0.95,-0.764357216535294,-0.463594934386823,-8.49064675091194,21,3.13034760532513e-08,"NO3"
"5","FRCH","storm4","(Intercept)",-0.0859237590683201,0.00820667147610343,0.95,-0.102261986921221,-0.069585531215419,-10.4699888765521,78,1.58911544893953e-16,"NO3"
"6","FRCH","storm4","Q.norm",0.00728487622968167,0.00405841864937435,0.95,-0.000794814642435965,0.0153645671017993,1.7950036354196,78,0.0765268538278853,"NO3"
"7","FRCH","storm5a","(Intercept)",-0.769785900134562,0.0207627073109538,0.95,-0.811010742217076,-0.728561058052048,-37.0754106680705,94,6.62236396423071e-58,"NO3"
"8","FRCH","storm5a","Q.norm",-0.0652869700555597,0.00741409650421182,0.95,-0.0800078324649335,-0.0505661076461859,-8.80578908279267,94,6.35213780231032e-14,"NO3"
"9","FRCH","storm6a","(Intercept)",-1.97390291305493,NA,0.95,NA,NA,NA,0,NA,"NO3"
"10","FRCH","storm6a","Q.norm",-1.33267207925709,NA,0.95,NA,NA,NA,0,NA,"NO3"
"11","FRCH","storm7","(Intercept)",-0.528825812120261,0.0265335157823174,0.95,-0.581274405750815,-0.476377218489707,-19.9304840134561,143,4.13707887073651e-43,"NO3"
"12","FRCH","storm7","Q.norm",-0.160632746463011,0.0139786429260751,0.95,-0.18826422087263,-0.133001272053392,-11.4912976397283,143,4.6587150389771e-22,"NO3"
