,site.ID,storm.ID,Parameter,Coefficient,SE,CI,CI_low,CI_high,t,df_error,p,response_var
40,FRCH,storm8,Q.norm,0.504476421,0.080605366,0.95,0.34415559,0.664797252,6.258596006,83,1.62E-08,NO3
41,POKE,storm2,(Intercept),-0.023725316,0.001208019,0.95,-0.026111266,-0.021339367,-19.63984628,158,2.98E-44,NO3
42,POKE,storm2,Q.norm,-0.011406135,0.001799601,0.95,-0.014960513,-0.007851758,-6.338146863,158,2.32E-09,NO3
43,POKE,storm5,(Intercept),-2.78830829,0.177455076,0.95,-3.141077305,-2.435539274,-15.71275589,86,5.26E-27,NO3
44,POKE,storm5,Q.norm,-1.000347591,0.19559094,0.95,-1.389169511,-0.611525672,-5.1144884,86,1.89E-06,NO3
45,STRT,storm1a,(Intercept),-2.55511986,0.152859174,0.95,-2.857623672,-2.252616048,-16.71551527,126,9.04E-34,NO3
46,STRT,storm1a,Q.norm,-0.482281101,0.079192307,0.95,-0.639000348,-0.325561853,-6.089999379,126,1.27E-08,NO3
47,STRT,storm1b,(Intercept),-1.093430067,0.014029297,0.95,-1.121972886,-1.064887249,-77.93905154,33,5.36E-39,NO3
48,STRT,storm1b,Q.norm,1.791294849,0.142049268,0.95,1.502293439,2.080296258,12.61037714,33,3.61E-14,NO3
49,STRT,storm2a,(Intercept),-2.285697465,0.111529564,0.95,-2.508948143,-2.062446788,-20.49409495,58,3.03E-28,NO3
50,STRT,storm2a,Q.norm,-0.95699583,0.081211818,0.95,-1.119558945,-0.794432715,-11.78394794,58,5.01E-17,NO3
51,STRT,storm2b,(Intercept),-4.405200123,0.132962463,0.95,-4.670904402,-4.139495843,-33.13115626,63,1.42E-41,NO3
52,STRT,storm2b,Q.norm,-1.794087262,0.099801777,0.95,-1.993525199,-1.594649324,-17.97650612,63,1.71E-26,NO3
53,STRT,storm3,(Intercept),-4.041609469,0.21207718,0.95,-4.466286696,-3.616932242,-19.05725771,57,2.12E-26,NO3
54,STRT,storm3,Q.norm,-2.581060061,0.225733896,0.95,-3.033084391,-2.129035731,-11.43408281,57,2.21E-16,NO3
55,VAUL,stor1b,(Intercept),-2.022284723,0.138097872,0.95,-2.295962291,-1.748607155,-14.64385145,110,1.36E-27,NO3
56,VAUL,stor1b,Q.norm,-1.441034775,0.209268959,0.95,-1.855756733,-1.026312817,-6.886041678,110,3.72E-10,NO3
57,VAUL,storm1a,(Intercept),-0.924229179,NA,0.95,NA,NA,NA,0,NA,NO3
58,VAUL,storm2,(Intercept),-1.90096783,0.122043848,0.95,-2.161098134,-1.640837527,-15.57610536,15,1.14E-10,NO3
59,VAUL,storm2,Q.norm,-0.405053161,0.0796979,0.95,-0.574925215,-0.235181107,-5.082356733,15,0.000135066,NO3
60,VAUL,storm3,(Intercept),-6.484671979,0.381482722,0.95,-7.247751038,-5.721592921,-16.99859941,60,1.29E-24,NO3
61,VAUL,storm3,Q.norm,-1.269305861,0.119465103,0.95,-1.508271646,-1.030340077,-10.62490915,60,2.05E-15,NO3
62,VAUL,storm4a,(Intercept),-0.594063798,0.061963494,0.95,-0.718241416,-0.469886181,-9.587319225,55,2.47E-13,NO3
63,VAUL,storm4a,Q.norm,0.038979126,0.019158561,0.95,0.000584512,0.07737374,2.034553984,55,0.046728351,NO3
64,VAUL,storm4b,(Intercept),-0.151667205,0.022768186,0.95,-0.210194692,-0.093139719,-6.661365237,5,0.001150678,NO3
65,VAUL,storm4b,Q.norm,-0.110127981,0.04736535,0.95,-0.231884489,0.011628526,-2.325074803,5,0.067624716,NO3
66,VAUL,storm5a,(Intercept),-4.477250183,0.100581837,0.95,-4.675513466,-4.278986899,-44.513506,213,7.59E-110,NO3
67,VAUL,storm5a,Q.norm,-0.145191373,0.057999689,0.95,-0.259518266,-0.03086448,-2.50331295,213,0.013054452,NO3
68,VAUL,storm5b,(Intercept),-7.260310169,0.093876393,0.95,-7.559066748,-6.961553591,-77.339041,3,4.76E-06,NO3
69,VAUL,storm5b,Q.norm,-6.106921805,0.144252065,0.95,-6.565996257,-5.647847353,-42.33507363,3,2.90E-05,NO3
70,CARI,storm1,(Intercept),-0.821870481,0.100115092,0.95,-1.021934529,-0.621806433,-8.209256578,63,1.54E-11,SPC
71,CARI,storm1,Q.norm,1.324547737,0.072161968,0.95,1.180343551,1.468751923,18.35520528,63,5.67E-27,SPC
72,CARI,storm10,(Intercept),-0.028436014,0.001385397,0.95,-0.031210223,-0.025661805,-20.52554152,57,5.24E-28,SPC
73,CARI,storm10,Q.norm,0.002112858,0.000928607,0.95,0.000253354,0.003972361,2.275297567,57,0.02666684,SPC
74,CARI,storm11,(Intercept),-0.153533971,0.015761907,0.95,-0.18517732,-0.121890622,-9.740824503,51,3.13E-13,SPC
75,CARI,storm11,Q.norm,0.070648493,0.009355689,0.95,0.051866163,0.089430824,7.551393686,51,7.35E-10,SPC
76,CARI,storm2,(Intercept),-0.121769872,0.009286199,0.95,-0.140321188,-0.103218557,-13.11299373,64,8.53E-20,SPC
77,CARI,storm2,Q.norm,0.155507097,0.013530955,0.95,0.128475906,0.182538288,11.49269162,64,3.31E-17,SPC
78,CARI,storm3,(Intercept),-1.204379686,0.154293231,0.95,-1.519062806,-0.889696566,-7.805784325,31,8.28E-09,SPC
79,CARI,storm3,Q.norm,1.109968191,0.110855275,0.95,0.883877366,1.336059015,10.01276833,31,3.11E-11,SPC
80,CARI,storm4,(Intercept),-1.204379686,0.154293231,0.95,-1.519062806,-0.889696566,-7.805784325,31,8.28E-09,SPC
81,CARI,storm4,Q.norm,1.109968191,0.110855275,0.95,0.883877366,1.336059015,10.01276833,31,3.11E-11,SPC
82,CARI,storm5,(Intercept),-1.666623681,0.22824563,0.95,-2.146149956,-1.187097406,-7.30188648,18,8.77E-07,SPC
83,CARI,storm5,Q.norm,1.763315217,0.232720654,0.95,1.274387265,2.252243169,7.576960549,18,5.27E-07,SPC
84,CARI,storm6,(Intercept),-0.424587056,0.06279182,0.95,-0.549279166,-0.299894945,-6.76182111,93,1.18E-09,SPC
85,CARI,storm6,Q.norm,1.413426143,0.050814916,0.95,1.312517791,1.514334494,27.81518225,93,7.32E-47,SPC
86,CARI,storm7,(Intercept),-0.443761165,0.033321171,0.95,-0.512387402,-0.375134929,-13.3176942,25,7.46E-13,SPC
87,CARI,storm7,Q.norm,2.634182463,0.102557529,0.95,2.422961278,2.845403648,25.68492522,25,1.72E-19,SPC
88,CARI,storm8,(Intercept),0.073095023,0.018132401,0.95,0.037338717,0.108851329,4.031182883,199,7.90E-05,SPC
89,CARI,storm8,Q.norm,0.820785613,0.010069308,0.95,0.800929376,0.840641849,81.51361012,199,7.66E-155,SPC
90,CARI,storm9,(Intercept),-0.205186746,0.026106793,0.95,-0.257598321,-0.152775172,-7.859515499,51,2.41E-10,SPC
91,CARI,storm9,Q.norm,0.137387316,0.014941692,0.95,0.107390618,0.167384014,9.194896872,51,2.08E-12,SPC
92,FRCH,storm2,(Intercept),-1.007386106,0.037206717,0.95,-1.081538985,-0.933233227,-27.07538314,73,8.27E-40,SPC
93,FRCH,storm2,Q.norm,0.32485719,0.019839795,0.95,0.285316536,0.364397844,16.37401982,73,3.80E-26,SPC
94,FRCH,storm3,(Intercept),-3.456804116,0.30280506,0.95,-4.060434971,-2.853173261,-11.41593907,72,8.14E-18,SPC
95,FRCH,storm3,Q.norm,-1.110920049,0.175036123,0.95,-1.459848184,-0.761991915,-6.346804469,72,1.73E-08,SPC
96,FRCH,storm4,(Intercept),-4.636184464,0.086128075,0.95,-4.807552317,-4.464816612,-53.82895733,81,3.54E-65,SPC
97,FRCH,storm4,Q.norm,-0.115139329,0.058675894,0.95,-0.231885952,0.001607294,-1.962293576,81,0.053162219,SPC
98,FRCH,storm5a,(Intercept),-1.322537091,0.096285968,0.95,-1.51314478,-1.131929401,-13.73551228,122,1.59E-26,SPC
99,FRCH,storm5a,Q.norm,0.380393211,0.043034763,0.95,0.2952016,0.465584821,8.839207854,122,8.80E-15,SPC
100,FRCH,storm5b,(Intercept),-0.625698534,0.057749935,0.95,-0.742242621,-0.509154447,-10.83461883,42,9.71E-14,SPC
101,FRCH,storm5b,Q.norm,0.617056904,0.271374156,0.95,0.069401685,1.164712123,2.273823392,42,0.028150566,SPC
102,FRCH,storm6a,(Intercept),-0.691165829,0.135737911,0.95,-0.963081539,-0.419250119,-5.091914449,56,4.31E-06,SPC
103,FRCH,storm6a,Q.norm,0.320545351,0.085445244,0.95,0.149377959,0.491712744,3.751470947,56,0.000419037,SPC
104,FRCH,storm6b,(Intercept),-0.504915958,0.028020188,0.95,-0.561503877,-0.44832804,-18.01972028,41,4.32E-21,SPC
105,FRCH,storm6b,Q.norm,-0.686302213,0.064596829,0.95,-0.816758157,-0.55584627,-10.62439471,41,2.41E-13,SPC
106,FRCH,storm7,(Intercept),-0.344045025,0.051946191,0.95,-0.447883982,-0.240206068,-6.623103944,62,9.61E-09,SPC
107,FRCH,storm7,Q.norm,0.447784793,0.032340045,0.95,0.383137964,0.512431621,13.84614016,62,1.24E-20,SPC
108,FRCH,storm8,(Intercept),-1.166855163,0.040142129,0.95,-1.246682189,-1.087028137,-29.06809369,84,1.33E-45,SPC
109,FRCH,storm8,Q.norm,-0.122384928,0.016883965,0.95,-0.155960544,-0.088809312,-7.248589282,84,1.89E-10,SPC
110,MOOS,storm1,(Intercept),-1.217989454,0.128992227,0.95,-1.4801332,-0.955845709,-9.442347643,34,4.97E-11,SPC
111,MOOS,storm1,Q.norm,-0.81052477,0.196192288,0.95,-1.209235471,-0.411814069,-4.131277412,34,0.000221919,SPC
112,MOOS,storm2,(Intercept),-0.195326732,0.010442261,0.95,-0.216034127,-0.174619337,-18.70540654,104,4.70E-35,SPC
113,MOOS,storm2,Q.norm,0.051472076,0.004241074,0.95,0.043061868,0.059882285,12.13656671,104,1.21E-21,SPC
114,MOOS,storm3a,(Intercept),-0.210360641,0.017187523,0.95,-0.244778063,-0.175943219,-12.23914791,57,1.38E-17,SPC
115,MOOS,storm3a,Q.norm,0.145107663,0.008504951,0.95,0.128076793,0.162138533,17.06155229,57,4.61E-24,SPC
116,MOOS,storm3b,(Intercept),-0.897238067,0.011878586,0.95,-0.920864098,-0.873612037,-75.53407852,83,2.75E-78,SPC
117,MOOS,storm3b,Q.norm,0.116920624,0.012646206,0.95,0.091767828,0.14207342,9.245509641,83,2.11E-14,SPC
118,MOOS,storm4a,(Intercept),-0.450134946,0.030561288,0.95,-0.510659975,-0.389609916,-14.72892589,117,2.05E-28,SPC
119,MOOS,storm4a,Q.norm,-0.129549655,0.014296289,0.95,-0.157862706,-0.101236604,-9.061768113,117,3.51E-15,SPC
120,MOOS,storm4b,(Intercept),-0.867449653,0.147063475,0.95,-1.164031417,-0.57086789,-5.898471068,43,5.14E-07,SPC
121,MOOS,storm4b,Q.norm,5.702099218,0.667687554,0.95,4.355578936,7.048619499,8.540071151,43,8.26E-11,SPC
122,MOOS,storm5a,(Intercept),-0.427738655,0.019788588,0.95,-0.467083669,-0.388393642,-21.61542109,85,2.70E-36,SPC
123,MOOS,storm5a,Q.norm,-0.09739561,0.01072179,0.95,-0.118713401,-0.07607782,-9.083894891,85,3.65E-14,SPC
124,MOOS,storm5b,(Intercept),-0.039801905,0.104073364,0.95,-0.249830457,0.170226648,-0.38244084,42,0.704062934,SPC
125,MOOS,storm5b,Q.norm,3.903166042,0.326685901,0.95,3.243887203,4.56244488,11.947764,42,4.27E-15,SPC
126,MOOS,storm6,(Intercept),-0.189971928,0.010454535,0.95,-0.211070033,-0.168873823,-18.17124641,42,1.64E-21,SPC
127,MOOS,storm6,Q.norm,0.083240287,0.007195582,0.95,0.068719015,0.097761559,11.56824989,42,1.22E-14,SPC
128,MOOS,storm7,(Intercept),-0.269884526,0.030043896,0.95,-0.32957197,-0.210197083,-8.983006894,90,3.73E-14,SPC
129,MOOS,storm7,Q.norm,-0.061910781,0.012880642,0.95,-0.087500426,-0.036321137,-4.806497909,90,6.12E-06,SPC
130,POKE,storm1,(Intercept),-1.23953029,0.077621879,0.95,-1.39474483,-1.08431575,-15.96882614,61,1.84E-23,SPC
131,POKE,storm1,Q.norm,-0.402322293,0.064780189,0.95,-0.531858287,-0.272786298,-6.210576046,61,5.16E-08,SPC
132,POKE,storm2,(Intercept),-0.504244387,0.0467311,0.95,-0.59654715,-0.411941625,-10.79033847,157,1.18E-20,SPC
133,POKE,storm2,Q.norm,0.426425947,0.069664037,0.95,0.288826296,0.564025599,6.121177631,157,7.14E-09,SPC
134,POKE,storm5,(Intercept),-1.55707021,0.141056953,0.95,-1.837529223,-1.276611198,-11.03859243,85,4.29E-18,SPC
135,POKE,storm5,Q.norm,1.195109141,0.15580415,0.95,0.885328751,1.504889532,7.670586075,85,2.59E-11,SPC
136,STRT,storm1a,(Intercept),-1.834925602,0.147132465,0.95,-2.126096424,-1.54375478,-12.47124899,126,9.55E-24,SPC
137,STRT,storm1a,Q.norm,0.528471182,0.07633514,0.95,0.377406184,0.679536179,6.923039424,126,2.01E-10,SPC
138,STRT,storm1b,(Intercept),-0.034321103,0.011509707,0.95,-0.057737779,-0.010904428,-2.981926712,33,0.005349629,SPC
139,STRT,storm1b,Q.norm,0.080080841,0.116537952,0.95,-0.157017405,0.317179087,0.687165334,33,0.496779747,SPC
140,STRT,storm2a,(Intercept),0.393012651,0.130118689,0.95,0.131910399,0.654114903,3.020416612,52,0.003907942,SPC
141,STRT,storm2a,Q.norm,1.35535431,0.089941937,0.95,1.174872608,1.535836011,15.06921409,52,1.29E-20,SPC
142,STRT,storm2b,(Intercept),-2.361020412,0.166760322,0.95,-2.694264325,-2.027776499,-14.15816653,63,3.05E-21,SPC
143,STRT,storm2b,Q.norm,-0.830499944,0.125167916,0.95,-1.080628065,-0.580371823,-6.635086459,63,8.61E-09,SPC
144,STRT,storm3,(Intercept),-0.223967448,0.032568905,0.95,-0.289161195,-0.158773702,-6.876726449,58,4.72E-09,SPC
145,STRT,storm3,Q.norm,0.688920906,0.034948959,0.95,0.618962963,0.758878849,19.71220087,58,2.19E-27,SPC
146,VAUL,stor1b,(Intercept),-1.539071967,0.083547919,0.95,-1.704627745,-1.373516189,-18.42142799,111,1.52E-35,SPC
147,VAUL,stor1b,Q.norm,-1.651423533,0.127116133,0.95,-1.903312637,-1.399534429,-12.99145506,111,5.04E-24,SPC
148,VAUL,storm2,(Intercept),-0.142962439,0.024005263,0.95,-0.194128446,-0.091796432,-5.95546231,15,2.64E-05,SPC
149,VAUL,storm2,Q.norm,-0.050187929,0.01567608,0.95,-0.083600702,-0.016775156,-3.201561266,15,0.005944815,SPC
150,VAUL,storm3,(Intercept),-0.436746268,0.01853495,0.95,-0.473821687,-0.399670849,-23.56339124,60,5.08E-32,SPC
151,VAUL,storm3,Q.norm,-0.045345457,0.005804403,0.95,-0.056955993,-0.033734922,-7.812251075,60,1.02E-10,SPC
152,VAUL,storm4a,(Intercept),0.012856262,0.218324281,0.95,-0.417980701,0.443693226,0.058886086,178,0.953108897,SPC
153,VAUL,storm4a,Q.norm,1.62056831,0.107023498,0.95,1.409370185,1.831766435,15.14217296,178,8.04E-34,SPC
154,VAUL,storm4b,(Intercept),-2.244346333,0.172137559,0.95,-2.587187996,-1.901504671,-13.0380978,76,4.51E-21,SPC
155,VAUL,storm4b,Q.norm,-2.426724176,0.305083407,0.95,-3.034350441,-1.81909791,-7.954297479,76,1.35E-11,SPC
156,VAUL,storm5a,(Intercept),-1.12722621,0.055426887,0.95,-1.236475882,-1.017976538,-20.33717323,215,5.46E-52,SPC
157,VAUL,storm5a,Q.norm,-0.41400271,0.031476666,0.95,-0.476045081,-0.35196034,-13.15268605,215,2.22E-29,SPC
158,VAUL,storm5b,(Intercept),-2.336494523,0.152408949,0.95,-2.639281501,-2.033707544,-15.33042867,90,7.89E-27,SPC
159,VAUL,storm5b,Q.norm,-2.423506584,0.250465097,0.95,-2.921099216,-1.925913951,-9.676025162,90,1.35E-15,SPC
160,CARI,storm1,(Intercept),-2.329086138,0.054015726,0.95,-2.436994956,-2.22117732,-43.11866769,64,5.17E-49,fDOM
161,CARI,storm1,Q.norm,-0.029806656,0.037873463,0.95,-0.105467596,0.045854284,-0.787006352,64,0.434182909,fDOM
162,CARI,storm10,(Intercept),-1.743578315,0.12134374,0.95,-1.986564964,-1.500591666,-14.36891849,57,1.33E-20,fDOM
163,CARI,storm10,Q.norm,-0.039697726,0.081334598,0.95,-0.202567448,0.123171997,-0.488079206,57,0.627366059,fDOM
164,CARI,storm11,(Intercept),-1.153967626,0.120866689,0.95,-1.396735516,-0.911199736,-9.547441358,50,7.46E-13,fDOM
165,CARI,storm11,Q.norm,-0.39031493,0.071063333,0.95,-0.533049835,-0.247580024,-5.49249397,50,1.33E-06,fDOM
166,CARI,storm2,(Intercept),-1.518885401,0.098408311,0.95,-1.715420369,-1.322350433,-15.43452364,65,2.03E-23,fDOM
167,CARI,storm2,Q.norm,-1.040456734,0.144427424,0.95,-1.328898218,-0.752015251,-7.204010893,65,7.56E-10,fDOM
168,CARI,storm3,(Intercept),-0.763671957,0.080033882,0.95,-0.926695639,-0.600648275,-9.541858302,32,7.05E-11,fDOM
169,CARI,storm3,Q.norm,-0.236020196,0.049030099,0.95,-0.33589124,-0.136149152,-4.813781717,32,3.41E-05,fDOM
170,CARI,storm4,(Intercept),-0.763671957,0.080033882,0.95,-0.926695639,-0.600648275,-9.541858302,32,7.05E-11,fDOM
171,CARI,storm4,Q.norm,-0.236020196,0.049030099,0.95,-0.33589124,-0.136149152,-4.813781717,32,3.41E-05,fDOM
172,CARI,storm5,(Intercept),-0.642446913,0.051036266,0.95,-0.749267045,-0.53562678,-12.58804695,19,1.15E-10,fDOM
173,CARI,storm5,Q.norm,-0.302801948,0.051468301,0.95,-0.410526341,-0.195077556,-5.883270706,19,1.15E-05,fDOM
174,CARI,storm6,(Intercept),-0.328764014,0.01515137,0.95,-0.358847414,-0.298680613,-21.69863276,94,2.24E-38,fDOM
175,CARI,storm6,Q.norm,-0.12625208,0.011497928,0.95,-0.149081486,-0.103422674,-10.98041986,94,1.55E-18,fDOM
176,CARI,storm7,(Intercept),-0.820171094,0.048120055,0.95,-0.919083285,-0.721258904,-17.04426745,26,1.25E-15,fDOM
177,CARI,storm7,Q.norm,-1.274985815,0.13504517,0.95,-1.552575136,-0.997396493,-9.441180449,26,6.92E-10,fDOM
178,CARI,storm8,(Intercept),-2.078826637,0.041599336,0.95,-2.160861255,-1.996792019,-49.97259143,198,3.23E-114,fDOM
179,CARI,storm8,Q.norm,-0.560817592,0.023044321,0.95,-0.606261395,-0.515373789,-24.33647765,198,2.02E-61,fDOM
180,CARI,storm9,(Intercept),-1.138948037,0.097861965,0.95,-1.335322437,-0.942573637,-11.63831151,52,4.27E-16,fDOM
181,CARI,storm9,Q.norm,-0.386363399,0.056509478,0.95,-0.499757964,-0.272968835,-6.837143263,52,9.00E-09,fDOM
182,FRCH,storm2,(Intercept),-0.278088913,0.02628268,0.95,-0.330458297,-0.225719529,-10.58069075,74,1.85E-16,fDOM
183,FRCH,storm2,Q.norm,-0.064735342,0.014106091,0.95,-0.092842342,-0.036628342,-4.589176527,74,1.78E-05,fDOM
184,FRCH,storm3,(Intercept),-0.605738781,0.038642525,0.95,-0.682753223,-0.528724339,-15.675445,73,4.58E-25,fDOM
185,FRCH,storm3,Q.norm,-0.192033163,0.02248736,0.95,-0.236850407,-0.147215919,-8.53960461,73,1.36E-12,fDOM
186,FRCH,storm4,(Intercept),-0.44900128,0.053291637,0.95,-0.555034922,-0.342967639,-8.425361002,81,1.09E-12,fDOM
187,FRCH,storm4,Q.norm,-0.186902437,0.036305635,0.95,-0.259139262,-0.114665612,-5.148028353,81,1.81E-06,fDOM
188,FRCH,storm5a,(Intercept),-1.265923047,0.044243297,0.95,-1.353499939,-1.178346154,-28.61276501,123,3.31E-56,fDOM
189,FRCH,storm5a,Q.norm,-0.347245592,0.019814013,0.95,-0.386466216,-0.308024967,-17.52525286,123,3.09E-35,fDOM
190,FRCH,storm5b,(Intercept),-0.683278343,0.024308363,0.95,-0.732334607,-0.63422208,-28.10877618,42,7.29E-29,fDOM
191,FRCH,storm5b,Q.norm,-1.337706502,0.114228035,0.95,-1.568228009,-1.107184996,-11.71084232,42,8.20E-15,fDOM
192,FRCH,storm6a,(Intercept),-0.34947838,0.028337762,0.95,-0.406245739,-0.29271102,-12.33260321,56,1.35E-17,fDOM
193,FRCH,storm6a,Q.norm,-0.064386035,0.017838252,0.95,-0.100120347,-0.028651723,-3.609436386,56,0.000655725,fDOM
194,FRCH,storm6b,(Intercept),-0.785258044,0.019318879,0.95,-0.824273312,-0.746242776,-40.64718449,41,9.37E-35,fDOM
195,FRCH,storm6b,Q.norm,-0.436422496,0.044537114,0.95,-0.526367023,-0.346477969,-9.799074363,41,2.65E-12,fDOM
196,FRCH,storm7,(Intercept),-1.126907756,0.032178327,0.95,-1.191231315,-1.062584198,-35.02070725,62,1.47E-42,fDOM
197,FRCH,storm7,Q.norm,-0.217361219,0.020033202,0.95,-0.257407018,-0.17731542,-10.850049,62,5.80E-16,fDOM
198,FRCH,storm8,(Intercept),-1.142619664,0.041910841,0.95,-1.225963967,-1.059275361,-27.26310529,84,1.74E-43,fDOM
199,FRCH,storm8,Q.norm,-0.269800057,0.017627893,0.95,-0.304855056,-0.234745058,-15.30529211,84,5.09E-26,fDOM
200,MOOS,storm1,(Intercept),-0.247822024,0.038708349,0.95,-0.326404151,-0.169239897,-6.402288596,35,2.29E-07,fDOM
201,MOOS,storm1,Q.norm,0.11071074,0.059672645,0.95,-0.010431169,0.231852649,1.855301384,35,0.071991354,fDOM
202,MOOS,storm2,(Intercept),-0.333478682,0.005658272,0.95,-0.344699248,-0.322258115,-58.93648531,104,9.96E-82,fDOM
203,MOOS,storm2,Q.norm,0.005005024,0.00229808,0.95,0.000447845,0.009562203,2.177915511,104,0.031671975,fDOM
204,MOOS,storm3a,(Intercept),-0.568149637,0.048764428,0.95,-0.66579872,-0.470500554,-11.65090335,57,1.04E-16,fDOM
205,MOOS,storm3a,Q.norm,-0.186182871,0.02413024,0.95,-0.234502843,-0.137862899,-7.715748903,57,2.04E-10,fDOM
206,MOOS,storm3b,(Intercept),-0.026477048,0.000572156,0.95,-0.027615042,-0.025339053,-46.27594536,83,4.80E-61,fDOM
207,MOOS,storm3b,Q.norm,-0.014049313,0.00060913,0.95,-0.015260847,-0.012837778,-23.06456752,83,7.52E-38,fDOM
