"","date_timeAK","airtemp_100.1000cm_mean","airtemp_100.1000cm_max","airtemp_100.1000cm_min"
"1",2018-05-01 00:00:00,-1.21816666666667,-0.727208333333333,-1.296375
"2",2018-05-01 01:00:00,-1.50791666666667,-1.16733333333333,-1.73204166666667
"3",2018-05-01 02:00:00,-1.32920833333333,-1.16525,-1.55979166666667
"4",2018-05-01 03:00:00,-1.35941666666667,-1.24366666666667,-1.52645833333333
"5",2018-05-01 04:00:00,-1.36325,-1.227125,-1.48904166666667
"6",2018-05-01 05:00:00,-1.247375,-1.19116666666667,-1.43779166666667
"7",2018-05-01 06:00:00,-1.14783333333333,-1.03983333333333,-1.30470833333333
"8",2018-05-01 07:00:00,-1.09666666666667,-1.013375,-1.22079166666667
"9",2018-05-01 08:00:00,-0.779791666666667,-0.712416666666667,-1.13704166666667
"10",2018-05-01 09:00:00,-0.509333333333333,-0.421333333333334,-0.782541666666667
"11",2018-05-01 10:00:00,-0.153916666666666,-0.0482916666666666,-0.558375
"12",2018-05-01 11:00:00,0.627083333333333,0.698666666666667,-0.208625
"13",2018-05-01 12:00:00,0.7315,0.922625,0.329333333333333
"14",2018-05-01 13:00:00,1.104625,1.19883333333333,0.32825
"15",2018-05-01 14:00:00,1.37995833333333,1.95454166666667,1.0265
"16",2018-05-01 15:00:00,0.942416666666667,2.57554166666667,0.690875
"17",2018-05-01 16:00:00,0.815125,2.416625,0.519041666666667
"18",2018-05-01 17:00:00,1.2135,1.38716666666667,0.330958333333333
"19",2018-05-01 18:00:00,1.00720833333333,1.40825,0.885916666666667
"20",2018-05-01 19:00:00,-0.193,1.281,-0.592958333333333
"21",2018-05-01 20:00:00,-1.19175,-0.0711666666666668,-1.23845833333333
"22",2018-05-01 21:00:00,-1.25820833333333,-1.09991666666667,-1.42070833333333
"23",2018-05-01 22:00:00,-1.482875,-1.12045833333333,-1.56525
"24",2018-05-01 23:00:00,-2.178,-1.444,-2.31854166666667
"25",2018-05-02 00:00:00,-2.74325,-2.146375,-2.805375
"26",2018-05-02 01:00:00,-3.786625,-2.73445833333333,-3.836625
"27",2018-05-02 02:00:00,-3.4695,-3.367625,-3.959375
"28",2018-05-02 03:00:00,-3.3855,-3.115375,-3.80804166666667
"29",2018-05-02 04:00:00,-3.87666666666667,-3.34725,-4.00066666666667
"30",2018-05-02 05:00:00,-4.31883333333333,-3.69966666666667,-4.33083333333333
"31",2018-05-02 06:00:00,-3.45970833333333,-3.30120833333333,-4.69020833333333
"32",2018-05-02 07:00:00,-3.088625,-2.99854166666667,-3.54029166666667
"33",2018-05-02 08:00:00,-2.63829166666667,-2.56245833333333,-3.09966666666667
"34",2018-05-02 09:00:00,-2.71333333333333,-2.485875,-2.86666666666667
"35",2018-05-02 10:00:00,-2.55783333333333,-2.44120833333333,-2.98191666666667
"36",2018-05-02 11:00:00,-2.246125,-1.99395833333333,-2.764125
"37",2018-05-02 12:00:00,-2.22908333333333,-0.854666666666666,-2.71733333333333
"38",2018-05-02 13:00:00,-1.366625,-0.591875,-2.13991666666667
"39",2018-05-02 14:00:00,-0.680166666666667,-0.580833333333333,-2.07908333333333
"40",2018-05-02 15:00:00,-1.06370833333333,-0.357833333333333,-1.35033333333333
"41",2018-05-02 16:00:00,-0.26575,0.185625,-1.14670833333333
"42",2018-05-02 17:00:00,-0.592291666666666,-0.0920000000000001,-0.691166666666667
"43",2018-05-02 18:00:00,-0.600583333333334,-0.401208333333333,-0.777958333333333
"44",2018-05-02 19:00:00,-0.334666666666667,0.0760833333333333,-0.7495
"45",2018-05-02 20:00:00,-0.856291666666666,-0.397791666666667,-0.939166666666667
"46",2018-05-02 21:00:00,-1.62875,-0.801583333333333,-1.6875
"47",2018-05-02 22:00:00,-2.50879166666667,-1.59766666666667,-2.593
"48",2018-05-02 23:00:00,-2.82804166666667,-2.44720833333333,-3.02304166666667
"49",2018-05-03 00:00:00,-3.06641666666667,-2.78883333333333,-3.21008333333333
"50",2018-05-03 01:00:00,-3.525,-3.027375,-3.62629166666667
"51",2018-05-03 02:00:00,-3.512625,-3.33254166666667,-3.70991666666667
"52",2018-05-03 03:00:00,-3.55825,-3.35395833333333,-3.67075
"53",2018-05-03 04:00:00,-3.54383333333333,-3.37204166666667,-3.75925
"54",2018-05-03 05:00:00,-3.55704166666667,-3.38729166666667,-3.74345833333333
"55",2018-05-03 06:00:00,-3.348375,-3.25754166666667,-3.754
"56",2018-05-03 07:00:00,-2.280375,-2.233375,-3.41479166666667
"57",2018-05-03 08:00:00,-0.776416666666667,-0.745708333333333,-2.32458333333333
"58",2018-05-03 09:00:00,0.409,0.674583333333333,-0.930666666666667
"59",2018-05-03 10:00:00,0.69075,0.825833333333333,0.195041666666667
"60",2018-05-03 11:00:00,2.25029166666667,2.40941666666667,0.664625
"61",2018-05-03 12:00:00,3.0105,3.084375,2.089375
"62",2018-05-03 13:00:00,3.366375,3.95820833333333,2.94095833333333
"63",2018-05-03 14:00:00,3.98533333333333,4.48608333333333,3.32858333333333
"64",2018-05-03 15:00:00,4.176875,5.03820833333333,3.82875
"65",2018-05-03 16:00:00,3.73470833333333,4.837875,3.560875
"66",2018-05-03 17:00:00,4.18195833333333,4.78525,3.54791666666667
"67",2018-05-03 18:00:00,4.06216666666667,4.2795,3.430625
"68",2018-05-03 19:00:00,3.04379166666667,4.08204166666667,2.96579166666667
"69",2018-05-03 20:00:00,2.54329166666667,3.07554166666667,2.495375
"70",2018-05-03 21:00:00,1.15175,2.54916666666667,1.12829166666667
"71",2018-05-03 22:00:00,0.08725,1.23441666666667,0.027625
"72",2018-05-03 23:00:00,-0.722541666666667,0.131333333333333,-0.829916666666667
"73",2018-05-04 00:00:00,-1.0165,-0.481375,-1.133125
"74",2018-05-04 01:00:00,-1.45975,-0.96275,-1.66229166666667
"75",2018-05-04 02:00:00,-1.371875,-1.13254166666667,-1.59316666666667
"76",2018-05-04 03:00:00,-2.09008333333333,-1.18508333333333,-2.10733333333333
"77",2018-05-04 04:00:00,-2.522125,-1.91633333333333,-2.60954166666667
"78",2018-05-04 05:00:00,-2.52320833333333,-2.2175,-2.80975
"79",2018-05-04 06:00:00,-1.487125,-1.41133333333333,-2.99183333333333
"80",2018-05-04 07:00:00,0.715208333333333,0.76825,-1.476
"81",2018-05-04 08:00:00,2.81570833333333,2.96433333333333,0.620125
"82",2018-05-04 09:00:00,3.81725,3.83708333333333,2.80854166666667
"83",2018-05-04 10:00:00,5.00516666666667,5.11175,3.757125
"84",2018-05-04 11:00:00,6.34183333333333,6.3645,4.95325
"85",2018-05-04 12:00:00,5.50891666666667,6.56783333333333,5.46241666666667
"86",2018-05-04 13:00:00,5.70616666666667,5.93441666666667,5.46041666666667
"87",2018-05-04 14:00:00,5.55316666666667,5.72733333333333,5.37404166666667
"88",2018-05-04 15:00:00,5.54304166666667,5.74766666666667,5.3005
"89",2018-05-04 16:00:00,5.488,5.65029166666667,5.129
"90",2018-05-04 17:00:00,5.18645833333333,5.68125,5.10554166666667
"91",2018-05-04 18:00:00,5.69904166666667,5.77120833333333,5.14491666666667
"92",2018-05-04 19:00:00,6.15879166666667,6.23595833333333,5.47583333333333
"93",2018-05-04 20:00:00,6.44704166666667,6.72816666666667,6.12304166666667
"94",2018-05-04 21:00:00,5.62933333333333,6.53575,5.48854166666667
"95",2018-05-04 22:00:00,3.86525,5.62120833333333,3.77929166666667
"96",2018-05-04 23:00:00,3.40920833333333,4.05991666666667,2.895375
"97",2018-05-05 00:00:00,3.977125,4.6425,2.22633333333333
"98",2018-05-05 01:00:00,3.08825,3.97820833333333,3.053125
"99",2018-05-05 02:00:00,2.24270833333333,3.23741666666667,2.21075
"100",2018-05-05 03:00:00,0.399083333333333,2.25329166666667,0.373291666666667
"101",2018-05-05 04:00:00,-0.762041666666667,0.430875,-0.786458333333333
"102",2018-05-05 05:00:00,-0.392416666666667,-0.15,-0.933166666666667
"103",2018-05-05 06:00:00,0.695791666666667,0.762083333333333,-0.493041666666667
"104",2018-05-05 07:00:00,1.11120833333333,1.36279166666667,0.633791666666667
"105",2018-05-05 08:00:00,2.47941666666667,2.48725,0.850166666666667
"106",2018-05-05 09:00:00,4.89695833333333,5.05604166666667,2.54083333333333
"107",2018-05-05 10:00:00,5.293625,6.236,4.75145833333333
"108",2018-05-05 11:00:00,6.04791666666667,6.07525,4.52179166666667
"109",2018-05-05 12:00:00,4.75575,6.52725,4.71366666666667
"110",2018-05-05 13:00:00,4.918625,5.33620833333333,4.385
"111",2018-05-05 14:00:00,6.2765,6.557,4.745375
"112",2018-05-05 15:00:00,5.50841666666667,6.65933333333333,5.36666666666667
"113",2018-05-05 16:00:00,5.75933333333333,6.71691666666667,5.49408333333333
"114",2018-05-05 17:00:00,6.20391666666667,7.11241666666667,5.548
"115",2018-05-05 18:00:00,4.03295833333333,6.14916666666667,3.637875
"116",2018-05-05 19:00:00,5.16120833333333,5.187125,3.69095833333333
"117",2018-05-05 20:00:00,4.00008333333333,5.55725,3.96725
"118",2018-05-05 21:00:00,1.4225,4.01129166666667,1.40033333333333
"119",2018-05-05 22:00:00,-0.0606250000000001,1.4905,-0.0949583333333335
"120",2018-05-05 23:00:00,-0.958458333333333,-0.11975,-1.10983333333333
"121",2018-05-06 00:00:00,-0.929208333333333,-0.702708333333333,-1.326
"122",2018-05-06 01:00:00,-1.74320833333333,-0.816416666666667,-1.848625
"123",2018-05-06 02:00:00,-2.02641666666667,-1.51325,-2.290375
"124",2018-05-06 03:00:00,-2.46391666666667,-1.53208333333333,-2.606125
"125",2018-05-06 04:00:00,-2.755875,-2.273,-2.96004166666667
"126",2018-05-06 05:00:00,-2.39625,-2.228625,-3.10941666666667
"127",2018-05-06 06:00:00,-0.977541666666667,-0.849333333333333,-2.56475
"128",2018-05-06 07:00:00,1.069125,1.36470833333333,-1.07966666666667
"129",2018-05-06 08:00:00,3.08383333333333,3.29941666666667,1.066125
"130",2018-05-06 09:00:00,3.892375,3.9765,2.85608333333333
"131",2018-05-06 10:00:00,5.2655,5.515125,3.95625
"132",2018-05-06 11:00:00,6.107,6.815,5.20220833333333
"133",2018-05-06 12:00:00,5.90483333333333,6.40516666666667,5.47066666666667
"134",2018-05-06 13:00:00,6.50558333333333,7.33033333333333,5.64825
"135",2018-05-06 14:00:00,6.74591666666667,7.64091666666667,6.24416666666667
"136",2018-05-06 15:00:00,7.06575,7.14025,6.20683333333333
"137",2018-05-06 16:00:00,6.27283333333333,7.16975,6.02508333333333
"138",2018-05-06 17:00:00,5.8315,6.55541666666667,5.72383333333333
"139",2018-05-06 18:00:00,5.30375,6.25183333333333,5.23433333333333
"140",2018-05-06 19:00:00,5.13804166666667,5.36291666666667,4.82995833333333
"141",2018-05-06 20:00:00,3.77070833333333,5.18645833333333,3.75954166666667
"142",2018-05-06 21:00:00,1.82466666666667,3.76954166666667,1.80416666666667
"143",2018-05-06 22:00:00,0.266583333333333,1.8215,0.255416666666667
"144",2018-05-06 23:00:00,-0.365333333333333,0.317833333333333,-0.392833333333333
"145",2018-05-07 00:00:00,-0.808208333333333,-0.208916666666667,-0.871208333333333
"146",2018-05-07 01:00:00,-1.02166666666667,-0.672083333333333,-1.108625
"147",2018-05-07 02:00:00,-1.25966666666667,-0.924875,-1.35070833333333
