"","date_timeAK","airtemp_100.1000cm_mean","airtemp_100.1000cm_max","airtemp_100.1000cm_min"
"148",2018-05-07 03:00:00,-2.08495833333333,-1.212875,-2.182375
"149",2018-05-07 04:00:00,-2.87354166666667,-1.986625,-2.88470833333333
"150",2018-05-07 05:00:00,-2.81241666666667,-2.6585,-3.25583333333333
"151",2018-05-07 06:00:00,-0.937708333333333,-0.803125,-2.95854166666667
"152",2018-05-07 07:00:00,0.0353333333333332,0.0846249999999998,-1.20191666666667
"153",2018-05-07 08:00:00,1.462875,1.72775,-0.113291666666667
"154",2018-05-07 09:00:00,1.73483333333333,2.41783333333333,1.17408333333333
"155",2018-05-07 10:00:00,2.632125,3.32445833333333,1.58004166666667
"156",2018-05-07 11:00:00,4.20308333333333,4.75266666666667,2.23445833333333
"157",2018-05-07 12:00:00,4.36233333333333,5.27775,3.775375
"158",2018-05-07 13:00:00,4.89379166666667,5.831625,4.25945833333333
"159",2018-05-07 14:00:00,5.47879166666667,5.87683333333333,4.62016666666667
"160",2018-05-07 15:00:00,5.88233333333333,6.98183333333333,5.03525
"161",2018-05-07 16:00:00,6.30441666666667,6.94225,5.3755
"162",2018-05-07 17:00:00,5.95466666666667,6.56833333333333,5.83595833333333
"163",2018-05-07 18:00:00,5.408375,5.98333333333333,4.945375
"164",2018-05-07 19:00:00,4.03875,5.45108333333333,3.99091666666667
"165",2018-05-07 20:00:00,3.32279166666667,4.01733333333333,3.279125
"166",2018-05-07 21:00:00,2.61458333333333,3.29045833333333,2.56308333333333
"167",2018-05-07 22:00:00,1.7805,2.92070833333333,1.6745
"168",2018-05-07 23:00:00,2.58358333333333,2.86983333333333,1.60020833333333
"169",2018-05-08 00:00:00,1.37058333333333,2.623625,0.993166666666667
"170",2018-05-08 01:00:00,0.533791666666667,1.51129166666667,0.340791666666667
"171",2018-05-08 02:00:00,-0.162541666666667,0.87975,-0.294458333333333
"172",2018-05-08 03:00:00,-0.311291666666667,-0.0370416666666667,-0.673791666666667
"173",2018-05-08 04:00:00,-0.96775,0.0687916666666667,-1.14304166666667
"174",2018-05-08 05:00:00,-0.815625,-0.577333333333333,-1.14779166666667
"175",2018-05-08 06:00:00,0.614041666666667,0.653916666666667,-0.859416666666667
"176",2018-05-08 07:00:00,3.64804166666667,3.65920833333333,0.50625
"177",2018-05-08 08:00:00,5.12275,5.479625,3.54745833333333
"178",2018-05-08 09:00:00,5.91558333333333,6.121,4.661875
"179",2018-05-08 10:00:00,7.19308333333333,7.27375,5.96141666666667
"180",2018-05-08 11:00:00,7.99241666666667,8.05091666666667,7.18166666666667
"181",2018-05-08 12:00:00,8.71733333333333,8.82233333333333,7.87091666666667
"182",2018-05-08 13:00:00,9.19516666666667,9.75341666666667,8.60708333333333
"183",2018-05-08 14:00:00,10.3471666666667,10.61975,9.18475
"184",2018-05-08 15:00:00,10.6776666666667,11.09175,10.1443333333333
"185",2018-05-08 16:00:00,10.87,11.3140833333333,10.5359166666667
"186",2018-05-08 17:00:00,10.65525,11.13575,10.4425
"187",2018-05-08 18:00:00,10.8395833333333,11.0606666666667,10.4965833333333
"188",2018-05-08 19:00:00,10.61025,10.9571666666667,10.4799166666667
"189",2018-05-08 20:00:00,10.0265,10.63575,9.93
"190",2018-05-08 21:00:00,5.79983333333333,10.0544166666667,5.788
"191",2018-05-08 22:00:00,4.377,5.91454166666667,4.30583333333333
"192",2018-05-08 23:00:00,3.649375,4.64891666666667,3.51029166666667
"193",2018-05-09 00:00:00,3.06179166666667,3.85104166666667,2.92945833333333
"194",2018-05-09 01:00:00,2.65029166666667,3.30354166666667,2.531
"195",2018-05-09 02:00:00,2.194625,2.78433333333333,2.00475
"196",2018-05-09 03:00:00,2.40754166666667,2.76170833333333,1.957125
"197",2018-05-09 04:00:00,2.654125,2.72704166666667,1.967625
"198",2018-05-09 05:00:00,3.04695833333333,3.095125,2.341375
"199",2018-05-09 06:00:00,5.3825,5.3825,3.020375
"200",2018-05-09 07:00:00,8.06708333333333,8.11758333333333,5.46816666666667
"201",2018-05-09 08:00:00,10.01625,10.4209166666667,8.03075
"202",2018-05-09 09:00:00,10.998,11.0338333333333,9.849
"203",2018-05-09 10:00:00,11.82125,11.9268333333333,11.0130833333333
"204",2018-05-09 11:00:00,12.5318333333333,12.8115833333333,11.8345
"205",2018-05-09 12:00:00,12.3390833333333,12.9871666666667,12.1011666666667
"206",2018-05-09 13:00:00,12.79925,12.9944166666667,12.2399166666667
"207",2018-05-09 14:00:00,13.14825,13.3890833333333,12.7151666666667
"208",2018-05-09 15:00:00,12.64175,13.2470833333333,12.5634166666667
"209",2018-05-09 16:00:00,12.5375833333333,12.8960833333333,12.2293333333333
"210",2018-05-09 17:00:00,11.937,12.55,11.90775
"211",2018-05-09 18:00:00,12.3718333333333,12.7941666666667,11.7866666666667
"212",2018-05-09 19:00:00,12.2841666666667,12.77375,12.199
"213",2018-05-09 20:00:00,11.5480833333333,12.4490833333333,11.5103333333333
"214",2018-05-09 21:00:00,11.0566666666667,11.616,10.8613333333333
"215",2018-05-09 22:00:00,8.12758333333333,11.1661666666667,8.04004166666667
"216",2018-05-09 23:00:00,6.79541666666667,8.49091666666667,6.597125
"217",2018-05-10 00:00:00,6.40725,7.09633333333333,6.245125
"218",2018-05-10 01:00:00,6.03279166666667,6.65304166666667,5.60375
"219",2018-05-10 02:00:00,5.97979166666667,7.679,5.817875
"220",2018-05-10 03:00:00,6.27508333333333,7.021625,5.80841666666667
"221",2018-05-10 04:00:00,5.76558333333333,6.47204166666667,5.28258333333333
"222",2018-05-10 05:00:00,6.633125,6.895625,5.87225
"223",2018-05-10 06:00:00,7.44091666666667,7.50025,6.51554166666667
"224",2018-05-10 07:00:00,8.73845833333333,8.74283333333333,7.469
"225",2018-05-10 08:00:00,12.3829166666667,12.42125,8.83345833333333
"226",2018-05-10 09:00:00,14.5295833333333,14.83625,12.38125
"227",2018-05-10 10:00:00,16.325,16.7616666666667,14.4854166666667
"228",2018-05-10 11:00:00,17.1920833333333,17.6741666666667,16.1020833333333
"229",2018-05-10 12:00:00,17.4254166666667,17.7383333333333,16.7016666666667
"230",2018-05-10 13:00:00,17.2695833333333,17.72125,16.7733333333333
"231",2018-05-10 14:00:00,17.3558333333333,17.7079166666667,17.0091666666667
"232",2018-05-10 15:00:00,18.16375,18.63625,17.2070833333333
"233",2018-05-10 16:00:00,16.39125,18.08875,16.3616666666667
"234",2018-05-10 17:00:00,17.1466666666667,17.1729166666667,15.92375
"235",2018-05-10 18:00:00,15.8954166666667,17.19125,15.85
"236",2018-05-10 19:00:00,14.605,15.8620833333333,14.5445833333333
"237",2018-05-10 20:00:00,13.4366666666667,14.5966666666667,13.3270833333333
"238",2018-05-10 21:00:00,11.1104166666667,13.4683333333333,10.5129166666667
"239",2018-05-10 22:00:00,8.66379166666667,11.41875,8.64045833333333
"240",2018-05-10 23:00:00,7.103625,8.553375,6.882125
"241",2018-05-11 00:00:00,5.66566666666667,7.1525,5.472375
"242",2018-05-11 01:00:00,5.194625,5.73983333333333,5.01425
"243",2018-05-11 02:00:00,5.084875,5.57470833333333,4.4285
"244",2018-05-11 03:00:00,4.660625,5.25958333333333,4.25491666666667
"245",2018-05-11 04:00:00,5.22129166666667,5.52154166666667,4.537
"246",2018-05-11 05:00:00,5.90725,5.93191666666667,5.08529166666667
"247",2018-05-11 06:00:00,7.06195833333333,7.22379166666667,5.71429166666667
"248",2018-05-11 07:00:00,7.44170833333333,7.68870833333333,6.80716666666667
"249",2018-05-11 08:00:00,8.43483333333333,8.57741666666667,7.40966666666667
"250",2018-05-11 09:00:00,11.3529166666667,11.3529166666667,8.20858333333333
"251",2018-05-11 10:00:00,11.7991666666667,11.8295833333333,11.0635833333333
"252",2018-05-11 11:00:00,11.9541666666667,12.1591666666667,11.7308333333333
"253",2018-05-11 12:00:00,11.7895,12.2441666666667,11.6725833333333
"254",2018-05-11 13:00:00,11.9858333333333,12.8845833333333,10.8495
"255",2018-05-11 14:00:00,12.0661666666667,12.65375,11.1886666666667
"256",2018-05-11 15:00:00,8.324,12.2075,8.21908333333333
"257",2018-05-11 16:00:00,9.16808333333333,9.37225,7.96833333333333
"258",2018-05-11 17:00:00,9.44233333333333,9.97216666666667,8.53025
"259",2018-05-11 18:00:00,4.1285,9.42741666666667,4.1285
"260",2018-05-11 19:00:00,3.437,4.23908333333333,3.423875
"261",2018-05-11 20:00:00,3.54420833333333,3.74629166666667,3.189625
"262",2018-05-11 21:00:00,3.692,4.02875,3.29229166666667
"263",2018-05-11 22:00:00,2.29758333333333,3.71966666666667,2.27283333333333
"264",2018-05-11 23:00:00,1.27183333333333,2.44983333333333,1.232
"265",2018-05-12 00:00:00,0.138041666666667,1.32633333333333,-0.021375
"266",2018-05-12 01:00:00,-0.207416666666667,0.522791666666667,-0.468916666666667
"267",2018-05-12 02:00:00,-0.302916666666667,-0.0467500000000001,-0.728791666666667
"268",2018-05-12 03:00:00,-1.20316666666667,-0.0457916666666667,-1.22504166666667
"269",2018-05-12 04:00:00,-0.890291666666667,-0.65725,-1.56420833333333
"270",2018-05-12 05:00:00,-0.563416666666667,-0.457541666666667,-1.27608333333333
"271",2018-05-12 06:00:00,0.895625,0.928125,-0.657875
"272",2018-05-12 07:00:00,2.82470833333333,2.93925,0.888
"273",2018-05-12 08:00:00,4.65991666666667,4.95004166666667,2.662375
"274",2018-05-12 09:00:00,6.35158333333333,6.37625,4.6725
"275",2018-05-12 10:00:00,7.60383333333333,7.69133333333333,6.13183333333333
"276",2018-05-12 11:00:00,8.3795,9.04733333333333,7.35491666666667
"277",2018-05-12 12:00:00,8.97808333333333,9.45425,8.15108333333333
"278",2018-05-12 13:00:00,7.30008333333333,9.36041666666667,7.12441666666667
"279",2018-05-12 14:00:00,8.4965,8.53141666666667,7.28016666666667
"280",2018-05-12 15:00:00,8.979,9.07858333333333,8.15916666666667
"281",2018-05-12 16:00:00,9.3805,10.0671666666667,8.57583333333333
"282",2018-05-12 17:00:00,9.24366666666667,9.64675,8.69425
"283",2018-05-12 18:00:00,9.84333333333333,9.93816666666667,8.81216666666667
"284",2018-05-12 19:00:00,8.822,10.2715833333333,8.72908333333333
"285",2018-05-12 20:00:00,7.92283333333333,10.0198333333333,7.54833333333333
"286",2018-05-12 21:00:00,4.05233333333333,7.82575,4.017375
"287",2018-05-12 22:00:00,3.041375,4.27766666666667,2.628
"288",2018-05-12 23:00:00,2.215125,3.31875,1.85279166666667
"289",2018-05-13 00:00:00,1.25120833333333,2.4515,1.07020833333333
"290",2018-05-13 01:00:00,1.21233333333333,1.55170833333333,0.765041666666667
"291",2018-05-13 02:00:00,0.723083333333333,1.50204166666667,0.497583333333334
"292",2018-05-13 03:00:00,0.584,1.009875,0.27675
"293",2018-05-13 04:00:00,0.673,0.940416666666666,0.229166666666667
"294",2018-05-13 05:00:00,0.475208333333333,0.788583333333333,-0.147458333333333
"295",2018-05-13 06:00:00,0.678416666666667,1.037875,0.218666666666667
"296",2018-05-13 07:00:00,4.49008333333333,4.50125,0.628416666666667
"297",2018-05-13 08:00:00,7.11491666666667,7.317125,4.56308333333333
"298",2018-05-13 09:00:00,8.59875,8.85808333333333,6.81404166666667
"299",2018-05-13 10:00:00,9.59708333333333,9.97258333333333,8.304
"300",2018-05-13 11:00:00,9.04783333333333,10.5478333333333,8.74391666666667
"301",2018-05-13 12:00:00,9.07708333333333,10.2781666666667,8.51016666666667
"302",2018-05-13 13:00:00,9.64925,10.6678333333333,8.66216666666667
"303",2018-05-13 14:00:00,10.00825,10.7096666666667,9.02666666666667
"304",2018-05-13 15:00:00,10.5461666666667,10.7645,9.5205
"305",2018-05-13 16:00:00,10.8150833333333,11.59175,9.72825
"306",2018-05-13 17:00:00,11.087,11.2776666666667,9.91433333333334
"307",2018-05-13 18:00:00,10.5374166666667,11.4620833333333,10.2035833333333
"308",2018-05-13 19:00:00,10.025,10.9083333333333,9.99191666666667
"309",2018-05-13 20:00:00,8.777,10.0643333333333,8.75466666666667
"310",2018-05-13 21:00:00,8.14958333333333,8.9035,7.81416666666667
"311",2018-05-13 22:00:00,7.27033333333333,8.21666666666667,7.2425
"312",2018-05-13 23:00:00,6.042375,7.32783333333333,5.89716666666667
"313",2018-05-14 00:00:00,5.74804166666667,6.146,5.23495833333333
"314",2018-05-14 01:00:00,5.502125,5.9795,5.14070833333333
"315",2018-05-14 02:00:00,5.47695833333333,5.878,5.19583333333333
"316",2018-05-14 03:00:00,4.65291666666667,5.734125,4.45379166666667
"317",2018-05-14 04:00:00,4.49895833333333,5.038,4.34241666666667
"318",2018-05-14 05:00:00,4.52483333333333,4.80879166666667,4.103375
"319",2018-05-14 06:00:00,6.058125,6.103125,4.5535
"320",2018-05-14 07:00:00,6.52854166666667,6.92920833333333,5.82241666666667
"321",2018-05-14 08:00:00,7.42625,7.733,6.44991666666667
"322",2018-05-14 09:00:00,8.34891666666667,8.45541666666667,7.33691666666667
"323",2018-05-14 10:00:00,9.97983333333333,10.5245833333333,8.23525
"324",2018-05-14 11:00:00,10.7695,11.123,9.71391666666667
"325",2018-05-14 12:00:00,11.0825,13.07375,10.6170833333333
"326",2018-05-14 13:00:00,9.22958333333333,11.231,9.0715
"327",2018-05-14 14:00:00,7.44658333333333,9.38366666666667,7.294
"328",2018-05-14 15:00:00,7.99908333333333,8.24116666666667,6.30091666666667
"329",2018-05-14 16:00:00,8.10075,8.51766666666667,7.76575
"330",2018-05-14 17:00:00,7.805,8.23825,7.50158333333333
"331",2018-05-14 18:00:00,7.26158333333333,8.39866666666667,6.86775
"332",2018-05-14 19:00:00,7.828,8.37275,7.06908333333333
"333",2018-05-14 20:00:00,5.933375,7.97416666666667,5.92191666666667
"334",2018-05-14 21:00:00,5.03683333333333,5.92108333333333,4.798125
"335",2018-05-14 22:00:00,4.0405,5.12566666666667,3.90670833333333
"336",2018-05-14 23:00:00,3.073625,4.22116666666667,2.56079166666667
"337",2018-05-15 00:00:00,2.51616666666667,3.40595833333333,2.30004166666667
"338",2018-05-15 01:00:00,1.47254166666667,2.81591666666667,1.41758333333333
"339",2018-05-15 02:00:00,1.81283333333333,1.96775,1.25729166666667
"340",2018-05-15 03:00:00,1.09066666666667,2.04145833333333,0.99475
"341",2018-05-15 04:00:00,1.385875,1.472,0.634541666666667
"342",2018-05-15 05:00:00,1.709375,2.006375,1.27891666666667
"343",2018-05-15 06:00:00,2.27020833333333,2.395125,1.63545833333333
"344",2018-05-15 07:00:00,5.02029166666667,5.087375,2.19841666666667
"345",2018-05-15 08:00:00,5.94904166666667,6.46858333333333,4.91041666666667
"346",2018-05-15 09:00:00,7.65125,7.75983333333333,5.84683333333333
"347",2018-05-15 10:00:00,8.86458333333333,9.22716666666667,7.23933333333333
"348",2018-05-15 11:00:00,9.59283333333333,9.81575,7.69091666666667
"349",2018-05-15 12:00:00,9.7135,10.189,8.76716666666667
"350",2018-05-15 13:00:00,10.33875,11.0423333333333,9.30016666666667
"351",2018-05-15 14:00:00,10.7729166666667,12.2666666666667,10.1154166666667
"352",2018-05-15 15:00:00,3.93004166666667,11.03875,3.93004166666667
"353",2018-05-15 16:00:00,4.198875,4.27075,3.442375
"354",2018-05-15 17:00:00,6.35008333333333,6.42758333333333,4.17991666666667
"355",2018-05-15 18:00:00,6.52041666666667,6.94675,6.21358333333333
"356",2018-05-15 19:00:00,6.41941666666667,7.14825,6.28366666666667
"357",2018-05-15 20:00:00,6.18616666666667,6.54741666666667,6.04508333333333
"358",2018-05-15 21:00:00,4.66191666666667,6.13325,4.63775
"359",2018-05-15 22:00:00,3.12133333333333,4.68833333333333,3.10608333333333
"360",2018-05-15 23:00:00,1.92091666666667,3.25083333333333,1.77020833333333
"361",2018-05-16 00:00:00,0.802166666666667,1.989625,0.730083333333333
"362",2018-05-16 01:00:00,0.136125,0.937208333333333,-0.0902083333333333
"363",2018-05-16 02:00:00,0.338166666666667,0.619541666666667,-0.17575
"364",2018-05-16 03:00:00,0.699791666666667,0.869708333333333,0.0572916666666665
"365",2018-05-16 04:00:00,0.5735,0.853291666666667,0.218583333333333
"366",2018-05-16 05:00:00,1.18833333333333,1.235625,0.442875
"367",2018-05-16 06:00:00,3.01854166666667,3.185375,1.253125
"368",2018-05-16 07:00:00,3.76516666666667,4.7065,3.09366666666667
"369",2018-05-16 08:00:00,4.661625,5.23516666666667,3.49141666666667
"370",2018-05-16 09:00:00,5.77179166666667,5.86291666666667,4.46429166666667
"371",2018-05-16 10:00:00,6.919,7.12425,5.41479166666667
