"","site.ID","datetimeAK","fDOM","SPC","Turb","NO3","Q","MeanDischarge","DateTime","nitrateuM","fDOM.QSU","SpCond.uScm","Turbidity.FNU"
"10241","MOOS",2021-08-21 01:45:00,145.324545454545,106.281818181818,61.9027272727273,NA,1931.45133696764,1931.45133696764,2021-08-21 01:45:00,NA,145.324545454545,106.281818181818,61.9027272727273
"10242","MOOS",2021-08-21 02:00:00,144.993636363636,106.2,65.0418181818182,NA,1951.02806474408,1951.02806474408,2021-08-21 02:00:00,NA,144.993636363636,106.2,65.0418181818182
"10243","MOOS",2021-08-21 02:15:00,145.861818181818,106.1,61.6236363636364,NA,1978.71138489502,1978.71138489502,2021-08-21 02:15:00,NA,145.861818181818,106.1,61.6236363636364
"10244","MOOS",2021-08-21 02:30:00,146.168181818182,106.090909090909,62.0181818181818,NA,1954.94221193885,1954.94221193885,2021-08-21 02:30:00,NA,146.168181818182,106.090909090909,62.0181818181818
"10245","MOOS",2021-08-21 02:45:00,147.329090909091,105.981818181818,58.1463636363636,NA,1994.08967568952,1994.08967568952,2021-08-21 02:45:00,NA,147.329090909091,105.981818181818,58.1463636363636
"10246","MOOS",2021-08-21 03:00:00,148.085454545455,105.9,57.2454545454545,NA,1946.27303179243,1946.27303179243,2021-08-21 03:00:00,NA,148.085454545455,105.9,57.2454545454545
"10247","MOOS",2021-08-21 03:15:00,148.628181818182,105.863636363636,62.7345454545455,NA,1977.0356051838,1977.0356051838,2021-08-21 03:15:00,NA,148.628181818182,105.863636363636,62.7345454545455
"10248","MOOS",2021-08-21 03:30:00,149.032727272727,105.709090909091,59.4218181818182,NA,1948.23310129106,1948.23310129106,2021-08-21 03:30:00,NA,149.032727272727,105.709090909091,59.4218181818182
"10249","MOOS",2021-08-21 03:45:00,149.198181818182,105.6,56.2054545454545,NA,2026.53402059467,2026.53402059467,2021-08-21 03:45:00,NA,149.198181818182,105.6,56.2054545454545
"10250","MOOS",2021-08-21 04:00:00,150.071818181818,105.6,55.4072727272727,NA,2028.77238807804,2028.77238807804,2021-08-21 04:00:00,NA,150.071818181818,105.6,55.4072727272727
"10251","MOOS",2021-08-21 04:15:00,150.903636363636,105.445454545455,54.0045454545455,NA,2015.34817497997,2015.34817497997,2021-08-21 04:15:00,NA,150.903636363636,105.445454545455,54.0045454545455
"10252","MOOS",2021-08-21 04:30:00,151.04,105.4,56.9409090909091,NA,2030.16986980475,2030.16986980475,2021-08-21 04:30:00,NA,151.04,105.4,56.9409090909091
"10253","MOOS",2021-08-21 04:45:00,151.87,105.3,52.0736363636364,NA,1982.63152389246,1982.63152389246,2021-08-21 04:45:00,NA,151.87,105.3,52.0736363636364
"10254","MOOS",2021-08-21 05:00:00,152.056363636364,105.172727272727,49.5518181818182,NA,2062.60822290729,2062.60822290729,2021-08-21 05:00:00,NA,152.056363636364,105.172727272727,49.5518181818182
"10255","MOOS",2021-08-21 05:15:00,152.885454545455,105.1,52.6309090909091,NA,2079.94658320042,2079.94658320042,2021-08-21 05:15:00,NA,152.885454545455,105.1,52.6309090909091
"10256","MOOS",2021-08-21 05:30:00,153.285454545455,105.009090909091,52.24,NA,2068.20414161601,2068.20414161601,2021-08-21 05:30:00,NA,153.285454545455,105.009090909091,52.24
"10257","MOOS",2021-08-21 05:45:00,152.301818181818,104.9,54.7681818181818,NA,2088.33746536216,2088.33746536216,2021-08-21 05:45:00,NA,152.301818181818,104.9,54.7681818181818
"10258","MOOS",2021-08-21 06:00:00,152.883636363636,104.9,58.7890909090909,NA,2112.39092810563,2112.39092810563,2021-08-21 06:00:00,NA,152.883636363636,104.9,58.7890909090909
"10259","MOOS",2021-08-21 06:15:00,152.827272727273,104.845454545455,52.4718181818182,NA,2130.28588436829,2130.28588436829,2021-08-21 06:15:00,NA,152.827272727273,104.845454545455,52.4718181818182
"10260","MOOS",2021-08-21 06:30:00,152.877272727273,104.8,NA,NA,2101.76167846046,2101.76167846046,2021-08-21 06:30:00,NA,152.877272727273,104.8,NA
"10261","MOOS",2021-08-21 06:45:00,153.728181818182,104.772727272727,NA,NA,2141.47172998317,2141.47172998317,2021-08-21 06:45:00,NA,153.728181818182,104.772727272727,NA
"10262","MOOS",2021-08-21 07:00:00,154.062727272727,104.745454545455,51.1790909090909,NA,2144.55098322348,2144.55098322348,2021-08-21 07:00:00,NA,154.062727272727,104.745454545455,51.1790909090909
"10263","MOOS",2021-08-21 07:15:00,155.165454545455,104.7,48.9381818181818,NA,2160.77015977481,2160.77015977481,2021-08-21 07:15:00,NA,155.165454545455,104.7,48.9381818181818
"10264","MOOS",2021-08-21 07:30:00,155.604545454545,104.7,51.9536363636364,NA,2165.24689474184,2165.24689474184,2021-08-21 07:30:00,NA,155.604545454545,104.7,51.9536363636364
"10265","MOOS",2021-08-21 07:45:00,155.422727272727,104.772727272727,49.1145454545455,NA,2127.77521070256,2127.77521070256,2021-08-21 07:45:00,NA,155.422727272727,104.772727272727,49.1145454545455
