"","column_label","HI","Q_interval","storm.ID","site.ID","storm.num","month","day","response","date","doy"
"Interpolated HI for 2% discharge...1","1",-0.317311874728157,2,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2024-05-31,152
"Interpolated HI for 4% discharge...2","1",-0.205306655067426,4,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2024-05-31,152
"Interpolated HI for 6% discharge...3","1",-0.198347107438018,6,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2024-05-31,152
"Interpolated HI for 8% discharge...4","1",-0.150500217485827,8,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2024-05-31,152
"Interpolated HI for 10% discharge...5","1",-0.543279686820352,10,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2024-05-31,152
"Interpolated HI for 12% discharge...6","1",-0.683775554588958,12,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2024-05-31,152
"Interpolated HI for 14% discharge...7","1",-0.69008264462808,14,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2024-05-31,152
"Interpolated HI for 16% discharge...8","1",-0.565898216615899,16,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2024-05-31,152
"Interpolated HI for 18% discharge...9","1",-0.564593301435369,18,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2024-05-31,152
"Interpolated HI for 20% discharge...10","1",-0.676381035232719,20,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2024-05-31,152
"Interpolated HI for 22% discharge...11","1",-0.611787733797275,22,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2024-05-31,152
"Interpolated HI for 24% discharge...12","1",-0.487168334058225,24,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2024-05-31,152
"Interpolated HI for 26% discharge...13","1",-0.406046107003017,26,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2024-05-31,152
"Interpolated HI for 28% discharge...14","1",-0.437581557198748,28,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2024-05-31,152
"Interpolated HI for 30% discharge...15","1",-0.489560678555906,30,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2024-05-31,152
"Interpolated HI for 32% discharge...16","1",-0.591126576772504,32,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2024-05-31,152
"Interpolated HI for 34% discharge...17","1",-0.556546324488921,34,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2024-05-31,152
"Interpolated HI for 36% discharge...18","1",-0.481078729882552,36,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2024-05-31,152
"Interpolated HI for 38% discharge...19","1",-0.427577207481485,38,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2024-05-31,152
