"0","models <- list(SPC.mod.ar1, SPC.mod.arma.1.1, SPC.mod.arma.1.2, SPC.mod.arma.2.1, SPC.mod.arma.2.2)"
"0","aictab(cand.set = models) # SPC.mod.arma.1.1 is the best model"
"2","
Model names have been supplied automatically in the table
"
"2","
Model selection for fixed effects is only appropriate with method='ML':
REML (default) should only be used to select random effects for a constant set of fixed effects
"
"1","
Model selection based on "
"1",""
"1","AICc"
"1",""
"1",":
"
"1","
"
"1","    "
"1"," K"
"1","    AICc"
"1"," Delta_AICc"
"1"," AICcWt"
"1"," Cum.Wt"
"1","  Res.LL"
"1","
Mod2"
"1"," 6"
"1"," 1707.12"
"1","       0.00"
"1","   0.51"
"1","   0.51"
"1"," -847.41"
"1","
Mod3"
"1"," 7"
"1"," 1708.85"
"1","       1.73"
"1","   0.21"
"1","   0.72"
"1"," -847.22"
"1","
Mod4"
"1"," 7"
"1"," 1708.91"
"1","       1.79"
"1","   0.21"
"1","   0.93"
"1"," -847.25"
"1","
Mod5"
"1"," 8"
"1"," 1710.94"
"1","       3.82"
"1","   0.07"
"1","   1.00"
"1"," -847.21"
"1","
Mod1"
"1"," 5"
"1"," 1737.35"
"1","      30.23"
"1","   0.00"
"1","   1.00"
"1"," -863.57"
"1","
"
"1","
"
