"","site.ID","Q","datetimeAK","fDOM.QSU","SpCond.µS.cm","Turbidity.FNU","nitrateuM","ABS_254","MeanDischarge","DateTime","SpCond.uScm"
"2378","MOOS",2251.89116653055,2020-06-28 18:15:00,91.2860884820497,66.2818181818182,76.2118181818182,20.8999165144633,0.617041666666667,2251.89116653055,2020-06-28 18:15:00,66.2818181818182
"2379","MOOS",2236.39335670322,2020-06-28 18:30:00,91.5467675409587,66.3,73.15,20.8689556117928,0.617725,2236.39335670322,2020-06-28 18:30:00,66.3
"2380","MOOS",2255.77611602098,2020-06-28 18:45:00,91.6211832412488,66.3454545454545,68.6281818181818,20.9059089472382,0.617875,2255.77611602098,2020-06-28 18:45:00,66.3454545454545
"2381","MOOS",2232.52940127999,2020-06-28 19:00:00,90.5712985444115,66.3454545454545,82.2781818181818,20.8929253428925,0.616191666666667,2232.52940127999,2020-06-28 19:00:00,66.3454545454545
"2382","MOOS",2248.01041584462,2020-06-28 19:15:00,91.6221924610428,66.3909090909091,75.8118181818182,20.8879316489135,0.614883333333333,2248.01041584462,2020-06-28 19:15:00,66.3909090909091
"2383","MOOS",2232.52940127999,2020-06-28 19:30:00,92.0614496897194,66.4181818181818,75.1181818181818,20.9198912903796,0.612566666666667,2232.52940127999,2020-06-28 19:30:00,66.4181818181818
"2384","MOOS",2228.66964467615,2020-06-28 19:45:00,91.966021024858,66.4818181818182,68.9927272727273,20.8429884031016,0.610383333333333,2228.66964467615,2020-06-28 19:45:00,66.4818181818182
"2385","MOOS",2224.81408687681,2020-06-28 20:00:00,91.4046650848584,66.4727272727273,NA,20.9119013800132,0.610833333333333,2224.81408687681,2020-06-28 20:00:00,66.4727272727273
"2386","MOOS",2220.96272789687,2020-06-28 20:15:00,91.2890770747561,66.5,65.3581818181818,20.9858080509037,0.610525,2220.96272789687,2020-06-28 20:15:00,66.5
"2387","MOOS",2232.52940127999,2020-06-28 20:30:00,91.1494020876256,66.5,78.0063636363636,20.9937979612703,0.61255,2232.52940127999,2020-06-28 20:30:00,66.5
"2388","MOOS",2224.81408687681,2020-06-28 20:45:00,90.9050257258339,66.5545454545454,78.2509090909091,20.9728244465581,0.615791666666667,2224.81408687681,2020-06-28 20:45:00,66.5545454545454
"2389","MOOS",2251.89116653055,2020-06-28 21:00:00,90.6899560606754,66.5818181818182,74.5609090909091,21.0497273338362,0.616958333333333,2251.89116653055,2020-06-28 21:00:00,66.5818181818182
"2390","MOOS",2255.77611602098,2020-06-28 21:15:00,91.0421165975736,66.5818181818182,77.09,20.9778181405372,0.616133333333333,2255.77611602098,2020-06-28 21:15:00,66.5818181818182
"2391","MOOS",2244.13386398554,2020-06-28 21:30:00,90.8830271734174,66.6,67.08,20.9838105733122,0.612391666666667,2244.13386398554,2020-06-28 21:30:00,66.6
"2392","MOOS",2267.4561574012,2020-06-28 21:45:00,90.8248462691186,66.6636363636364,72.7818181818182,21.0567185054069,0.608033333333333,2267.4561574012,2020-06-28 21:45:00,66.6636363636364
"2393","MOOS",2271.35790213943,2020-06-28 22:00:00,91.0379543523198,66.6727272727273,78.1690909090909,21.0557197666111,0.605791666666667,2271.35790213943,2020-06-28 22:00:00,66.6727272727273
"2394","MOOS",2263.55861146003,2020-06-28 22:15:00,90.4302558298961,66.7,77.5281818181818,21.0667058933651,0.606708333333333,2263.55861146003,2020-06-28 22:15:00,66.7
"2395","MOOS",2267.4561574012,2020-06-28 22:30:00,90.7149024571158,66.7,77.9954545454545,21.0227613863491,0.608425,2267.4561574012,2020-06-28 22:30:00,66.7
"2396","MOOS",2251.89116653055,2020-06-28 22:45:00,90.6292881291444,66.7,70.3218181818182,21.039739945878,0.608658333333333,2251.89116653055,2020-06-28 22:45:00,66.7
"2397","MOOS",2259.6652643308,2020-06-28 23:00:00,91.026006969313,66.7545454545455,73.5081818181818,21.0307512967156,0.60885,2259.6652643308,2020-06-28 23:00:00,66.7545454545455
"2398","MOOS",2263.55861146003,2020-06-28 23:15:00,90.6809394023665,66.7727272727273,79.9090909090909,21.1476037358264,0.607058333333333,2263.55861146003,2020-06-28 23:15:00,66.7727272727273
"2399","MOOS",2267.4561574012,2020-06-28 23:30:00,90.0224854344546,66.8,NA,21.0976667960356,0.609608333333333,2267.4561574012,2020-06-28 23:30:00,66.8
"2400","MOOS",2271.35790213943,2020-06-28 23:45:00,90.2439619563089,66.8,75.7318181818182,21.0187664311657,0.604083333333333,2271.35790213943,2020-06-28 23:45:00,66.8
"2401","MOOS",2267.4561574012,2020-06-29 00:00:00,90.0351694488134,66.8,77.88,21.1146453555644,0.60785,2267.4561574012,2020-06-29 00:00:00,66.8
"2402","MOOS",2271.35790213943,2020-06-29 00:15:00,90.3681689537836,66.8090909090909,73.8027272727273,21.0297525579198,0.609458333333333,2271.35790213943,2020-06-29 00:15:00,66.8090909090909
"2403","MOOS",2240.26151093096,2020-06-29 00:30:00,90.189354940173,66.8363636363636,68.5818181818182,21.0307512967156,0.607641666666667,2240.26151093096,2020-06-29 00:30:00,66.8363636363636
"2404","MOOS",2275.2638457045,2020-06-29 00:45:00,90.3251737819234,66.8636363636364,73.0854545454546,21.0547210278152,0.605475,2275.2638457045,2020-06-29 00:45:00,66.8636363636364
"2405","MOOS",2251.89116653055,2020-06-29 01:00:00,90.4759606892407,66.9,72.8163636363636,21.0796894977108,0.607016666666667,2251.89116653055,2020-06-29 01:00:00,66.9
"2406","MOOS",2267.4561574012,2020-06-29 01:15:00,90.2330000082398,66.9090909090909,78.64,21.083684452894,0.611016666666667,2267.4561574012,2020-06-29 01:15:00,66.9090909090909
"2407","MOOS",2287.0068692863,2020-06-29 01:30:00,90.8228278456809,66.9454545454546,81.5809090909091,21.028753819124,0.60495,2287.0068692863,2020-06-29 01:30:00,66.9454545454546
"2408","MOOS",2271.35790213943,2020-06-29 01:45:00,91.4200103459164,67,77.2927272727273,21.0097777820034,0.606258333333333,2271.35790213943,2020-06-29 01:45:00,67
"2409","MOOS",2290.92960811406,2020-06-29 02:00:00,90.520111704053,67,76.7890909090909,21.0037853492285,0.612108333333333,2290.92960811406,2020-06-29 02:00:00,67
"2410","MOOS",2263.55861146003,2020-06-29 02:15:00,90.6294360413136,67.0454545454545,75.6145454545454,21.0267563415323,0.612775,2263.55861146003,2020-06-29 02:15:00,67.0454545454545
"2411","MOOS",2283.08832927793,2020-06-29 02:30:00,90.2453091251134,67.1,68.6009090909091,21.0067815656159,0.616783333333333,2283.08832927793,2020-06-29 02:30:00,67.1
"2412","MOOS",2290.92960811406,2020-06-29 02:45:00,90.5585799614755,67.1,75.0818181818182,21.0097777820034,0.614041666666667,2290.92960811406,2020-06-29 02:45:00,67.1
"2413","MOOS",2283.08832927793,2020-06-29 03:00:00,89.7146540675329,67.1090909090909,82.1045454545455,20.9698282301706,0.613808333333333,2283.08832927793,2020-06-29 03:00:00,67.1090909090909
"2414","MOOS",2287.0068692863,2020-06-29 03:15:00,89.6482775146318,67.1454545454545,80.8727272727273,21.0237601251449,0.61845,2287.0068692863,2020-06-29 03:15:00,67.1454545454545
