site.ID.x,DateTimeAK,Discharge,site.ID.y,NO3,fDOM,SPC,Turb
CARI,2021-05-01T08:15:00Z,328.26933333333335,NA,NA,NA,NA,NA
CARI,2021-05-01T08:30:00Z,326.0713333333333,NA,NA,NA,NA,NA
CARI,2021-05-01T08:45:00Z,325.4073333333333,NA,NA,NA,NA,NA
CARI,2021-05-01T09:00:00Z,323.35,NA,NA,NA,NA,NA
CARI,2021-05-01T09:15:00Z,320.2866666666667,NA,NA,NA,NA,NA
CARI,2021-05-01T09:30:00Z,318.49,NA,NA,NA,NA,NA
CARI,2021-05-01T09:45:00Z,314.01733333333334,NA,NA,NA,NA,NA
CARI,2021-05-01T10:00:00Z,304.5346666666667,NA,NA,NA,NA,NA
CARI,2021-05-01T10:15:00Z,312.97333333333336,NA,NA,NA,NA,NA
CARI,2021-05-01T10:30:00Z,312.096,NA,NA,NA,NA,NA
CARI,2021-05-01T10:45:00Z,309.98533333333336,NA,NA,NA,NA,NA
CARI,2021-05-01T11:00:00Z,305.996,NA,NA,NA,NA,NA
CARI,2021-05-01T11:15:00Z,307.70666666666665,NA,NA,NA,NA,NA
CARI,2021-05-01T11:30:00Z,305.64733333333334,NA,NA,NA,NA,NA
CARI,2021-05-01T11:45:00Z,301.1666666666667,NA,NA,NA,NA,NA
CARI,2021-05-01T12:00:00Z,301.9533333333333,NA,NA,NA,NA,NA
CARI,2021-05-01T12:15:00Z,301.858,NA,NA,NA,NA,NA
CARI,2021-05-01T12:30:00Z,301.07533333333333,NA,NA,NA,NA,NA
CARI,2021-05-01T12:45:00Z,299.52,NA,NA,NA,NA,NA
CARI,2021-05-01T13:00:00Z,297.09066666666666,NA,NA,NA,NA,NA
CARI,2021-05-01T13:15:00Z,298.312,NA,NA,NA,NA,NA
CARI,2021-05-01T13:30:00Z,296.1046666666667,NA,NA,NA,NA,NA
CARI,2021-05-01T13:45:00Z,294.30466666666666,NA,NA,NA,NA,NA
CARI,2021-05-01T14:00:00Z,293.55,NA,NA,NA,NA,NA
CARI,2021-05-01T14:15:00Z,292.73266666666666,NA,NA,NA,NA,NA
CARI,2021-05-01T14:30:00Z,288.70733333333334,NA,NA,NA,NA,NA
CARI,2021-05-01T14:45:00Z,286.382,NA,NA,NA,NA,NA
CARI,2021-05-01T15:00:00Z,287.50933333333336,NA,NA,NA,NA,NA
CARI,2021-05-01T15:15:00Z,282.62266666666665,NA,NA,NA,NA,NA
CARI,2021-05-01T15:30:00Z,284.20533333333333,NA,NA,NA,NA,NA
CARI,2021-05-01T15:45:00Z,285.70666666666665,NA,NA,NA,NA,NA
CARI,2021-05-01T16:00:00Z,284.062,NA,NA,NA,NA,NA
CARI,2021-05-01T16:15:00Z,281.444,NA,NA,NA,NA,NA
CARI,2021-05-01T16:30:00Z,282.4273333333333,NA,NA,NA,NA,NA
CARI,2021-05-01T16:45:00Z,278.99666666666667,NA,NA,NA,NA,NA
CARI,2021-05-01T17:00:00Z,279.998,NA,NA,NA,NA,NA
CARI,2021-05-01T17:15:00Z,277.74733333333336,NA,NA,NA,NA,NA
CARI,2021-05-01T17:30:00Z,276.92466666666667,NA,NA,NA,NA,NA
CARI,2021-05-01T17:45:00Z,276.62733333333335,NA,NA,NA,NA,NA
CARI,2021-05-01T18:00:00Z,274.602,NA,NA,NA,NA,NA
CARI,2021-05-01T18:15:00Z,273.482,NA,NA,NA,NA,NA
CARI,2021-05-01T18:30:00Z,273.3586666666667,NA,NA,NA,NA,NA
CARI,2021-05-01T18:45:00Z,273.8713333333333,NA,NA,NA,NA,NA
CARI,2021-05-01T19:00:00Z,275.81,NA,NA,NA,NA,NA
CARI,2021-05-01T19:15:00Z,273.59066666666666,NA,NA,NA,NA,NA
CARI,2021-05-01T19:30:00Z,274.18333333333334,NA,NA,NA,NA,NA
CARI,2021-05-01T19:45:00Z,273.3466666666667,NA,NA,NA,NA,NA
CARI,2021-05-01T20:00:00Z,271.97,NA,NA,NA,NA,NA
CARI,2021-05-01T20:15:00Z,270.67733333333337,NA,NA,NA,NA,NA
CARI,2021-05-01T20:30:00Z,272.6433333333333,NA,NA,NA,NA,NA
CARI,2021-05-01T20:45:00Z,273.998,NA,NA,NA,NA,NA
CARI,2021-05-01T21:00:00Z,276.8353333333333,NA,NA,NA,NA,NA
CARI,2021-05-01T21:15:00Z,276.18333333333334,NA,NA,NA,NA,NA
CARI,2021-05-01T21:30:00Z,275.60200000000003,NA,NA,NA,NA,NA
CARI,2021-05-01T21:45:00Z,277.48333333333335,NA,NA,NA,NA,NA
CARI,2021-05-01T22:00:00Z,278.5366666666667,NA,NA,NA,NA,NA
CARI,2021-05-01T22:15:00Z,280.8333333333333,NA,NA,NA,NA,NA
CARI,2021-05-01T22:30:00Z,281.2846666666667,NA,NA,NA,NA,NA
CARI,2021-05-01T22:45:00Z,282.15933333333334,NA,NA,NA,NA,NA
CARI,2021-05-01T23:00:00Z,286.27,NA,NA,NA,NA,NA
CARI,2021-05-01T23:15:00Z,288.69,NA,NA,NA,NA,NA
CARI,2021-05-01T23:30:00Z,289.94933333333336,NA,NA,NA,NA,NA
CARI,2021-05-01T23:45:00Z,291.5946666666667,NA,NA,NA,NA,NA
CARI,2021-05-02T00:00:00Z,296.90866666666665,NA,NA,NA,NA,NA
CARI,2021-05-02T00:15:00Z,298.80533333333335,NA,NA,NA,NA,NA
CARI,2021-05-02T00:30:00Z,299.308,NA,NA,NA,NA,NA
CARI,2021-05-02T00:45:00Z,299.9026666666667,NA,NA,NA,NA,NA
CARI,2021-05-02T01:00:00Z,306.62,NA,NA,NA,NA,NA
CARI,2021-05-02T01:15:00Z,305.90133333333335,NA,NA,NA,NA,NA
CARI,2021-05-02T01:30:00Z,306.0946666666667,NA,NA,NA,NA,NA
CARI,2021-05-02T01:45:00Z,311.7026666666667,NA,NA,NA,NA,NA
CARI,2021-05-02T02:00:00Z,311.246,NA,NA,NA,NA,NA
CARI,2021-05-02T02:15:00Z,311.20466666666664,NA,NA,NA,NA,NA
CARI,2021-05-02T02:30:00Z,312.24,NA,NA,NA,NA,NA
CARI,2021-05-02T02:45:00Z,312.19933333333336,NA,NA,NA,NA,NA
CARI,2021-05-02T03:00:00Z,312.78,NA,NA,NA,NA,NA
CARI,2021-05-02T03:15:00Z,313.8666666666667,NA,NA,NA,NA,NA
CARI,2021-05-02T03:30:00Z,312.638,NA,NA,NA,NA,NA
CARI,2021-05-02T03:45:00Z,313.91133333333335,NA,NA,NA,NA,NA
CARI,2021-05-02T04:00:00Z,311.8593333333333,NA,NA,NA,NA,NA
CARI,2021-05-02T04:15:00Z,309.60266666666666,NA,NA,NA,NA,NA
CARI,2021-05-02T04:30:00Z,306.4173333333333,NA,NA,NA,NA,NA
CARI,2021-05-02T04:45:00Z,306.8,NA,NA,NA,NA,NA
CARI,2021-05-02T05:00:00Z,309.01933333333335,NA,NA,NA,NA,NA
CARI,2021-05-02T05:15:00Z,305.88866666666667,NA,NA,NA,NA,NA
CARI,2021-05-02T05:30:00Z,303.3946666666667,NA,NA,NA,NA,NA
CARI,2021-05-02T05:45:00Z,298.98066666666665,NA,NA,NA,NA,NA
CARI,2021-05-02T06:00:00Z,295.22933333333333,NA,NA,NA,NA,NA
CARI,2021-05-02T06:15:00Z,295.52,NA,NA,NA,NA,NA
CARI,2021-05-02T06:30:00Z,283.624,NA,NA,NA,NA,NA
CARI,2021-05-02T06:45:00Z,293.9653333333333,NA,NA,NA,NA,NA
CARI,2021-05-02T07:00:00Z,288.73066666666665,NA,NA,NA,NA,NA
