"","datetimeAK","site.ID","fDOM","SPC","Turb","NO3","ABS_254","Q"
"4671",2015-07-01 23:45:00,"FRCH",88.6864498578323,104.5,2.85,11.5876728946707,0.46485,NA
"4672",2015-07-02 00:00:00,"FRCH",88.8831432373779,104.4,2.78,11.6813555718403,0.4855,163.812338285282
"4673",2015-07-02 00:15:00,"FRCH",89.2587981297613,104.3,2.79,11.7375651781421,0.50805,NA
"4674",2015-07-02 00:30:00,"FRCH",89.5553464441084,104.1,2.67,11.7422493120006,0.5329,NA
"4675",2015-07-02 00:45:00,"FRCH",89.8039559013948,103.9,2.9,11.7000921072743,0.55685,NA
"4676",2015-07-02 01:00:00,"FRCH",89.9849804272572,103.8,2.65,11.77503824901,0.58105,179.157986366668
"4677",2015-07-02 01:15:00,"FRCH",90.2011782653084,103.7,3.22,11.8312478553117,0.60415,NA
"4678",2015-07-02 01:30:00,"FRCH",90.4083954473457,103.6,2.8,11.8780891938965,0.6275,NA
"4679",2015-07-02 01:45:00,"FRCH",90.601596900078,103.5,2.7,12.0373497450849,0.64885,NA
"4680",2015-07-02 02:00:00,"FRCH",90.6921196588565,103.4,2.96,11.9296146663398,0.66715,202.04855188709
"4681",2015-07-02 02:15:00,"FRCH",90.8363213151582,103.4,2.77,11.8687209261796,0.6841,NA
"4682",2015-07-02 02:30:00,"FRCH",90.5818466203554,103.3,2.75,11.8687209261796,0.7039,NA
"4683",2015-07-02 02:45:00,"FRCH",89.8117262553427,103,3.15,11.8687209261796,0.7227,NA
"4684",2015-07-02 03:00:00,"FRCH",89.8939105745973,102.7,3.22,11.8031430521608,0.74495,232.531518876857
"4685",2015-07-02 03:15:00,"FRCH",90.2513138292007,102.5,3.16,11.9717718710662,0.76415,NA
"4686",2015-07-02 03:30:00,"FRCH",90.7039683210938,102.3,3.09,11.6813555718403,0.7838,NA
"4687",2015-07-02 03:45:00,"FRCH",91.1545174454094,102.1,3.08,NA,NA,NA
"4688",2015-07-02 04:00:00,"FRCH",92.2067337147894,101.9,3.15,11.9342988001983,0.8135,284.119334158373
"4689",2015-07-02 04:15:00,"FRCH",93.690082083122,101.6,3.37,11.8171954537363,0.82325,NA
"4690",2015-07-02 04:30:00,"FRCH",95.1154481314313,101.2,3.58,11.8499843907457,0.83875,NA
"4691",2015-07-02 04:45:00,"FRCH",96.4675898630823,100.9,3.7,11.6907238395573,0.85585,NA
"4692",2015-07-02 05:00:00,"FRCH",97.801237003638,100.5,4,11.8218795875948,0.8706,331.740951508493
"4693",2015-07-02 05:15:00,"FRCH",99.2142461863372,100,4.11,11.7188286427082,0.8853,NA
"4694",2015-07-02 05:30:00,"FRCH",100.594655482756,99.5,4.3,12.1169800206791,0.89635,NA
"4695",2015-07-02 05:45:00,"FRCH",102.564964245483,98.9,4.47,12.992913052215,0.9086,NA
"4696",2015-07-02 06:00:00,"FRCH",104.50536287833,98.1,5.23,NA,NA,374.444193434022
"4697",2015-07-02 06:15:00,"FRCH",107.289333945389,97.1,6.67,NA,NA,NA
"4698",2015-07-02 06:30:00,"FRCH",111.187409447802,96,7.71,17.3772623437534,0.96635,NA
"4699",2015-07-02 06:45:00,"FRCH",115.48760279024,94.9,8.81,18.473349666638,0.98675,NA
"4700",2015-07-02 07:00:00,"FRCH",119.62305927853,93.7,9.97,23.7945257298725,0.99725,437.273181218949
"4701",2015-07-02 07:15:00,"FRCH",124.126276054395,92.5,11.3,NA,NA,NA
"4702",2015-07-02 07:30:00,"FRCH",129.112163109602,91.3,11.42,NA,NA,NA
"4703",2015-07-02 07:45:00,"FRCH",133.011469460831,90.1,11.02,NA,NA,NA
"4704",2015-07-02 08:00:00,"FRCH",137.149237726319,89,11.77,NA,NA,519.848761968922
"4705",2015-07-02 08:15:00,"FRCH",140.904031614404,87.9,12.75,NA,NA,NA
