"","datetimeAK","site.ID","fDOM","SPC","Turb","NO3","ABS_254","Q"
"7120",2015-07-27 05:45:00,"MOOS",156.373089941451,NA,NA,20.9299094609036,0.43905,NA
"7121",2015-07-27 06:00:00,"MOOS",156.376780918537,NA,NA,20.8979456567053,0.443,907.860948884105
"7122",2015-07-27 06:15:00,"MOOS",156.380471697239,NA,NA,20.9527407496167,0.45315,NA
"7123",2015-07-27 06:30:00,"MOOS",156.384162277575,NA,NA,20.9527407496167,0.4593,NA
"7124",2015-07-27 06:45:00,"MOOS",156.387852659566,NA,NA,20.9573070073593,0.4598,NA
"7125",2015-07-27 07:00:00,"MOOS",156.39154284323,NA,NA,20.984704553815,0.45815,913.605178886711
"7126",2015-07-27 07:15:00,"MOOS",156.395232828585,NA,NA,20.9710057805871,0.45775,NA
"7127",2015-07-27 07:30:00,"MOOS",156.398922615651,NA,NA,20.9390419763888,0.45625,NA
"7128",2015-07-27 07:45:00,"MOOS",156.402612204448,NA,NA,20.9481744918741,0.45565,NA
"7129",2015-07-27 08:00:00,"MOOS",156.406301594994,NA,NA,20.925343203161,0.4564,930.701302718384
"7130",2015-07-27 08:15:00,"MOOS",156.409990787308,NA,NA,20.9207769454184,0.4571,NA
"7131",2015-07-27 08:30:00,"MOOS",156.413679781409,NA,NA,20.8340180483087,0.45745,NA
"7132",2015-07-27 08:45:00,"MOOS",156.417368577317,NA,NA,20.7929217286252,0.4569,NA
"7133",2015-07-27 09:00:00,"MOOS",156.42105717505,NA,NA,20.8522830792792,0.45755,959.022117763837
"7134",2015-07-27 09:15:00,"MOOS",156.424745574628,NA,NA,20.7335603779712,0.45745,NA
"7135",2015-07-27 09:30:00,"MOOS",156.428433776071,NA,NA,20.8248855328235,0.4576,NA
"7136",2015-07-27 09:45:00,"MOOS",156.432121779395,NA,NA,20.7655241821695,0.4572,NA
"7137",2015-07-27 10:00:00,"MOOS",156.435809584621,NA,NA,20.7609579244269,NA,983.31268099104
"7138",2015-07-27 10:15:00,"MOOS",156.439497191768,NA,NA,20.7335603779712,0.45705,NA
"7139",2015-07-27 10:30:00,"MOOS",156.443184600854,NA,NA,20.7426928934564,0.45715,NA
"7140",2015-07-27 10:45:00,"MOOS",156.4468718119,NA,NA,20.7518254089417,0.457,NA
"7141",2015-07-27 11:00:00,"MOOS",156.450558824923,NA,NA,20.6011389034354,0.45605,1055.50989125205
"7142",2015-07-27 11:15:00,"MOOS",156.454245639943,NA,NA,20.6696327695746,0.45545,NA
"7143",2015-07-27 11:30:00,"MOOS",156.457932256979,NA,NA,20.6468014808615,0.45535,NA
"7144",2015-07-27 11:45:00,"MOOS",156.46161867605,NA,NA,20.6468014808615,0.4558,NA
"7145",2015-07-27 12:00:00,"MOOS",156.465304897175,NA,NA,20.6285364498911,0.45635,1197.90371194057
"7146",2015-07-27 12:15:00,"MOOS",156.468990920374,NA,NA,20.5326450372962,0.45635,NA
"7147",2015-07-27 12:30:00,"MOOS",156.472676745665,NA,NA,20.4915487176127,0.4574,NA
"7148",2015-07-27 12:45:00,"MOOS",156.476362373066,NA,NA,20.4504523979291,0.4586,NA
"7149",2015-07-27 13:00:00,"MOOS",156.480047802597,NA,NA,20.4139223359882,0.45955,1417.47200358733
"7150",2015-07-27 13:15:00,"MOOS",156.483733034278,NA,NA,20.3362959543638,0.4615,NA
"7151",2015-07-27 13:30:00,"MOOS",156.487418068126,NA,NA,20.2541033149968,0.4625,NA
"7152",2015-07-27 13:45:00,"MOOS",156.491102904162,NA,NA,20.2084407375706,0.46405,NA
"7153",2015-07-27 14:00:00,"MOOS",156.494787542404,NA,NA,20.1719106756297,0.46575,1696.8184381434
"7154",2015-07-27 14:15:00,"MOOS",156.498471982871,NA,NA,20.1582119024019,0.4678,NA
"7155",2015-07-27 14:30:00,"MOOS",156.502156225582,NA,NA,19.9892603659251,0.46965,NA
"7156",2015-07-27 14:45:00,"MOOS",156.505840270557,NA,NA,19.943597788499,0.47445,NA
"7157",2015-07-27 15:00:00,"MOOS",156.509524117814,NA,NA,19.68332109717,0.47985,2029.30330057059
"7158",2015-07-27 15:15:00,"MOOS",156.513207767372,NA,NA,19.5189358184359,0.48715,NA
"7159",2015-07-27 15:30:00,"MOOS",156.51689121925,NA,NA,19.5828634268325,0.4933,NA
"7160",2015-07-27 15:45:00,"MOOS",156.520574473467,NA,NA,19.4595744677819,0.49695,NA
"7161",2015-07-27 16:00:00,"MOOS",156.524257530042,NA,NA,19.4047793748706,0.50215,2400.05539704041
"7162",2015-07-27 16:15:00,"MOOS",156.527940388995,NA,NA,19.3134542200183,0.50795,NA
"7163",2015-07-27 16:30:00,"MOOS",156.531623050343,NA,NA,19.1764664877399,0.51925,NA
"7164",2015-07-27 16:45:00,"MOOS",156.535305514107,NA,NA,19.0440450132041,0.54555,NA
"7165",2015-07-27 17:00:00,"MOOS",156.538987780304,NA,NA,19.0577437864319,0.5744,2882.9870568102
"7166",2015-07-27 17:15:00,"MOOS",156.542669848955,NA,NA,19.0623100441745,0.5993,NA
"7167",2015-07-27 17:30:00,"MOOS",156.546351720079,NA,NA,18.9161897964109,0.6227,NA
"7168",2015-07-27 17:45:00,"MOOS",156.550033393693,NA,NA,18.7883345796177,0.64315,NA
