site.ID.x,DateTimeAK,Discharge,site.ID.y,NO3,fDOM,SPC,Turb
CARI,2019-05-07T00:00:00Z,218.87666666666667,CARI,23.2,NA,NA,NA
CARI,2019-05-07T00:15:00Z,217.776,CARI,23.1,NA,NA,NA
CARI,2019-05-07T00:30:00Z,216.838,CARI,23,NA,NA,NA
CARI,2019-05-07T00:45:00Z,222.06,CARI,23,NA,NA,NA
CARI,2019-05-07T01:00:00Z,222.12666666666667,CARI,22.9,NA,NA,NA
CARI,2019-05-07T01:15:00Z,217.28133333333332,CARI,22.9,NA,NA,NA
CARI,2019-05-07T01:30:00Z,222.92,CARI,22.9,NA,NA,NA
CARI,2019-05-07T01:45:00Z,217.304,CARI,22.8,NA,NA,NA
CARI,2019-05-07T02:00:00Z,225.57333333333332,CARI,22.8,NA,NA,NA
CARI,2019-05-07T02:15:00Z,223.38733333333334,CARI,22.7,NA,NA,NA
CARI,2019-05-07T02:30:00Z,225.74733333333333,CARI,22.6,NA,NA,NA
CARI,2019-05-07T02:45:00Z,224.032,CARI,22.5,NA,NA,NA
CARI,2019-05-07T03:00:00Z,226.22933333333333,CARI,22.5,NA,NA,NA
CARI,2019-05-07T03:15:00Z,223.82933333333332,CARI,22.5,NA,NA,NA
CARI,2019-05-07T03:30:00Z,230.28866666666667,CARI,22.5,NA,NA,NA
CARI,2019-05-07T03:45:00Z,225.196,CARI,22.4,NA,NA,NA
CARI,2019-05-07T04:00:00Z,225.77733333333333,CARI,22.3,NA,NA,NA
CARI,2019-05-07T04:15:00Z,225.79866666666666,CARI,22.4,NA,NA,NA
CARI,2019-05-07T04:30:00Z,224.08533333333332,CARI,22.4,NA,NA,NA
CARI,2019-05-07T04:45:00Z,224.73,CARI,22.3,NA,NA,NA
CARI,2019-05-07T05:00:00Z,221.264,CARI,22.4,NA,NA,NA
CARI,2019-05-07T05:15:00Z,224.67,CARI,22.3,NA,NA,NA
CARI,2019-05-07T05:30:00Z,227.288,CARI,22.3,NA,NA,NA
CARI,2019-05-07T05:45:00Z,220.39333333333335,CARI,22.3,NA,NA,NA
CARI,2019-05-07T06:00:00Z,219.96666666666667,CARI,22.2,NA,NA,NA
CARI,2019-05-07T06:15:00Z,224.85466666666667,CARI,22.2,NA,NA,NA
CARI,2019-05-07T06:30:00Z,220.416,CARI,22.3,NA,NA,NA
CARI,2019-05-07T06:45:00Z,218.872,CARI,22.2,NA,NA,NA
CARI,2019-05-07T07:00:00Z,219.87133333333333,CARI,22.3,NA,NA,NA
CARI,2019-05-07T07:15:00Z,220.44533333333334,CARI,22.2,NA,NA,NA
CARI,2019-05-07T07:30:00Z,219.52733333333333,CARI,22.3,NA,NA,NA
CARI,2019-05-07T07:45:00Z,212.77533333333332,CARI,22.2,NA,NA,NA
CARI,2019-05-07T08:00:00Z,216.10666666666665,CARI,22.3,NA,NA,NA
CARI,2019-05-07T08:15:00Z,218.69866666666667,CARI,22.3,NA,NA,NA
CARI,2019-05-07T08:30:00Z,213.81066666666666,CARI,22.2,NA,NA,NA
CARI,2019-05-07T08:45:00Z,214.98266666666666,CARI,22.3,NA,NA,NA
CARI,2019-05-07T09:00:00Z,215.27533333333332,CARI,22.2,NA,NA,NA
CARI,2019-05-07T09:15:00Z,216.82066666666665,CARI,22.3,NA,NA,NA
CARI,2019-05-07T09:30:00Z,212.352,CARI,22.3,NA,NA,NA
CARI,2019-05-07T09:45:00Z,211.356,CARI,22.4,NA,NA,NA
CARI,2019-05-07T10:00:00Z,208.66533333333334,CARI,22.4,NA,NA,NA
CARI,2019-05-07T10:15:00Z,208.494,CARI,22.4,NA,NA,NA
CARI,2019-05-07T10:30:00Z,207.75466666666668,CARI,22.4,NA,NA,NA
CARI,2019-05-07T10:45:00Z,204.312,CARI,22.4,NA,NA,NA
CARI,2019-05-07T11:00:00Z,208.15133333333333,CARI,22.5,NA,NA,NA
CARI,2019-05-07T11:15:00Z,209.53,CARI,22.5,NA,NA,NA
CARI,2019-05-07T11:30:00Z,207.68733333333333,CARI,22.5,NA,NA,NA
CARI,2019-05-07T11:45:00Z,203.73466666666667,CARI,22.5,NA,NA,NA
CARI,2019-05-07T12:00:00Z,206.88866666666667,CARI,22.6,NA,NA,NA
CARI,2019-05-07T12:15:00Z,205.61466666666666,CARI,22.6,NA,NA,NA
CARI,2019-05-07T12:30:00Z,207.13866666666667,CARI,22.7,NA,NA,NA
CARI,2019-05-07T12:45:00Z,203.394,CARI,22.7,NA,NA,NA
CARI,2019-05-07T13:00:00Z,206.05733333333333,CARI,22.9,NA,NA,NA
CARI,2019-05-07T13:15:00Z,202.866,CARI,22.8,NA,NA,NA
CARI,2019-05-07T13:30:00Z,201.42733333333334,CARI,22.9,NA,NA,NA
