"FRCH","MOOS","POKE","STRT","VAUL"
385.803821002249,NA,NA,NA,NA
142.955107024208,NA,NA,NA,NA
152.422152482792,NA,NA,NA,NA
163.389985417754,NA,NA,NA,NA
167.553183488769,NA,NA,NA,NA
171.971632523564,NA,NA,NA,NA
180.744205843268,NA,NA,NA,NA
154.549517074944,NA,NA,NA,NA
156.628126569297,NA,NA,NA,NA
150.940142492998,NA,NA,NA,NA
157.245116018653,NA,NA,NA,NA
150.223661872313,NA,NA,NA,NA
154.894184951562,NA,467.295862142855,NA,NA
145.297875185805,NA,419.183039060824,NA,NA
133.129766524004,NA,387.95449732602,NA,NA
131.85537878966,NA,382.076087133356,NA,NA
127.860439663987,NA,394.942880513526,NA,NA
129.655044876369,NA,426.893518894779,NA,NA
136.716629864926,NA,404.330440840219,NA,NA
133.735082865346,NA,358.587083554843,NA,NA
136.493414952133,NA,342.678259738369,NA,NA
177.162226227465,NA,368.727182530181,NA,NA
166.070401732858,NA,346.977976912954,NA,NA
147.750687991398,NA,331.46152382561,NA,NA
141.345050338039,NA,324.383093291382,587.13714413219,NA
152.408326038609,NA,319.378153330035,568.527475739118,NA
144.02947014999,NA,319.008326712266,567.432789363055,NA
143.130330838177,NA,317.698297933734,652.544655101956,NA
140.469782870291,NA,322.836886247256,651.840928145916,NA
134.060424088345,NA,325.032014444501,609.734598609491,NA
126.656732219299,NA,327.779086316552,545.656349667802,NA
120.35452998584,NA,334.568381929271,528.688710838825,NA
121.071885288859,NA,312.9367246438,527.359448810748,NA
124.309490469234,NA,312.234086670209,529.509725620872,NA
978.683618053221,1182.30073942053,313.320958124652,1570.2827976628,NA
1193.57339494724,2181.02452465854,324.848978596452,1918.15848959883,NA
653.467587131866,1535.27387652514,334.551420304461,1391.4188630025,NA
424.345953970837,1149.76776594176,319.116990564599,1069.89383597599,NA
315.476944670852,927.119025553894,321.671793536477,879.965749729051,NA
264.791510000474,794.619347178511,316.592001515436,780.740248927338,NA
231.459416839267,713.055910119599,315.515761968108,788.403053559779,143.559880372421
218.282516096304,684.738747996951,319.476479577599,883.679864219265,133.249582608511
206.408003050983,640.674856699369,315.494062343108,859.831339597892,118.859814988943
195.318635668751,823.244513783799,304.411589254043,777.182518205133,113.18668464038
194.434363653575,827.710578782069,303.408461439596,921.329256367433,110.651125645241
191.53916362773,818.990201867344,299.886119925051,1097.02641972555,111.451718468933
176.834556450264,698.367946353738,294.356329722549,910.734256084823,108.489734053342
167.998893455817,630.664711013593,288.028527500658,810.140397313031,105.640626954929
168.678578091911,586.177313552383,283.535648072203,750.91004517962,104.729247134748
209.851200461096,616.958511536145,285.028739833963,786.409160517664,103.052809942578
194.931745949766,580.094225020257,279.792896857811,730.384675628438,101.815340094992
198.264804070981,543.614944107668,277.980724760555,735.740819682747,102.354642832622
261.843677888312,539.784138354842,281.243218042855,758.611945754064,101.669017646798
261.96103208039,503.863115567037,272.014677414065,719.750579403826,100.822437767959
352.964896377507,487.442626586331,270.954872258094,703.994914776919,99.620503372077
295.27815521335,474.121432712182,274.784763444305,665.172644368683,99.0477555034306
366.798616075086,522.381885085723,276.060138860102,712.86969361143,101.000115026481
307.287863878943,533.585548141727,280.002303127278,701.805542024793,103.780241542173
245.868842907296,493.698967639941,269.116448297281,663.452422920584,102.908577815072
205.8994268694,450.828593712587,263.296810178187,636.63260670704,100.772270071435
183.757727115291,427.208499950188,259.990630444425,612.471314549649,99.497174451456
175.710341661364,424.571211567589,252.389302892665,607.154266437343,98.0339499695127
165.732747072208,408.862982952986,235.214305392724,597.849432240807,97.5698987766678
161.943549313293,398.063575780446,245.319912548048,577.910501819659,98.0109564419393
161.921994053438,450.039332225824,258.408844145669,582.015575729895,99.3320391170653
160.61780080577,446.555031515967,244.897369306354,565.634376030952,97.9628790661041
154.974308590852,413.021043468616,238.461705952035,561.998453424743,97.2291765044439
151.289190517261,388.958193262423,236.569213681781,534.474910255158,97.3587763871303
151.304261965186,390.22871175331,234.110563736154,544.678951117745,96.3951385497362
144.863496271177,377.311773762625,228.866309243676,539.948342135473,95.7053327225344
144.44048226974,367.494130878498,226.529259770087,546.67284415986,95.5590102743401
145.505941745628,518.993835776691,226.943678696918,547.181091405889,95.2308299262471
