DateTime,Site,Discharge,NO3,fDOM,SpCond,Turb
2019-05-07T00:00:00Z,CARI,213.01,23.2,NA,NA,NA
2019-05-07T00:15:00Z,CARI,217.53,23.1,NA,NA,NA
2019-05-07T00:30:00Z,CARI,221.52,23,NA,NA,NA
2019-05-07T00:45:00Z,CARI,220.67,23,NA,NA,NA
2019-05-07T01:00:00Z,CARI,218.15,22.9,NA,NA,NA
2019-05-07T01:15:00Z,CARI,217.63,22.9,NA,NA,NA
2019-05-07T01:30:00Z,CARI,227.04,22.9,NA,NA,NA
2019-05-07T01:45:00Z,CARI,215.43,22.8,NA,NA,NA
2019-05-07T02:00:00Z,CARI,224.03,22.8,NA,NA,NA
2019-05-07T02:15:00Z,CARI,224.62,22.7,NA,NA,NA
2019-05-07T02:30:00Z,CARI,218.32,22.6,NA,NA,NA
2019-05-07T02:45:00Z,CARI,232.64,22.5,NA,NA,NA
2019-05-07T03:00:00Z,CARI,229.19,22.5,NA,NA,NA
2019-05-07T03:15:00Z,CARI,221.07,22.5,NA,NA,NA
2019-05-07T03:30:00Z,CARI,226.17,22.5,NA,NA,NA
2019-05-07T03:45:00Z,CARI,227.47,22.4,NA,NA,NA
2019-05-07T04:00:00Z,CARI,224.5,22.3,NA,NA,NA
2019-05-07T04:15:00Z,CARI,225.98,22.4,NA,NA,NA
2019-05-07T04:30:00Z,CARI,230.98,22.4,NA,NA,NA
2019-05-07T04:45:00Z,CARI,224.72,22.3,NA,NA,NA
2019-05-07T05:00:00Z,CARI,223.59,22.4,NA,NA,NA
2019-05-07T05:15:00Z,CARI,211.67,22.3,NA,NA,NA
2019-05-07T05:30:00Z,CARI,225.69,22.3,NA,NA,NA
2019-05-07T05:45:00Z,CARI,223.37,22.3,NA,NA,NA
2019-05-07T06:00:00Z,CARI,221.01,22.2,NA,NA,NA
2019-05-07T06:15:00Z,CARI,223.63,22.2,NA,NA,NA
2019-05-07T06:30:00Z,CARI,219.5,22.3,NA,NA,NA
2019-05-07T06:45:00Z,CARI,214.96,22.2,NA,NA,NA
2019-05-07T07:00:00Z,CARI,235.24,22.3,NA,NA,NA
2019-05-07T07:15:00Z,CARI,223.9,22.2,NA,NA,NA
2019-05-07T07:30:00Z,CARI,225.78,22.3,NA,NA,NA
2019-05-07T07:45:00Z,CARI,209.41,22.2,NA,NA,NA
2019-05-07T08:00:00Z,CARI,227.98,22.3,NA,NA,NA
2019-05-07T08:15:00Z,CARI,216.58,22.3,NA,NA,NA
2019-05-07T08:30:00Z,CARI,209.37,22.2,NA,NA,NA
2019-05-07T08:45:00Z,CARI,209.34,22.3,NA,NA,NA
2019-05-07T09:00:00Z,CARI,228.38,22.2,NA,NA,NA
2019-05-07T09:15:00Z,CARI,221.94,22.3,NA,NA,NA
2019-05-07T09:30:00Z,CARI,205.51,22.3,NA,NA,NA
