DateTime,Site,Discharge,NO3,fDOM,SpCond,Turb
2019-05-07T09:45:00Z,CARI,197.88,22.4,NA,NA,NA
2019-05-07T10:00:00Z,CARI,213.44,22.4,NA,NA,NA
2019-05-07T10:15:00Z,CARI,217.03,22.4,NA,NA,NA
2019-05-07T10:30:00Z,CARI,203.55,22.4,NA,NA,NA
2019-05-07T10:45:00Z,CARI,198.23,22.4,NA,NA,NA
2019-05-07T11:00:00Z,CARI,205.47,22.5,NA,NA,NA
2019-05-07T11:15:00Z,CARI,210.71,22.5,NA,NA,NA
2019-05-07T11:30:00Z,CARI,210.06,22.5,NA,NA,NA
2019-05-07T11:45:00Z,CARI,200.87,22.5,NA,NA,NA
2019-05-07T12:00:00Z,CARI,201.13,22.6,NA,NA,NA
2019-05-07T12:15:00Z,CARI,205.96,22.6,NA,NA,NA
2019-05-07T12:30:00Z,CARI,207.73,22.7,NA,NA,NA
2019-05-07T12:45:00Z,CARI,197.27,22.7,NA,NA,NA
2019-05-07T13:00:00Z,CARI,203.75,22.9,NA,NA,NA
2019-05-07T13:15:00Z,CARI,202.94,22.8,NA,NA,NA
2019-05-07T13:30:00Z,CARI,196.35,22.9,NA,NA,NA
2019-05-07T13:45:00Z,CARI,202.83,22.9,NA,NA,NA
2019-05-07T14:00:00Z,CARI,202.4,22.9,NA,NA,NA
2019-05-07T14:15:00Z,CARI,201.13,23,NA,NA,NA
2019-05-07T14:30:00Z,CARI,183.24,23,NA,NA,NA
2019-05-07T14:45:00Z,CARI,191.67,23.1,NA,NA,NA
2019-05-07T15:00:00Z,CARI,178.34,23,NA,NA,NA
2019-05-07T15:15:00Z,CARI,192.75,23,NA,NA,NA
2019-05-07T15:30:00Z,CARI,200.15,23.1,NA,NA,NA
2019-05-07T15:45:00Z,CARI,201.32,23.2,NA,NA,NA
2019-05-07T16:00:00Z,CARI,208.97,23.3,NA,NA,NA
2019-05-07T16:15:00Z,CARI,207.79,23.3,NA,NA,NA
2019-05-07T16:30:00Z,CARI,NA,23.4,NA,NA,NA
2019-05-07T16:45:00Z,CARI,NA,23.5,NA,NA,NA
2019-05-07T17:00:00Z,CARI,213.42,23.4,98.11,86.77,0.87
2019-05-07T17:15:00Z,CARI,212.58,23.6,95.98,86.54,2.38
2019-05-07T17:30:00Z,CARI,208.23,23.6,98.4,86.45,1.98
2019-05-07T17:45:00Z,CARI,220.08,23.6,42.8,86.29,2.19
2019-05-07T18:00:00Z,CARI,216.46,23.6,97.22,86.07,2.36
2019-05-07T18:15:00Z,CARI,197.87,23.7,41.71,85.83,1.97
2019-05-07T18:30:00Z,CARI,190.38,23.6,97.27,85.95,2.09
2019-05-07T20:30:00Z,CARI,215.4,21.6,91.79,85.53,0.23
2019-05-07T20:45:00Z,CARI,200.35,21.6,97.76,85.47,0.33
2019-05-07T21:00:00Z,CARI,199.42,21.5,97.21,85.1,0.97
2019-05-07T21:15:00Z,CARI,198.53,21.5,96.74,84.71,1.47
2019-05-07T21:30:00Z,CARI,209.92,21.4,96.97,84.49,0.66
2019-05-07T21:45:00Z,CARI,193.52,21.4,95.42,83.92,3.21
2019-05-07T22:00:00Z,CARI,226.39,21.2,95.37,83.66,2.96
2019-05-07T22:15:00Z,CARI,212.22,21.2,95.2,83.29,2.53
2019-05-07T22:30:00Z,CARI,206.68,21.1,94.75,82.85,2.64
2019-05-07T22:45:00Z,CARI,215.76,21,94.76,82.42,2.59
2019-05-07T23:00:00Z,CARI,206.65,20.9,94.37,82.12,2.15
2019-05-07T23:15:00Z,CARI,224.2,20.8,94.04,81.73,2.05
2019-05-07T23:30:00Z,CARI,218.96,20.7,93.49,81.36,2.21
2019-05-07T23:45:00Z,CARI,226.88,20.5,92.92,80.64,1.97
2019-05-08T00:00:00Z,CARI,207.41,20.4,92.23,79.93,2.73
2019-05-08T00:15:00Z,CARI,223.66,20.1,92.15,79.17,2.9
2019-05-08T00:30:00Z,CARI,227.46,20.1,91.43,78.54,3.33
2019-05-08T00:45:00Z,CARI,238.65,19.9,91.14,77.97,3.59
2019-05-08T01:00:00Z,CARI,234.55,19.8,91.26,77.47,3.21
2019-05-08T01:15:00Z,CARI,238.76,19.7,91.12,76.98,3.2
2019-05-08T01:30:00Z,CARI,253.01,19.5,90.86,76.39,3.49
2019-05-08T01:45:00Z,CARI,241.65,19.4,90.35,75.9,4.05
2019-05-08T02:00:00Z,CARI,232.28,19.4,88.94,75.37,5.89
2019-05-08T02:15:00Z,CARI,218.88,19.3,89.55,75.03,4.25
2019-05-08T02:30:00Z,CARI,247.27,19.2,88.63,74.69,5.3
2019-05-08T02:45:00Z,CARI,247.27,19.3,88.44,74.37,4.41
2019-05-08T03:00:00Z,CARI,237.2,19.3,88.7,74.11,4.84
2019-05-08T03:15:00Z,CARI,254.41,19.3,88.96,73.85,3.7
2019-05-08T03:30:00Z,CARI,255.97,19.3,89.47,73.84,3.4
2019-05-08T03:45:00Z,CARI,241.65,19.2,89.33,73.56,3.63
2019-05-08T04:00:00Z,CARI,251.03,19.2,89.37,73.31,3.6
2019-05-08T04:15:00Z,CARI,262.31,19.1,89.42,73.05,4.11
2019-05-08T04:30:00Z,CARI,238.25,19.1,89.84,72.88,3.84
2019-05-08T04:45:00Z,CARI,240.78,19,90.56,72.69,3.44
2019-05-08T05:00:00Z,CARI,250.51,19,91.18,72.52,3.02
2019-05-08T05:15:00Z,CARI,243.25,18.9,84.34,72.03,21.61
2019-05-08T05:30:00Z,CARI,247.85,18.9,91.17,71.97,5.12
2019-05-08T05:45:00Z,CARI,222.35,18.8,92.39,71.87,3.42
2019-05-08T06:00:00Z,CARI,233.62,18.7,92.83,71.81,3.44
2019-05-08T06:15:00Z,CARI,243.55,18.6,93.63,71.6,3.18
2019-05-08T06:30:00Z,CARI,227.55,18.6,94.14,71.43,2.86
2019-05-08T06:45:00Z,CARI,236.94,18.6,94.43,71.4,3.59
2019-05-08T07:00:00Z,CARI,243.44,18.6,95.41,71.34,2.6
2019-05-08T07:15:00Z,CARI,235.38,18.6,96.13,71.22,2.51
2019-05-08T07:30:00Z,CARI,246.51,18.6,96.46,71.13,2.56
2019-05-08T07:45:00Z,CARI,240.9,18.6,97.09,71.17,2.68
2019-05-08T08:00:00Z,CARI,239.78,18.5,97.92,71.08,2.25
2019-05-08T08:15:00Z,CARI,242.23,18.5,98.49,70.97,2.16
2019-05-08T08:30:00Z,CARI,239.41,18.6,99.08,70.85,2.05
2019-05-08T08:45:00Z,CARI,234.6,18.6,99.79,70.81,2.08
2019-05-08T09:00:00Z,CARI,228.7,18.5,100.29,71.02,2.01
2019-05-08T09:15:00Z,CARI,233.41,18.5,100.73,70.99,2.09
2019-05-08T09:30:00Z,CARI,229.97,18.6,101.13,70.89,2.51
2019-05-08T09:45:00Z,CARI,224.44,18.7,102.1,70.96,2.09
2019-05-08T10:00:00Z,CARI,231,18.7,102.34,70.97,2.35
2019-05-08T10:15:00Z,CARI,223.5,18.8,103.09,71.01,2.09
2019-05-08T10:30:00Z,CARI,226.18,18.8,103.81,71.12,1.72
2019-05-08T10:45:00Z,CARI,218.92,18.9,104.48,71.15,1.62
2019-05-08T11:00:00Z,CARI,232.23,19,105.22,71.23,1.52
2019-05-08T11:15:00Z,CARI,236.24,18.9,105.92,71.29,1.39
2019-05-08T11:30:00Z,CARI,224.71,19,106.53,71.3,1.41
2019-05-08T11:45:00Z,CARI,229.56,19,107.16,71.33,1.32
2019-05-08T12:00:00Z,CARI,228.12,19.2,107.61,71.28,1.35
2019-05-08T12:15:00Z,CARI,230.15,19.1,108.38,71.34,1.32
2019-05-08T12:30:00Z,CARI,213.65,19.3,109.09,71.38,1.15
2019-05-08T12:45:00Z,CARI,238.71,19.3,109.64,71.43,1.1
2019-05-08T13:00:00Z,CARI,227.98,19.3,110.31,71.47,0.96
2019-05-08T13:15:00Z,CARI,224.75,19.4,110.21,71.59,2.57
2019-05-08T13:30:00Z,CARI,221.85,19.5,111.04,71.62,1.39
2019-05-08T13:45:00Z,CARI,243.42,19.6,111.68,71.8,1.17
2019-05-08T14:00:00Z,CARI,220.44,19.7,112.13,71.91,1.09
2019-05-08T14:15:00Z,CARI,234.92,19.7,112.61,72.04,0.87
2019-05-08T14:30:00Z,CARI,235.55,19.9,113.02,72.07,1.04
2019-05-08T14:45:00Z,CARI,225.29,19.9,113.66,72.22,0.78
2019-05-08T15:00:00Z,CARI,214.13,20,114.18,72.32,0.83
2019-05-08T15:15:00Z,CARI,218.22,20,114.63,72.51,0.68
2019-05-08T15:30:00Z,CARI,221.45,20.1,114.96,72.55,0.67
2019-05-08T15:45:00Z,CARI,232,20.2,115.29,72.67,0.68
2019-05-08T16:00:00Z,CARI,213.47,20.2,115.61,72.82,0.71
2019-05-08T16:15:00Z,CARI,237.25,20.3,116.19,72.84,0.61
2019-05-08T16:30:00Z,CARI,232.64,20.3,116.6,72.9,0.65
2019-05-08T16:45:00Z,CARI,226.05,20.3,117.11,72.98,0.64
2019-05-08T17:00:00Z,CARI,227.35,20.5,117.52,73.04,0.53
2019-05-08T17:15:00Z,CARI,203.39,20.4,117.62,73.05,0.79
2019-05-08T17:30:00Z,CARI,221.76,20.5,117.92,73.11,0.92
2019-05-08T17:45:00Z,CARI,206.69,20.5,118.52,73.02,0.65
2019-05-08T18:00:00Z,CARI,211.54,20.6,118.83,73.02,0.55
2019-05-08T18:15:00Z,CARI,230.11,20.5,117.99,73.11,2.16
2019-05-08T18:30:00Z,CARI,230.28,20.5,118.66,72.87,1.32
2019-05-08T18:45:00Z,CARI,236.47,20.5,119.03,72.97,1.35
2019-05-08T19:00:00Z,CARI,218.22,20.6,118.5,72.87,2.44
2019-05-08T19:15:00Z,CARI,255.01,20.6,119.11,72.81,1.69
2019-05-08T19:30:00Z,CARI,230.55,20.5,119.91,72.72,0.98
2019-05-08T19:45:00Z,CARI,223.45,20.5,119.86,72.7,1.16
2019-05-08T20:00:00Z,CARI,207.94,20.5,120.07,72.6,0.92
2019-05-08T20:15:00Z,CARI,211.28,20.5,120.3,72.48,0.97
2019-05-08T20:30:00Z,CARI,209.94,20.4,117.68,72.23,5.23
2019-05-08T20:45:00Z,CARI,225.82,20.4,119.99,72.13,1.81
2019-05-08T21:00:00Z,CARI,242.4,20.5,120.16,71.99,1.36
2019-05-08T21:15:00Z,CARI,228.73,20.4,118.58,71.75,4.36
2019-05-08T21:30:00Z,CARI,220.4,20.3,118.62,71.53,4.22
2019-05-08T21:45:00Z,CARI,233.31,20.3,119.83,71.39,2.34
2019-05-08T22:00:00Z,CARI,213.16,20.3,120.05,71.12,1.97
2019-05-08T22:15:00Z,CARI,229.95,20.3,120.02,71.05,2.09
2019-05-08T22:30:00Z,CARI,232.17,20.2,120.11,70.76,2.02
2019-05-08T22:45:00Z,CARI,225.44,20.1,119.82,70.6,2.34
2019-05-08T23:00:00Z,CARI,224.41,20.1,119.99,70.24,2.04
2019-05-08T23:15:00Z,CARI,238.85,20.1,120.06,70.03,2.54
2019-05-08T23:30:00Z,CARI,251.86,19.9,115.57,69.43,9.92
2019-05-08T23:45:00Z,CARI,240.73,19.9,118.44,69.21,5.05
2019-05-09T00:00:00Z,CARI,256.43,19.8,119.14,68.89,4.65
2019-05-09T00:15:00Z,CARI,253.31,19.8,119.77,68.47,4.23
2019-05-09T00:30:00Z,CARI,266.8,19.8,120.38,68.12,3.41
2019-05-09T00:45:00Z,CARI,250.62,19.7,120.03,67.74,3.99
2019-05-09T01:00:00Z,CARI,269.23,19.6,120.48,67.31,4.57
2019-05-09T01:15:00Z,CARI,275.19,19.5,121.06,66.93,4.49
2019-05-09T01:30:00Z,CARI,279.41,19.4,120.87,66.48,5.72
2019-05-09T01:45:00Z,CARI,280.24,19.4,121.25,65.96,5.67
2019-05-09T02:00:00Z,CARI,265.07,19.3,121.81,65.39,5.61
2019-05-09T02:15:00Z,CARI,270.53,19.1,122.23,64.91,6.35
2019-05-09T02:30:00Z,CARI,297.82,19.1,123.03,64.28,7.08
2019-05-09T02:45:00Z,CARI,287.37,19,123.88,63.81,7.04
2019-05-09T03:00:00Z,CARI,297,19,122.92,63.34,10.17
2019-05-09T03:15:00Z,CARI,295.88,19,125.3,62.92,7.93
2019-05-09T03:30:00Z,CARI,291.61,18.9,125.99,62.45,7.98
2019-05-09T03:45:00Z,CARI,310.17,18.8,127,61.99,8.12
2019-05-09T04:00:00Z,CARI,318.31,18.8,127.81,61.66,8.15
2019-05-09T04:15:00Z,CARI,329.07,18.7,128.63,61.23,8.75
2019-05-09T04:30:00Z,CARI,308.9,18.7,129.38,60.8,8.77
2019-05-09T04:45:00Z,CARI,337.21,18.7,129.8,60.41,9.57
2019-05-09T05:00:00Z,CARI,307.06,18.7,131.23,60.08,8.92
2019-05-09T05:15:00Z,CARI,338.15,18.7,132.39,59.73,8.86
2019-05-09T05:30:00Z,CARI,322.49,18.6,132.71,59.41,9.1
2019-05-09T05:45:00Z,CARI,330.07,18.6,133.82,59.09,8.92
2019-05-09T06:00:00Z,CARI,343.7,18.7,133.12,58.83,11.19
2019-05-09T06:15:00Z,CARI,351.54,18.6,136.18,58.51,8.79
2019-05-09T06:30:00Z,CARI,315.59,18.7,136.38,58.28,8.04
2019-05-09T06:45:00Z,CARI,330.78,18.8,137.03,58.03,8.27
2019-05-09T07:00:00Z,CARI,359.04,18.6,137.6,57.76,8.14
2019-05-09T07:15:00Z,CARI,321.87,18.7,138.28,57.47,8.43
2019-05-09T07:30:00Z,CARI,342.97,18.8,137.41,57.28,7.63
2019-05-09T07:45:00Z,CARI,342.42,18.6,139.03,57,8.9
2019-05-09T08:00:00Z,CARI,330.48,18.8,139.73,56.81,8.91
2019-05-09T08:15:00Z,CARI,338.35,18.8,140.85,56.67,8
2019-05-09T08:30:00Z,CARI,336.79,18.8,141.48,56.53,8.14
2019-05-09T08:45:00Z,CARI,346.94,18.8,142.23,56.38,7.36
2019-05-09T09:00:00Z,CARI,317.93,18.8,142.21,56.3,7.86
2019-05-09T09:15:00Z,CARI,288.21,19,140.27,56.12,7.59
2019-05-09T09:30:00Z,CARI,341.64,18.9,142.66,56.05,7.66
2019-05-09T09:45:00Z,CARI,299.99,19.1,141.68,55.96,6.35
2019-05-09T10:00:00Z,CARI,326.23,19,146.06,55.82,6.55
2019-05-09T10:15:00Z,CARI,330.19,19.2,142.5,55.78,6.75
2019-05-09T10:30:00Z,CARI,321.36,19.2,145.29,55.72,6.04
2019-05-09T10:45:00Z,CARI,311.53,19.2,144.68,55.68,6.23
2019-05-09T11:00:00Z,CARI,323.17,19.4,147.55,55.64,6.01
2019-05-09T11:15:00Z,CARI,309.16,19.5,145.12,55.73,5.79
2019-05-09T11:30:00Z,CARI,316.08,19.2,148.75,55.68,5.7
2019-05-09T11:45:00Z,CARI,318.68,19.6,147.22,55.67,5.2
2019-05-09T12:00:00Z,CARI,298.15,19.5,141.6,55.72,14.55
2019-05-09T12:15:00Z,CARI,322.5,19.9,135.47,55.62,29.94
2019-05-09T12:30:00Z,CARI,337.18,19.6,134.82,55.38,21.58
2019-05-09T12:45:00Z,CARI,311.95,19.7,152.61,55.3,12.17
2019-05-09T13:00:00Z,CARI,337.55,19.9,152.78,55.26,8.96
2019-05-09T13:15:00Z,CARI,316.76,20,150.44,55.24,7.29
2019-05-09T13:30:00Z,CARI,307.21,20,152.28,55.21,7.11
2019-05-09T13:45:00Z,CARI,327.17,20,153.95,55.13,6.28
2019-05-09T14:00:00Z,CARI,290.65,20.1,154.35,55.15,6.68
2019-05-09T14:15:00Z,CARI,337.18,20.2,155.2,55.07,6.35
2019-05-09T14:30:00Z,CARI,353.34,20.1,156.15,54.99,6.15
2019-05-09T14:45:00Z,CARI,324.36,20.2,156.12,54.84,6.67
2019-05-09T15:00:00Z,CARI,324.52,20.2,157.12,54.81,6.74
2019-05-09T15:15:00Z,CARI,341.13,20.3,156.16,54.69,6.55
2019-05-09T15:30:00Z,CARI,323.58,20.1,158.26,54.66,6.46
2019-05-09T15:45:00Z,CARI,337.54,20.3,157.22,54.69,6.13
2019-05-09T16:00:00Z,CARI,367.16,20.4,159.58,54.72,6.47
2019-05-09T16:15:00Z,CARI,330.97,20.4,158.46,54.63,6.24
2019-05-09T16:30:00Z,CARI,346.66,20.4,160.34,54.67,6.29
2019-05-09T16:45:00Z,CARI,343.93,20.4,160.99,54.63,7.14
2019-05-09T17:00:00Z,CARI,355.57,20.7,159.02,54.56,6.37
2019-05-09T17:15:00Z,CARI,316.25,20.6,162.49,54.47,6.76
2019-05-09T17:30:00Z,CARI,349.53,20.6,161.34,54.43,6.78
2019-05-09T17:45:00Z,CARI,324.68,20.5,162.72,54.39,6.66
2019-05-09T18:00:00Z,CARI,333.09,20.6,162.2,54.28,6.49
2019-05-09T18:15:00Z,CARI,353.09,20.6,163.88,54.22,6.3
2019-05-09T18:30:00Z,CARI,373.97,20.7,162.29,54.21,6.12
2019-05-09T18:45:00Z,CARI,323.23,20.6,163.88,54.11,6.46
2019-05-09T19:00:00Z,CARI,349.75,20.7,161.65,53.95,7.34
2019-05-09T19:15:00Z,CARI,371.62,20.6,163.82,53.85,7.62
2019-05-09T19:30:00Z,CARI,363.52,20.5,161.42,53.72,6.6
2019-05-09T19:45:00Z,CARI,353.85,20.5,162.43,53.51,9.74
2019-05-09T20:00:00Z,CARI,336.81,20.5,160.67,53.38,7.82
2019-05-09T20:15:00Z,CARI,342.87,20.3,163.48,53.22,8.1
2019-05-09T20:30:00Z,CARI,353.09,20.3,160.7,53.01,8.22
2019-05-09T20:45:00Z,CARI,355.66,20.2,155.78,52.86,9.56
2019-05-09T21:00:00Z,CARI,339.47,20.3,160.25,52.76,7.81
2019-05-09T21:15:00Z,CARI,375.51,20.2,163.33,52.69,8.03
2019-05-09T21:30:00Z,CARI,372.4,20.2,158.1,52.64,11.19
2019-05-09T21:45:00Z,CARI,360.75,20,162.12,52.57,9.82
2019-05-09T22:00:00Z,CARI,350.19,20.1,155.8,52.37,10.76
2019-05-09T22:15:00Z,CARI,395.35,20,160.68,52.18,10.71
2019-05-09T22:30:00Z,CARI,357.32,19.9,154.95,51.85,17.21
2019-05-09T22:45:00Z,CARI,350.19,20,157.44,51.7,15.57
2019-05-09T23:00:00Z,CARI,391.07,19.9,155.26,51.66,12.97
2019-05-09T23:15:00Z,CARI,387.08,19.7,156.97,51.64,13.4
2019-05-09T23:30:00Z,CARI,400.62,19.9,154.31,51.54,13.65
2019-05-09T23:45:00Z,CARI,383.97,19.7,155.36,51.32,13.79
2019-05-10T00:00:00Z,CARI,414.36,19.8,154.03,51.17,14.47
2019-05-10T00:15:00Z,CARI,438.09,19.7,151.33,51.04,19.42
2019-05-10T00:30:00Z,CARI,372.46,19.5,149,50.92,16.12
2019-05-10T00:45:00Z,CARI,434.98,19.3,150.49,50.71,18.45
2019-05-10T01:00:00Z,CARI,420.33,19.4,151.26,50.65,15.17
2019-05-10T01:15:00Z,CARI,405.53,19.4,152.42,50.56,14.83
2019-05-10T01:30:00Z,CARI,415.7,19.2,150.5,50.39,16.19
2019-05-10T01:45:00Z,CARI,444.99,19.3,152.68,50.24,14.12
2019-05-10T02:00:00Z,CARI,438.2,19.4,149.79,50.2,15.91
2019-05-10T02:15:00Z,CARI,435.87,19.2,150.74,50.05,17.82
2019-05-10T02:30:00Z,CARI,444.06,19.1,148.82,49.91,17.26
2019-05-10T02:45:00Z,CARI,423.96,19.1,151.5,49.87,15.7
2019-05-10T03:00:00Z,CARI,426.14,18.9,146.99,49.79,10.85
2019-05-10T03:15:00Z,CARI,418.27,19,151.2,49.65,14.24
2019-05-10T03:30:00Z,CARI,446.88,19,149.3,49.55,14.58
2019-05-10T03:45:00Z,CARI,454.24,18.9,150.59,49.39,14.71
2019-05-10T04:00:00Z,CARI,415.88,19,149.04,49.4,17.11
2019-05-10T04:15:00Z,CARI,456.55,19,152.09,49.4,13.73
2019-05-10T04:30:00Z,CARI,417.39,19.1,146.73,49.38,13.39
2019-05-10T04:45:00Z,CARI,440.82,18.8,150.45,49.32,13.37
2019-05-10T05:00:00Z,CARI,425.28,18.9,148.07,49.28,13.37
2019-05-10T05:15:00Z,CARI,456.61,19.1,152.19,49.3,13.75
2019-05-10T05:30:00Z,CARI,443.34,19.1,152.92,49.3,13.83
2019-05-10T05:45:00Z,CARI,433.38,19.1,152.6,49.3,13.53
2019-05-10T06:00:00Z,CARI,434.33,19,153.03,49.3,13.36
2019-05-10T06:15:00Z,CARI,416.17,19.1,153.34,49.4,12.24
2019-05-10T06:30:00Z,CARI,434.77,19.2,152.73,49.41,13.25
2019-05-10T06:45:00Z,CARI,441.32,19.2,152.51,49.43,11.53
2019-05-10T07:00:00Z,CARI,417.63,19.4,150.09,49.49,10.98
2019-05-10T07:15:00Z,CARI,441.33,19.2,153.94,49.58,10.18
2019-05-10T07:30:00Z,CARI,428.99,19.2,150.96,49.54,9.71
2019-05-10T07:45:00Z,CARI,428.33,19.5,153.04,49.63,9.59
2019-05-10T08:00:00Z,CARI,433.2,19.6,148.52,49.65,9.46
2019-05-10T08:15:00Z,CARI,426.05,19.5,149.71,49.67,9.31
2019-05-10T08:30:00Z,CARI,432.18,19.7,154.16,49.72,8.88
2019-05-10T08:45:00Z,CARI,407.56,19.8,155.94,49.74,8.79
2019-05-10T09:00:00Z,CARI,407.76,19.6,149.97,49.78,8.41
2019-05-10T09:15:00Z,CARI,402.8,19.7,155.76,49.8,8.45
2019-05-10T09:30:00Z,CARI,403.66,19.9,151.17,49.85,7.85
2019-05-10T09:45:00Z,CARI,417.05,19.9,156.3,49.87,7.94
2019-05-10T10:00:00Z,CARI,410.32,19.8,151.27,49.94,7.65
2019-05-10T10:15:00Z,CARI,388.22,20,156.58,50.03,7.46
2019-05-10T10:30:00Z,CARI,363.44,20,154.31,50.11,7.06
2019-05-10T10:45:00Z,CARI,394.83,20.1,153.37,50.24,7.54
2019-05-10T11:00:00Z,CARI,403.71,20.2,143.73,50.37,6.56
2019-05-10T11:15:00Z,CARI,395.98,20.2,155.55,50.48,6.66
2019-05-10T11:30:00Z,CARI,402.71,20.4,154.98,50.57,6.59
2019-05-10T11:45:00Z,CARI,394.09,20.4,156.69,50.67,6.16
2019-05-10T12:00:00Z,CARI,404.28,20.4,155.59,50.78,5.92
2019-05-10T12:15:00Z,CARI,386.21,20.7,157.4,50.83,6.13
2019-05-10T12:30:00Z,CARI,390.96,20.7,155.14,50.9,5.78
2019-05-10T12:45:00Z,CARI,375.16,20.7,157.87,51.03,5.83
2019-05-10T13:00:00Z,CARI,372.55,20.8,156.05,51.14,5.82
2019-05-10T13:15:00Z,CARI,377.34,20.8,158.41,51.18,5.44
2019-05-10T13:30:00Z,CARI,382.21,20.9,156.55,51.29,5.19
2019-05-10T13:45:00Z,CARI,384.52,21,159,51.39,5.08
2019-05-10T14:00:00Z,CARI,368.99,21,158.42,51.56,4.87
2019-05-10T14:15:00Z,CARI,360.5,21.1,159.49,51.77,4.81
2019-05-10T14:30:00Z,CARI,375.6,21.2,158.6,51.83,4.7
2019-05-10T14:45:00Z,CARI,361.24,21.2,159.67,51.88,4.73
2019-05-10T15:00:00Z,CARI,361.38,21.3,158.65,52.05,4.67
2019-05-10T15:15:00Z,CARI,364.76,21.4,160.05,52.13,4.3
2019-05-10T15:30:00Z,CARI,380.89,21.4,158.53,52.35,4.27
2019-05-10T15:45:00Z,CARI,355.9,21.6,161.1,52.4,4.23
2019-05-10T16:00:00Z,CARI,364.12,21.5,158.27,52.54,4.14
2019-05-10T16:15:00Z,CARI,366.74,21.5,161.83,52.62,4.18
2019-05-10T16:30:00Z,CARI,363.16,21.6,158.43,52.74,3.9
2019-05-10T16:45:00Z,CARI,355.85,21.7,162.21,52.91,3.83
2019-05-10T17:00:00Z,CARI,345.76,21.6,158.39,52.93,3.79
2019-05-10T17:15:00Z,CARI,340.27,21.6,162.21,53.01,3.85
2019-05-10T17:30:00Z,CARI,343.3,21.8,160.2,53.08,4.22
2019-05-10T17:45:00Z,CARI,351.38,21.6,162.76,53.19,4.36
2019-05-10T18:00:00Z,CARI,365.32,21.6,162.86,53.41,3.76
2019-05-10T18:15:00Z,CARI,367.01,21.7,161.68,53.47,3.71
2019-05-10T18:30:00Z,CARI,351.71,21.8,158.78,53.59,3.92
2019-05-10T18:45:00Z,CARI,342.18,21.8,162.09,53.77,3.89
2019-05-10T19:00:00Z,CARI,362.91,21.8,151.01,53.85,3.76
2019-05-10T19:15:00Z,CARI,350.5,21.7,159.39,53.93,3.57
2019-05-10T19:30:00Z,CARI,349.18,21.7,157.28,53.97,3.49
2019-05-10T19:45:00Z,CARI,362.54,21.6,158.51,54.04,3.93
2019-05-10T20:00:00Z,CARI,347.8,21.8,155.3,54.14,3.75
2019-05-10T20:15:00Z,CARI,359.17,21.9,158.48,54.16,3.86
2019-05-10T20:30:00Z,CARI,374.4,21.7,152.18,54.23,3.84
