"","datetimeAK","site.ID","fDOM","SPC","Turb","NO3","ABS_254","Q"
"11827",2015-09-14 18:45:00,"MOOS",127.219633448241,89.9,8.01,24.7040221117883,0.4314,1993.16440653655
"11828",2015-09-14 19:00:00,"MOOS",127.191539000714,89.8,8.19,24.66001491741,0.43265,1996.63102766558
"11829",2015-09-14 19:15:00,"MOOS",127.658197848123,89.8,8.6,24.5866695934461,0.43285,2014.56445400704
"11830",2015-09-14 19:30:00,"MOOS",127.917462549629,89.8,7.54,24.640456164353,0.4361,1997.23779624137
"11831",2015-09-14 19:45:00,"MOOS",128.353396940485,89.8,8.84,24.5426623990678,0.43805,2009.39100515921
"11832",2015-09-14 20:00:00,"MOOS",129.0429032316,89.8,8.32,24.5768902169176,0.44125,2025.83309093447
"11833",2015-09-14 20:15:00,"MOOS",129.087943486572,89.8,9.83,24.5328830225393,0.44325,2033.00000894852
"11834",2015-09-14 20:30:00,"MOOS",129.44023239301,89.8,11.08,24.4937655164252,0.4455,2045.69561596225
"11835",2015-09-14 20:45:00,"MOOS",129.599272463636,89.8,12.25,24.4595376985754,0.44895,2049.12966975474
"11836",2015-09-14 21:00:00,"MOOS",130.126471803118,89.8,8.77,24.5035448929538,0.44955,2058.06411930894
"11837",2015-09-14 21:15:00,"MOOS",131.246793078889,89.8,9.15,NA,NA,2066.78749276985
"11838",2015-09-14 21:30:00,"MOOS",131.510268211191,89.8,8.1,24.4350892572542,0.45395,2075.29676262136
"11839",2015-09-14 21:45:00,"MOOS",131.497313304251,89.8,12.08,24.4106408159329,0.4617,2083.82223627683
"11840",2015-09-14 22:00:00,"MOOS",132.426258545216,89.7,34.99,24.4839861398967,0.45945,2082.94169379547
"11841",2015-09-14 22:15:00,"MOOS",132.897887449729,89.7,11.48,24.4937655164252,0.4615,2103.80225209047
"11842",2015-09-14 22:30:00,"MOOS",133.387167874845,89.7,11.75,24.4301995689899,0.4631,2113.11182714492
"11843",2015-09-14 22:45:00,"MOOS",133.812337153048,89.7,15.1,24.4742067633682,0.46505,2102.88703699352
"11844",2015-09-14 23:00:00,"MOOS",133.007467834334,89.6,9.46,24.4253098807256,0.46775,2109.9764936861
"11845",2015-09-14 23:15:00,"MOOS",133.589876271796,89.6,8.55,24.3226264271762,0.4714,2130.91696451033
"11846",2015-09-14 23:30:00,"MOOS",134.074477107447,89.6,8.55,24.337295491969,0.4753,2131.96952126988
"11847",2015-09-14 23:45:00,"MOOS",134.030766529714,89.5,9.97,24.356854245026,0.4746,2150.79134553717
"11848",2015-09-15 00:00:00,"MOOS",134.273909838091,89.5,9.35,24.2395017266838,0.4766,2165.76898524644
"11849",2015-09-15 00:15:00,"MOOS",134.6795673694,89.5,8.66,24.2297223501553,0.4787,2175.08642813661
"11850",2015-09-15 00:30:00,"MOOS",135.263380777769,89.5,8.12,24.3079573623835,0.4845,2174.1523098495
"11851",2015-09-15 00:45:00,"MOOS",135.739946395325,89.5,10.21,24.1906048440413,0.48515,2189.3474842328
"11852",2015-09-15 01:00:00,"MOOS",136.019971757745,89.4,10.02,24.2688398562694,0.4886,2232.38242650952
"11853",2015-09-15 01:15:00,"MOOS",136.237645524107,89.4,11.13,24.1759357792485,0.4915,2227.3323079564
"11854",2015-09-15 01:30:00,"MOOS",137.003240214987,89.3,9.88,24.2150532853626,0.49305,2239.6485504078
"11855",2015-09-15 01:45:00,"MOOS",137.49728286364,89.3,9.25,24.1563770261915,0.49575,2253.50335313303
"11856",2015-09-15 02:00:00,"MOOS",138.12792445871,89.2,10.56,24.1514873379272,0.50165,2285.49098651579
"11857",2015-09-15 02:15:00,"MOOS",138.072131688442,89.2,10.43,24.1123698318131,0.5011,2276.86169240802
"11858",2015-09-15 02:30:00,"MOOS",138.770078284786,89.1,10.7,24.0781420139633,0.50365,2292.77678832318
"11859",2015-09-15 02:45:00,"MOOS",139.298935763051,89,10.7,24.0047966899995,0.5066,2312.82405824192
"11860",2015-09-15 03:00:00,"MOOS",139.759378754078,88.9,8.79,24.0928110787561,0.51235,2355.24383277487
"11861",2015-09-15 03:15:00,"MOOS",140.091493528894,88.9,10.39,23.9999070017352,0.5159,2357.05720644295
"11862",2015-09-15 03:30:00,"MOOS",140.559887928925,88.8,8.82,24.0096863782637,0.51715,2381.37029259738
"11863",2015-09-15 03:45:00,"MOOS",141.014262206602,88.7,8.95,24.0732523256991,0.52025,2410.26641815749
"11864",2015-09-15 04:00:00,"MOOS",141.902436945598,88.6,9.74,23.9901276252067,0.5226,2432.88213409259
"11865",2015-09-15 04:15:00,"MOOS",142.661623570475,88.5,10.11,23.9999070017352,0.52685,2457.63561293353
"11866",2015-09-15 04:30:00,"MOOS",143.038889559942,88.6,10.43,23.9803482486782,0.5308,2489.31082225207
"11867",2015-09-15 04:45:00,"MOOS",142.856241134772,88.6,8.96,23.8972235481858,0.53245,2514.78840838547
"11868",2015-09-15 05:00:00,"MOOS",144.199585886305,88.5,10.84,23.9070029247143,0.5368,2531.41952390755
"11869",2015-09-15 05:15:00,"MOOS",144.617901475895,88.4,12.22,23.8189885359577,0.53905,2542.72513198467
"11870",2015-09-15 05:30:00,"MOOS",145.451164636742,88.3,9.14,23.7016360176155,0.5424,2569.2200817736
"11871",2015-09-15 05:45:00,"MOOS",145.451512506761,88.2,11.83,23.6087319405946,0.54585,2578.48846625097
"11872",2015-09-15 06:00:00,"MOOS",146.357108933113,88.2,14.42,23.6625185115014,0.55,2624.41020034499
"11873",2015-09-15 06:15:00,"MOOS",146.985920723569,88,12.15,23.540276304895,0.55285,2650.59496839423
"11874",2015-09-15 06:30:00,"MOOS",147.290065982407,88,12,23.4718206691954,0.5558,2650.05432859081
"11875",2015-09-15 06:45:00,"MOOS",147.215303052917,87.9,10.33,23.4571516044026,0.55875,2693.81632560764
"11876",2015-09-15 07:00:00,"MOOS",148.05167316301,87.8,11.27,23.4767103574596,0.57255,2718.2089728131
"11877",2015-09-15 07:15:00,"MOOS",148.250817703115,87.8,12.26,23.3789165921745,0.5678,2720.88641317932
"11878",2015-09-15 07:30:00,"MOOS",149.045261857167,87.8,11.58,23.2957918916821,0.57575,2746.14362352653
"11879",2015-09-15 07:45:00,"MOOS",149.459529802134,87.7,10.67,23.3642475273817,0.579,2771.06527632475
"11880",2015-09-15 08:00:00,"MOOS",149.852469246631,87.7,10.6,23.2224465677182,0.5801,2801.07618976288
"11881",2015-09-15 08:15:00,"MOOS",150.607013882053,87.5,18.5,23.1833290616042,0.586,2812.38186023295
"11882",2015-09-15 08:30:00,"MOOS",150.588949028768,87.5,13.81,23.1882187498684,0.5896,2835.26421199188
"11883",2015-09-15 08:45:00,"MOOS",150.921555146275,87.4,13.71,23.1295424906973,0.59295,2853.671331664
"11884",2015-09-15 09:00:00,"MOOS",151.41411789926,87.3,17.2,22.9486240249198,0.5946,2877.02665803792
"11885",2015-09-15 09:15:00,"MOOS",151.740632254471,87.3,12.89,22.91439620707,0.60075,2907.37054303189
"11886",2015-09-15 09:30:00,"MOOS",151.976530183778,87.2,14.1,22.7285880530282,0.6039,2950.02364962709
"11887",2015-09-15 09:45:00,"MOOS",152.543064798564,87.2,13.99,22.5232211459294,0.61075,2945.82252003846
"11888",2015-09-15 10:00:00,"MOOS",152.669403576451,87.2,16.74,22.4645448867583,0.6138,2960.13823679334
"11889",2015-09-15 10:15:00,"MOOS",152.568736751265,87.1,12,22.440096445437,0.6167,2984.01983163394
