"","DateTime","Site","Discharge","NO3","fDOM","SpCond","Turb","day"
"1",2019-07-12 14:15:00,"CARI",169.07,22.7,23.6,107.08,1.08,2019-07-12
"2",2019-07-12 14:30:00,"CARI",179.5,22.7,25.22,106.98,1.38,2019-07-12
"3",2019-07-12 14:45:00,"CARI",182.94,22.8,25.87,106.71,1.3,2019-07-12
"4",2019-07-12 15:00:00,"CARI",189.55,22.8,25.79,106.55,1.57,2019-07-12
"5",2019-07-12 15:15:00,"CARI",190.8,22.8,26.14,106.57,1.5,2019-07-12
"6",2019-07-12 15:30:00,"CARI",192.53,22.9,26.78,106.55,1.5,2019-07-12
"7",2019-07-12 15:45:00,"CARI",183.48,22.9,27.07,106.54,1.46,2019-07-12
"8",2019-07-12 16:00:00,"CARI",198.52,22.9,27.34,106.41,1.49,2019-07-12
"9",2019-07-12 16:15:00,"CARI",193.54,22.9,27.7,106.22,1.6,2019-07-12
"10",2019-07-12 16:30:00,"CARI",189.97,22.9,27.92,106.07,1.52,2019-07-12
"11",2019-07-12 16:45:00,"CARI",188.92,22.9,28.11,105.94,1.45,2019-07-12
"12",2019-07-12 17:00:00,"CARI",192.32,23,28.19,105.78,1.71,2019-07-12
"13",2019-07-12 17:15:00,"CARI",192.06,23,28.17,105.57,1.5,2019-07-12
"14",2019-07-12 17:30:00,"CARI",199.72,23,28.27,105.36,1.53,2019-07-12
"15",2019-07-12 17:45:00,"CARI",196.18,23,28.21,105.1,1.42,2019-07-12
"16",2019-07-12 18:00:00,"CARI",204.69,22.9,28.19,104.9,1.58,2019-07-12
"17",2019-07-12 18:15:00,"CARI",201.1,22.9,28.07,104.62,1.65,2019-07-12
"18",2019-07-12 18:30:00,"CARI",203.65,22.8,28.1,104.32,1.67,2019-07-12
"19",2019-07-12 18:45:00,"CARI",203.23,22.9,28.21,104,1.64,2019-07-12
"20",2019-07-12 19:00:00,"CARI",192.46,22.8,28.18,103.79,1.63,2019-07-12
"21",2019-07-12 19:15:00,"CARI",204.39,22.8,28.34,103.5,1.65,2019-07-12
"22",2019-07-12 19:30:00,"CARI",192.08,22.8,28.43,103.3,1.76,2019-07-12
"23",2019-07-12 19:45:00,"CARI",198.97,22.8,28.62,103.07,1.73,2019-07-12
"24",2019-07-12 20:00:00,"CARI",197.31,22.7,28.88,102.87,1.67,2019-07-12
"25",2019-07-12 20:15:00,"CARI",211.61,22.7,29.1,102.64,1.81,2019-07-12
"26",2019-07-12 20:30:00,"CARI",208.45,22.6,29.17,102.46,2,2019-07-12
"27",2019-07-12 20:45:00,"CARI",202.88,22.6,29.33,102.27,1.88,2019-07-12
"28",2019-07-12 21:00:00,"CARI",195.77,22.6,29.42,102.15,2.17,2019-07-12
"29",2019-07-12 21:15:00,"CARI",199.36,22.6,29.52,102.03,1.72,2019-07-12
"30",2019-07-12 21:30:00,"CARI",188.9,22.4,29.65,101.91,1.7,2019-07-12
"31",2019-07-12 21:45:00,"CARI",206.1,22.6,29.67,101.83,1.79,2019-07-12
"32",2019-07-12 22:00:00,"CARI",199.49,22.6,29.76,101.78,1.69,2019-07-12
"33",2019-07-12 22:15:00,"CARI",207.01,22.6,29.75,101.71,1.66,2019-07-12
"34",2019-07-12 22:30:00,"CARI",200.95,22.5,29.81,101.64,1.45,2019-07-12
"35",2019-07-12 22:45:00,"CARI",206.14,22.4,29.9,101.58,1.49,2019-07-12
"36",2019-07-12 23:00:00,"CARI",198.5,22.3,29.97,101.54,1.53,2019-07-12
"37",2019-07-12 23:15:00,"CARI",199.9,22.2,30.08,101.51,1.69,2019-07-12
"38",2019-07-12 23:30:00,"CARI",193.22,22.3,30.16,101.45,1.57,2019-07-12
"39",2019-07-12 23:45:00,"CARI",188.47,22.2,30.26,101.42,1.56,2019-07-12
"40",2019-07-13 00:00:00,"CARI",189.85,22.2,30.4,101.43,1.54,2019-07-13
"41",2019-07-13 00:15:00,"CARI",196.22,22,30.51,101.39,1.41,2019-07-13
"42",2019-07-13 00:30:00,"CARI",200.67,22,30.46,101.44,1.71,2019-07-13
"43",2019-07-13 00:45:00,"CARI",189.51,21.9,30.53,101.39,1.28,2019-07-13
