"","DateTime","Site","Discharge","NO3","fDOM","SpCond","Turb","day"
"1",2019-08-16 04:30:00,"CARI",653.03,31.5,82.88,61.87,0.51,2019-08-16
"2",2019-08-16 04:45:00,"CARI",657.99,31.3,82.85,61.85,0.53,2019-08-16
"3",2019-08-16 05:00:00,"CARI",659.62,31.3,82.98,61.87,0.59,2019-08-16
"4",2019-08-16 05:15:00,"CARI",688.7,31.4,82.91,61.84,0.61,2019-08-16
"5",2019-08-16 05:30:00,"CARI",659.84,31.2,83.01,61.87,0.67,2019-08-16
"6",2019-08-16 05:45:00,"CARI",658.63,31.2,83.03,61.86,0.66,2019-08-16
"7",2019-08-16 06:00:00,"CARI",666.21,31.1,83.13,61.83,0.67,2019-08-16
"8",2019-08-16 06:15:00,"CARI",631.18,31,83.28,61.84,0.77,2019-08-16
"9",2019-08-16 06:30:00,"CARI",666.65,31,83.34,61.73,0.83,2019-08-16
"10",2019-08-16 06:45:00,"CARI",660.09,30.9,83.47,61.67,0.89,2019-08-16
"11",2019-08-16 07:00:00,"CARI",708.01,30.8,83.58,61.57,1.08,2019-08-16
"12",2019-08-16 07:15:00,"CARI",710.19,30.7,83.86,61.45,1.1,2019-08-16
"13",2019-08-16 07:30:00,"CARI",687.68,30.6,84.12,61.32,1.28,2019-08-16
"14",2019-08-16 07:45:00,"CARI",727.43,30.5,84.46,61.18,1.54,2019-08-16
"15",2019-08-16 08:00:00,"CARI",723.38,30.3,84.81,61.02,1.67,2019-08-16
"16",2019-08-16 08:15:00,"CARI",690.07,30.2,85.24,60.84,1.91,2019-08-16
"17",2019-08-16 08:30:00,"CARI",693.33,30,85.83,60.65,2.06,2019-08-16
"18",2019-08-16 08:45:00,"CARI",747.98,29.8,86.79,60.37,2.52,2019-08-16
"19",2019-08-16 09:00:00,"CARI",748.13,29.7,87.1,60.14,2.87,2019-08-16
"20",2019-08-16 09:15:00,"CARI",741.68,29.5,88.14,59.9,3.23,2019-08-16
"21",2019-08-16 09:30:00,"CARI",764.29,29.3,89.07,59.56,4.1,2019-08-16
"22",2019-08-16 09:45:00,"CARI",788.09,29.3,89.93,59.29,4.69,2019-08-16
"23",2019-08-16 10:00:00,"CARI",810.17,28.9,90.88,58.85,5.06,2019-08-16
"24",2019-08-16 10:15:00,"CARI",854.28,28.7,91.53,58.61,7.13,2019-08-16
"25",2019-08-16 10:30:00,"CARI",856.25,28.6,93.13,58.25,7.19,2019-08-16
"26",2019-08-16 10:45:00,"CARI",817.76,28.4,94,57.88,8.29,2019-08-16
"27",2019-08-16 11:00:00,"CARI",870.32,28,95.2,57.44,9.26,2019-08-16
"28",2019-08-16 11:15:00,"CARI",908.9,28,96.9,57.04,9.1,2019-08-16
"29",2019-08-16 11:30:00,"CARI",902.37,27.7,98.6,56.6,9.34,2019-08-16
"30",2019-08-16 11:45:00,"CARI",925.48,27.5,99.89,56.22,9.58,2019-08-16
"31",2019-08-16 12:00:00,"CARI",931.78,27.2,101.28,55.49,9.36,2019-08-16
"32",2019-08-16 12:15:00,"CARI",949.78,27.2,102.95,54.79,10.08,2019-08-16
"33",2019-08-16 12:30:00,"CARI",1005.48,27.1,104.55,54.88,10.19,2019-08-16
"34",2019-08-16 12:45:00,"CARI",1016.03,26.8,106.07,54.4,10.33,2019-08-16
"35",2019-08-16 13:00:00,"CARI",993.29,26.6,107.05,53.93,10.66,2019-08-16
"36",2019-08-16 13:15:00,"CARI",1011.7,26.5,108.96,53.44,11.03,2019-08-16
"37",2019-08-16 13:30:00,"CARI",1053.11,26.2,110.03,53.06,11.38,2019-08-16
"38",2019-08-16 13:45:00,"CARI",1035.57,26.3,110.44,53.27,10.72,2019-08-16
"39",2019-08-16 14:00:00,"CARI",1025.58,26.2,111.82,52.54,10.72,2019-08-16
"40",2019-08-16 14:15:00,"CARI",1059.3,26,112.65,52.71,10.55,2019-08-16
"41",2019-08-16 14:30:00,"CARI",1047.05,26,113.58,52.1,10.38,2019-08-16
"42",2019-08-16 14:45:00,"CARI",1070.18,26,112.75,52.2,10.93,2019-08-16
"43",2019-08-16 15:00:00,"CARI",1064.99,25.8,115.92,51.71,9.34,2019-08-16
"44",2019-08-16 15:15:00,"CARI",1115.33,25.8,116.48,51.75,9.36,2019-08-16
"45",2019-08-16 15:30:00,"CARI",1135.23,25.9,117.16,51.64,72.8,2019-08-16
"46",2019-08-16 15:45:00,"CARI",1141.1,25.7,117.89,51.28,10.6,2019-08-16
"47",2019-08-16 16:00:00,"CARI",1130.54,25.6,118.79,50.87,7.99,2019-08-16
"48",2019-08-16 16:15:00,"CARI",1123.35,25.8,119.51,50.78,7.68,2019-08-16
"49",2019-08-16 16:30:00,"CARI",1152,25.8,119.77,50.65,7.48,2019-08-16
"50",2019-08-16 16:45:00,"CARI",1061.23,25.6,120.02,50.52,7.27,2019-08-16
"51",2019-08-16 17:00:00,"CARI",1147.71,25.9,120.57,50.43,7.87,2019-08-16
"52",2019-08-16 17:15:00,"CARI",1109.77,25.8,120.97,50.33,7.27,2019-08-16
"53",2019-08-16 17:30:00,"CARI",1105.62,25.8,121.29,50.28,7.85,2019-08-16
"54",2019-08-16 17:45:00,"CARI",1114.35,25.8,121.31,50.06,6.94,2019-08-16
"55",2019-08-16 18:00:00,"CARI",1136.93,25.8,121.55,49.95,7.14,2019-08-16
"56",2019-08-16 18:15:00,"CARI",1161.12,26.1,121.57,49.95,7.3,2019-08-16
"57",2019-08-16 18:30:00,"CARI",1100.08,26,121.71,49.88,6.29,2019-08-16
"58",2019-08-16 18:45:00,"CARI",1126.36,26,121.87,49.83,6.04,2019-08-16
"59",2019-08-16 19:00:00,"CARI",1132.49,26.1,121.78,49.92,6.11,2019-08-16
"60",2019-08-16 19:15:00,"CARI",1109.15,26.1,121.76,49.91,5.57,2019-08-16
"61",2019-08-16 19:30:00,"CARI",1121.05,26.3,121.83,49.78,5.4,2019-08-16
"62",2019-08-16 19:45:00,"CARI",1120.36,26.4,121.56,49.72,5.35,2019-08-16
"63",2019-08-16 20:00:00,"CARI",1101.77,26.2,121.39,49.8,5.17,2019-08-16
"64",2019-08-16 20:15:00,"CARI",1084.2,26.2,121.46,49.81,5.01,2019-08-16
"65",2019-08-16 20:30:00,"CARI",1129.56,26.3,120.97,49.78,5.24,2019-08-16
"66",2019-08-16 20:45:00,"CARI",1096.44,26.4,120.95,49.8,5.18,2019-08-16
"67",2019-08-16 21:00:00,"CARI",1105.85,26.5,115.42,49.8,4.94,2019-08-16
"68",2019-08-16 21:15:00,"CARI",1147.18,26.6,120.41,49.82,80.1,2019-08-16
"69",2019-08-16 21:30:00,"CARI",1033.66,26.5,119.76,49.8,30.56,2019-08-16
"70",2019-08-16 21:45:00,"CARI",1122.25,26.8,119.19,49.86,100.69,2019-08-16
"71",2019-08-16 22:00:00,"CARI",1081.14,26.5,119.7,49.82,79.78,2019-08-16
"72",2019-08-16 22:15:00,"CARI",1057.41,26.8,119.18,49.89,4.37,2019-08-16
"73",2019-08-16 22:30:00,"CARI",1147.38,26.7,118.95,49.94,4.24,2019-08-16
"74",2019-08-16 22:45:00,"CARI",1080.47,26.9,118.58,49.91,4.6,2019-08-16
