"","Hyst_index","HI_ymin","HI_ymax","site.ID","storm.ID","month.x","day.x","response_var","Flush_index","FI_ymin","FI_ymax","month.y","day.y","year"
"1",-0.158652396744049,-0.284142297256543,-0.0015827555019627,"FRCH","storm1","06","21","NO3",-0.1245,-0.1354,-0.1147,"06","21","2018"
"2",-0.381379154685308,-0.523944531684771,-0.263785683295618,"FRCH","storm1","06","21","fDOM",0.1125,0.1109,0.1134,"06","21","2018"
"3",-0.333333333333358,-0.513157894736871,-0.228070175438603,"FRCH","storm1","06","21","SPC",0.375,0.3472,0.3958,"06","21","2018"
"4",-0.107441655658301,-0.15808014090709,-0.0378687802730078,"FRCH","storm1","06","21","turb",-0.0045,-0.0077,-0.0013,"06","21","2018"
"5",-0.14257188498402,-0.203674121405757,-0.133686102236437,"FRCH","storm1","06","21","abs",NA,NA,NA,NA,NA,"2018"
"6",0.354181400282885,0.327086280056573,0.472860678925037,"FRCH","storm2a","06","30","NO3",0.0066,0.0065,0.0068,"06","29","2018"
"7",-0.460022142904358,-0.517611871240665,-0.408191222156125,"FRCH","storm2a","06","30","abs",NA,NA,NA,NA,NA,"2018"
"8",0.513470281192117,0.370685300555642,0.596480889038549,"FRCH","storm3","07","11","NO3",0.0519,0.0394,0.067,"07","10","2018"
"9",-0.476922783748762,-0.512615290799605,-0.39073100083848,"FRCH","storm3","07","11","abs",NA,NA,NA,NA,NA,"2018"
"10",0.619437305559324,0.602664682808063,0.62589611794942,"FRCH","storm4a","07","15","NO3",-0.2524,-0.256,-0.2491,"07","15","2018"
"11",-0.532275566377302,-0.689233538005502,-0.331145458395086,"FRCH","storm4a","07","15","abs",NA,NA,NA,NA,NA,"2018"
"12",-0.285129690254352,-0.347078821455548,-0.232812893477735,"FRCH","storm4b","07","17","NO3",0.0538,0.0532,0.0543,"07","16","2018"
"13",-0.499068693190289,-0.555580390403817,-0.412960065564,"FRCH","storm4b","07","17","abs",NA,NA,NA,NA,NA,"2018"
"14",0.550591169906322,0.522615820648857,0.698233054545166,"FRCH","storm5","08","05","NO3",-0.122,-0.1284,-0.1169,"08","04","2018"
"15",-0.580612352064354,-0.631697043111545,-0.534981687647241,"FRCH","storm5","08","05","fDOM",0.3543,0.3538,0.3548,"08","04","2018"
"16",0.508957654723127,0.473669923995656,0.542345276872964,"FRCH","storm5","08","05","SPC",-0.1899,-0.1902,-0.1895,"08","04","2018"
"17",-0.0248389701107464,-0.0712392719869423,-0.00936781508327899,"FRCH","storm5","08","05","turb",0.3052,0.2764,0.3359,"08","04","2018"
