"","Hyst_index","HI_ymin","HI_ymax","site.ID","storm.ID","month.x","day.x","response_var","Flush_index","FI_ymin","FI_ymax","month.y","day.y","year","X1","Parameter","Beta_index","SE","CI","Beta_ymin","Beta_ymax","t","df","p","HI","precip","temp","precip.week","precip.month","ThreeMonth","temp.week","TOTAL.TIME","Intensity","doy","burn","pf","date","TimeSinceChena"
"1",-0.343385358602751,-0.359903381642511,-0.292642140468227,"FRCH","storm1","05","31","NO3",0.0168,0.0163,0.0173,"05","31","2019",20,"Q.norm",0.383163810224746,0.0282270652726462,0.95,0.327059461523879,0.439268158925612,13.5743410277956,87,3.3825987213717e-23,-0.343385358602751,52.8000000000001,11.9699279233871,7.6,18.2,18.2,13.1552666170635,248,0.212903225806452,150.489583333333,"unburned","medium","2019-05-31",19.4895833333321
"2",-0.322953998934797,-0.338050861013817,-0.296292618766622,"FRCH","storm1","05","31","fDOM",0.4926,0.4924,0.4929,"05","31","2019",136,"Q.norm",1.02319324077155,0.0446460945590199,0.95,0.934773990011542,1.11161249153155,22.9178666326331,117,4.45460247449255e-45,-0.322953998934797,52.8000000000001,11.9699279233871,7.6,18.2,18.2,13.1552666170635,248,0.212903225806452,150.489583333333,"unburned","medium","2019-05-31",19.4895833333321
"3",0.513423539518894,0.492536512027484,0.5362972508591,"FRCH","storm1","05","31","SPC",-0.9076,-0.9089,-0.9065,"05","31","2019",264,"Q.norm",-0.464965917848254,0.0367838321405703,0.95,-0.537771425416614,-0.392160410279893,-12.6404969463588,124,4.82519671268685e-24,0.513423539518894,52.8000000000001,11.9699279233871,7.6,18.2,18.2,13.1552666170635,248,0.212903225806452,150.489583333333,"unburned","medium","2019-05-31",19.4895833333321
"4",-0.177764134961358,-0.228876282167077,-0.108734603010315,"FRCH","storm1","05","31","turb",0.3498,0.3261,0.4078,"05","31","2019",390,"Q.norm",1.50647289976713,0.0540730863395363,0.95,1.39907908287286,1.6138667166614,27.859939236826,92,1.26159883712296e-46,-0.177764134961358,52.8000000000001,11.9699279233871,7.6,18.2,18.2,13.1552666170635,248,0.212903225806452,150.489583333333,"unburned","medium","2019-05-31",19.4895833333321
"5",-0.40330542627816,-0.429553655739917,-0.341001450155133,"FRCH","storm1","05","31","abs",NA,NA,NA,NA,NA,"2019",498,"Q.norm",0.923799315440089,0.00975553723383398,0.95,0.904475473719791,0.943123157160388,94.6948684933706,115,5.85775903960814e-111,-0.40330542627816,52.8000000000001,11.9699279233871,7.6,18.2,18.2,NA,248,0.212903225806452,150.489583333333,"unburned","medium","2019-05-31",19.4895833333321
"6",0.636451301832208,0.37994214079073,0.675988428158114,"FRCH","storm2","06","15","NO3",-0.5634,-0.586,-0.5434,"06","15","2019",30,"Q.norm",-0.139549543905391,0.0267059032237758,0.95,-0.192716913058413,-0.0863821747523678,-5.22541936649991,78,1.41070078998205e-06,0.636451301832208,0.2,15.4373363821138,12.6,76.0000000000001,81.2000000000001,14.2420431547619,41,0.0048780487804878,165.572916666667,"unburned","medium","2019-06-15",34.5729166666679
"7",-0.407278187458094,-0.412221094097466,-0.396759136983122,"FRCH","storm2","06","15","fDOM",0.8565,0.8553,0.8576,"06","15","2019",150,"Q.norm",1.54643584569991,0.137857327151066,0.95,1.27192683707386,1.82094485432597,11.2176543507572,77,7.2858469102319e-18,-0.407278187458094,0.2,15.4373363821138,12.6,76.0000000000001,81.2000000000001,14.2420431547619,41,0.0048780487804878,165.572916666667,"unburned","medium","2019-06-15",34.5729166666679
"8",0.592105263157976,0.507177033492883,0.681818181818266,"FRCH","storm2","06","15","SPC",-0.5364,-0.5591,-0.5227,"06","15","2019",278,"Q.norm",-0.491668972649239,0.0518800851825195,0.95,-0.594954288164559,-0.388383657133919,-9.4770270889012,78,1.28538259743259e-14,0.592105263157976,0.2,15.4373363821138,12.6,76.0000000000001,81.2000000000001,14.2420431547619,41,0.0048780487804878,165.572916666667,"unburned","medium","2019-06-15",34.5729166666679
"9",0.0376331897528902,-0.0728859669009286,0.0892087961913403,"FRCH","storm2","06","15","turb",0.505,0.4904,0.5196,"06","15","2019",404,"Q.norm",0.93643338511845,0.0721586760486249,0.95,0.792747104271219,1.08011966596568,12.9774191600664,77,4.52246593084405e-21,0.0376331897528902,0.2,15.4373363821138,12.6,76.0000000000001,81.2000000000001,14.2420431547619,41,0.0048780487804878,165.572916666667,"unburned","medium","2019-06-15",34.5729166666679
"10",-0.415138853120861,-0.42087341012226,-0.40980839943309,"FRCH","storm2","06","15","abs",NA,NA,NA,NA,NA,"2019",512,"Q.norm",1.94188190643954,0.0794829985849157,0.95,1.78361103614867,2.1001527767304,24.4314122644093,77,5.15281522738844e-38,-0.415138853120861,0.2,15.4373363821138,12.6,76.0000000000001,81.2000000000001,NA,41,0.0048780487804878,165.572916666667,"unburned","medium","2019-06-15",34.5729166666679
"11",0.235388567758555,0.21323057161206,0.312138728323697,"FRCH","storm3","06","18","NO3",-0.5794,-0.6082,-0.5541,"06","18","2019",32,"Q.norm",-0.635810196464296,0.06616377824605,0.95,-0.768405371100992,-0.5032150218276,-9.60964160933862,55,2.2779777366536e-13,0.235388567758555,20.2,17.4312691666667,16.6,80.6000000000001,87,15.420759672619,50,0.404,168.489583333333,"unburned","medium","2019-06-18",37.4895833333321
"12",-0.586624327450128,-0.638522007902366,-0.499029525737148,"FRCH","storm3","06","18","fDOM",0.2138,0.2134,0.2142,"06","18","2019",152,"Q.norm",1.80649707811435,0.132472880733978,0.95,1.54079012809395,2.07220402813474,13.6367312925128,53,5.72340517840221e-19,-0.586624327450128,20.2,17.4312691666667,16.6,80.6000000000001,87,15.420759672619,50,0.404,168.489583333333,"unburned","medium","2019-06-18",37.4895833333321
"13",0.657894736842163,0.598684210526317,0.66644736842107,"FRCH","storm3","06","18","SPC",-0.0421,-0.0432,-0.0411,"06","18","2019",280,"Q.norm",-0.294778194689163,0.0381951259285084,0.95,-0.371354811572964,-0.218201577805362,-7.7176913944704,54,2.82064123533673e-10,0.657894736842163,20.2,17.4312691666667,16.6,80.6000000000001,87,15.420759672619,50,0.404,168.489583333333,"unburned","medium","2019-06-18",37.4895833333321
"14",-0.165801708292788,-0.216888312249974,-0.0791707211590452,"FRCH","storm3","06","18","turb",0,0,0,"06","18","2019",406,"Q.norm",1.08874110029499,0.0957942818669151,0.95,0.896602103066072,1.2808800975239,11.3654080293389,53,7.93856628504493e-16,-0.165801708292788,20.2,17.4312691666667,16.6,80.6000000000001,87,15.420759672619,50,0.404,168.489583333333,"unburned","medium","2019-06-18",37.4895833333321
"15",-0.557350283457214,-0.611408200102868,-0.507030342567403,"FRCH","storm3","06","18","abs",NA,NA,NA,NA,NA,"2019",514,"Q.norm",1.93712299003919,0.0907370391828342,0.95,1.75528190001373,2.11896408006466,21.3487568856629,55,2.737784860337e-28,-0.557350283457214,20.2,17.4312691666667,16.6,80.6000000000001,87,NA,50,0.404,168.489583333333,"unburned","medium","2019-06-18",37.4895833333321
"16",0.445013795821842,0.270577274518916,0.491919590067016,"FRCH","storm4","06","20","NO3",-0.0925,-0.1139,-0.0748,"06","20","2019",34,"Q.norm",-0.237091285344557,0.0545267541256358,0.95,-0.351647744869909,-0.122534825819205,-4.34816429377534,18,0.000387458760637949,0.445013795821842,16,19.0539809027778,36.8,96.8000000000001,107.2,16.2873382936508,48,0.333333333333333,170.65625,"unburned","medium","2019-06-20",39.65625
"17",-0.493419917855104,-0.527134307372273,-0.443296886502627,"FRCH","storm4","06","20","fDOM",-0.1169,-0.1182,-0.1155,"06","20","2019",154,"Q.norm",0.946088378313689,0.0386248345848479,0.95,0.864940612033717,1.02723614459366,24.4943023959209,18,2.83651629022839e-15,-0.493419917855104,16,19.0539809027778,36.8,96.8000000000001,107.2,16.2873382936508,48,0.333333333333333,170.65625,"unburned","medium","2019-06-20",39.65625
