"","Hyst_index","HI_ymin","HI_ymax","site.ID","storm.ID","month.x","day.x","response_var","Flush_index","FI_ymin","FI_ymax","month.y","day.y","year","X1","Parameter","Beta_index","SE","CI","Beta_ymin","Beta_ymax","t","df","p","X1_1","HI","precip","temp","precip.week","precip.month","ThreeMonth","temp.week","TOTAL.TIME","Intensity","doy","burn","pf","date","TimeSinceChena"
"64",-0.52104403,-0.59580273,-0.4409767355,"MOOS","storm6","08","25","turb",0.1473,0.1186,0.186,"08","25","2021",307,"Q.norm",-0.07622964,0.082129227,0.95,-0.242092978,0.089633699,-0.928167019,41,0.358753218,29,-0.521044029994231,2.6,4.45772265625,17.8,42,114.2,7.27112276785714,31.8333333333333,0.0816753926701571,236.899305555556,"unburned","medium",2021-08-25,109.899305555555
"65",0.5585678995,0.4041785195,0.6564268605,"MOOS","storm7","08","27","fDOM",-0.9504,-0.9518,-0.9494,"08","27","2021",219,"Q.norm",-0.003008766,0.003343001,0.95,-0.009650221,0.003632689,-0.900019447,90,0.370511822,10,0.558567899386132,4.4,2.54522756410256,12.8,35.2,117,5.51787946428571,64.8333333333333,0.067866323907455,238.232638888889,"unburned","medium",2021-08-27,111.232638888891
"66",0.796087533,0.6614058355,0.875464191,"MOOS","storm7","08","27","SPC",-0.7013,-0.7049,-0.6999,"08","27","2021",129,"Q.norm",-0.061910781,0.012880642,0.95,-0.087500426,-0.036321137,-4.806497909,90,6.12e-06,20,0.796087533156502,4.4,2.54522756410256,12.8,35.2,117,5.51787946428571,64.8333333333333,0.067866323907455,238.232638888889,"unburned","medium",2021-08-27,111.232638888891
"67",-0.4947818865,-0.593634832,-0.3409662665,"MOOS","storm7","08","27","turb",0.4483,0.4101,0.4936,"08","27","2021",309,"Q.norm",0.283227887,0.057511144,0.95,0.168954469,0.397501305,4.924747925,89,3.87e-06,30,-0.494781886858113,4.4,2.54522756410256,12.8,35.2,117,5.51787946428571,64.8333333333333,0.067866323907455,238.232638888889,"unburned","medium",2021-08-27,111.232638888891
"68",0.346938775510204,0.306122448979592,0.357142857142857,"CARI","storm1","05","16","NO3",NA,NA,NA,"05","16","2021",2,"Q.norm",-1.102913311,0.091102019,0.95,-1.284966169,-0.920860454,-12.10635424,63,4.3e-18,1,0.346938776,8.636,6.917514881,0,0,0,NA,41.96666667,0.205782367,135.5319444,"burned","medium",2021-05-16,8.53194440000152
"69",-0.491961414790996,-0.631248173048816,-0.364074831920491,"CARI","storm1","05","16","fDOM",0.1612,0,0,"05","16","2021",161,"Q.norm",-0.029806656,0.037873463,0.95,-0.105467596,0.045854284,-0.787006352,64,0.434182909,11,-0.119244631,8.636,6.917514881,0,0,0,NA,41.96666667,0.205782367,135.5319444,"burned","medium",2021-05-16,8.53194440000152
"70",0.0915956622773044,0.0879163439194423,0.0943067389620448,"CARI","storm1","05","16","SPC",0.0249,0,0,"05","16","2021",71,"Q.norm",1.324547737,0.072161968,0.95,1.180343551,1.468751923,18.35520528,63,5.67e-27,20,0.071710127,8.636,6.917514881,0,0,0,NA,41.96666667,0.205782367,135.5319444,"burned","medium",2021-05-16,8.53194440000152
"71",-0.277342289039172,-0.324253980711102,-0.188235366249946,"CARI","storm1","05","16","turb",0.0229,0,0,"05","16","2021",251,"Q.norm",1.991031421,0.13700749,0.95,1.7172438,2.264819042,14.5322816,63,8.63e-22,29,-0.246643213,8.636,6.917514881,0,0,0,NA,41.96666667,0.205782367,135.5319444,"burned","medium",2021-05-16,8.53194440000152
"72",0.500000000000001,0.437500000000001,0.531250000000001,"CARI","storm2","06","01","NO3",NA,NA,NA,"06","01","2021",8,"Q.norm",-0.09574601,0.054433138,0.95,-0.204456494,0.012964473,-1.758965472,65,0.083289697,3,0.5,12.7,2.236290476,8.636,8.636,8.636,6.917514881,34.96666667,0.363203051,238.0736111,"burned","medium",2021-08-27,111.073611100001
"73",-0.145098039215686,-0.154154995331466,-0.114565826330532,"CARI","storm2","06","01","fDOM",0.2218,0,0,"06","01","2021",167,"Q.norm",-1.040456734,0.144427424,0.95,-1.328898218,-0.752015251,-7.204010893,65,7.56e-10,12,-0.118121619,12.7,2.236290476,8.636,8.636,8.636,6.917514881,34.96666667,0.363203051,238.0736111,"burned","medium",2021-08-27,111.073611100001
"74",0.606873822975518,0.533898305084746,0.678954802259887,"CARI","storm2","06","01","SPC",NA,NA,NA,"06","01","2021",77,"Q.norm",0.155507097,0.013530955,0.95,0.128475906,0.182538288,11.49269162,64,3.31e-17,21,0.627012522,12.7,2.236290476,8.636,8.636,8.636,6.917514881,34.96666667,0.363203051,238.0736111,"burned","medium",2021-08-27,111.073611100001
"75",0.310943060498221,0.241992882562277,0.385231316725979,"CARI","storm2","06","01","turb",NA,NA,NA,"06","01","2021",257,"Q.norm",-0.745821385,0.177494516,0.95,-1.100302412,-0.391340359,-4.201940441,65,8.24e-05,30,0.195500928,12.7,2.236290476,8.636,8.636,8.636,6.917514881,34.96666667,0.363203051,238.0736111,"burned","medium",2021-08-27,111.073611100001
"76",0.0400000000000005,0.0200000000000003,0.0999999999999993,"CARI","storm3","06","19","NO3",NA,NA,NA,"06","19","2021",10,"Q.norm",0.111795769,0.126671646,0.95,-0.146225931,0.36981747,0.882563484,32,0.384054246,4,0.04,2.159,5.580838542,21.336,21.336,21.336,4.789685606,2130.966667,0.001013155,239.53125,"burned","medium",2021-08-28,112.53125
"77",-0.729362652869238,-0.833960489181562,-0.369238005644403,"CARI","storm3","06","19","fDOM",0.6285,0,0,"06","19","2021",169,"Q.norm",-0.236020196,0.049030099,0.95,-0.33589124,-0.136149152,-4.813781717,32,3.41e-05,13,-0.5625,2.159,5.580838542,21.336,21.336,21.336,4.789685606,2130.966667,0.001013155,239.53125,"burned","medium",2021-08-28,112.53125
"78",0.752997002997003,0.741258741258741,0.779470529470529,"CARI","storm3","06","19","SPC",NA,NA,NA,"06","19","2021",79,"Q.norm",1.109968191,0.110855275,0.95,0.883877366,1.336059015,10.01276833,31,3.11e-11,22,0.762699203,2.159,5.580838542,21.336,21.336,21.336,4.789685606,2130.966667,0.001013155,239.53125,"burned","medium",2021-08-28,112.53125
"79",0.226760563380282,0.153521126760563,0.254929577464789,"CARI","storm3","06","19","turb",0.6073,0,0,"06","19","2021",259,"Q.norm",0.699746074,0.078466718,0.95,0.539914599,0.859577549,8.917743595,32,3.46e-10,31,0.161317568,2.159,5.580838542,21.336,21.336,21.336,4.789685606,2130.966667,0.001013155,239.53125,"burned","medium",2021-08-28,112.53125
"80",0.3,0.166041666666672,0.416666666666666,"CARI","storm4","07","24","NO3",NA,NA,NA,"07","24","2021",12,"Q.norm",0.111795769,0.126671646,0.95,-0.146225931,0.36981747,0.882563484,32,0.384054246,5,0.258333333,8.763,11.79741667,23.495,23.495,23.495,5.060165242,426.9833333,0.020523049,152.40625,"burned","medium",2021-06-02,25.40625
"81",-0.862135922330097,-0.924077669902913,-0.743980582524272,"CARI","storm4","07","24","fDOM",0.3425,0,0,"07","24","2021",171,"Q.norm",-0.236020196,0.049030099,0.95,-0.33589124,-0.136149152,-4.813781717,32,3.41e-05,14,-0.654694061,8.763,11.79741667,23.495,23.495,23.495,5.060165242,426.9833333,0.020523049,152.40625,"burned","medium",2021-06-02,25.40625
"82",0.728105906313645,0.660726408689748,0.754243041412084,"CARI","storm4","07","24","SPC",NA,NA,NA,"07","24","2021",81,"Q.norm",1.109968191,0.110855275,0.95,0.883877366,1.336059015,10.01276833,31,3.11e-11,23,0.772788656,8.763,11.79741667,23.495,23.495,23.495,5.060165242,426.9833333,0.020523049,152.40625,"burned","medium",2021-06-02,25.40625
"83",0.227735368956743,0.19529262086514,0.274809160305344,"CARI","storm4","07","24","turb",0.7848,0,0,"07","24","2021",261,"Q.norm",0.699746074,0.078466718,0.95,0.539914599,0.859577549,8.917743595,32,3.46e-10,32,0.187341772,8.763,11.79741667,23.495,23.495,23.495,5.060165242,426.9833333,0.020523049,152.40625,"burned","medium",2021-06-02,25.40625
"84",-0.65566037735849,-0.712264150943396,-0.44811320754717,"CARI","storm5","07","27","NO3",NA,NA,NA,"07","27","2021",14,"Q.norm",-0.066382633,0.029076426,0.95,-0.127240292,-0.005524973,-2.283039613,19,0.034116463,6,-0.641509434,29.972,13.35300295,32.258,32.258,32.258,6.507091723,938,0.031953092,170.1979167,"burned","medium",2021-06-20,43.197916699999
"85",-0.599722991689751,-0.635104507680685,-0.499307479224377,"CARI","storm5","07","27","fDOM",0.7794,0,0,"07","27","2021",173,"Q.norm",-0.302801948,0.051468301,0.95,-0.410526341,-0.195077556,-5.883270706,19,1.15e-05,15,-0.574483959,29.972,13.35300295,32.258,32.258,32.258,6.507091723,938,0.031953092,170.1979167,"burned","medium",2021-06-20,43.197916699999
"86",0.675612337465982,0.326731176292712,0.896734200181433,"CARI","storm5","07","27","SPC",NA,NA,NA,"07","27","2021",83,"Q.norm",1.763315217,0.232720654,0.95,1.274387265,2.252243169,7.576960549,18,5.27e-07,24,0.742105263,29.972,13.35300295,32.258,32.258,32.258,6.507091723,938,0.031953092,170.1979167,"burned","medium",2021-06-20,43.197916699999
"87",-0.0577889447236181,-0.118090452261307,0.0552763819095479,"CARI","storm5","07","27","turb",0.7477,0,0,"07","27","2021",263,"Q.norm",0.40801972,0.055504306,0.95,0.291847872,0.524191567,7.351136324,19,5.75e-07,33,-0.064236111,29.972,13.35300295,32.258,32.258,32.258,6.507091723,938,0.031953092,170.1979167,"burned","medium",2021-06-20,43.197916699999
"88",-0.328947368421052,-0.587719298245614,-0.100877192982456,"CARI","storm6","08","08","NO3",NA,NA,NA,"08","08","2021",16,"Q.norm",0.219446722,0.064708572,0.95,0.090831429,0.348062015,3.391308383,87,0.001048152,7,-0.359649123,21.59,12.74964141,40.894,62.23,62.23,11.44103621,287.9833333,0.074969616,209.2819444,"burned","medium",2021-07-29,82.2819444000015
"89",-0.775271739130434,-0.849565217391304,-0.704076086956522,"CARI","storm6","08","08","fDOM",NA,NA,NA,"08","08","2021",175,"Q.norm",-0.12625208,0.011497928,0.95,-0.149081486,-0.103422674,-10.98041986,94,1.55e-18,16,-0.572999446,21.59,12.74964141,40.894,62.23,62.23,11.44103621,287.9833333,0.074969616,209.2819444,"burned","medium",2021-07-29,82.2819444000015
"90",0.507064093728463,0.436078566505859,0.739145416953825,"CARI","storm6","08","08","SPC",NA,NA,NA,"08","08","2021",85,"Q.norm",1.413426143,0.050814916,0.95,1.312517791,1.514334494,27.81518225,93,7.32e-47,25,0.747066667,21.59,12.74964141,40.894,62.23,62.23,11.44103621,287.9833333,0.074969616,209.2819444,"burned","medium",2021-07-29,82.2819444000015
"91",0.221502590673575,0.207253886010362,0.254533678756477,"CARI","storm6","08","08","turb",NA,NA,NA,"08","08","2021",265,"Q.norm",0.424044944,0.038113232,0.95,0.348370229,0.499719658,11.1259247,94,7.64e-19,34,-0.035243408,21.59,12.74964141,40.894,62.23,62.23,11.44103621,287.9833333,0.074969616,209.2819444,"burned","medium",2021-07-29,82.2819444000015
"92",-0.525641025641026,-0.628205128205128,-0.356837606837608,"CARI","storm7","08","15","NO3",NA,NA,NA,"08","15","2021",18,"Q.norm",-2.01570291,0.250213629,0.95,-2.53002439,-1.501381429,-8.055927715,26,1.55e-08,8,-0.534188034,62.738,8.316919697,44.704,83.82,83.82,12.47640451,170.9833333,0.366924652,221.2819444,"burned","medium",2021-08-10,94.2819444000015
"93",-0.466787080322992,-0.485719825754356,-0.296897577560561,"CARI","storm7","08","15","fDOM",NA,NA,NA,"08","15","2021",177,"Q.norm",-1.274985815,0.13504517,0.95,-1.552575136,-0.997396493,-9.441180449,26,6.92e-10,17,-0.369767289,62.738,8.316919697,44.704,83.82,83.82,12.47640451,170.9833333,0.366924652,221.2819444,"burned","medium",2021-08-10,94.2819444000015
"94",0.466836117162915,0.455821834906802,0.476640038731542,"CARI","storm7","08","15","SPC",NA,NA,NA,"08","15","2021",87,"Q.norm",2.634182463,0.102557529,0.95,2.422961278,2.845403648,25.68492522,25,1.72e-19,26,0.460646479,62.738,8.316919697,44.704,83.82,83.82,12.47640451,170.9833333,0.366924652,221.2819444,"burned","medium",2021-08-10,94.2819444000015
"95",0.213803292528493,0.174651751794006,0.230899113550021,"CARI","storm7","08","15","turb",NA,NA,NA,"08","15","2021",267,"Q.norm",0.184561803,0.06074208,0.95,0.059704669,0.309418937,3.038450485,26,0.005359836,35,0.03734593,62.738,8.316919697,44.704,83.82,83.82,12.47640451,170.9833333,0.366924652,221.2819444,"burned","medium",2021-08-10,94.2819444000015
"96",-0.0543478260869567,-0.0978260869565215,0.0108695652173914,"CARI","storm8","08","20","NO3",NA,NA,NA,"08","20","2021",20,"Q.norm",0.366594373,0.043391944,0.95,0.281019332,0.452169415,8.448443188,196,6.6e-15,9,-0.043478261,17.78,4.814800412,84.328,146.558,146.558,9.700263807,84.98333333,0.209217494,228.4069444,"burned","medium",2021-08-17,101.406944400002
"97",-0.083560975609756,-0.145853658536585,-0.00653658536585366,"CARI","storm8","08","20","fDOM",0.1459,0,0,"08","20","2021",179,"Q.norm",-0.560817592,0.023044321,0.95,-0.606261395,-0.515373789,-24.33647765,198,2.02e-61,18,-0.030093127,17.78,4.814800412,84.328,146.558,146.558,9.700263807,84.98333333,0.209217494,228.4069444,"burned","medium",2021-08-17,101.406944400002
"98",0.419366715758468,0.379970544918999,0.44661266568483,"CARI","storm8","08","20","SPC",NA,NA,NA,"08","20","2021",89,"Q.norm",0.820785613,0.010069308,0.95,0.800929376,0.840641849,81.51361012,199,7.66e-155,27,0.423245614,17.78,4.814800412,84.328,146.558,146.558,9.700263807,84.98333333,0.209217494,228.4069444,"burned","medium",2021-08-17,101.406944400002
"99",0.107792207792208,0.0785714285714285,0.12987012987013,"CARI","storm8","08","20","turb",0.0737,0,0,"08","20","2021",269,"Q.norm",0.341934754,0.02684284,0.95,0.28900184,0.394867668,12.73839706,199,1.43e-27,36,0.063684211,17.78,4.814800412,84.328,146.558,146.558,9.700263807,84.98333333,0.209217494,228.4069444,"burned","medium",2021-08-17,101.406944400002
"100",0.558823529411763,0.529411764705881,0.661764705882353,"CARI","storm9","08","23","NO3",NA,NA,NA,"08","23","2021",22,"Q.norm",-0.482210162,0.054738097,0.95,-0.592050189,-0.372370134,-8.809406753,52,6.85e-12,10,0.470588235,2.667,4.13666821,74.422,164.338,164.338,6.291603175,26.96666667,0.098899876,231.9486111,"burned","medium",2021-08-20,104.948611100001
"101",-0.0105716765873017,-0.0163690476190476,-0.00564236111111105,"CARI","storm9","08","23","fDOM",NA,NA,NA,"08","23","2021",181,"Q.norm",-0.386363399,0.056509478,0.95,-0.499757964,-0.272968835,-6.837143263,52,9e-09,19,-0.005471738,2.667,4.13666821,74.422,164.338,164.338,6.291603175,26.96666667,0.098899876,231.9486111,"burned","medium",2021-08-20,104.948611100001
"102",-0.00719424460431511,-0.287769784172661,0.100719424460432,"CARI","storm9","08","23","SPC",NA,NA,NA,"08","23","2021",91,"Q.norm",0.137387316,0.014941692,0.95,0.107390618,0.167384014,9.194896872,51,2.08e-12,28,-0.086734694,2.667,4.13666821,74.422,164.338,164.338,6.291603175,26.96666667,0.098899876,231.9486111,"burned","medium",2021-08-20,104.948611100001
"103",-0.00751879699248118,-0.0181704260651629,0.006265664160401,"CARI","storm9","08","23","turb",0.0996,0,0,"08","23","2021",271,"Q.norm",0.115416478,0.03350489,0.95,0.048183998,0.182648957,3.444765182,52,0.001138196,37,-0.002765487,2.667,4.13666821,74.422,164.338,164.338,6.291603175,26.96666667,0.098899876,231.9486111,"burned","medium",2021-08-20,104.948611100001
"104",-0.120764061081528,-0.154499139601372,0.0665149113179676,"POKE","storm1","05","16","fDOM",0.4472,0.4455,0.4488,"05","16","2021",221,"Q.norm",0.016531134,0.02194192,0.95,-0.027344448,0.060406716,0.753404155,61,0.454105241,8,-0.120764061081528,9.525,7.24742302259887,0.508,0.508,0.508,8.09315878378378,NA,NA,135.28125,"burned","medium",2021-05-16,8.28125
"105",0.492860281195078,0.366871704745166,0.690246045694195,"POKE","storm1","05","16","SPC",NA,NA,NA,"05","16","2021",131,"Q.norm",-0.402322293,0.064780189,0.95,-0.531858287,-0.272786298,-6.210576046,61,5.16e-08,12,0.492860281195078,9.525,7.24742302259887,0.508,0.508,0.508,8.09315878378378,NA,NA,135.28125,"burned","medium",2021-05-16,8.28125
"106",-0.223895925667619,-0.279244752412877,-0.137166190465478,"POKE","storm1","05","16","turb",NA,NA,NA,"05","16","2021",311,"Q.norm",0.838244918,0.187347056,0.95,0.463495011,1.212994825,4.474289255,60,3.48e-05,16,-0.223895925667619,9.525,7.24742302259887,0.508,0.508,0.508,8.09315878378378,NA,NA,135.28125,"burned","medium",2021-05-16,8.28125
"107",0.495514470058737,0.00531428499707587,0.49778713856231,"POKE","storm2","06","01","NO3",-0.8243,-0.8374,-0.8095,"06","01","2021",42,"Q.norm",-0.011406135,0.001799601,0.95,-0.014960513,-0.007851758,-6.338146863,158,2.32e-09,1,0.495514470058737,7.493,10.1855303819444,0.635,12.192,12.192,7.9244660218254,47,0.159425531914894,151.28125,"burned","medium",2021-06-01,24.28125
"108",-0.456506694991633,-0.508690614136732,-0.303042117291107,"POKE","storm2","06","01","fDOM",0.1953,0.195,0.1956,"06","01","2021",223,"Q.norm",-1.227260204,0.084027089,0.95,-1.393221441,-1.061298968,-14.60553049,158,4.02e-31,9,-0.456506694991633,7.493,10.1855303819444,0.635,12.192,12.192,7.9244660218254,47,0.159425531914894,151.28125,"burned","medium",2021-06-01,24.28125
"109",0.740390131956367,0.622920252438296,0.815834767641997,"POKE","storm2","06","01","SPC",NA,NA,NA,"06","01","2021",133,"Q.norm",0.426425947,0.069664037,0.95,0.288826296,0.564025599,6.121177631,157,7.14e-09,13,0.740390131956367,7.493,10.1855303819444,0.635,12.192,12.192,7.9244660218254,47,0.159425531914894,151.28125,"burned","medium",2021-06-01,24.28125
"110",-0.162914275134234,-0.190279577855953,-0.104776893167932,"POKE","storm2","06","01","turb",NA,NA,NA,"06","01","2021",313,"Q.norm",0.942848595,0.137474892,0.95,0.671309678,1.214387512,6.85833305,157,1.51e-10,17,-0.162914275134234,7.493,10.1855303819444,0.635,12.192,12.192,7.9244660218254,47,0.159425531914894,151.28125,"burned","medium",2021-06-01,24.28125
"111",0.503021018968347,0.384029490027592,0.671581671264304,"POKE","storm3","06","19","NO3",-0.8407,-0.8538,-0.827,"06","19","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.503021018968347,13.589,14.4058134920635,1.27,25.019,35.306,15.6807445436508,NA,NA,169.28125,"burned","medium",2021-06-19,42.28125
"112",0.466382420465727,0.453263365037709,0.632420465726479,"POKE","storm4","07","23","NO3",NA,NA,NA,"07","23","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.466382420465727,13.335,11.9851414930556,2.54,2.667,39.243,16.8155126488095,NA,NA,203.815972222222,"burned","medium",2021-07-23,76.8159722222226
"113",-0.158832836932249,-0.317944899478785,-0.135796723752795,"POKE","storm5","07","27","NO3",NA,NA,NA,"07","27","2021",44,"Q.norm",-1.000347591,0.19559094,0.95,-1.389169511,-0.611525672,-5.1144884,86,1.89e-06,4,-0.158832836932249,21.971,12.8647175438596,1.27,17.272,33.02,13.1783460451977,88,0.249670454545455,207.357638888889,"burned","medium",2021-07-27,80.3576388888905
"114",-0.408207150368034,-0.510304942166141,-0.371992639327024,"POKE","storm5","07","27","fDOM",NA,NA,NA,"07","27","2021",225,"Q.norm",-0.261201863,0.029016016,0.95,-0.318883793,-0.203519933,-9.001989296,86,4.88e-14,10,-0.408207150368034,21.971,12.8647175438596,1.27,17.272,33.02,13.1783460451977,88,0.249670454545455,207.357638888889,"burned","medium",2021-07-27,80.3576388888905
"115",0.794873921698756,0.786247511612496,0.813619774386207,"POKE","storm5","07","27","SPC",NA,NA,NA,"07","27","2021",135,"Q.norm",1.195109141,0.15580415,0.95,0.885328751,1.504889532,7.670586075,85,2.59e-11,14,0.794873921698756,21.971,12.8647175438596,1.27,17.272,33.02,13.1783460451977,88,0.249670454545455,207.357638888889,"burned","medium",2021-07-27,80.3576388888905
"116",-0.0209674273454262,-0.0834796177101619,-0.0197971523307977,"POKE","storm5","07","27","turb",NA,NA,NA,"07","27","2021",315,"Q.norm",1.001395601,0.07228054,0.95,0.857706642,1.145084559,13.85429049,86,1.27e-23,18,-0.0209674273454262,21.971,12.8647175438596,1.27,17.272,33.02,13.1783460451977,88,0.249670454545455,207.357638888889,"burned","medium",2021-07-27,80.3576388888905
"117",0.499733475479732,0.464729921819454,0.523542999289264,"POKE","storm6","08","08","NO3",-0.2352,-0.2485,-0.2228,"08","08","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.499733475479732,21.844,9.05528541666666,4.953,4.953,44.831,12.1482529761905,37,0.590378378378378,219.524305555556,"burned","medium",2021-08-08,92.5243055555547
"118",-0.465156232469428,-0.46875584352444,-0.460843127080296,"POKE","storm6","08","08","fDOM",0.5954,0.5945,0.5963,"08","08","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,-0.465156232469428,21.844,9.05528541666666,4.953,4.953,44.831,12.1482529761905,37,0.590378378378378,219.524305555556,"burned","medium",2021-08-08,92.5243055555547
"119",0.86376404494382,0.862359550561796,0.869850187265939,"POKE","storm6","08","08","SPC",NA,NA,NA,"08","08","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.86376404494382,21.844,9.05528541666666,4.953,4.953,44.831,12.1482529761905,37,0.590378378378378,219.524305555556,"burned","medium",2021-08-08,92.5243055555547
"120",-0.0898769293870812,-0.173984571664237,-0.0887365937317601,"POKE","storm6","08","08","turb",NA,NA,NA,"08","08","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,-0.0898769293870812,21.844,9.05528541666666,4.953,4.953,44.831,12.1482529761905,37,0.590378378378378,219.524305555556,"burned","medium",2021-08-08,92.5243055555547
"121",-0.392138478182473,-0.447988898047498,-0.391525423728813,"POKE","storm7a","08","14","NO3",NA,NA,NA,"08","14","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,-0.392138478182473,62.738,5.16202802359882,5.715,40.005,79.248,7.34072991071428,NA,NA,225.815972222222,"burned","medium",2021-08-14,98.8159722222226
"122",0.432900908824388,0.328642626795659,0.475593667546179,"POKE","storm7b","08","19","NO3",-0.3425,-0.3487,-0.3359,"08","19","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.432900908824388,20.574,5.31442929292929,7.747,75.946,141.859,4.50603943452381,NA,NA,230.524305555556,"burned","medium",2021-08-19,103.524305555555
"123",0.530510585305086,0.512453300124521,0.646948941469479,"FRCH","storm7c","08","23","NO3",NA,NA,NA,NA,NA,"2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.530510585305086,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unburned","medium",NA,NA
"124",0.3954057835821,0.240049751243791,0.421097636815924,"FRCH","storm7d","08","26","NO3",NA,NA,NA,NA,NA,"2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.3954057835821,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unburned","medium",NA,NA
"125",0.00797476,0.000511124,0.013438377,"VAUL","storm1a","07","23","NO3",-0.0191,-0.0194,-0.0187,"07","23","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00797476,45.4,NA,36,36.2,96.2,NA,93.83333333,0.48383659,203.6493056,"unburned","high",2021-07-23,76.6493055999999
"126",-0.2605960025,-0.373757125,-0.193700844,"VAUL","storm1b","07","27","NO3",-0.3024,-0.3195,-0.282,"07","27","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-0.260596003,6.6,NA,6.8,81.8,88.8,NA,114.8333333,0.057474601,207.6076389,"unburned","high",2021-07-27,80.6076389000009
"127",0.166198698,0.053357776,0.276417,"VAUL","storm1b","07","27","fDOM",NA,NA,NA,"07","27","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.166198698,6.6,NA,6.8,81.8,88.8,NA,114.8333333,0.057474601,207.6076389,"unburned","high",2021-07-27,80.6076389000009
"128",0.611146489,0.3903893215,0.7467161125,"VAUL","storm1b","07","27","SPC",NA,NA,NA,"07","27","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0.611146489,6.6,NA,6.8,81.8,88.8,NA,114.8333333,0.057474601,207.6076389,"unburned","high",2021-07-27,80.6076389000009
"129",-0.070419488,-0.1209535521125,-0.038841234,"VAUL","storm1b","07","27","turb",NA,NA,NA,"07","27","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-0.070419488,6.6,NA,6.8,81.8,88.8,NA,114.8333333,0.057474601,207.6076389,"unburned","high",2021-07-27,80.6076389000009
"130",-0.0512173395,-0.0924881235,0.1866092635,"VAUL","storm2","08","05","NO3",-0.2739,-0.334,-0.2223,"08","05","2021",59,"Q.norm",-0.405053161,0.0796979,0.95,-0.574925215,-0.235181107,-5.082356733,15,0.000135066,3,-0.05121734,6.2,NA,0,12.8,93.4,NA,16.83333333,0.368316832,216.3993056,"unburned","high",2021-08-05,89.3993055999999
"131",0.603470437,0.358269066,0.818866038,"VAUL","storm2","08","05","fDOM",NA,NA,NA,"08","05","2021",239,"Q.norm",0.847161083,0.122400446,0.95,0.584638235,1.10968393,6.921225456,14,7.08e-06,7,0.603470437,6.2,NA,0,12.8,93.4,NA,16.83333333,0.368316832,216.3993056,"unburned","high",2021-08-05,89.3993055999999
"132",-0.466755043,-0.5098253275,-0.421345394,"VAUL","storm2","08","05","SPC",NA,NA,NA,"08","05","2021",149,"Q.norm",-0.050187929,0.01567608,0.95,-0.083600702,-0.016775156,-3.201561266,15,0.005944815,14,-0.466755043,6.2,NA,0,12.8,93.4,NA,16.83333333,0.368316832,216.3993056,"unburned","high",2021-08-05,89.3993055999999
"133",0.3707007505,0.2939756885,0.436306757,"VAUL","storm2","08","05","turb",NA,NA,NA,"08","05","2021",330,"Q.norm",-0.168780861,0.036183444,0.95,-0.245904046,-0.091657676,-4.664588079,15,0.000305338,21,0.370700751,6.2,NA,0,12.8,93.4,NA,16.83333333,0.368316832,216.3993056,"unburned","high",2021-08-05,89.3993055999999
"134",-0.091318404,-0.0923247615,-0.08930569,"VAUL","storm3","08","08","NO3",-0.0228,-0.0236,-0.0222,"08","08","2021",61,"Q.norm",-1.269305861,0.119465103,0.95,-1.508271646,-1.030340077,-10.62490915,60,2.05e-15,4,-0.091318404,48.4,NA,5.6,12,101.8,NA,166.8333333,0.29010989,219.5243056,"unburned","high",2021-08-08,92.5243055999999
"135",0.3702778265,0.267187858,0.422331854,"VAUL","storm3","08","08","fDOM",-0.6255,-0.6258,-0.6253,"08","08","2021",241,"Q.norm",-0.009781088,0.001351925,0.95,-0.01248534,-0.007076836,-7.234935268,60,9.94e-10,8,0.370277827,48.4,NA,5.6,12,101.8,NA,166.8333333,0.29010989,219.5243056,"unburned","high",2021-08-08,92.5243055999999
"136",0.768248298,0.7539989075,0.775561066,"VAUL","storm3","08","08","SPC",-0.5806,-0.5807,-0.5804,"08","08","2021",151,"Q.norm",-0.045345457,0.005804403,0.95,-0.056955993,-0.033734922,-7.812251075,60,1.02e-10,15,0.768248298,48.4,NA,5.6,12,101.8,NA,166.8333333,0.29010989,219.5243056,"unburned","high",2021-08-08,92.5243055999999
