"","Hyst_index","HI_ymin","HI_ymax","site.ID","storm.ID","month.x","day.x","response_var","Flush_index","FI_ymin","FI_ymax","month.y","day.y","year"
"1",-0.364642857,-0.432142857,-0.208095238,"FRCH","storm1","07","23","NO3",-0.6313,-0.6534,-0.6088,"07","23","2021"
"2",-0.2376255815,-0.2847586378,-0.065425141,"FRCH","storm2","07","23","NO3",-0.082,-0.0999,-0.0658,"07","27","2021"
"3",-0.4206065265,-0.466486113,-0.2095425975,"FRCH","storm2","07","23","fDOM",0.3009,0.2949,0.308,"07","27","2021"
"4",0.628829699,0.592326801,0.696798234,"FRCH","storm2","07","23","SPC",-0.6133,-0.6162,-0.6095,"07","27","2021"
"5",-0.182102273,-0.2952344074125,-0.067089161,"FRCH","storm2","07","23","turb",0.0544,0.0514,0.0617,"07","27","2021"
"6",0.150956284,-0.000455373,0.2521630235,"FRCH","storm3","08","05","NO3",0.2484,0.2282,0.2701,"08","05","2021"
"7",0.406932605,0.3730754125,0.465316524,"FRCH","storm3","08","05","fDOM",-0.4001,-0.4116,-0.391,"08","05","2021"
"8",0.6416272785,0.600101283,0.6802224006625,"FRCH","storm3","08","05","SPC",-0.2964,-0.3018,-0.2936,"08","05","2021"
"9",-0.195564036,-0.2173975925,-0.177607135,"FRCH","storm3","08","05","turb",0.0532,0.0105,0.1278,"08","05","2021"
"10",-0.092280022,-0.1133093525,0.058522413,"FRCH","storm4","08","08","NO3",0.14,0.1051,0.1662,"08","08","2021"
"11",0.1461703715,0.143452146,0.147737735,"FRCH","storm4","08","08","fDOM",-0.268,-0.275,-0.2628,"08","08","2021"
"12",0.8303619665,0.73095624,0.895191788,"FRCH","storm4","08","08","SPC",-0.6811,-0.6883,-0.6753,"08","08","2021"
"13",-0.105639458,-0.157332332,-0.0275205295,"FRCH","storm4","08","08","turb",0.1407,0.0628,0.1791,"08","08","2021"
"14",0.7889465875,0.773924332,0.794881306,"FRCH","storm5a","08","15","NO3",-0.1489,-0.1858,-0.1045,"08","15","2021"
"15",-0.319548872,-0.327088462,-0.3108303115,"FRCH","storm5a","08","15","fDOM",NA,NA,NA,"08","15","2021"
"16",0.770899471,0.752910053,0.8056878305,"FRCH","storm5a","08","15","SPC",NA,NA,NA,"08","15","2021"
"17",-0.199815683,-0.2147937745,-0.17215692,"FRCH","storm5a","08","15","turb",NA,NA,NA,"08","15","2021"
"18",-0.4521525215,-0.513284133,-0.4062730625,"FRCH","storm5b","08","17","NO3",-0.2789,-0.3057,-0.2415,"08","17","2021"
"19",-0.5779740765,-0.6764550815,-0.52974574,"FRCH","storm5b","08","17","fDOM",NA,NA,NA,"08","17","2021"
"20",0.387632979,0.342641844,0.407801418,"FRCH","storm5b","08","17","SPC",NA,NA,NA,"08","17","2021"
"21",0.059166749,-0.0056023915,0.118963166,"FRCH","storm5b","08","17","turb",NA,NA,NA,"08","17","2021"
"22",0.732060185,0.706597222,0.7974537035,"FRCH","storm6a","08","19","NO3",-0.0935,-0.2243,0.0166,"08","19","2021"
"23",-0.051885989,-0.082325149,0.0096042135,"FRCH","storm6a","08","19","fDOM",NA,NA,NA,"08","19","2021"
"24",0.2312423125,0.167896679,0.2601476015,"FRCH","storm6a","08","19","SPC",NA,NA,NA,"08","19","2021"
"25",-0.17862269,-0.1899042825,-0.1646429409875,"FRCH","storm6a","08","19","turb",NA,NA,NA,"08","19","2021"
"26",-0.006378157,-0.454330808,0.015220423,"FRCH","storm6b","08","20","NO3",NA,NA,NA,"08","20","2021"
"27",0.1256545555,0.003221499,0.269182198,"FRCH","storm6b","08","20","fDOM",NA,NA,NA,"08","20","2021"
"28",0.30853563,0.2394283475,0.329678935,"FRCH","storm6b","08","20","SPC",NA,NA,NA,"08","20","2021"
"29",-0.0213245025,-0.036701707,-0.003757498,"FRCH","storm6b","08","20","turb",NA,NA,NA,"08","20","2021"
"30",-0.008899676,-0.033441208,0.014832794,"FRCH","storm7","08","25","NO3",-0.7609,-0.797,-0.7291,"08","25","2021"
"31",-0.6886304405,-0.778459734,-0.518699505,"FRCH","storm7","08","25","fDOM",0.5893,0.5847,0.5931,"08","25","2021"
"32",0.6382823875,0.5573144105,0.71797671,"FRCH","storm7","08","25","SPC",-0.786,-0.7973,-0.7784,"08","25","2021"
"33",-0.015133376,-0.095526579,0.024285522,"FRCH","storm7","08","25","turb",0.0035,-0.0286,0.0313,"08","25","2021"
"34",-0.0658829295,-0.1147579765,-0.0401999425,"FRCH","storm8","08","27","NO3",-0.0151,-0.0162,-0.014,"08","27","2021"
"35",-0.147444308,-0.267156589,0.005839056,"FRCH","storm8","08","27","fDOM",-0.0865,-0.0876,-0.0851,"08","27","2021"
"36",0.6520489755,0.552973513,0.691529235,"FRCH","storm8","08","27","SPC",-0.1023,-0.1028,-0.102,"08","27","2021"
"37",-0.2515289645,-0.356914472,-0.182225770437501,"FRCH","storm8","08","27","turb",0.2562,0.2202,0.3013,"08","27","2021"
"38",-0.0408075605,-0.132731959,0.0035557465,"MOOS","storm1","07","23","fDOM",NA,NA,NA,"07","23","2021"
"39",0.559782609,0.389673913,0.612137681,"MOOS","storm1","07","23","SPC",NA,NA,NA,"07","23","2021"
"40",-0.0067783815,-0.05419686,0.0185688405,"MOOS","storm1","07","23","turb",NA,NA,NA,"07","23","2021"
"41",0.2318977425,0.2129240945,0.377097609037499,"MOOS","storm2","07","27","fDOM",-0.5351,-0.5385,-0.5326,"07","27","2021"
"42",0.1995172125,0.192170445,0.3075146935,"MOOS","storm2","07","27","SPC",NA,NA,NA,"07","27","2021"
"43",-0.2565961035,-0.47421364,-0.165790239,"MOOS","storm2","07","27","turb",0.4737,0.4463,0.4985,"07","27","2021"
"44",0.0673800105,0.0397311389750001,0.0978425215,"MOOS","storm3a","08","06","fDOM",-0.4031,-0.4064,-0.4,"08","06","2021"
"45",0.880630631,0.588963964,0.9251126125,"MOOS","storm3a","08","06","SPC",NA,NA,NA,"08","06","2021"
"46",-0.3445110165,-0.349962482,-0.341844971,"MOOS","storm3a","08","06","turb",0.497,0.429,0.6671,"08","06","2021"
"47",-0.4820315085,-0.488655163,-0.33776501,"MOOS","storm3b","08","08","fDOM",-0.104,-0.1045,-0.1035,"08","08","2021"
"48",0.284349696,0.2461411945,0.2959366565,"MOOS","storm3b","08","08","SPC",-0.0711,-0.0714,-0.0709,"08","08","2021"
"49",-0.16587788,-0.2051256605,-0.162899981,"MOOS","storm3b","08","08","turb",0.2196,0.1371,0.5305,"08","08","2021"
"50",0.8213110845,0.754609624,0.8686409335,"MOOS","storm4a","08","15","fDOM",-0.9355,-0.9363,-0.9346,"08","15","2021"
"51",0.851454375,0.835913676,0.8628899835,"MOOS","storm4a","08","15","SPC",-0.6736,-0.6753,-0.673,"08","15","2021"
"52",-0.395123788,-0.4070582,-0.370852098,"MOOS","storm4a","08","15","turb",0.6799,0.6578,0.7161,"08","15","2021"
"53",-0.4337263705,-0.609881971,-0.275902066,"MOOS","storm4b","08","17","fDOM",-0.0427,-0.0475,-0.0393,"08","17","2021"
"54",0.1303327645,0.017278157,0.1754124005,"MOOS","storm4b","08","17","SPC",-0.1775,-0.1806,-0.1763,"08","17","2021"
"55",0.0420820865,-0.0097198365,0.10258628,"MOOS","storm4b","08","17","turb",0.0773,0.0444,0.1356,"08","17","2021"
