"","Hyst_index","HI_ymin","HI_ymax","site.ID","storm.ID","month.x","day.x","response_var","Flush_index","FI_ymin","FI_ymax","month.y","day.y","year","X1","Parameter","Beta_index","SE","CI","Beta_ymin","Beta_ymax","t","df","p","HI","precip","temp","precip.week","precip.month","ThreeMonth","temp.week","TOTAL.TIME","Intensity","doy","burn","pf","date","TimeSinceChena"
"1",-0.158652396744042,-0.284142297256542,-0.0015827555019575,"FRCH","storm1","06","21","NO3",-0.1245,-0.1354,-0.1147,"06","21","2018",24,"Q.norm",-0.0728273604888498,0.070372420867112,0.95,-0.375615449231807,0.229960728254108,-1.03488496759794,2,0.409454863865803,-0.158652396744042,8.128,14.0509636150235,0,0,0,16.5251488095238,70.5,0.115290780141844,171.041666666667,"unburned","medium","2018-06-21",42.0416666666679
"2",-0.381379154685308,-0.523944531684771,-0.263785683295618,"FRCH","storm1","06","21","fDOM",0.1125,0.1109,0.1134,"06","21","2018",76,"Q.norm",0.064805338248915,1.00088218555066,0.95,-4.24164312956823,4.37125380606606,0.0647482183062944,2,0.954264005787613,-0.381379154685308,8.128,14.0509636150235,0,0,0,16.5251488095238,70.5,0.115290780141844,171.041666666667,"unburned","medium","2018-06-21",42.0416666666679
"3",-0.333333333333358,-0.513157894736871,-0.228070175438603,"FRCH","storm1","06","21","SPC",0.375,0.3472,0.3958,"06","21","2018",130,"Q.norm",-0.0622645776939672,1.95677162298522,0.95,-8.4815733428276,8.35704418743966,-0.0318200534812425,2,0.977505517689926,-0.333333333333358,8.128,14.0509636150235,0,0,0,16.5251488095238,70.5,0.115290780141844,171.041666666667,"unburned","medium","2018-06-21",42.0416666666679
"4",-0.107441655658301,-0.158740642888595,-0.0378687802730078,"FRCH","storm1","06","21","turb",-0.0045,-0.0077,-0.0013,"06","21","2018",180,"Q.norm",0.403146723369995,0.782650922247547,0.95,-2.96432840367935,3.77062185041934,0.5151041312419,2,0.657761331488653,-0.107441655658301,8.128,14.0509636150235,0,0,0,16.5251488095238,70.5,0.115290780141844,171.041666666667,"unburned","medium","2018-06-21",42.0416666666679
"5",-0.14257188498402,-0.204173322683723,-0.133686102236437,"FRCH","storm1","06","21","abs",NA,NA,NA,NA,NA,"2018",208,"Q.norm",0.507596572541447,4.72814922246298,0.95,-19.8359875861517,20.8511807312346,0.107356292844969,2,0.92430542607616,-0.14257188498402,8.128,14.0509636150235,0,0,0,NA,NA,NA,171.041666666667,"unburned","medium","2018-06-21",42.0416666666679
"6",0.354181400282885,0.327086280056575,0.479048797736916,"FRCH","storm2a","06","30","NO3",0.0066,0.0065,0.0068,"06","29","2018",26,"Q.norm",-0.106920259617435,0.0352068854040497,0.95,-0.177708447118511,-0.0361320721163598,-3.03691333074117,48,0.00385692454351467,0.354181400282885,18.163,15.1760483058608,14.351,28.956,226.314,13.5724174063116,181.5,0.100071625344353,180.958333333333,"unburned","medium","2018-06-30",51.9583333333321
"7",-0.460022142904358,-0.518128304911099,-0.408191222156125,"FRCH","storm2a","06","30","abs",NA,NA,NA,NA,NA,"2018",210,"Q.norm",1.23675623860571,0.0407764917981124,0.95,1.15493222161741,1.31858025559402,30.3301285635113,52,9.79645944595552e-35,-0.460022142904358,18.163,15.1760483058608,14.351,28.956,226.314,NA,NA,NA,180.958333333333,"unburned","medium","2018-06-30",51.9583333333321
"8",0.513470281192121,0.370685300555639,0.59993264859404,"FRCH","storm3","07","11","NO3",0.0519,0.0394,0.067,"07","10","2018",28,"Q.norm",-0.111687285893122,0.00900625208646243,0.95,-0.130055658125098,-0.0933189136611461,-12.4010836939599,31,1.48840493386643e-13,0.513470281192121,14.097,12.6365522959184,10.287,45.849,207.266,14.4337410714286,97.5,0.144584615384615,191.166666666667,"unburned","medium","2018-07-11",62.1666666666679
"9",-0.476922783748762,-0.51657900754631,-0.39073100083848,"FRCH","storm3","07","11","abs",NA,NA,NA,NA,NA,"2018",212,"Q.norm",0.537164535866621,0.0415609367262386,0.95,0.452400446568627,0.621928625164615,12.9247456428838,31,5.05171953137918e-14,-0.476922783748762,14.097,12.6365522959184,10.287,45.849,207.266,NA,NA,NA,191.166666666667,"unburned","medium","2018-07-11",62.1666666666679
"10",0.619437305559318,0.602664682808063,0.625896117949422,"FRCH","storm4a","07","15","NO3",-0.2524,-0.256,-0.2491,"07","15","2018",30,"Q.norm",0.0408230756967845,0.00697465021702083,0.95,0.0267036345021202,0.0549425168914488,5.85306422925131,38,9.05581094684224e-07,0.619437305559318,9.144,9.43686931818181,18.796,57.914,194.312,12.7670768849206,43.5,0.210206896551724,195.416666666667,"unburned","medium","2018-07-15",66.4166666666679
