"DateTime","Site","Q"
2018-05-29 07:00:00,"MOOS",1588.75356891815
2018-05-29 07:30:00,"MOOS",1591.54311235738
2018-05-29 08:00:00,"MOOS",1594.50238624826
2018-05-29 08:30:00,"MOOS",1597.59907470789
2018-05-29 09:00:00,"MOOS",1600.80086180801
2018-05-29 09:30:00,"MOOS",1604.07543162053
2018-05-29 10:00:00,"MOOS",1607.39046821737
2018-05-29 10:30:00,"MOOS",1610.71365567035
2018-05-29 11:00:00,"MOOS",1614.01267805131
2018-05-29 11:30:00,"MOOS",1617.25521943212
2018-05-29 12:00:00,"MOOS",1620.40896388469
2018-05-29 12:30:00,"MOOS",1623.44159548084
2018-05-29 13:00:00,"MOOS",1626.32079829247
2018-05-29 13:30:00,"MOOS",1629.01425639144
2018-05-29 14:00:00,"MOOS",1631.48965384957
2018-05-29 14:30:00,"MOOS",1633.71467473882
2018-05-29 15:00:00,"MOOS",1635.657003131
2018-05-29 15:30:00,"MOOS",1637.28432309791
2018-05-29 16:00:00,"MOOS",1638.56431871152
2018-05-29 16:30:00,"MOOS",1639.46467404364
2018-05-29 17:00:00,"MOOS",1639.95307316614
2018-05-29 17:30:00,"MOOS",1639.99720015092
2018-05-29 18:00:00,"MOOS",1639.56473906978
2018-05-29 18:30:00,"MOOS",1638.62337399466
2018-05-29 19:00:00,"MOOS",1637.14078899735
2018-05-29 19:30:00,"MOOS",1635.08466814982
2018-05-29 20:00:00,"MOOS",1632.42269552394
2018-05-29 20:30:00,"MOOS",1629.12255519134
2018-05-29 21:00:00,"MOOS",1625.15193122416
2018-05-29 21:30:00,"MOOS",1620.47850769409
2018-05-29 22:00:00,"MOOS",1615.06996867317
2018-05-29 22:30:00,"MOOS",1608.89399823308
2018-05-29 23:00:00,"MOOS",1601.91828044574
2018-05-29 23:30:00,"MOOS",1594.11049938312
2018-05-30 00:00:00,"MOOS",1585.43833911687
2018-05-30 00:30:00,"MOOS",1575.86948371911
2018-05-30 01:00:00,"MOOS",1565.37161726155
2018-05-30 01:30:00,"MOOS",1553.91242381616
2018-05-30 02:00:00,"MOOS",1585.88602259918
