"","site.ID","datetimeAK","Q","day","fDOM","SPC","Turb","NO3","DateTime","MeanDischarge","nitrateuM","fDOM.QSU.mn","SpCond.uScm.mn","Turbidity.FNU.mn"
"1","STRT",2019-10-04 18:30:00,2436.06243330265,2019-10-04,75.33,110.9,10.0125,23.0207576600368,2019-10-04 18:30:00,2436.06243330265,23.0207576600368,75.33,110.9,10.0125
"2","STRT",2019-10-04 18:45:00,2447.3220645993,2019-10-04,75.26,110.9,9.8425,23.0613167212615,2019-10-04 18:45:00,2447.3220645993,23.0613167212615,75.26,110.9,9.8425
"3","STRT",2019-10-04 19:00:00,2454.82848546373,2019-10-04,75.09,110.9,9.9525,23.0649219711481,2019-10-04 19:00:00,2454.82848546373,23.0649219711481,75.09,110.9,9.9525
"4","STRT",2019-10-04 19:15:00,2447.3220645993,2019-10-04,75.22125,110.9,9.36625,23.0495996591299,2019-10-04 19:15:00,2447.3220645993,23.0495996591299,75.22125,110.9,9.36625
"5","STRT",2019-10-04 19:30:00,2458.58169589595,2019-10-04,75.165,110.9,10.99875,23.0640206586764,2019-10-04 19:30:00,2458.58169589595,23.0640206586764,75.165,110.9,10.99875
"6","STRT",2019-10-04 19:45:00,2451.07527503152,2019-10-04,75.1825,110.9,9.66375,23.1090862822594,2019-10-04 19:45:00,2451.07527503152,23.1090862822594,75.1825,110.9,9.66375
"7","STRT",2019-10-04 20:00:00,2447.3220645993,2019-10-04,75.1175,110.9,10.35125,23.083849533053,2019-10-04 20:00:00,2447.3220645993,23.083849533053,75.1175,110.9,10.35125
"8","STRT",2019-10-04 20:15:00,2466.08811676038,2019-10-04,74.985,110.9,10.44375,23.0694285335064,2019-10-04 20:15:00,2466.08811676038,23.0694285335064,74.985,110.9,10.44375
"9","STRT",2019-10-04 20:30:00,2462.33490632816,2019-10-04,74.9675,110.9,10.38875,23.1171980945043,2019-10-04 20:30:00,2462.33490632816,23.1171980945043,74.9675,110.9,10.38875
"10","STRT",2019-10-04 20:45:00,2469.8413271926,2019-10-04,74.845,110.9,10.41875,23.1568558432573,2019-10-04 20:45:00,2469.8413271926,23.1568558432573,74.845,110.9,10.41875
"11","STRT",2019-10-04 21:00:00,2466.08811676038,2019-10-04,74.85375,110.9,10.51,23.0694285335064,2019-10-04 21:00:00,2466.08811676038,23.0694285335064,74.85375,110.9,10.51
