"","site.ID","datetimeAK","Q","day","fDOM","SPC","Turb","NO3","DateTime","MeanDischarge","nitrateuM","fDOM.QSU.mn","SpCond.uScm.mn","Turbidity.FNU.mn"
"1","STRT",2019-07-26 05:00:00,1167.47730721361,2019-07-26,50.6827272727273,148.545454545455,6.20818181818182,11.8076579590576,2019-07-26 05:00:00,1167.47730721361,11.8076579590576,50.6827272727273,148.545454545455,6.20818181818182
"2","STRT",2019-07-26 05:15:00,1171.23051764582,2019-07-26,50.8118181818182,148.554545454545,5.80090909090909,11.81171386518,2019-07-26 05:15:00,1171.23051764582,11.81171386518,50.8118181818182,148.554545454545,5.80090909090909
"3","STRT",2019-07-26 05:30:00,1167.47730721361,2019-07-26,50.8872727272727,148.545454545455,5.85454545454545,11.8302551503113,2019-07-26 05:30:00,1167.47730721361,11.8302551503113,50.8872727272727,148.545454545455,5.85454545454545
"4","STRT",2019-07-26 05:45:00,1174.98372807804,2019-07-26,50.9872727272727,148.472727272727,5.83272727272727,11.841264038358,2019-07-26 05:45:00,1174.98372807804,11.841264038358,50.9872727272727,148.472727272727,5.83272727272727
"5","STRT",2019-07-26 06:00:00,1156.21767591696,2019-07-26,50.9981818181818,148.463636363636,5.89454545454545,11.8337316412734,2019-07-26 06:00:00,1156.21767591696,11.8337316412734,50.9981818181818,148.463636363636,5.89454545454545
"6","STRT",2019-07-26 06:15:00,1159.97088634917,2019-07-26,51.0481818181818,148.454545454545,5.86909090909091,11.8534317567254,2019-07-26 06:15:00,1159.97088634917,11.8534317567254,51.0481818181818,148.454545454545,5.86909090909091
"7","STRT",2019-07-26 06:30:00,1156.21767591696,2019-07-26,50.9918181818182,148.463636363636,6.15727272727273,11.8383669625562,2019-07-26 06:30:00,1156.21767591696,11.8383669625562,50.9918181818182,148.463636363636,6.15727272727273
"8","STRT",2019-07-26 06:45:00,1159.97088634917,2019-07-26,51.1690909090909,148.463636363636,5.85363636363636,11.8458993596408,2019-07-26 06:45:00,1159.97088634917,11.8458993596408,51.1690909090909,148.463636363636,5.85363636363636
"9","STRT",2019-07-26 07:00:00,1148.71125505253,2019-07-26,51.1863636363636,148.463636363636,5.74636363636364,11.8592259083289,2019-07-26 07:00:00,1148.71125505253,11.8592259083289,51.1863636363636,148.463636363636,5.74636363636364
"10","STRT",2019-07-26 07:15:00,1171.23051764582,2019-07-26,51.16,148.454545454545,5.84,11.8592259083289,2019-07-26 07:15:00,1171.23051764582,11.8592259083289,51.16,148.454545454545,5.84
