"","site.ID","datetimeAK","Q","day","fDOM","SPC","Turb","NO3","ABS_254","DateTime","MeanDischarge","nitrateuM","fDOM.QSU.mn","SpCond.uScm.mn","Turbidity.FNU.mn"
"5070","STRT",2019-07-13 10:00:00,979.8167856028,"2019-07-13",53.2870023052713,136.254545454545,19.9409090909091,11.3855797628713,0.305135714285714,2019-07-13 10:00:00,979.8167856028,11.3855797628713,53.2870023052713,136.254545454545,19.9409090909091
"5071","STRT",2019-07-13 10:15:00,979.8167856028,"2019-07-13",54.0888704958983,135.772727272727,16.8990909090909,11.3774738314894,0.3024,2019-07-13 10:15:00,979.8167856028,11.3774738314894,54.0888704958983,135.772727272727,16.8990909090909
"5072","STRT",2019-07-13 10:30:00,968.557154306152,"2019-07-13",54.8314268421833,135.672727272727,16.6072727272727,11.4168454982016,0.302178571428571,2019-07-13 10:30:00,968.557154306152,11.4168454982016,54.8314268421833,135.672727272727,16.6072727272727
"5073","STRT",2019-07-13 10:45:00,968.557154306152,"2019-07-13",55.0158723749604,135.354545454545,17.5972727272727,11.4295833903732,0.308507142857143,2019-07-13 10:45:00,968.557154306152,11.4295833903732,55.0158723749604,135.354545454545,17.5972727272727
"5074","STRT",2019-07-13 11:00:00,968.557154306152,"2019-07-13",55.7402981855592,134.763636363636,16.8718181818182,11.4336363560642,0.3081,2019-07-13 11:00:00,968.557154306152,11.4336363560642,55.7402981855592,134.763636363636,16.8718181818182
"5075","STRT",2019-07-13 11:15:00,979.8167856028,"2019-07-13",56.7733589962125,134.354545454545,14.9927272727273,11.485745914948,0.3065,2019-07-13 11:15:00,979.8167856028,11.485745914948,56.7733589962125,134.354545454545,14.9927272727273
"5076","STRT",2019-07-13 11:30:00,968.557154306152,"2019-07-13",57.3888845313686,134.263636363636,15.2954545454545,11.5175906453769,0.307735714285714,2019-07-13 11:30:00,968.557154306152,11.5175906453769,57.3888845313686,134.263636363636,15.2954545454545
"5077","STRT",2019-07-13 11:45:00,968.557154306152,"2019-07-13",57.8846090093806,134.063636363636,14.8963636363636,11.5448034150163,0.31075,2019-07-13 11:45:00,968.557154306152,11.5448034150163,57.8846090093806,134.063636363636,14.8963636363636
"5078","STRT",2019-07-13 12:00:00,991.076416899449,"2019-07-13",58.3413963388418,134.318181818182,14.5554545454545,11.6177567974536,0.312414285714286,2019-07-13 12:00:00,991.076416899449,11.6177567974536,58.3413963388418,134.318181818182,14.5554545454545
"5079","STRT",2019-07-13 12:15:00,987.323206467233,"2019-07-13",58.5255556500906,134.472727272727,15.1609090909091,11.6391796161059,0.315557142857143,2019-07-13 12:15:00,987.323206467233,11.6391796161059,58.5255556500906,134.472727272727,15.1609090909091
"5080","STRT",2019-07-13 12:30:00,983.569996035017,"2019-07-13",58.687621540323,134.527272727273,15.3145454545455,11.6698663563375,0.317335714285714,2019-07-13 12:30:00,983.569996035017,11.6698663563375,58.687621540323,134.527272727273,15.3145454545455
"5081","STRT",2019-07-13 12:45:00,991.076416899449,"2019-07-13",58.8272209590443,134.609090909091,15.11,11.6802882681142,0.317564285714286,2019-07-13 12:45:00,991.076416899449,11.6802882681142,58.8272209590443,134.609090909091,15.11
"5082","STRT",2019-07-13 13:00:00,1009.84246906053,"2019-07-13",58.9094141006393,134.663636363636,14.9490909090909,11.6606024347581,0.317607142857143,2019-07-13 13:00:00,1009.84246906053,11.6606024347581,58.9094141006393,134.663636363636,14.9490909090909
"5083","STRT",2019-07-13 13:15:00,1013.59567949275,"2019-07-13",59.2329597556211,134.763636363636,13.96,11.6866572142,0.314421428571429,2019-07-13 13:15:00,1013.59567949275,11.6866572142,59.2329597556211,134.763636363636,13.96
"5084","STRT",2019-07-13 13:30:00,1009.84246906053,"2019-07-13",59.4495087141936,134.845454545455,13.4945454545455,11.6912891749897,0.312171428571429,2019-07-13 13:30:00,1009.84246906053,11.6912891749897,59.4495087141936,134.845454545455,13.4945454545455
"5085","STRT",2019-07-13 13:45:00,1032.36173165383,"2019-07-13",59.5099794706291,134.972727272727,13.0363636363636,11.7063430475562,0.309457142857143,2019-07-13 13:45:00,1032.36173165383,11.7063430475562,59.5099794706291,134.972727272727,13.0363636363636
"5086","STRT",2019-07-13 14:00:00,1021.10210035718,"2019-07-13",59.6347875090051,134.981818181818,12.5163636363636,11.7179229495303,0.307628571428571,2019-07-13 14:00:00,1021.10210035718,11.7179229495303,59.6347875090051,134.981818181818,12.5163636363636
"5087","STRT",2019-07-13 14:15:00,1036.11494208604,"2019-07-13",59.6477223316234,135.1,12.5009090909091,11.7335558171955,0.30685,2019-07-13 14:15:00,1036.11494208604,11.7335558171955,59.6477223316234,135.1,12.5009090909091
"5088","STRT",2019-07-13 14:30:00,1039.86815251826,"2019-07-13",59.7442450645734,135.372727272727,11.9209090909091,11.754399640749,0.305178571428571,2019-07-13 14:30:00,1039.86815251826,11.754399640749,59.7442450645734,135.372727272727,11.9209090909091
"5089","STRT",2019-07-13 14:45:00,1047.37457338269,"2019-07-13",59.7626105588749,135.254545454545,11.0609090909091,11.7457147142683,0.302571428571429,2019-07-13 14:45:00,1047.37457338269,11.7457147142683,59.7626105588749,135.254545454545,11.0609090909091
"5090","STRT",2019-07-13 15:00:00,1058.63420467934,"2019-07-13",59.6661688724852,135.154545454545,10.9545454545455,11.7416617485774,0.301385714285714,2019-07-13 15:00:00,1058.63420467934,11.7416617485774,59.6661688724852,135.154545454545,10.9545454545455
"5091","STRT",2019-07-13 15:15:00,1058.63420467934,"2019-07-13",59.5858663503491,135.190909090909,11.0445454545455,11.7636635623283,0.300364285714286,2019-07-13 15:15:00,1058.63420467934,11.7636635623283,59.5858663503491,135.190909090909,11.0445454545455
"5092","STRT",2019-07-13 15:30:00,1066.14062554377,"2019-07-13",59.4067693349142,135.263636363636,11.0809090909091,11.7237129005174,0.300207142857143,2019-07-13 15:30:00,1066.14062554377,11.7237129005174,59.4067693349142,135.263636363636,11.0809090909091
"5093","STRT",2019-07-13 15:45:00,1088.65988813707,"2019-07-13",59.3857201195539,134.963636363636,10.9709090909091,11.7237129005174,0.298992857142857,2019-07-13 15:45:00,1088.65988813707,11.7237129005174,59.3857201195539,134.963636363636,10.9709090909091
"5094","STRT",2019-07-13 16:00:00,1186.24335937469,"2019-07-13",59.3286491341921,134.881818181818,10.8063636363636,11.7457147142683,0.298485714285714,2019-07-13 16:00:00,1186.24335937469,11.7457147142683,59.3286491341921,134.881818181818,10.8063636363636
"5095","STRT",2019-07-13 16:15:00,1118.6855715948,"2019-07-13",59.3612074280352,135.163636363636,10.4681818181818,11.7572946162425,0.297764285714286,2019-07-13 16:15:00,1118.6855715948,11.7572946162425,59.3612074280352,135.163636363636,10.4681818181818
"5096","STRT",2019-07-13 16:30:00,1111.17915073036,"2019-07-13",59.1806107848325,135.372727272727,10.8190909090909,11.7700325084141,0.297485714285714,2019-07-13 16:30:00,1111.17915073036,11.7700325084141,59.1806107848325,135.372727272727,10.8190909090909
"5097","STRT",2019-07-13 16:45:00,1111.17915073036,"2019-07-13",59.1301577191177,135.545454545455,10.9190909090909,11.8030352290406,0.297442857142857,2019-07-13 16:45:00,1111.17915073036,11.8030352290406,59.1301577191177,135.545454545455,10.9190909090909
"5098","STRT",2019-07-13 17:00:00,1122.43878202701,"2019-07-13",59.0142988960679,135.763636363636,11.1036363636364,11.841827900654,0.297014285714286,2019-07-13 17:00:00,1122.43878202701,11.841827900654,59.0142988960679,135.763636363636,11.1036363636364
"5099","STRT",2019-07-13 17:15:00,1133.69841332366,"2019-07-13",58.9868928251315,136.054545454545,11.09,11.8412489055553,0.296271428571429,2019-07-13 17:15:00,1133.69841332366,11.8412489055553,58.9868928251315,136.054545454545,11.09
"5100","STRT",2019-07-13 17:30:00,1152.46446548474,"2019-07-13",59.0098202088604,135.554545454545,10.8627272727273,11.8725146408857,0.295714285714286,2019-07-13 17:30:00,1152.46446548474,11.8725146408857,59.0098202088604,135.554545454545,10.8627272727273
"5101","STRT",2019-07-13 17:45:00,1141.20483418809,"2019-07-13",58.9503433485536,135.545454545455,10.8072727272727,11.8754096163792,0.295642857142857,2019-07-13 17:45:00,1141.20483418809,11.8754096163792,58.9503433485536,135.545454545455,10.8072727272727
"5102","STRT",2019-07-13 18:00:00,1133.69841332366,"2019-07-13",58.951795744756,135.763636363636,10.5836363636364,11.8806205722676,0.295828571428571,2019-07-13 18:00:00,1133.69841332366,11.8806205722676,58.951795744756,135.763636363636,10.5836363636364
"5103","STRT",2019-07-13 18:15:00,1144.95804462031,"2019-07-13",58.7924880166013,136.018181818182,10.8909090909091,11.8800415771689,0.296321428571429,2019-07-13 18:15:00,1144.95804462031,11.8800415771689,58.7924880166013,136.018181818182,10.8909090909091
"5104","STRT",2019-07-13 18:30:00,1144.95804462031,"2019-07-13",58.7356518703475,135.981818181818,10.9227272727273,11.8806205722676,0.295228571428571,2019-07-13 18:30:00,1144.95804462031,11.8806205722676,58.7356518703475,135.981818181818,10.9227272727273
"5105","STRT",2019-07-13 18:45:00,1133.69841332366,"2019-07-13",58.6828937306627,135.9,10.4518181818182,11.8563027781218,0.293971428571429,2019-07-13 18:45:00,1133.69841332366,11.8563027781218,58.6828937306627,135.9,10.4518181818182
"5106","STRT",2019-07-13 19:00:00,1141.20483418809,"2019-07-13",58.5085151623849,135.754545454545,10.8427272727273,11.8406699104566,0.293,2019-07-13 19:00:00,1141.20483418809,11.8406699104566,58.5085151623849,135.754545454545,10.8427272727273
"5107","STRT",2019-07-13 19:15:00,1144.95804462031,"2019-07-13",58.3377236091055,135.863636363636,10.4509090909091,11.845880866345,0.293207142857143,2019-07-13 19:15:00,1144.95804462031,11.845880866345,58.3377236091055,135.863636363636,10.4509090909091
"5108","STRT",2019-07-13 19:30:00,1144.95804462031,"2019-07-13",58.1263502563298,135.954545454545,10.3963636363636,11.8696196653921,0.292857142857143,2019-07-13 19:30:00,1144.95804462031,11.8696196653921,58.1263502563298,135.954545454545,10.3963636363636
"5109","STRT",2019-07-13 19:45:00,1137.45162375588,"2019-07-13",58.0039664977793,135.981818181818,10.3072727272727,11.8673036849973,0.292371428571429,2019-07-13 19:45:00,1137.45162375588,11.8673036849973,58.0039664977793,135.981818181818,10.3072727272727
"5110","STRT",2019-07-13 20:00:00,1144.95804462031,"2019-07-13",57.5687449944721,135.845454545455,11.5045454545455,11.8609347389114,0.293985714285714,2019-07-13 20:00:00,1144.95804462031,11.8609347389114,57.5687449944721,135.845454545455,11.5045454545455
"5111","STRT",2019-07-13 20:15:00,1129.94520289145,"2019-07-13",57.876490996632,135.981818181818,10.3490909090909,11.8615137340101,0.291778571428571,2019-07-13 20:15:00,1129.94520289145,11.8615137340101,57.876490996632,135.981818181818,10.3490909090909
"5112","STRT",2019-07-13 20:30:00,1148.71125505253,"2019-07-13",57.7129888291037,136.218181818182,10.3127272727273,11.8620927291088,0.291378571428571,2019-07-13 20:30:00,1148.71125505253,11.8620927291088,57.7129888291037,136.218181818182,10.3127272727273
"5113","STRT",2019-07-13 20:45:00,1133.69841332366,"2019-07-13",57.5195958761531,136.381818181818,10.4372727272727,11.8516708173321,0.291792857142857,2019-07-13 20:45:00,1133.69841332366,11.8516708173321,57.5195958761531,136.381818181818,10.4372727272727
"5114","STRT",2019-07-13 21:00:00,1129.94520289145,"2019-07-13",57.3039390329237,136.363636363636,10.5163636363636,11.8632507193063,0.291142857142857,2019-07-13 21:00:00,1129.94520289145,11.8632507193063,57.3039390329237,136.363636363636,10.5163636363636
"5115","STRT",2019-07-13 21:15:00,1152.46446548474,"2019-07-13",57.116405225252,136.481818181818,10.3672727272727,11.8661456947998,0.291214285714286,2019-07-13 21:15:00,1152.46446548474,11.8661456947998,57.116405225252,136.481818181818,10.3672727272727
"5116","STRT",2019-07-13 21:30:00,1133.69841332366,"2019-07-13",56.9230261129676,136.472727272727,10.4145454545455,11.8962534399327,0.290728571428571,2019-07-13 21:30:00,1133.69841332366,11.8962534399327,56.9230261129676,136.472727272727,10.4145454545455
"5117","STRT",2019-07-13 21:45:00,1133.69841332366,"2019-07-13",56.609319487218,136.481818181818,10.7390909090909,11.9280981703617,0.290764285714286,2019-07-13 21:45:00,1133.69841332366,11.9280981703617,56.609319487218,136.481818181818,10.7390909090909
"5118","STRT",2019-07-13 22:00:00,1137.45162375588,"2019-07-13",56.6159983410124,136.454545454545,10.4890909090909,11.9680488321726,0.29065,2019-07-13 22:00:00,1137.45162375588,11.9680488321726,56.6159983410124,136.454545454545,10.4890909090909
"5119","STRT",2019-07-13 22:15:00,1148.71125505253,"2019-07-13",56.4373599281673,136.145454545455,10.9454545454545,11.9888926557262,0.291014285714286,2019-07-13 22:15:00,1148.71125505253,11.9888926557262,56.4373599281673,136.145454545455,10.9454545454545
"5120","STRT",2019-07-13 22:30:00,1137.45162375588,"2019-07-13",56.3354860395193,136.027272727273,10.5672727272727,12.0201583910564,0.291814285714286,2019-07-13 22:30:00,1137.45162375588,12.0201583910564,56.3354860395193,136.027272727273,10.5672727272727
"5121","STRT",2019-07-13 22:45:00,1129.94520289145,"2019-07-13",56.1131855343763,135.672727272727,11.1581818181818,12.0803738813222,0.292521428571429,2019-07-13 22:45:00,1129.94520289145,12.0803738813222,56.1131855343763,135.672727272727,11.1581818181818
"5122","STRT",2019-07-13 23:00:00,1133.69841332366,"2019-07-13",55.9262528713089,135.354545454545,11.3736363636364,12.122640523528,0.293114285714286,2019-07-13 23:00:00,1133.69841332366,12.122640523528,55.9262528713089,135.354545454545,11.3736363636364
"5123","STRT",2019-07-13 23:15:00,1126.19199245923,"2019-07-13",55.810309317381,134.763636363636,11.22,12.1869089794847,0.293935714285714,2019-07-13 23:15:00,1126.19199245923,12.1869089794847,55.810309317381,134.763636363636,11.22
"5124","STRT",2019-07-13 23:30:00,1122.43878202701,"2019-07-13",55.5846308422361,134.372727272727,11.6236363636364,12.2257016510981,0.294635714285714,2019-07-13 23:30:00,1122.43878202701,12.2257016510981,55.5846308422361,134.372727272727,11.6236363636364
"5125","STRT",2019-07-13 23:45:00,1122.43878202701,"2019-07-13",55.417831409303,134.045454545455,11.7227272727273,12.2830221658703,0.295014285714286,2019-07-13 23:45:00,1122.43878202701,12.2830221658703,55.417831409303,134.045454545455,11.7227272727273
"5126","STRT",2019-07-14 00:00:00,1111.17915073036,"2019-07-14",55.2178095154947,133.672727272727,11.9154545454545,12.30560297472,0.2953,2019-07-14 00:00:00,1111.17915073036,12.30560297472,55.2178095154947,133.672727272727,11.9154545454545
"5127","STRT",2019-07-14 00:15:00,1107.42594029815,"2019-07-14",55.0126481885734,133.318181818182,12.3818181818182,12.3148668962993,0.295857142857143,2019-07-14 00:15:00,1107.42594029815,12.3148668962993,55.0126481885734,133.318181818182,12.3818181818182
