"","datetimeAK","site.ID","fDOM","SPC","Turb","NO3","ABS_254","Q"
"9406",2015-08-20 05:45:00,"FRCH",144.001064485492,68.7,35.97,15.1132643121541,0.7034,NA
"9407",2015-08-20 06:00:00,"FRCH",144.410091163982,68.7,35.48,15.1257553357768,0.702733333333333,602.339986797303
"9408",2015-08-20 06:15:00,"FRCH",144.615857162537,68.7,31.61,15.3256117137386,0.702,NA
"9409",2015-08-20 06:30:00,"FRCH",144.714546875355,68.8,33.65,15.1694739184559,0.701133333333333,NA
"9410",2015-08-20 06:45:00,"FRCH",144.689074935434,68.8,35.26,15.2444200601916,0.699533333333333,NA
"9411",2015-08-20 07:00:00,"FRCH",144.490550398391,68.8,35.98,15.384944075946,0.698366666666667,630.341111693521
"9412",2015-08-20 07:15:00,"FRCH",144.495741135153,68.8,32.33,15.4161716350026,0.6968,NA
"9413",2015-08-20 07:30:00,"FRCH",144.353674096448,68.8,36.33,15.40368061138,0.696333333333333,NA
"9414",2015-08-20 07:45:00,"FRCH",144.527416856666,68.9,27.04,15.2943841546821,0.6952,NA
"9415",2015-08-20 08:00:00,"FRCH",144.210470137332,68.9,27.27,15.3786985641348,0.693833333333333,632.165180355845
"9416",2015-08-20 08:15:00,"FRCH",144.237360068494,69,30.88,15.4349081704366,0.693466666666667,NA
"9417",2015-08-20 08:30:00,"FRCH",143.910618490678,69,36.28,15.40368061138,0.691866666666667,NA
"9418",2015-08-20 08:45:00,"FRCH",144.27492417479,69,27.52,15.4286626586252,0.691433333333333,NA
"9419",2015-08-20 09:00:00,"FRCH",144.415736922632,69.1,29.61,NA,NA,640.833323842918
"9420",2015-08-20 09:15:00,"FRCH",144.528918124619,69.2,29.39,15.4911177767383,0.690233333333333,NA
"9421",2015-08-20 09:30:00,"FRCH",144.225950567659,69.2,28.92,15.4879950208326,0.690533333333333,NA
"9422",2015-08-20 09:45:00,"FRCH",144.456782164483,69.2,32.31,15.4661357294931,0.690666666666667,NA
"9423",2015-08-20 10:00:00,"FRCH",144.306077820118,69.3,29.2,15.5504501389457,0.6915,661.506470861078
"9424",2015-08-20 10:15:00,"FRCH",144.052315261998,69.3,27.12,15.5192225798892,0.691766666666667,NA
"9425",2015-08-20 10:30:00,"FRCH",144.135510479993,69.4,27.39,15.6816058869832,0.6912,NA
"9426",2015-08-20 10:45:00,"FRCH",144.087013692453,69.5,27.42,15.5192225798892,0.691566666666667,NA
