"0","site.ID.comp <- glht(fDOM.mod.arma.2.2, linfct = mcp(site.ID = ""Tukey""))
summary(site.ID.comp)
"
"1","
	"
"1"," "
"1","Simultaneous Tests for General Linear Hypotheses

"
"1","Multiple Comparisons of Means:"
"1"," "
"1","Tukey"
"1"," "
"1","Contrasts


"
"1","Fit: "
"1","gls(model = logDailyfDOM ~ site.ID, data = mean_daily_2019, correlation = corARMA(form = ~julian | 
"
"1","    site.ID, p = 2, q = 2), weights = varfixed, na.action = na.omit)
"
"1","
"
"1","Linear Hypotheses:
"
"1","                "
"1"," Estimate"
"1"," Std. Error"
"1"," z value"
"1"," Pr(>|z|)"
"1","    "
"1","
FRCH - CARI == 0"
"1","   0.5274"
"1","     0.2582"
"1","   2.043"
"1","   0.3106"
"1","    "
"1","
MOOS - CARI == 0"
"1","   1.0774"
"1","     0.2475"
"1","   4.353"
"1","   <0.001"
"1"," ***"
"1","
POKE - CARI == 0"
"1","  -0.1361"
"1","     0.2559"
"1","  -0.532"
"1","   0.9947"
"1","    "
"1","
STRT - CARI == 0"
"1","   0.3165"
"1","     0.2210"
"1","   1.432"
"1","   0.7000"
"1","    "
"1","
VAUL - CARI == 0"
"1","   1.6437"
"1","     0.2639"
"1","   6.229"
"1","   <0.001"
"1"," ***"
"1","
MOOS - FRCH == 0"
"1","   0.5500"
"1","     0.2212"
"1","   2.487"
"1","   0.1241"
"1","    "
"1","
POKE - FRCH == 0"
"1","  -0.6635"
"1","     0.2305"
"1","  -2.879"
"1","   0.0445"
"1"," *  "
"1","
STRT - FRCH == 0"
"1","  -0.2108"
"1","     0.1910"
"1","  -1.104"
"1","   0.8762"
"1","    "
"1","
VAUL - FRCH == 0"
"1","   1.1163"
"1","     0.2393"
"1","   4.664"
"1","   <0.001"
"1"," ***"
"1","
POKE - MOOS == 0"
"1","  -1.2136"
"1","     0.2185"
"1","  -5.555"
"1","   <0.001"
"1"," ***"
"1","
STRT - MOOS == 0"
"1","  -0.7609"
"1","     0.1764"
"1","  -4.314"
"1","   <0.001"
"1"," ***"
"1","
VAUL - MOOS == 0"
"1","   0.5663"
"1","     0.2278"
"1","   2.486"
"1","   0.1244"
"1","    "
"1","
STRT - POKE == 0"
"1","   0.4527"
"1","     0.1879"
"1","   2.409"
"1","   0.1484"
"1","    "
"1","
VAUL - POKE == 0"
"1","   1.7798"
"1","     0.2369"
"1","   7.515"
"1","   <0.001"
"1"," ***"
"1","
VAUL - STRT == 0"
"1","   1.3271"
"1","     0.1987"
"1","   6.680"
"1","   <0.001"
"1"," ***"
"1","
"
"1","---
Signif. codes:  "
"1",""
"1","0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1"
"1","
"
"1","(Adjusted p values reported -- single-step method)"
"1","

"
"0","summary(fDOM.mod.arma.2.2)"
"1","Generalized least squares fit by "
"1","REML
"
"1","  Model:"
"1"," "
"1","logDailyfDOM ~ site.ID"
"1"," "
"1","
"
"1","  Data:"
"1"," "
"1","mean_daily_2019"
"1"," "
"1","
"
