"inst_rainfall_mm","Datetime","Site"
0.4,2019-08-16 02:22:00,"FRCH"
0.6,2019-08-16 02:37:00,"FRCH"
0.4,2019-08-16 02:52:00,"FRCH"
0.6,2019-08-16 03:07:00,"FRCH"
0.8,2019-08-16 03:22:00,"FRCH"
0.6,2019-08-16 03:37:00,"FRCH"
0.2,2019-08-16 03:52:00,"FRCH"
0.2,2019-08-16 04:07:00,"FRCH"
0.2,2019-08-16 04:22:00,"FRCH"
0.4,2019-08-16 04:37:00,"FRCH"
0.2,2019-08-16 05:52:00,"FRCH"
0.2,2019-08-16 06:07:00,"FRCH"
0.2,2019-08-16 09:07:00,"FRCH"
0.2,2019-08-16 11:07:00,"FRCH"
1,2019-08-16 11:22:00,"FRCH"
1,2019-08-16 11:37:00,"FRCH"
1.4,2019-08-16 11:52:00,"FRCH"
1,2019-08-16 12:07:00,"FRCH"
0.8,2019-08-16 12:22:00,"FRCH"
0.6,2019-08-16 12:37:00,"FRCH"
0.4,2019-08-16 12:52:00,"FRCH"
0.4,2019-08-16 13:37:00,"FRCH"
0.2,2019-08-16 13:52:00,"FRCH"
0.2,2019-08-16 14:22:00,"FRCH"
1,2019-08-16 15:37:00,"FRCH"
0.6,2019-08-16 15:52:00,"FRCH"
0.2,2019-08-16 16:07:00,"FRCH"
0.2,2019-08-17 17:22:00,"FRCH"
0.2,2019-08-17 17:52:00,"FRCH"
0.2,2019-08-17 18:07:00,"FRCH"
0.2,2019-08-17 18:22:00,"FRCH"
0.4,2019-08-17 18:37:00,"FRCH"
0.4,2019-08-17 18:52:00,"FRCH"
0.2,2019-08-17 19:07:00,"FRCH"
0.4,2019-08-17 19:22:00,"FRCH"
0.6,2019-08-17 19:37:00,"FRCH"
0.2,2019-08-17 19:52:00,"FRCH"
0.4,2019-08-17 20:07:00,"FRCH"
0.4,2019-08-17 20:22:00,"FRCH"
0.4,2019-08-17 20:37:00,"FRCH"
0.4,2019-08-17 20:52:00,"FRCH"
0.2,2019-08-17 21:07:00,"FRCH"
0.2,2019-08-17 22:07:00,"FRCH"
0.2,2019-08-17 22:52:00,"FRCH"
0.2,2019-08-20 19:07:00,"FRCH"
0.4,2019-08-20 19:22:00,"FRCH"
0.4,2019-08-20 19:37:00,"FRCH"
0.2,2019-08-20 19:52:00,"FRCH"
0.4,2019-08-20 20:07:00,"FRCH"
0.2,2019-08-20 20:52:00,"FRCH"
0.2,2019-08-20 21:37:00,"FRCH"
0.4,2019-08-20 21:52:00,"FRCH"
0.8,2019-08-20 22:07:00,"FRCH"
0.2,2019-08-20 22:22:00,"FRCH"
0.6,2019-08-20 22:37:00,"FRCH"
0.8,2019-08-20 22:52:00,"FRCH"
0.8,2019-08-20 23:07:00,"FRCH"
1,2019-08-20 23:22:00,"FRCH"
0.6,2019-08-20 23:37:00,"FRCH"
0.4,2019-08-20 23:52:00,"FRCH"
0.2,2019-08-21 00:22:00,"FRCH"
1.8,2019-08-23 08:07:00,"FRCH"
0.4,2019-08-23 08:22:00,"FRCH"
0.4,2019-08-23 08:37:00,"FRCH"
0.4,2019-08-23 08:52:00,"FRCH"
0.4,2019-08-23 12:22:00,"FRCH"
0.2,2019-08-23 13:07:00,"FRCH"
0.2,2019-08-23 13:37:00,"FRCH"
1.2,2019-09-09 17:37:00,"FRCH"
0.4,2019-09-09 17:52:00,"FRCH"
0.2,2019-09-09 18:07:00,"FRCH"
0.2,2019-09-09 18:37:00,"FRCH"
0.4,2019-09-09 18:52:00,"FRCH"
0.4,2019-09-09 19:07:00,"FRCH"
0.2,2019-09-10 17:52:00,"FRCH"
0.2,2019-09-10 19:52:00,"FRCH"
0.2,2019-09-10 21:52:00,"FRCH"
0.2,2019-09-10 22:52:00,"FRCH"
0.2,2019-09-11 00:37:00,"FRCH"
0.2,2019-09-15 19:22:00,"FRCH"
0.4,2019-09-15 22:52:00,"FRCH"
0.2,2019-09-15 23:07:00,"FRCH"
0.2,2019-09-15 23:22:00,"FRCH"
0.4,2019-09-15 23:37:00,"FRCH"
0.4,2019-09-16 00:22:00,"FRCH"
0.2,2019-09-16 00:37:00,"FRCH"
0.6,2019-09-16 00:52:00,"FRCH"
0.2,2019-09-16 15:07:00,"FRCH"
0.2,2019-09-16 15:52:00,"FRCH"
0.2,2019-09-18 07:07:00,"FRCH"
0.2,2019-09-18 08:52:00,"FRCH"
0.2,2019-09-18 09:22:00,"FRCH"
0.2,2019-09-18 10:22:00,"FRCH"
0.2,2019-09-18 13:22:00,"FRCH"
0.2,2019-09-18 16:22:00,"FRCH"
0.4,2019-09-18 21:37:00,"FRCH"
0.8,2019-09-18 21:52:00,"FRCH"
0.2,2019-09-18 22:22:00,"FRCH"
0.4,2019-09-18 22:37:00,"FRCH"
0.4,2019-09-18 22:52:00,"FRCH"
0.2,2019-09-18 23:07:00,"FRCH"
0.2,2019-09-18 23:22:00,"FRCH"
0.2,2019-09-18 23:52:00,"FRCH"
0.2,2019-09-19 00:07:00,"FRCH"
0.2,2019-09-19 00:22:00,"FRCH"
0.2,2019-09-19 00:37:00,"FRCH"
0.2,2019-09-19 00:52:00,"FRCH"
0.2,2019-09-19 01:22:00,"FRCH"
0.2,2019-09-20 08:37:00,"FRCH"
0.2,2019-09-20 09:07:00,"FRCH"
0.4,2019-09-20 09:22:00,"FRCH"
0.2,2019-09-20 09:37:00,"FRCH"
0.2,2019-09-20 10:37:00,"FRCH"
0.2,2019-09-20 11:22:00,"FRCH"
0.2,2019-09-20 11:37:00,"FRCH"
0.2,2019-09-20 11:52:00,"FRCH"
0.2,2019-09-20 12:07:00,"FRCH"
0.2,2019-09-20 12:22:00,"FRCH"
0.2,2019-09-20 12:37:00,"FRCH"
0.2,2019-09-20 12:52:00,"FRCH"
0.2,2019-09-20 13:22:00,"FRCH"
0.2,2019-09-20 13:52:00,"FRCH"
0.2,2019-09-20 14:07:00,"FRCH"
0.2,2019-09-20 14:22:00,"FRCH"
0.2,2019-09-20 14:37:00,"FRCH"
0.2,2019-09-20 14:52:00,"FRCH"
0.2,2019-09-20 15:37:00,"FRCH"
0.4,2019-09-20 16:22:00,"FRCH"
0.4,2019-09-20 16:37:00,"FRCH"
0.2,2019-09-20 16:52:00,"FRCH"
0.4,2019-09-20 17:37:00,"FRCH"
0.2,2019-09-20 17:52:00,"FRCH"
0.2,2019-09-20 18:07:00,"FRCH"
0.2,2019-09-20 18:22:00,"FRCH"
0.2,2019-09-20 18:37:00,"FRCH"
0.2,2019-09-20 18:52:00,"FRCH"
0.2,2019-09-20 19:22:00,"FRCH"
0.4,2019-09-20 19:37:00,"FRCH"
0.4,2019-09-20 19:52:00,"FRCH"
0.2,2019-09-20 20:07:00,"FRCH"
0.2,2019-09-20 20:22:00,"FRCH"
0.4,2019-09-20 20:37:00,"FRCH"
0.4,2019-09-20 20:52:00,"FRCH"
0.2,2019-09-20 21:07:00,"FRCH"
0.2,2019-09-20 21:22:00,"FRCH"
0.2,2019-09-20 21:37:00,"FRCH"
0.2,2019-09-20 21:52:00,"FRCH"
0.4,2019-09-20 22:07:00,"FRCH"
0.2,2019-09-20 22:22:00,"FRCH"
0.4,2019-09-20 22:37:00,"FRCH"
0.4,2019-09-20 22:52:00,"FRCH"
0.4,2019-09-20 23:07:00,"FRCH"
0.2,2019-09-20 23:22:00,"FRCH"
0.2,2019-09-20 23:52:00,"FRCH"
0.4,2019-09-21 00:07:00,"FRCH"
0.4,2019-09-21 00:22:00,"FRCH"
0.2,2019-09-21 00:37:00,"FRCH"
0.2,2019-09-21 00:52:00,"FRCH"
0.2,2019-09-21 01:07:00,"FRCH"
0.2,2019-09-21 01:37:00,"FRCH"
0.2,2019-09-21 01:52:00,"FRCH"
0.2,2019-09-21 02:22:00,"FRCH"
0.2,2019-09-21 02:52:00,"FRCH"
0.2,2019-09-21 03:07:00,"FRCH"
0.2,2019-09-21 03:22:00,"FRCH"
0.2,2019-09-21 03:37:00,"FRCH"
0.4,2019-09-21 03:52:00,"FRCH"
0.2,2019-09-21 04:07:00,"FRCH"
0.2,2019-09-21 04:37:00,"FRCH"
0.2,2019-09-21 05:22:00,"FRCH"
0.2,2019-09-21 05:52:00,"FRCH"
0.4,2019-09-21 06:37:00,"FRCH"
0.2,2019-09-21 06:52:00,"FRCH"
0.2,2019-09-21 07:22:00,"FRCH"
0.2,2019-09-21 07:37:00,"FRCH"
0.2,2019-09-21 08:07:00,"FRCH"
0.2,2019-09-21 08:22:00,"FRCH"
0.2,2019-09-21 08:37:00,"FRCH"
0.4,2019-09-21 09:22:00,"FRCH"
0.2,2019-09-21 09:37:00,"FRCH"
0.2,2019-09-21 10:37:00,"FRCH"
0.2,2019-09-21 11:22:00,"FRCH"
0.2,2019-09-21 13:37:00,"FRCH"
0.2,2019-09-21 17:37:00,"FRCH"
0.2,2019-09-24 12:37:00,"FRCH"
0.2,2019-09-24 13:37:00,"FRCH"
0.2,2019-09-24 14:37:00,"FRCH"
0.2,2019-09-24 15:37:00,"FRCH"
0.4,2019-09-24 15:52:00,"FRCH"
0.4,2019-09-24 16:07:00,"FRCH"
0.2,2019-09-24 16:22:00,"FRCH"
0.2,2019-09-24 16:52:00,"FRCH"
0.2,2019-09-24 17:07:00,"FRCH"
0.2,2019-09-24 17:22:00,"FRCH"
0.2,2019-09-24 17:37:00,"FRCH"
0.2,2019-09-24 18:37:00,"FRCH"
0.4,2019-09-26 03:37:00,"FRCH"
0.2,2019-09-26 08:22:00,"FRCH"
0.2,2019-09-28 18:37:00,"FRCH"
0.2,2019-09-29 02:52:00,"FRCH"
0.2,2019-09-29 06:07:00,"FRCH"
0.2,2019-09-29 12:52:00,"FRCH"
0.2,2019-09-29 14:37:00,"FRCH"
0.2,2019-09-29 15:22:00,"FRCH"
0.2,2019-09-29 16:07:00,"FRCH"
0.4,2019-09-29 16:37:00,"FRCH"
0.2,2019-09-29 17:07:00,"FRCH"
0.2,2019-09-29 17:22:00,"FRCH"
0.2,2019-09-29 17:37:00,"FRCH"
0.2,2019-09-29 18:07:00,"FRCH"
0.2,2019-09-29 19:07:00,"FRCH"
0.2,2019-09-29 19:52:00,"FRCH"
0.2,2019-09-29 21:22:00,"FRCH"
0.2,2019-09-30 01:52:00,"FRCH"
0.2,2019-09-30 08:37:00,"FRCH"
0.2,2019-10-01 03:37:00,"FRCH"
0.2,2019-10-01 04:07:00,"FRCH"
0.2,2019-10-01 04:37:00,"FRCH"
0.2,2019-10-01 05:22:00,"FRCH"
0.2,2019-10-01 05:37:00,"FRCH"
0.2,2019-10-01 06:37:00,"FRCH"
0.2,2019-10-01 07:22:00,"FRCH"
0.4,2019-10-01 09:52:00,"FRCH"
0.4,2019-10-01 10:07:00,"FRCH"
0.2,2019-10-01 10:22:00,"FRCH"
0.2,2019-10-01 10:37:00,"FRCH"
0.2,2019-10-01 10:52:00,"FRCH"
0.2,2019-10-01 11:22:00,"FRCH"
0.2,2019-10-01 11:52:00,"FRCH"
0.4,2019-10-01 12:07:00,"FRCH"
0.4,2019-10-01 12:22:00,"FRCH"
0.4,2019-10-01 12:37:00,"FRCH"
0.2,2019-10-01 12:52:00,"FRCH"
0.4,2019-10-01 13:07:00,"FRCH"
0.4,2019-10-01 13:22:00,"FRCH"
0.4,2019-10-01 13:37:00,"FRCH"
0.4,2019-10-01 13:52:00,"FRCH"
0.6,2019-10-01 14:07:00,"FRCH"
0.4,2019-10-01 14:22:00,"FRCH"
0.4,2019-10-01 14:37:00,"FRCH"
0.4,2019-10-01 14:52:00,"FRCH"
0.8,2019-10-01 15:07:00,"FRCH"
0.2,2019-10-01 15:22:00,"FRCH"
0.2,2019-10-01 15:37:00,"FRCH"
0.2,2019-10-01 15:52:00,"FRCH"
0.2,2019-10-01 16:07:00,"FRCH"
0.2,2019-10-01 16:37:00,"FRCH"
0.2,2019-10-01 16:52:00,"FRCH"
0.2,2019-10-01 17:22:00,"FRCH"
0.2,2019-10-01 17:37:00,"FRCH"
0.2,2019-10-01 17:52:00,"FRCH"
0.2,2019-10-01 18:07:00,"FRCH"
0.2,2019-10-01 18:37:00,"FRCH"
0.2,2019-10-01 19:07:00,"FRCH"
0.2,2019-10-01 19:22:00,"FRCH"
0.2,2019-10-01 19:52:00,"FRCH"
0.2,2019-10-01 20:07:00,"FRCH"
0.2,2019-10-01 20:37:00,"FRCH"
0.2,2019-10-01 21:07:00,"FRCH"
0.2,2019-10-01 21:22:00,"FRCH"
0.2,2019-10-01 21:37:00,"FRCH"
0.2,2019-10-01 21:52:00,"FRCH"
0.2,2019-10-01 22:07:00,"FRCH"
0.4,2019-10-01 22:22:00,"FRCH"
0.2,2019-10-01 22:37:00,"FRCH"
0.2,2019-10-01 22:52:00,"FRCH"
0.2,2019-10-01 23:07:00,"FRCH"
0.2,2019-10-01 23:22:00,"FRCH"
0.2,2019-10-01 23:52:00,"FRCH"
0.2,2019-10-02 00:37:00,"FRCH"
0.2,2019-10-02 01:52:00,"FRCH"
0.2,2019-10-02 02:07:00,"FRCH"
0.4,2019-10-02 02:22:00,"FRCH"
0.4,2019-10-02 02:37:00,"FRCH"
0.4,2019-10-02 02:52:00,"FRCH"
0.4,2019-10-02 03:07:00,"FRCH"
0.2,2019-10-02 03:22:00,"FRCH"
0.2,2019-10-02 03:37:00,"FRCH"
0.2,2019-10-02 03:52:00,"FRCH"
0.2,2019-10-02 04:07:00,"FRCH"
0.2,2019-10-02 04:22:00,"FRCH"
0.2,2019-10-02 04:37:00,"FRCH"
0.2,2019-10-02 04:52:00,"FRCH"
0.2,2019-10-02 05:22:00,"FRCH"
0.2,2019-10-02 05:37:00,"FRCH"
0.2,2019-10-02 05:52:00,"FRCH"
0.4,2019-10-02 06:07:00,"FRCH"
0.2,2019-10-02 06:22:00,"FRCH"
0.2,2019-10-02 06:37:00,"FRCH"
0.2,2019-10-02 07:07:00,"FRCH"
0.2,2019-10-02 07:22:00,"FRCH"
0.2,2019-10-02 08:07:00,"FRCH"
0.2,2019-10-02 08:52:00,"FRCH"
0.2,2019-10-02 09:37:00,"FRCH"
0.4,2019-10-02 09:52:00,"FRCH"
0.2,2019-10-02 10:07:00,"FRCH"
0.2,2019-10-02 10:22:00,"FRCH"
0.2,2019-10-02 10:37:00,"FRCH"
0.2,2019-10-02 10:52:00,"FRCH"
0.2,2019-10-02 11:22:00,"FRCH"
0.2,2019-10-02 11:52:00,"FRCH"
0.2,2019-10-02 13:37:00,"FRCH"
0.2,2019-10-03 02:07:00,"FRCH"
0.2,2019-10-03 02:52:00,"FRCH"
0.2,2019-10-03 03:37:00,"FRCH"
0.2,2019-10-04 02:22:00,"FRCH"
0.2,2019-10-04 05:52:00,"FRCH"
0.4,2019-10-04 06:07:00,"FRCH"
0.2,2019-10-04 06:22:00,"FRCH"
0.4,2019-10-04 06:37:00,"FRCH"
0.4,2019-10-04 06:52:00,"FRCH"
0.4,2019-10-04 07:07:00,"FRCH"
0.2,2019-10-04 07:22:00,"FRCH"
0.2,2019-10-04 07:37:00,"FRCH"
0.4,2019-10-04 08:07:00,"FRCH"
0.2,2019-10-04 09:52:00,"FRCH"
0.2,2019-10-04 11:07:00,"FRCH"
0.8,2019-10-04 16:37:00,"FRCH"
0.4,2019-10-04 16:52:00,"FRCH"
0.2,2019-10-04 17:07:00,"FRCH"
0.2,2019-10-05 06:37:00,"FRCH"
0.2,2019-10-05 08:07:00,"FRCH"
0.2,2019-10-05 08:37:00,"FRCH"
0.4,2019-10-06 08:22:00,"FRCH"
0.2,2019-10-06 08:37:00,"FRCH"
0.2,2019-10-06 08:52:00,"FRCH"
0.2,2019-10-06 09:07:00,"FRCH"
0.2,2019-10-06 09:22:00,"FRCH"
0.2,2019-10-06 09:37:00,"FRCH"
0.2,2019-10-06 09:52:00,"FRCH"
0.2,2019-10-06 10:07:00,"FRCH"
0.2,2019-10-06 10:52:00,"FRCH"
0.2,2019-10-07 03:37:00,"FRCH"
0.2,2019-10-07 03:52:00,"FRCH"
0.2,2019-10-07 04:22:00,"FRCH"
0.2,2019-10-07 05:07:00,"FRCH"
0.2,2019-10-07 05:22:00,"FRCH"
0.2,2019-10-07 06:22:00,"FRCH"
0.2,2019-10-07 06:37:00,"FRCH"
0.2,2019-10-07 06:52:00,"FRCH"
0.2,2019-10-07 07:37:00,"FRCH"
0.2,2019-10-07 07:52:00,"FRCH"
0.2,2019-10-07 08:37:00,"FRCH"
0.2,2019-10-07 08:52:00,"FRCH"
0.2,2019-10-08 03:37:00,"FRCH"
0.4,2019-10-08 04:22:00,"FRCH"
0.4,2019-10-08 04:37:00,"FRCH"
0.2,2019-10-08 04:52:00,"FRCH"
0.2,2019-10-08 05:07:00,"FRCH"
0.4,2019-10-08 05:22:00,"FRCH"
0.6,2019-10-08 05:37:00,"FRCH"
0.8,2019-10-08 05:52:00,"FRCH"
0.2,2019-10-08 06:07:00,"FRCH"
0.2,2019-10-08 06:22:00,"FRCH"
0.2,2019-10-08 15:22:00,"FRCH"
0.2,2019-10-08 17:37:00,"FRCH"
0.2,2019-10-08 23:22:00,"FRCH"
0.2,2019-10-09 12:07:00,"FRCH"
0.2,2019-10-09 12:37:00,"FRCH"
0.2,2019-10-09 12:52:00,"FRCH"
0.2,2019-10-09 13:22:00,"FRCH"
0.2,2019-10-09 13:52:00,"FRCH"
0.2,2019-10-09 14:52:00,"FRCH"
0.2,2019-10-09 15:52:00,"FRCH"
0.2,2019-10-09 16:07:00,"FRCH"
0.2,2019-10-09 16:22:00,"FRCH"
0.2,2019-10-09 17:22:00,"FRCH"
0.2,2019-10-09 17:37:00,"FRCH"
0.2,2019-10-09 18:07:00,"FRCH"
0.4,2019-10-09 18:22:00,"FRCH"
0.2,2019-10-09 18:37:00,"FRCH"
0.2,2019-10-09 18:52:00,"FRCH"
0.2,2019-10-09 19:07:00,"FRCH"
0.2,2019-10-09 19:22:00,"FRCH"
0.2,2019-10-09 20:07:00,"FRCH"
0.2,2019-10-09 20:37:00,"FRCH"
0.2,2019-10-09 21:22:00,"FRCH"
0.2,2019-10-10 00:22:00,"FRCH"
0.2,2019-10-10 01:22:00,"FRCH"
0.4,2019-10-10 01:37:00,"FRCH"
0.2,2019-10-10 05:22:00,"FRCH"
