"","Site","Date","precip_mm_mean","ppt_tot","ppt_cum"
"95","C3 (57% permafrost)",2017-06-22,0,0,1.09008333333333
"96","C3 (57% permafrost)",2017-06-23,0.137583333333333,0.137583333333333,1.22766666666667
"97","C3 (57% permafrost)",2017-06-24,0,0,1.22766666666667
"98","C3 (57% permafrost)",2017-06-25,0.0846666666666667,0.0846666666666667,1.31233333333333
"99","C3 (57% permafrost)",2017-06-26,0,0,1.31233333333333
"100","C3 (57% permafrost)",2017-06-27,0.148166666666667,0.148166666666667,1.4605
"101","C3 (57% permafrost)",2017-06-28,0.00529166666666667,0.00529166666666667,1.46579166666667
"102","C3 (57% permafrost)",2017-06-29,0,0,1.46579166666667
"103","C3 (57% permafrost)",2017-06-30,0,0,1.46579166666667
"104","C3 (57% permafrost)",2017-07-01,0,0,1.46579166666667
"105","C3 (57% permafrost)",2017-07-02,0.4445,0.4445,1.91029166666667
"106","C3 (57% permafrost)",2017-07-03,0.09525,0.09525,2.00554166666667
"107","C3 (57% permafrost)",2017-07-04,0.0529166666666667,0.0529166666666667,2.05845833333333
"108","C3 (57% permafrost)",2017-07-05,0,0,2.05845833333333
"109","C3 (57% permafrost)",2017-07-06,0,0,2.05845833333333
"110","C3 (57% permafrost)",2017-07-07,0.534375,0.534375,2.59283333333333
"111","C3 (57% permafrost)",2017-07-08,0.001984375,0.001984375,2.59481770833333
"112","C3 (57% permafrost)",2017-07-09,0.156765625,0.156765625,2.75158333333333
"113","C3 (57% permafrost)",2017-07-10,0.629708333333333,0.629708333333333,3.38129166666667
"114","C3 (57% permafrost)",2017-07-11,0.0582083333333333,0.0582083333333333,3.4395
"115","C3 (57% permafrost)",2017-07-12,0,0,3.4395
"116","C3 (57% permafrost)",2017-07-13,0,0,3.4395
"117","C3 (57% permafrost)",2017-07-14,0,0,3.4395
"118","C3 (57% permafrost)",2017-07-15,0,0,3.4395
"119","C3 (57% permafrost)",2017-07-16,0.264583333333333,0.264583333333333,3.70408333333333
"120","C3 (57% permafrost)",2017-07-17,0.111125,0.111125,3.81520833333333
"121","C3 (57% permafrost)",2017-07-18,0,0,3.81520833333333
"122","C3 (57% permafrost)",2017-07-19,0,0,3.81520833333333
"123","C3 (57% permafrost)",2017-07-20,0.181901041666667,0.181901041666667,3.997109375
"124","C3 (57% permafrost)",2017-07-21,0.0244739583333333,0.0244739583333333,4.02158333333333
"125","C3 (57% permafrost)",2017-07-22,0,0,4.02158333333333
"126","C3 (57% permafrost)",2017-07-23,0.0105833333333333,0.0105833333333333,4.03216666666666
"127","C3 (57% permafrost)",2017-07-24,0.132291666666667,0.132291666666667,4.16445833333333
"128","C3 (57% permafrost)",2017-07-25,0,0,4.16445833333333
"129","C3 (57% permafrost)",2017-07-26,0.349333333333333,0.349333333333333,4.51379166666666
"130","C3 (57% permafrost)",2017-07-27,0.03175,0.03175,4.54554166666666
"131","C3 (57% permafrost)",2017-07-28,0.211666666666667,0.211666666666667,4.75720833333333
"132","C3 (57% permafrost)",2017-07-29,0.100541666666667,0.100541666666667,4.85775
"133","C3 (57% permafrost)",2017-07-30,0,0,4.85775
"134","C3 (57% permafrost)",2017-07-31,0,0,4.85775
"135","C3 (57% permafrost)",2017-08-01,0.0264583333333333,0.0264583333333333,4.88420833333333
"136","C3 (57% permafrost)",2017-08-02,0.0740833333333333,0.0740833333333333,4.95829166666666
"137","C3 (57% permafrost)",2017-08-03,0.0370416666666667,0.0370416666666667,4.99533333333333
"138","C3 (57% permafrost)",2017-08-04,0.201083333333333,0.201083333333333,5.19641666666667
"139","C3 (57% permafrost)",2017-08-05,0,0,5.19641666666667
"140","C3 (57% permafrost)",2017-08-06,0,0,5.19641666666667
"141","C3 (57% permafrost)",2017-08-07,0,0,5.19641666666667
"142","C3 (57% permafrost)",2017-08-08,0.00529166666666667,0.00529166666666667,5.20170833333333
"143","C3 (57% permafrost)",2017-08-09,0,0,5.20170833333333
"144","C3 (57% permafrost)",2017-08-10,0,0,5.20170833333333
"145","C3 (57% permafrost)",2017-08-11,0,0,5.20170833333333
"146","C3 (57% permafrost)",2017-08-12,0.0846666666666667,0.0846666666666667,5.286375
"147","C3 (57% permafrost)",2017-08-13,0.312208333333333,0.312208333333333,5.59858333333333
"148","C3 (57% permafrost)",2017-08-14,0.502708333333333,0.502708333333333,6.10129166666666
"149","C3 (57% permafrost)",2017-08-15,0.139567708333333,0.139567708333333,6.240859375
"150","C3 (57% permafrost)",2017-08-16,0.0562239583333333,0.0562239583333333,6.29708333333333
"151","C3 (57% permafrost)",2017-08-17,0.269875,0.269875,6.56695833333333
"152","C3 (57% permafrost)",2017-08-18,0.0601927083333333,0.0601927083333333,6.62715104166666
"153","C3 (57% permafrost)",2017-08-19,0.225557291666667,0.225557291666667,6.85270833333333
"154","C3 (57% permafrost)",2017-08-20,0.100541666666667,0.100541666666667,6.95325
"155","C3 (57% permafrost)",2017-08-21,0.142875,0.142875,7.096125
"156","C3 (57% permafrost)",2017-08-22,0,0,7.096125
