"","Site","Date","ppt_tot","ppt_cum"
"215","MOOS",2019-07-09,0,128.8
"216","MOOS",2019-07-10,0,128.8
"217","MOOS",2019-07-11,2.4,131.2
"218","MOOS",2019-07-12,1.2,132.4
"219","MOOS",2019-07-13,8.2,140.6
"220","MOOS",2019-07-14,0,140.6
"221","MOOS",2019-07-15,0,140.6
"222","MOOS",2019-07-16,4.6,145.2
"223","MOOS",2019-07-17,0,145.2
"224","MOOS",2019-07-18,0,145.2
"225","MOOS",2019-07-19,0.6,145.8
"226","MOOS",2019-07-20,0,145.8
"227","MOOS",2019-07-21,0,145.8
"228","MOOS",2019-07-22,0,145.8
"229","MOOS",2019-07-23,0,145.8
"230","MOOS",2019-07-24,0,145.8
"231","MOOS",2019-07-25,0.2,146
"232","MOOS",2019-07-26,13.6,159.6
"233","MOOS",2019-07-27,1.2,160.8
"234","MOOS",2019-07-28,9.6,170.4
"235","MOOS",2019-07-29,0.6,171
"236","MOOS",2019-07-30,11.4,182.4
"237","MOOS",2019-07-31,0,182.4
"238","MOOS",2019-08-01,10.4,192.8
"239","MOOS",2019-08-02,9,201.8
"240","MOOS",2019-08-03,16.2,218
"241","MOOS",2019-08-04,5.8,223.8
"242","MOOS",2019-08-05,0,223.8
"243","MOOS",2019-08-06,14.6,238.4
"244","MOOS",2019-08-07,32.8,271.2
"245","MOOS",2019-08-08,0,271.2
"246","MOOS",2019-08-09,1.8,273
"247","MOOS",2019-08-10,0,273
"248","MOOS",2019-08-11,0,273
"249","MOOS",2019-08-12,0,273
"250","MOOS",2019-08-13,17.2,290.2
"251","MOOS",2019-08-14,9,299.2
"252","MOOS",2019-08-15,6.4,305.6
"253","MOOS",2019-08-16,36.8,342.4
"254","MOOS",2019-08-17,9.2,351.6
"255","MOOS",2019-08-18,5.2,356.8
"256","MOOS",2019-08-19,0,356.8
"257","MOOS",2019-08-20,0,356.8
"258","MOOS",2019-08-21,7.8,364.6
"259","MOOS",2019-08-22,0,364.6
"260","MOOS",2019-08-23,0,364.6
"261","MOOS",2019-08-24,3.8,368.4
"262","MOOS",2019-08-25,0,368.4
"263","MOOS",2019-08-26,0,368.4
"264","MOOS",2019-08-27,0,368.4
"265","MOOS",2019-08-28,0,368.4
"266","MOOS",2019-08-29,0,368.4
"267","MOOS",2019-08-30,0,368.4
"268","MOOS",2019-08-31,0,368.4
"269","MOOS",2019-09-01,0,368.4
"270","MOOS",2019-09-02,0,368.4
"271","MOOS",2019-09-03,0,368.4
"272","MOOS",2019-09-04,0,368.4
"273","MOOS",2019-09-05,0,368.4
"274","MOOS",2019-09-06,0,368.4
"275","MOOS",2019-09-07,0,368.4
"276","MOOS",2019-09-08,0,368.4
"277","MOOS",2019-09-09,0,368.4
"278","MOOS",2019-09-10,2.8,371.2
"279","MOOS",2019-09-11,1,372.2
"280","MOOS",2019-09-12,0,372.2
"281","MOOS",2019-09-13,0,372.2
"282","MOOS",2019-09-14,0,372.2
"283","MOOS",2019-09-15,0,372.2
"284","MOOS",2019-09-16,2.6,374.8
"285","MOOS",2019-09-17,0.4,375.2
"286","MOOS",2019-09-18,0.2,375.4
"287","MOOS",2019-09-19,4.8,380.2
"288","MOOS",2019-09-20,0,380.2
"289","MOOS",2019-09-21,16.6,396.8
"290","MOOS",2019-09-22,2,398.8
"291","MOOS",2019-09-23,0,398.8
"292","MOOS",2019-09-24,0,398.8
"293","MOOS",2019-09-25,2.8,401.6
"294","MOOS",2019-09-26,0.4,402
"295","MOOS",2019-09-27,0.2,402.2
"296","MOOS",2019-09-28,0,402.2
"297","MOOS",2019-09-29,0.6,402.8
"298","MOOS",2019-09-30,2.8,405.6
"299","MOOS",2019-10-01,1.6,407.2
"300","MOOS",2019-10-02,18.4,425.6
"301","MOOS",2019-10-03,3,428.6
"302","MOOS",2019-10-04,2.6,431.2
"303","MOOS",2019-10-05,2.4,433.6
"304","MOOS",2019-10-06,0.4,434
"305","MOOS",2019-10-07,4,438
"306","MOOS",2019-10-08,4,442
"307","MOOS",2019-10-09,0.6,442.6
"308","MOOS",2019-10-10,4.4,447
"309","POKE",2019-05-01,0,0
"310","POKE",2019-05-02,0,0
"311","POKE",2019-05-03,1.905,1.905
"312","POKE",2019-05-04,0,1.905
"313","POKE",2019-05-05,0,1.905
"314","POKE",2019-05-06,1.27,3.175
"315","POKE",2019-05-07,0,3.175
"316","POKE",2019-05-08,5.461,8.636
"317","POKE",2019-05-09,2.159,10.795
"318","POKE",2019-05-10,0,10.795
"319","POKE",2019-05-11,0,10.795
"320","POKE",2019-05-12,0,10.795
"321","POKE",2019-05-13,0,10.795
"322","POKE",2019-05-14,0,10.795
"323","POKE",2019-05-15,0,10.795
"324","POKE",2019-05-16,0,10.795
"325","POKE",2019-05-17,0,10.795
"326","POKE",2019-05-18,4.699,15.494
"327","POKE",2019-05-19,0,15.494
"328","POKE",2019-05-20,0,15.494
"329","POKE",2019-05-21,0,15.494
"330","POKE",2019-05-22,0,15.494
"331","POKE",2019-05-23,0.381,15.875
"332","POKE",2019-05-24,2.286,18.161
"333","POKE",2019-05-25,0,18.161
"334","POKE",2019-05-26,0,18.161
"335","POKE",2019-05-27,0,18.161
"336","POKE",2019-05-28,3.429,21.59
"337","POKE",2019-05-29,0,21.59
"338","POKE",2019-05-30,0,21.59
"339","POKE",2019-05-31,0.508,22.098
"340","POKE",2019-06-01,1.016,23.114
"341","POKE",2019-06-02,4.572,27.686
"342","POKE",2019-06-03,0,27.686
"343","POKE",2019-06-04,0,27.686
"344","POKE",2019-06-05,0,27.686
"345","POKE",2019-06-06,0,27.686
"346","POKE",2019-06-07,0.762,28.448
"347","POKE",2019-06-08,1.905,30.353
"348","POKE",2019-06-09,0,30.353
"349","POKE",2019-06-10,0,30.353
"350","POKE",2019-06-11,0.127,30.48
"351","POKE",2019-06-12,0.127,30.607
"352","POKE",2019-06-13,0,30.607
"353","POKE",2019-06-14,1.016,31.623
"354","POKE",2019-06-15,3.937,35.56
"355","POKE",2019-06-16,0,35.56
"356","POKE",2019-06-17,0,35.56
"357","POKE",2019-06-18,2.032,37.592
"358","POKE",2019-06-19,0.254,37.846
"359","POKE",2019-06-20,0,37.846
"360","POKE",2019-06-21,2.54,40.386
"361","POKE",2019-06-22,0,40.386
"362","POKE",2019-06-23,3.556,43.942
"363","POKE",2019-06-24,0.508,44.45
"364","POKE",2019-06-25,0,44.45
"365","POKE",2019-06-26,0,44.45
"366","POKE",2019-06-27,0.127,44.577
"367","POKE",2019-06-28,0,44.577
"368","POKE",2019-06-29,0,44.577
"369","POKE",2019-06-30,9.779,54.356
"370","POKE",2019-07-01,0,54.356
"371","POKE",2019-07-02,0,54.356
"372","POKE",2019-07-03,0,54.356
"373","POKE",2019-07-04,0,54.356
"374","POKE",2019-07-05,0,54.356
"375","POKE",2019-07-06,0,54.356
"376","POKE",2019-07-07,0,54.356
"377","POKE",2019-07-08,0,54.356
"378","POKE",2019-07-09,0,54.356
"379","POKE",2019-07-10,0,54.356
"380","POKE",2019-07-11,0,54.356
"381","POKE",2019-07-12,9.779,64.135
"382","POKE",2019-07-13,0.127,64.262
"383","POKE",2019-07-14,0,64.262
"384","POKE",2019-07-15,0,64.262
"385","POKE",2019-07-16,0,64.262
"386","POKE",2019-07-17,3.683,67.945
"387","POKE",2019-07-18,2.032,69.977
"388","POKE",2019-07-19,0,69.977
"389","POKE",2019-07-20,0.127,70.104
"390","POKE",2019-07-21,0,70.104
"391","POKE",2019-07-22,0,70.104
"392","POKE",2019-07-23,0,70.104
"393","POKE",2019-07-24,0,70.104
"394","POKE",2019-07-25,0,70.104
"395","POKE",2019-07-26,18.67,88.774
"396","POKE",2019-07-27,1.143,89.917
"397","POKE",2019-07-28,0.889,90.806
"398","POKE",2019-07-29,4.318,95.124
"399","POKE",2019-07-30,0,95.124
"400","POKE",2019-07-31,2.54,97.664
"401","POKE",2019-08-01,7.62,105.284
"402","POKE",2019-08-02,39.878,145.162
"403","POKE",2019-08-03,40.005,185.167
"404","POKE",2019-08-04,0,185.167
"405","POKE",2019-08-05,7.366,192.533
"406","POKE",2019-08-06,7.239,199.772
"407","POKE",2019-08-07,2.413,202.185
"408","POKE",2019-08-08,0,202.185
"409","POKE",2019-08-09,4.826,207.011
"410","POKE",2019-08-10,5.08,212.091
"411","POKE",2019-08-11,0,212.091
"412","POKE",2019-08-12,0.381,212.472
"413","POKE",2019-08-13,28.321,240.793
"414","POKE",2019-08-14,0,240.793
"415","POKE",2019-08-15,1.905,242.698
"416","POKE",2019-08-16,16.891,259.589
"417","POKE",2019-08-17,0,259.589
"418","POKE",2019-08-18,0.381,259.97
"419","POKE",2019-08-19,0,259.97
"420","POKE",2019-08-20,0,259.97
"421","POKE",2019-08-21,2.794,262.764
"422","POKE",2019-08-22,0.127,262.891
"423","POKE",2019-08-23,3.429,266.32
"424","POKE",2019-08-24,0,266.32
"425","POKE",2019-08-25,0,266.32
"426","POKE",2019-08-26,0,266.32
"427","POKE",2019-08-27,0,266.32
"428","POKE",2019-08-28,0,266.32
"429","POKE",2019-08-29,0,266.32
"430","POKE",2019-08-30,0,266.32
"431","POKE",2019-08-31,0,266.32
"432","POKE",2019-09-01,0,266.32
"433","POKE",2019-09-02,0,266.32
"434","POKE",2019-09-03,0,266.32
"435","POKE",2019-09-04,0,266.32
"436","POKE",2019-09-05,0,266.32
"437","POKE",2019-09-06,0,266.32
"438","POKE",2019-09-07,0,266.32
"439","POKE",2019-09-08,0,266.32
"440","POKE",2019-09-09,0.381,266.701
"441","POKE",2019-09-10,0,266.701
"442","POKE",2019-09-11,1.143,267.844
"443","POKE",2019-09-12,0,267.844
"444","POKE",2019-09-13,0,267.844
"445","POKE",2019-09-14,0,267.844
"446","POKE",2019-09-15,0,267.844
"447","POKE",2019-09-16,0,267.844
"448","POKE",2019-09-17,0.381,268.225
"449","POKE",2019-09-18,1.778,270.003
"450","POKE",2019-09-19,3.175,273.178
"451","POKE",2019-09-20,1.524,274.702
"452","POKE",2019-09-21,2.54,277.242
"453","POKE",2019-09-22,0.127,277.369
"454","POKE",2019-09-23,0,277.369
"455","POKE",2019-09-24,0.127,277.496
"456","POKE",2019-09-25,0.254,277.75
"457","POKE",2019-09-26,0.508,278.258
"458","POKE",2019-09-27,0.127,278.385
"459","POKE",2019-09-28,0,278.385
"460","POKE",2019-09-29,8.001,286.386
"461","POKE",2019-09-30,2.794,289.18
"462","POKE",2019-10-01,0.381,289.561
"463","POKE",2019-10-02,5.08,294.641
"464","POKE",2019-10-03,1.143,295.784
"465","POKE",2019-10-04,6.985,302.769
"466","POKE",2019-10-05,0.381,303.15
"467","POKE",2019-10-06,1.27,304.42
"468","POKE",2019-10-07,1.016,305.436
"469","POKE",2019-10-08,1.524,306.96
"470","POKE",2019-10-09,7.874,314.834
"471","POKE",2019-10-10,6.477,321.311
"472","POKE",2019-10-11,0.635,321.946
"473","POKE",2019-10-12,2.667,324.613
"474","POKE",2019-10-13,0,324.613
"475","POKE",2019-10-14,0,324.613
"476","POKE",2019-10-15,0,324.613
"477","POKE",2019-10-16,0.127,324.74
"478","POKE",2019-10-17,0,324.74
"479","POKE",2019-10-18,0,324.74
"480","POKE",2019-10-19,0,324.74
"481","POKE",2019-10-20,0,324.74
"482","POKE",2019-10-21,0,324.74
"483","POKE",2019-10-22,0,324.74
"484","POKE",2019-10-23,0,324.74
"485","POKE",2019-10-24,0.127,324.867
"486","POKE",2019-10-25,0.127,324.994
"487","POKE",2019-10-26,0,324.994
"488","POKE",2019-10-27,5.969,330.963
"489","POKE",2019-10-28,0,330.963
"490","POKE",2019-10-29,0,330.963
"491","POKE",2019-10-30,1.143,332.106
"492","STRT",2019-05-10,0.4,0.4
"493","STRT",2019-05-11,0,0.4
"494","STRT",2019-05-12,0,0.4
"495","STRT",2019-05-13,0,0.4
"496","STRT",2019-05-14,0,0.4
"497","STRT",2019-05-15,0,0.4
"498","STRT",2019-05-16,0,0.4
"499","STRT",2019-05-17,0,0.4
"500","STRT",2019-05-18,2.6,3
"501","STRT",2019-05-19,2.2,5.2
"502","STRT",2019-05-20,1.2,6.4
"503","STRT",2019-05-21,0,6.4
"504","STRT",2019-05-22,0,6.4
"505","STRT",2019-05-23,4,10.4
"506","STRT",2019-05-24,0.2,10.6
"507","STRT",2019-05-25,0,10.6
"508","STRT",2019-05-26,0,10.6
"509","STRT",2019-05-27,0,10.6
"510","STRT",2019-05-28,0,10.6
"511","STRT",2019-05-29,0,10.6
"512","STRT",2019-05-30,2,12.6
"513","STRT",2019-05-31,0,12.6
"514","STRT",2019-06-01,50.6,63.2
"515","STRT",2019-06-02,1,64.2
"516","STRT",2019-06-03,1.4,65.6
"517","STRT",2019-06-04,0,65.6
"518","STRT",2019-06-05,0,65.6
"519","STRT",2019-06-06,0.6,66.2
"520","STRT",2019-06-07,1.8,68
"521","STRT",2019-06-08,1.4,69.4
"522","STRT",2019-06-09,1.4,70.8
"523","STRT",2019-06-10,0,70.8
"524","STRT",2019-06-11,0.4,71.2
"525","STRT",2019-06-12,0,71.2
"526","STRT",2019-06-13,0,71.2
"527","STRT",2019-06-14,0,71.2
"528","STRT",2019-06-15,0,71.2
"529","STRT",2019-06-16,10.8,82
"530","STRT",2019-06-17,0.2,82.2
"531","STRT",2019-06-18,2,84.2
"532","STRT",2019-06-19,3.8,88
"533","STRT",2019-06-20,0,88
"534","STRT",2019-06-21,20,108
"535","STRT",2019-06-22,2.6,110.6
"536","STRT",2019-06-23,13.4,124
"537","STRT",2019-06-24,0,124
"538","STRT",2019-06-25,0,124
"539","STRT",2019-06-26,0,124
"540","STRT",2019-06-27,0,124
"541","STRT",2019-06-28,0,124
"542","STRT",2019-06-29,0,124
"543","STRT",2019-06-30,0,124
"544","STRT",2019-07-01,4.8,128.8
"545","STRT",2019-07-02,0,128.8
"546","STRT",2019-07-03,0,128.8
"547","STRT",2019-07-04,0,128.8
"548","STRT",2019-07-05,0,128.8
"549","STRT",2019-07-06,0,128.8
"550","STRT",2019-07-07,0,128.8
"551","STRT",2019-07-08,0,128.8
"552","STRT",2019-07-09,0,128.8
"553","STRT",2019-07-10,0,128.8
"554","STRT",2019-07-11,2.4,131.2
"555","STRT",2019-07-12,1.2,132.4
"556","STRT",2019-07-13,8.2,140.6
"557","STRT",2019-07-14,0,140.6
"558","STRT",2019-07-15,0,140.6
"559","STRT",2019-07-16,4.6,145.2
"560","STRT",2019-07-17,0,145.2
"561","STRT",2019-07-18,0,145.2
"562","STRT",2019-07-19,0.6,145.8
"563","STRT",2019-07-20,0,145.8
"564","STRT",2019-07-21,0,145.8
"565","STRT",2019-07-22,0,145.8
"566","STRT",2019-07-23,0,145.8
"567","STRT",2019-07-24,0,145.8
"568","STRT",2019-07-25,0.2,146
"569","STRT",2019-07-26,13.6,159.6
"570","STRT",2019-07-27,1.2,160.8
"571","STRT",2019-07-28,9.6,170.4
"572","STRT",2019-07-29,0.6,171
"573","STRT",2019-07-30,11.4,182.4
"574","STRT",2019-07-31,0,182.4
"575","STRT",2019-08-01,10.4,192.8
"576","STRT",2019-08-02,9,201.8
"577","STRT",2019-08-03,16.2,218
"578","STRT",2019-08-04,5.8,223.8
"579","STRT",2019-08-05,0,223.8
"580","STRT",2019-08-06,14.6,238.4
"581","STRT",2019-08-07,32.8,271.2
"582","STRT",2019-08-08,0,271.2
"583","STRT",2019-08-09,1.8,273
"584","STRT",2019-08-10,0,273
"585","STRT",2019-08-11,0,273
"586","STRT",2019-08-12,0,273
"587","STRT",2019-08-13,17.2,290.2
"588","STRT",2019-08-14,9,299.2
"589","STRT",2019-08-15,6.4,305.6
"590","STRT",2019-08-16,36.8,342.4
"591","STRT",2019-08-17,9.2,351.6
"592","STRT",2019-08-18,5.2,356.8
"593","STRT",2019-08-19,0,356.8
"594","STRT",2019-08-20,0,356.8
"595","STRT",2019-08-21,7.8,364.6
"596","STRT",2019-08-22,0,364.6
"597","STRT",2019-08-23,0,364.6
"598","STRT",2019-08-24,3.8,368.4
"599","STRT",2019-08-25,0,368.4
"600","STRT",2019-08-26,0,368.4
"601","STRT",2019-08-27,0,368.4
"602","STRT",2019-08-28,0,368.4
"603","STRT",2019-08-29,0,368.4
"604","STRT",2019-08-30,0,368.4
"605","STRT",2019-08-31,0,368.4
"606","STRT",2019-09-01,0,368.4
"607","STRT",2019-09-02,0,368.4
"608","STRT",2019-09-03,0,368.4
"609","STRT",2019-09-04,0,368.4
"610","STRT",2019-09-05,0,368.4
"611","STRT",2019-09-06,0,368.4
"612","STRT",2019-09-07,0,368.4
"613","STRT",2019-09-08,0,368.4
"614","STRT",2019-09-09,0,368.4
"615","STRT",2019-09-10,2.8,371.2
"616","STRT",2019-09-11,1,372.2
"617","STRT",2019-09-12,0,372.2
"618","STRT",2019-09-13,0,372.2
"619","STRT",2019-09-14,0,372.2
"620","STRT",2019-09-15,0,372.2
"621","STRT",2019-09-16,2.6,374.8
"622","STRT",2019-09-17,0.4,375.2
"623","STRT",2019-09-18,0.2,375.4
"624","STRT",2019-09-19,4.8,380.2
"625","STRT",2019-09-20,0,380.2
"626","STRT",2019-09-21,16.6,396.8
"627","STRT",2019-09-22,2,398.8
"628","STRT",2019-09-23,0,398.8
"629","STRT",2019-09-24,0,398.8
"630","STRT",2019-09-25,2.8,401.6
"631","STRT",2019-09-26,0.4,402
"632","STRT",2019-09-27,0.2,402.2
"633","STRT",2019-09-28,0,402.2
"634","STRT",2019-09-29,0.6,402.8
"635","STRT",2019-09-30,2.8,405.6
"636","STRT",2019-10-01,1.6,407.2
"637","STRT",2019-10-02,18.4,425.6
"638","STRT",2019-10-03,3,428.6
"639","STRT",2019-10-04,2.6,431.2
"640","STRT",2019-10-05,2.4,433.6
"641","STRT",2019-10-06,0.4,434
"642","STRT",2019-10-07,4,438
"643","STRT",2019-10-08,4,442
"644","STRT",2019-10-09,0.6,442.6
"645","STRT",2019-10-10,4.4,447
"646","VAUL",2019-05-31,2.2,2.2
"647","VAUL",2019-06-01,2.8,5
"648","VAUL",2019-06-02,0,5
"649","VAUL",2019-06-03,0,5
"650","VAUL",2019-06-04,0,5
"651","VAUL",2019-06-05,0,5
"652","VAUL",2019-06-06,0,5
"653","VAUL",2019-06-07,5.6,10.6
"654","VAUL",2019-06-08,0,10.6
"655","VAUL",2019-06-09,0.6,11.2
"656","VAUL",2019-06-10,0,11.2
"657","VAUL",2019-06-11,0.2,11.4
"658","VAUL",2019-06-12,0,11.4
"659","VAUL",2019-06-13,0,11.4
"660","VAUL",2019-06-14,0.8,12.2
"661","VAUL",2019-06-15,0,12.2
"662","VAUL",2019-06-16,0,12.2
"663","VAUL",2019-06-17,0.2,12.4
