"","Site","Date","ppt_tot","ppt_cum"
"1","FRCH",2019-05-10,0.4,0.4
"2","FRCH",2019-05-11,0,0.4
"3","FRCH",2019-05-12,0,0.4
"4","FRCH",2019-05-13,0,0.4
"5","FRCH",2019-05-14,0,0.4
"6","FRCH",2019-05-15,0,0.4
"7","FRCH",2019-05-16,0,0.4
"8","FRCH",2019-05-17,0,0.4
"9","FRCH",2019-05-18,2.6,3
"10","FRCH",2019-05-19,2.2,5.2
"11","FRCH",2019-05-20,1.2,6.4
"12","FRCH",2019-05-21,0,6.4
"13","FRCH",2019-05-22,0,6.4
"14","FRCH",2019-05-23,4,10.4
"15","FRCH",2019-05-24,0.2,10.6
"16","FRCH",2019-05-25,0,10.6
"17","FRCH",2019-05-26,0,10.6
"18","FRCH",2019-05-27,0,10.6
"19","FRCH",2019-05-28,0,10.6
"20","FRCH",2019-05-29,0,10.6
"21","FRCH",2019-05-30,2,12.6
"22","FRCH",2019-05-31,0,12.6
"23","FRCH",2019-06-01,50.6,63.2
"24","FRCH",2019-06-02,1,64.2
"25","FRCH",2019-06-03,1.4,65.6
"26","FRCH",2019-06-04,0,65.6
"27","FRCH",2019-06-05,0,65.6
"28","FRCH",2019-06-06,0.6,66.2
"29","FRCH",2019-06-07,1.8,68
"30","FRCH",2019-06-08,1.4,69.4
"31","FRCH",2019-06-09,1.4,70.8
"32","FRCH",2019-06-10,0,70.8
"33","FRCH",2019-06-11,0.4,71.2
"34","FRCH",2019-06-12,0,71.2
"35","FRCH",2019-06-13,0,71.2
"36","FRCH",2019-06-14,0,71.2
"37","FRCH",2019-06-15,0,71.2
"38","FRCH",2019-06-16,10.8,82
"39","FRCH",2019-06-17,0.2,82.2
"40","FRCH",2019-06-18,2,84.2
"41","FRCH",2019-06-19,3.8,88
"42","FRCH",2019-06-20,0,88
"43","FRCH",2019-06-21,20,108
"44","FRCH",2019-06-22,2.6,110.6
"45","FRCH",2019-06-23,13.4,124
"46","FRCH",2019-06-24,0,124
"47","FRCH",2019-06-25,0,124
"48","FRCH",2019-06-26,0,124
"49","FRCH",2019-06-27,0,124
"50","FRCH",2019-06-28,0,124
"51","FRCH",2019-06-29,0,124
"52","FRCH",2019-06-30,0,124
"53","FRCH",2019-07-01,4.8,128.8
"54","FRCH",2019-07-02,0,128.8
"55","FRCH",2019-07-03,0,128.8
"56","FRCH",2019-07-04,0,128.8
"57","FRCH",2019-07-05,0,128.8
"58","FRCH",2019-07-06,0,128.8
"59","FRCH",2019-07-07,0,128.8
"60","FRCH",2019-07-08,0,128.8
"61","FRCH",2019-07-09,0,128.8
"62","FRCH",2019-07-10,0,128.8
"63","FRCH",2019-07-11,2.4,131.2
"64","FRCH",2019-07-12,1.2,132.4
"65","FRCH",2019-07-13,8.2,140.6
"66","FRCH",2019-07-14,0,140.6
"67","FRCH",2019-07-15,0,140.6
"68","FRCH",2019-07-16,4.6,145.2
"69","FRCH",2019-07-17,0,145.2
"70","FRCH",2019-07-18,0,145.2
"71","FRCH",2019-07-19,0.6,145.8
"72","FRCH",2019-07-20,0,145.8
"73","FRCH",2019-07-21,0,145.8
"74","FRCH",2019-07-22,0,145.8
"75","FRCH",2019-07-23,0,145.8
"76","FRCH",2019-07-24,0,145.8
"77","FRCH",2019-07-25,0.2,146
"78","FRCH",2019-07-26,13.6,159.6
"79","FRCH",2019-07-27,1.2,160.8
"80","FRCH",2019-07-28,9.6,170.4
"81","FRCH",2019-07-29,0.6,171
"82","FRCH",2019-07-30,11.4,182.4
"83","FRCH",2019-07-31,0,182.4
"84","FRCH",2019-08-01,10.4,192.8
"85","FRCH",2019-08-02,9,201.8
"86","FRCH",2019-08-03,16.2,218
"87","FRCH",2019-08-04,5.8,223.8
"88","FRCH",2019-08-05,0,223.8
"89","FRCH",2019-08-06,14.6,238.4
"90","FRCH",2019-08-07,32.8,271.2
"91","FRCH",2019-08-08,0,271.2
"92","FRCH",2019-08-09,1.8,273
"93","FRCH",2019-08-10,0,273
"94","FRCH",2019-08-11,0,273
"95","FRCH",2019-08-12,0,273
"96","FRCH",2019-08-13,17.2,290.2
"97","FRCH",2019-08-14,9,299.2
"98","FRCH",2019-08-15,6.4,305.6
"99","FRCH",2019-08-16,36.8,342.4
"100","FRCH",2019-08-17,9.2,351.6
"101","FRCH",2019-08-18,5.2,356.8
"102","FRCH",2019-08-19,0,356.8
"103","FRCH",2019-08-20,0,356.8
"104","FRCH",2019-08-21,7.8,364.6
"105","FRCH",2019-08-22,0,364.6
"106","FRCH",2019-08-23,0,364.6
"107","FRCH",2019-08-24,3.8,368.4
"108","FRCH",2019-08-25,0,368.4
"109","FRCH",2019-08-26,0,368.4
"110","FRCH",2019-08-27,0,368.4
"111","FRCH",2019-08-28,0,368.4
"112","FRCH",2019-08-29,0,368.4
"113","FRCH",2019-08-30,0,368.4
"114","FRCH",2019-08-31,0,368.4
"115","FRCH",2019-09-01,0,368.4
"116","FRCH",2019-09-02,0,368.4
"117","FRCH",2019-09-03,0,368.4
"118","FRCH",2019-09-04,0,368.4
"119","FRCH",2019-09-05,0,368.4
"120","FRCH",2019-09-06,0,368.4
"121","FRCH",2019-09-07,0,368.4
"122","FRCH",2019-09-08,0,368.4
"123","FRCH",2019-09-09,0,368.4
"124","FRCH",2019-09-10,2.8,371.2
"125","FRCH",2019-09-11,1,372.2
"126","FRCH",2019-09-12,0,372.2
"127","FRCH",2019-09-13,0,372.2
"128","FRCH",2019-09-14,0,372.2
"129","FRCH",2019-09-15,0,372.2
"130","FRCH",2019-09-16,2.6,374.8
"131","FRCH",2019-09-17,0.4,375.2
"132","FRCH",2019-09-18,0.2,375.4
"133","FRCH",2019-09-19,4.8,380.2
"134","FRCH",2019-09-20,0,380.2
"135","FRCH",2019-09-21,16.6,396.8
"136","FRCH",2019-09-22,2,398.8
"137","FRCH",2019-09-23,0,398.8
"138","FRCH",2019-09-24,0,398.8
"139","FRCH",2019-09-25,2.8,401.6
"140","FRCH",2019-09-26,0.4,402
"141","FRCH",2019-09-27,0.2,402.2
"142","FRCH",2019-09-28,0,402.2
"143","FRCH",2019-09-29,0.6,402.8
"144","FRCH",2019-09-30,2.8,405.6
"145","FRCH",2019-10-01,1.6,407.2
"146","FRCH",2019-10-02,18.4,425.6
"147","FRCH",2019-10-03,3,428.6
"148","FRCH",2019-10-04,2.6,431.2
"149","FRCH",2019-10-05,2.4,433.6
"150","FRCH",2019-10-06,0.4,434
"151","FRCH",2019-10-07,4,438
"152","FRCH",2019-10-08,4,442
"153","FRCH",2019-10-09,0.6,442.6
"154","FRCH",2019-10-10,4.4,447
"155","MOOS",2019-05-10,0.4,0.4
"156","MOOS",2019-05-11,0,0.4
"157","MOOS",2019-05-12,0,0.4
"158","MOOS",2019-05-13,0,0.4
"159","MOOS",2019-05-14,0,0.4
"160","MOOS",2019-05-15,0,0.4
"161","MOOS",2019-05-16,0,0.4
"162","MOOS",2019-05-17,0,0.4
"163","MOOS",2019-05-18,2.6,3
"164","MOOS",2019-05-19,2.2,5.2
"165","MOOS",2019-05-20,1.2,6.4
"166","MOOS",2019-05-21,0,6.4
"167","MOOS",2019-05-22,0,6.4
"168","MOOS",2019-05-23,4,10.4
"169","MOOS",2019-05-24,0.2,10.6
"170","MOOS",2019-05-25,0,10.6
"171","MOOS",2019-05-26,0,10.6
"172","MOOS",2019-05-27,0,10.6
"173","MOOS",2019-05-28,0,10.6
"174","MOOS",2019-05-29,0,10.6
"175","MOOS",2019-05-30,2,12.6
"176","MOOS",2019-05-31,0,12.6
"177","MOOS",2019-06-01,50.6,63.2
"178","MOOS",2019-06-02,1,64.2
"179","MOOS",2019-06-03,1.4,65.6
"180","MOOS",2019-06-04,0,65.6
"181","MOOS",2019-06-05,0,65.6
"182","MOOS",2019-06-06,0.6,66.2
"183","MOOS",2019-06-07,1.8,68
"184","MOOS",2019-06-08,1.4,69.4
"185","MOOS",2019-06-09,1.4,70.8
"186","MOOS",2019-06-10,0,70.8
"187","MOOS",2019-06-11,0.4,71.2
"188","MOOS",2019-06-12,0,71.2
"189","MOOS",2019-06-13,0,71.2
"190","MOOS",2019-06-14,0,71.2
"191","MOOS",2019-06-15,0,71.2
"192","MOOS",2019-06-16,10.8,82
"193","MOOS",2019-06-17,0.2,82.2
"194","MOOS",2019-06-18,2,84.2
"195","MOOS",2019-06-19,3.8,88
"196","MOOS",2019-06-20,0,88
"197","MOOS",2019-06-21,20,108
"198","MOOS",2019-06-22,2.6,110.6
"199","MOOS",2019-06-23,13.4,124
"200","MOOS",2019-06-24,0,124
"201","MOOS",2019-06-25,0,124
"202","MOOS",2019-06-26,0,124
"203","MOOS",2019-06-27,0,124
"204","MOOS",2019-06-28,0,124
"205","MOOS",2019-06-29,0,124
"206","MOOS",2019-06-30,0,124
"207","MOOS",2019-07-01,4.8,128.8
"208","MOOS",2019-07-02,0,128.8
"209","MOOS",2019-07-03,0,128.8
"210","MOOS",2019-07-04,0,128.8
"211","MOOS",2019-07-05,0,128.8
"212","MOOS",2019-07-06,0,128.8
"213","MOOS",2019-07-07,0,128.8
"214","MOOS",2019-07-08,0,128.8
