min,inst_rainfall_mm,DateTime,Site
2021-05-19 09:00:00,0.2,2021-05-19T17:00:00Z,STRT
2021-05-19 10:30:00,1.4000000000000001,2021-05-19T18:30:00Z,STRT
2021-05-19 10:45:00,0.2,2021-05-19T18:45:00Z,STRT
2021-05-21 22:45:00,0.2,2021-05-22T06:45:00Z,STRT
2021-05-22 00:15:00,0.2,2021-05-22T08:15:00Z,STRT
2021-05-22 00:45:00,0.2,2021-05-22T08:45:00Z,STRT
2021-05-22 01:00:00,0.2,2021-05-22T09:00:00Z,STRT
2021-05-22 01:30:00,0.2,2021-05-22T09:30:00Z,STRT
2021-05-22 02:45:00,0.2,2021-05-22T10:45:00Z,STRT
2021-05-23 02:15:00,0.2,2021-05-23T10:15:00Z,STRT
2021-05-23 02:30:00,0.2,2021-05-23T10:30:00Z,STRT
2021-05-26 18:15:00,0.2,2021-05-27T02:15:00Z,STRT
2021-05-26 20:15:00,0.2,2021-05-27T04:15:00Z,STRT
2021-05-26 20:30:00,0.2,2021-05-27T04:30:00Z,STRT
2021-05-27 06:15:00,0.4,2021-05-27T14:15:00Z,STRT
2021-05-27 06:30:00,0.4,2021-05-27T14:30:00Z,STRT
2021-05-27 06:45:00,0.2,2021-05-27T14:45:00Z,STRT
2021-05-31 20:30:00,0.4,2021-06-01T04:30:00Z,STRT
2021-05-31 20:45:00,0.2,2021-06-01T04:45:00Z,STRT
2021-05-31 21:30:00,0.2,2021-06-01T05:30:00Z,STRT
2021-05-31 22:15:00,0.2,2021-06-01T06:15:00Z,STRT
2021-06-01 05:15:00,0.2,2021-06-01T13:15:00Z,STRT
2021-06-01 05:30:00,0.8,2021-06-01T13:30:00Z,STRT
2021-06-01 05:45:00,1.2000000000000002,2021-06-01T13:45:00Z,STRT
2021-06-01 06:00:00,0.4,2021-06-01T14:00:00Z,STRT
2021-06-01 06:15:00,0.2,2021-06-01T14:15:00Z,STRT
2021-06-04 04:45:00,0.6000000000000001,2021-06-04T12:45:00Z,STRT
2021-06-04 05:00:00,0.2,2021-06-04T13:00:00Z,STRT
2021-06-04 07:30:00,0.2,2021-06-04T15:30:00Z,STRT
2021-06-04 07:45:00,0.2,2021-06-04T15:45:00Z,STRT
2021-06-06 10:45:00,0.2,2021-06-06T18:45:00Z,STRT
2021-06-06 11:00:00,1.4000000000000001,2021-06-06T19:00:00Z,STRT
2021-06-07 21:15:00,0.2,2021-06-08T05:15:00Z,STRT
2021-06-07 22:15:00,0.2,2021-06-08T06:15:00Z,STRT
2021-06-07 22:30:00,0.2,2021-06-08T06:30:00Z,STRT
2021-06-07 23:30:00,0.2,2021-06-08T07:30:00Z,STRT
2021-06-07 23:45:00,0.4,2021-06-08T07:45:00Z,STRT
2021-06-08 00:45:00,0.2,2021-06-08T08:45:00Z,STRT
2021-06-08 21:00:00,1.2000000000000002,2021-06-09T05:00:00Z,STRT
2021-06-08 21:15:00,1.4000000000000001,2021-06-09T05:15:00Z,STRT
2021-06-08 21:30:00,0.8,2021-06-09T05:30:00Z,STRT
2021-06-08 21:45:00,0.4,2021-06-09T05:45:00Z,STRT
2021-06-08 22:00:00,0.2,2021-06-09T06:00:00Z,STRT
2021-06-12 09:45:00,0.6000000000000001,2021-06-12T17:45:00Z,STRT
2021-06-12 10:00:00,0.4,2021-06-12T18:00:00Z,STRT
2021-06-16 23:15:00,0.2,2021-06-17T07:15:00Z,STRT
2021-06-16 23:30:00,0.2,2021-06-17T07:30:00Z,STRT
2021-06-17 00:00:00,0.2,2021-06-17T08:00:00Z,STRT
2021-06-17 00:30:00,0.4,2021-06-17T08:30:00Z,STRT
2021-06-17 00:45:00,0.2,2021-06-17T08:45:00Z,STRT
2021-06-19 02:00:00,0.2,2021-06-19T10:00:00Z,STRT
2021-06-19 02:15:00,0.2,2021-06-19T10:15:00Z,STRT
2021-06-19 02:30:00,0.2,2021-06-19T10:30:00Z,STRT
2021-06-19 02:45:00,0.2,2021-06-19T10:45:00Z,STRT
2021-06-19 12:15:00,0.2,2021-06-19T20:15:00Z,STRT
2021-06-19 12:30:00,0.4,2021-06-19T20:30:00Z,STRT
2021-06-19 12:45:00,0.2,2021-06-19T20:45:00Z,STRT
2021-06-19 13:00:00,0.4,2021-06-19T21:00:00Z,STRT
2021-06-19 13:30:00,0.2,2021-06-19T21:30:00Z,STRT
2021-06-19 14:00:00,0.2,2021-06-19T22:00:00Z,STRT
2021-06-19 14:30:00,0.2,2021-06-19T22:30:00Z,STRT
2021-06-19 15:00:00,0.2,2021-06-19T23:00:00Z,STRT
2021-06-19 16:00:00,0.2,2021-06-20T00:00:00Z,STRT
2021-06-21 06:45:00,1.4000000000000001,2021-06-21T14:45:00Z,STRT
2021-06-24 17:30:00,1.8,2021-06-25T01:30:00Z,STRT
2021-06-24 17:45:00,0.4,2021-06-25T01:45:00Z,STRT
2021-07-02 22:30:00,0.2,2021-07-03T06:30:00Z,STRT
2021-07-06 07:00:00,0.2,2021-07-06T15:00:00Z,STRT
2021-07-06 07:30:00,0.2,2021-07-06T15:30:00Z,STRT
2021-07-06 07:45:00,0.2,2021-07-06T15:45:00Z,STRT
2021-07-06 08:00:00,0.4,2021-07-06T16:00:00Z,STRT
2021-07-06 08:15:00,0.4,2021-07-06T16:15:00Z,STRT
2021-07-06 08:30:00,0.4,2021-07-06T16:30:00Z,STRT
2021-07-06 08:45:00,0.4,2021-07-06T16:45:00Z,STRT
2021-07-06 09:00:00,0.4,2021-07-06T17:00:00Z,STRT
2021-07-06 09:15:00,0.2,2021-07-06T17:15:00Z,STRT
2021-07-07 03:15:00,0.2,2021-07-07T11:15:00Z,STRT
2021-07-07 03:30:00,0.2,2021-07-07T11:30:00Z,STRT
2021-07-08 08:15:00,0.4,2021-07-08T16:15:00Z,STRT
2021-07-08 08:30:00,1.2000000000000002,2021-07-08T16:30:00Z,STRT
2021-07-08 09:00:00,0.2,2021-07-08T17:00:00Z,STRT
2021-07-14 04:15:00,0.2,2021-07-14T12:15:00Z,STRT
2021-07-14 05:00:00,0.2,2021-07-14T13:00:00Z,STRT
2021-07-22 23:30:00,0.2,2021-07-23T07:30:00Z,STRT
2021-07-23 04:45:00,0.2,2021-07-23T12:45:00Z,STRT
2021-07-23 05:00:00,0.4,2021-07-23T13:00:00Z,STRT
2021-07-23 05:15:00,0.4,2021-07-23T13:15:00Z,STRT
2021-07-23 05:30:00,0.2,2021-07-23T13:30:00Z,STRT
2021-07-23 05:45:00,0.2,2021-07-23T13:45:00Z,STRT
2021-07-23 10:45:00,1.4000000000000001,2021-07-23T18:45:00Z,STRT
2021-07-23 11:00:00,1.4000000000000001,2021-07-23T19:00:00Z,STRT
2021-07-23 11:15:00,2.6,2021-07-23T19:15:00Z,STRT
2021-07-23 11:30:00,0.4,2021-07-23T19:30:00Z,STRT
2021-07-23 11:45:00,0.6000000000000001,2021-07-23T19:45:00Z,STRT
2021-07-23 12:00:00,1.2000000000000002,2021-07-23T20:00:00Z,STRT
2021-07-23 12:15:00,2,2021-07-23T20:15:00Z,STRT
2021-07-23 12:30:00,1,2021-07-23T20:30:00Z,STRT
2021-07-23 12:45:00,0.8,2021-07-23T20:45:00Z,STRT
2021-07-23 13:00:00,0.8,2021-07-23T21:00:00Z,STRT
2021-07-23 13:15:00,0.6000000000000001,2021-07-23T21:15:00Z,STRT
2021-07-23 13:30:00,0.4,2021-07-23T21:30:00Z,STRT
2021-07-23 13:45:00,0.4,2021-07-23T21:45:00Z,STRT
2021-07-23 14:00:00,0.2,2021-07-23T22:00:00Z,STRT
2021-07-23 14:15:00,0.2,2021-07-23T22:15:00Z,STRT
2021-07-23 14:45:00,0.2,2021-07-23T22:45:00Z,STRT
2021-07-23 16:15:00,0.2,2021-07-24T00:15:00Z,STRT
2021-07-23 20:15:00,0.2,2021-07-24T04:15:00Z,STRT
2021-07-23 20:30:00,0.4,2021-07-24T04:30:00Z,STRT
2021-07-23 20:45:00,0.2,2021-07-24T04:45:00Z,STRT
2021-07-23 21:45:00,0.2,2021-07-24T05:45:00Z,STRT
2021-07-24 00:00:00,0.2,2021-07-24T08:00:00Z,STRT
2021-07-24 00:15:00,0.4,2021-07-24T08:15:00Z,STRT
2021-07-24 00:30:00,1,2021-07-24T08:30:00Z,STRT
2021-07-24 00:45:00,0.2,2021-07-24T08:45:00Z,STRT
2021-07-24 01:00:00,0.2,2021-07-24T09:00:00Z,STRT
2021-07-24 01:15:00,0.2,2021-07-24T09:15:00Z,STRT
2021-07-24 01:45:00,0.2,2021-07-24T09:45:00Z,STRT
2021-07-24 02:00:00,0.2,2021-07-24T10:00:00Z,STRT
2021-07-24 02:15:00,0.2,2021-07-24T10:15:00Z,STRT
2021-07-24 02:30:00,0.6000000000000001,2021-07-24T10:30:00Z,STRT
2021-07-24 02:45:00,0.2,2021-07-24T10:45:00Z,STRT
2021-07-24 03:00:00,0.4,2021-07-24T11:00:00Z,STRT
2021-07-24 03:15:00,0.4,2021-07-24T11:15:00Z,STRT
2021-07-24 03:45:00,0.2,2021-07-24T11:45:00Z,STRT
2021-07-24 04:45:00,0.2,2021-07-24T12:45:00Z,STRT
2021-07-26 18:45:00,0.2,2021-07-27T02:45:00Z,STRT
2021-07-26 21:00:00,0.2,2021-07-27T05:00:00Z,STRT
2021-07-27 10:45:00,0.4,2021-07-27T18:45:00Z,STRT
2021-07-27 11:00:00,0.8,2021-07-27T19:00:00Z,STRT
2021-07-27 11:15:00,0.8,2021-07-27T19:15:00Z,STRT
2021-07-27 11:30:00,0.2,2021-07-27T19:30:00Z,STRT
2021-07-27 11:45:00,0.2,2021-07-27T19:45:00Z,STRT
2021-07-27 12:15:00,0.2,2021-07-27T20:15:00Z,STRT
2021-07-27 14:00:00,0.2,2021-07-27T22:00:00Z,STRT
2021-07-27 14:30:00,0.2,2021-07-27T22:30:00Z,STRT
2021-07-27 14:45:00,0.4,2021-07-27T22:45:00Z,STRT
2021-07-27 15:00:00,0.6000000000000001,2021-07-27T23:00:00Z,STRT
2021-07-27 15:15:00,0.4,2021-07-27T23:15:00Z,STRT
2021-07-27 15:30:00,0.6000000000000001,2021-07-27T23:30:00Z,STRT
2021-07-27 15:45:00,0.4,2021-07-27T23:45:00Z,STRT
2021-07-27 16:00:00,0.6000000000000001,2021-07-28T00:00:00Z,STRT
2021-07-27 16:15:00,0.4,2021-07-28T00:15:00Z,STRT
2021-07-27 16:30:00,0.6000000000000001,2021-07-28T00:30:00Z,STRT
2021-07-27 16:45:00,0.2,2021-07-28T00:45:00Z,STRT
2021-07-27 17:00:00,0.4,2021-07-28T01:00:00Z,STRT
2021-07-27 17:15:00,0.2,2021-07-28T01:15:00Z,STRT
2021-07-27 17:30:00,0.4,2021-07-28T01:30:00Z,STRT
2021-07-27 17:45:00,0.2,2021-07-28T01:45:00Z,STRT
2021-07-27 18:00:00,0.2,2021-07-28T02:00:00Z,STRT
2021-07-27 18:15:00,0.2,2021-07-28T02:15:00Z,STRT
2021-07-27 18:30:00,0.2,2021-07-28T02:30:00Z,STRT
2021-07-27 18:45:00,0.2,2021-07-28T02:45:00Z,STRT
2021-07-27 19:15:00,0.2,2021-07-28T03:15:00Z,STRT
2021-07-27 19:30:00,0.4,2021-07-28T03:30:00Z,STRT
2021-07-27 19:45:00,0.2,2021-07-28T03:45:00Z,STRT
2021-07-27 20:00:00,0.2,2021-07-28T04:00:00Z,STRT
2021-07-27 20:15:00,0.2,2021-07-28T04:15:00Z,STRT
2021-07-27 20:30:00,0.2,2021-07-28T04:30:00Z,STRT
2021-07-27 20:45:00,0.2,2021-07-28T04:45:00Z,STRT
2021-07-27 21:15:00,0.4,2021-07-28T05:15:00Z,STRT
2021-07-27 21:30:00,0.2,2021-07-28T05:30:00Z,STRT
2021-07-27 21:45:00,0.2,2021-07-28T05:45:00Z,STRT
2021-07-27 22:00:00,0.2,2021-07-28T06:00:00Z,STRT
2021-07-27 22:15:00,0.2,2021-07-28T06:15:00Z,STRT
2021-07-27 22:30:00,0.2,2021-07-28T06:30:00Z,STRT
2021-07-27 22:45:00,0.2,2021-07-28T06:45:00Z,STRT
