"","Site","Date","ppt_tot","ppt_cum"
"668","VAUL",2021-08-28,0.2,304.8
"669","VAUL",2021-08-29,0,304.8
"670","VAUL",2021-08-30,0.2,305
"671","VAUL",2021-08-31,0,305
"672","VAUL",2021-09-01,0,305
"673","VAUL",2021-09-02,0.8,305.8
"674","VAUL",2021-09-03,0.8,306.6
"675","VAUL",2021-09-04,0,306.6
"676","VAUL",2021-09-05,2.8,309.4
"677","VAUL",2021-09-06,0.2,309.6
"678","VAUL",2021-09-07,0,309.6
"679","VAUL",2021-09-08,0,309.6
"680","VAUL",2021-09-09,0,309.6
"681","VAUL",2021-09-10,0,309.6
"682","VAUL",2021-09-11,0,309.6
"683","VAUL",2021-09-12,0,309.6
"684","VAUL",2021-09-13,0,309.6
"685","VAUL",2021-09-14,0,309.6
"686","VAUL",2021-09-15,0,309.6
"687","VAUL",2021-09-16,0,309.6
"688","VAUL",2021-09-17,0,309.6
"689","VAUL",2021-09-18,0,309.6
"690","VAUL",2021-09-19,0,309.6
"691","VAUL",2021-09-20,0,309.6
"692","VAUL",2021-09-21,0,309.6
"693","VAUL",2021-09-22,0,309.6
"694","VAUL",2021-09-23,0,309.6
"695","VAUL",2021-09-24,2.8,312.4
"696","VAUL",2021-09-25,1,313.4
"697","VAUL",2021-09-26,0,313.4
"698","VAUL",2021-09-27,1.2,314.6
"699","VAUL",NA,2.4,317
