"","datetimeAK","CARI","CRREL","month","mean"
"183",2015-05-08 14:00:00,0,0,"05",0
"184",2015-05-08 15:00:00,0,0,"05",0
"185",2015-05-08 16:00:00,0,0,"05",0
"186",2015-05-08 17:00:00,0,0,"05",0
"187",2015-05-08 18:00:00,0,0,"05",0
"188",2015-05-08 19:00:00,0,0,"05",0
"189",2015-05-08 20:00:00,0,0,"05",0
"190",2015-05-08 21:00:00,0,0,"05",0
"191",2015-05-08 22:00:00,0,0,"05",0
"192",2015-05-08 23:00:00,0,0,"05",0
"193",2015-05-09 00:00:00,0,0,"05",0
"194",2015-05-09 01:00:00,0,0,"05",0
"195",2015-05-09 02:00:00,0,0,"05",0
"196",2015-05-09 03:00:00,0,0,"05",0
"197",2015-05-09 04:00:00,0,0,"05",0
"198",2015-05-09 05:00:00,0,0,"05",0
"199",2015-05-09 06:00:00,0,0,"05",0
"200",2015-05-09 07:00:00,0,0,"05",0
"201",2015-05-09 08:00:00,0,0,"05",0
"202",2015-05-09 09:00:00,0,0,"05",0
"203",2015-05-09 10:00:00,0,0,"05",0
"204",2015-05-09 11:00:00,0,0,"05",0
"205",2015-05-09 12:00:00,0,0,"05",0
"206",2015-05-09 13:00:00,0,0,"05",0
"207",2015-05-09 14:00:00,0,0,"05",0
"208",2015-05-09 15:00:00,0,0,"05",0
"209",2015-05-09 16:00:00,0,0,"05",0
"210",2015-05-09 17:00:00,0,0,"05",0
"211",2015-05-09 18:00:00,0,0,"05",0
"212",2015-05-09 19:00:00,0.508,0.254,"05",0.381
"213",2015-05-09 20:00:00,2.032,2.032,"05",2.032
"214",2015-05-09 21:00:00,2.794,2.032,"05",2.413
"215",2015-05-09 22:00:00,1.016,0.254,"05",0.635
"216",2015-05-09 23:00:00,0,0,"05",0
"217",2015-05-10 00:00:00,0,0,"05",0
"218",2015-05-10 01:00:00,0,0,"05",0
"219",2015-05-10 02:00:00,0,0,"05",0
"220",2015-05-10 03:00:00,0,0.254,"05",0.127
"221",2015-05-10 04:00:00,0,0,"05",0
"222",2015-05-10 05:00:00,0,0,"05",0
"223",2015-05-10 06:00:00,0,0,"05",0
"224",2015-05-10 07:00:00,0,0,"05",0
"225",2015-05-10 08:00:00,0,0,"05",0
"226",2015-05-10 09:00:00,0,0,"05",0
"227",2015-05-10 10:00:00,0,0,"05",0
"228",2015-05-10 11:00:00,0,0,"05",0
"229",2015-05-10 12:00:00,0,0,"05",0
"230",2015-05-10 13:00:00,0,0,"05",0
"231",2015-05-10 14:00:00,0,0,"05",0
"232",2015-05-10 15:00:00,0,0,"05",0
"233",2015-05-10 16:00:00,0,0,"05",0
"234",2015-05-10 17:00:00,0,0,"05",0
"235",2015-05-10 18:00:00,0,0,"05",0
"236",2015-05-10 19:00:00,0,0,"05",0
"237",2015-05-10 20:00:00,0,0,"05",0
"238",2015-05-10 21:00:00,0,0,"05",0
"239",2015-05-10 22:00:00,0,0,"05",0
"240",2015-05-10 23:00:00,0,0,"05",0
"241",2015-05-11 00:00:00,0,0,"05",0
"242",2015-05-11 01:00:00,0,0,"05",0
"243",2015-05-11 02:00:00,0,0,"05",0
"244",2015-05-11 03:00:00,0,0,"05",0
"245",2015-05-11 04:00:00,0,0,"05",0
"246",2015-05-11 05:00:00,0,0,"05",0
"247",2015-05-11 06:00:00,0,0,"05",0
"248",2015-05-11 07:00:00,0,0,"05",0
"249",2015-05-11 08:00:00,0,0,"05",0
"250",2015-05-11 09:00:00,0,0,"05",0
"251",2015-05-11 10:00:00,0,0,"05",0
"252",2015-05-11 11:00:00,0,0,"05",0
"253",2015-05-11 12:00:00,0,0,"05",0
"254",2015-05-11 13:00:00,0,0,"05",0
"255",2015-05-11 14:00:00,0,0,"05",0
"256",2015-05-11 15:00:00,0,0,"05",0
"257",2015-05-11 16:00:00,0,0,"05",0
"258",2015-05-11 17:00:00,0,0,"05",0
"259",2015-05-11 18:00:00,0,0,"05",0
"260",2015-05-11 19:00:00,0,0,"05",0
"261",2015-05-11 20:00:00,0,0,"05",0
"262",2015-05-11 21:00:00,0,0,"05",0
"263",2015-05-11 22:00:00,0,0,"05",0
"264",2015-05-11 23:00:00,0,0,"05",0
"265",2015-05-12 00:00:00,0,0,"05",0
"266",2015-05-12 01:00:00,0,0,"05",0
"267",2015-05-12 02:00:00,0,0,"05",0
"268",2015-05-12 03:00:00,0,0,"05",0
"269",2015-05-12 04:00:00,0,0,"05",0
"270",2015-05-12 05:00:00,0,0,"05",0
"271",2015-05-12 06:00:00,0,0,"05",0
"272",2015-05-12 07:00:00,0,0,"05",0
"273",2015-05-12 08:00:00,0,0,"05",0
"274",2015-05-12 09:00:00,0,0,"05",0
"275",2015-05-12 10:00:00,0,0,"05",0
"276",2015-05-12 11:00:00,0,0,"05",0
"277",2015-05-12 12:00:00,0,0,"05",0
"278",2015-05-12 13:00:00,0,0,"05",0
"279",2015-05-12 14:00:00,0,0,"05",0
"280",2015-05-12 15:00:00,0,0,"05",0
"281",2015-05-12 16:00:00,0,0,"05",0
"282",2015-05-12 17:00:00,0,0,"05",0
"283",2015-05-12 18:00:00,0,0,"05",0
"284",2015-05-12 19:00:00,0,0,"05",0
"285",2015-05-12 20:00:00,0,0,"05",0
"286",2015-05-12 21:00:00,0,0,"05",0
"287",2015-05-12 22:00:00,0,0,"05",0
"288",2015-05-12 23:00:00,0,0,"05",0
"289",2015-05-13 00:00:00,0,0,"05",0
"290",2015-05-13 01:00:00,0,0,"05",0
"291",2015-05-13 02:00:00,0,0,"05",0
"292",2015-05-13 03:00:00,0,0,"05",0
"293",2015-05-13 04:00:00,0,0,"05",0
"294",2015-05-13 05:00:00,0,0,"05",0
"295",2015-05-13 06:00:00,0,0,"05",0
"296",2015-05-13 07:00:00,0,0,"05",0
"297",2015-05-13 08:00:00,0,0,"05",0
"298",2015-05-13 09:00:00,0,0,"05",0
"299",2015-05-13 10:00:00,0,0,"05",0
"300",2015-05-13 11:00:00,0,0,"05",0
"301",2015-05-13 12:00:00,0,0,"05",0
"302",2015-05-13 13:00:00,0,0,"05",0
"303",2015-05-13 14:00:00,0,0,"05",0
"304",2015-05-13 15:00:00,0,0,"05",0
"305",2015-05-13 16:00:00,0,0,"05",0
"306",2015-05-13 17:00:00,0,0,"05",0
"307",2015-05-13 18:00:00,0,0,"05",0
"308",2015-05-13 19:00:00,0,0,"05",0
"309",2015-05-13 20:00:00,0,0,"05",0
"310",2015-05-13 21:00:00,0,0,"05",0
"311",2015-05-13 22:00:00,0,0,"05",0
"312",2015-05-13 23:00:00,0,0,"05",0
"313",2015-05-14 00:00:00,0,0,"05",0
"314",2015-05-14 01:00:00,0,0,"05",0
"315",2015-05-14 02:00:00,0,0,"05",0
"316",2015-05-14 03:00:00,0,0,"05",0
"317",2015-05-14 04:00:00,0,0,"05",0
"318",2015-05-14 05:00:00,0,0,"05",0
"319",2015-05-14 06:00:00,0,0,"05",0
"320",2015-05-14 07:00:00,0,0,"05",0
"321",2015-05-14 08:00:00,0,0,"05",0
"322",2015-05-14 09:00:00,0,0,"05",0
"323",2015-05-14 10:00:00,0,0,"05",0
"324",2015-05-14 11:00:00,0,0,"05",0
"325",2015-05-14 12:00:00,0,0,"05",0
"326",2015-05-14 13:00:00,0,0,"05",0
"327",2015-05-14 14:00:00,0,0,"05",0
"328",2015-05-14 15:00:00,0,0,"05",0
"329",2015-05-14 16:00:00,0,0,"05",0
"330",2015-05-14 17:00:00,0,0,"05",0
"331",2015-05-14 18:00:00,0,0,"05",0
"332",2015-05-14 19:00:00,0,0,"05",0
"333",2015-05-14 20:00:00,0,0,"05",0
"334",2015-05-14 21:00:00,0,0,"05",0
"335",2015-05-14 22:00:00,0,0,"05",0
"336",2015-05-14 23:00:00,0,0,"05",0
"337",2015-05-15 00:00:00,0,0,"05",0
"338",2015-05-15 01:00:00,0,0,"05",0
"339",2015-05-15 02:00:00,0,0,"05",0
"340",2015-05-15 03:00:00,0,0,"05",0
"341",2015-05-15 04:00:00,0,0,"05",0
"342",2015-05-15 05:00:00,0,0,"05",0
"343",2015-05-15 06:00:00,0,0,"05",0
"344",2015-05-15 07:00:00,0,0,"05",0
"345",2015-05-15 08:00:00,0,0,"05",0
"346",2015-05-15 09:00:00,0,0,"05",0
"347",2015-05-15 10:00:00,0,0,"05",0
"348",2015-05-15 11:00:00,0,0,"05",0
"349",2015-05-15 12:00:00,0,0,"05",0
"350",2015-05-15 13:00:00,0,0,"05",0
"351",2015-05-15 14:00:00,0,0,"05",0
"352",2015-05-15 15:00:00,0,0,"05",0
"353",2015-05-15 16:00:00,0,0,"05",0
"354",2015-05-15 17:00:00,0,0,"05",0
"355",2015-05-15 18:00:00,0,0,"05",0
"356",2015-05-15 19:00:00,0,0,"05",0
"357",2015-05-15 20:00:00,0,0,"05",0
"358",2015-05-15 21:00:00,0,0,"05",0
"359",2015-05-15 22:00:00,0,0,"05",0
"360",2015-05-15 23:00:00,0,0,"05",0
"361",2015-05-16 00:00:00,0,0,"05",0
"362",2015-05-16 01:00:00,0,0,"05",0
"363",2015-05-16 02:00:00,0,0,"05",0
"364",2015-05-16 03:00:00,0,0,"05",0
"365",2015-05-16 04:00:00,0,0,"05",0
"366",2015-05-16 05:00:00,0,0,"05",0
"367",2015-05-16 06:00:00,0,0,"05",0
"368",2015-05-16 07:00:00,0,0,"05",0
"369",2015-05-16 08:00:00,0,0,"05",0
"370",2015-05-16 09:00:00,0,0,"05",0
"371",2015-05-16 10:00:00,0,0,"05",0
"372",2015-05-16 11:00:00,0,0,"05",0
"373",2015-05-16 12:00:00,0,0,"05",0
"374",2015-05-16 13:00:00,0,0,"05",0
"375",2015-05-16 14:00:00,0,0,"05",0
"376",2015-05-16 15:00:00,0,0,"05",0
"377",2015-05-16 16:00:00,0,0,"05",0
"378",2015-05-16 17:00:00,0,0,"05",0
"379",2015-05-16 18:00:00,0,0,"05",0
"380",2015-05-16 19:00:00,0,0,"05",0
"381",2015-05-16 20:00:00,0,0,"05",0
"382",2015-05-16 21:00:00,0,0,"05",0
"383",2015-05-16 22:00:00,0,0,"05",0
"384",2015-05-16 23:00:00,0,0,"05",0
"385",2015-05-17 00:00:00,0,0,"05",0
"386",2015-05-17 01:00:00,0,0,"05",0
"387",2015-05-17 02:00:00,0,0,"05",0
"388",2015-05-17 03:00:00,0,0,"05",0
"389",2015-05-17 04:00:00,0,0,"05",0
"390",2015-05-17 05:00:00,0,0,"05",0
"391",2015-05-17 06:00:00,0,0,"05",0
"392",2015-05-17 07:00:00,0,0,"05",0
"393",2015-05-17 08:00:00,0,0,"05",0
"394",2015-05-17 09:00:00,0,0,"05",0
"395",2015-05-17 10:00:00,0,0,"05",0
"396",2015-05-17 11:00:00,0,0,"05",0
"397",2015-05-17 12:00:00,0,0,"05",0
"398",2015-05-17 13:00:00,0,0,"05",0
"399",2015-05-17 14:00:00,0,0,"05",0
"400",2015-05-17 15:00:00,0,0,"05",0
"401",2015-05-17 16:00:00,0,0,"05",0
"402",2015-05-17 17:00:00,0,0,"05",0
"403",2015-05-17 18:00:00,0,0,"05",0
"404",2015-05-17 19:00:00,0,0,"05",0
"405",2015-05-17 20:00:00,0,0,"05",0
"406",2015-05-17 21:00:00,0,0,"05",0
"407",2015-05-17 22:00:00,0,0,"05",0
"408",2015-05-17 23:00:00,0,0,"05",0
"409",2015-05-18 00:00:00,0,0,"05",0
"410",2015-05-18 01:00:00,0,0,"05",0
"411",2015-05-18 02:00:00,0,0,"05",0
"412",2015-05-18 03:00:00,0,0,"05",0
"413",2015-05-18 04:00:00,0,0,"05",0
"414",2015-05-18 05:00:00,0,0,"05",0
"415",2015-05-18 06:00:00,0,0,"05",0
"416",2015-05-18 07:00:00,0,0,"05",0
"417",2015-05-18 08:00:00,0,0,"05",0
"418",2015-05-18 09:00:00,0,0,"05",0
"419",2015-05-18 10:00:00,0,0,"05",0
"420",2015-05-18 11:00:00,0,0,"05",0
"421",2015-05-18 12:00:00,0,0,"05",0
"422",2015-05-18 13:00:00,0,0,"05",0
"423",2015-05-18 14:00:00,0,0,"05",0
"424",2015-05-18 15:00:00,0,0,"05",0
"425",2015-05-18 16:00:00,0,0,"05",0
"426",2015-05-18 17:00:00,0,0,"05",0
"427",2015-05-18 18:00:00,0,0,"05",0
"428",2015-05-18 19:00:00,0,0,"05",0
"429",2015-05-18 20:00:00,0,0,"05",0
"430",2015-05-18 21:00:00,0,0,"05",0
"431",2015-05-18 22:00:00,0,0,"05",0
"432",2015-05-18 23:00:00,0,0,"05",0
"433",2015-05-19 00:00:00,0,0,"05",0
"434",2015-05-19 01:00:00,0,0,"05",0
"435",2015-05-19 02:00:00,0,0,"05",0
"436",2015-05-19 03:00:00,0,0,"05",0
"437",2015-05-19 04:00:00,0,0,"05",0
"438",2015-05-19 05:00:00,0,0,"05",0
"439",2015-05-19 06:00:00,0,0,"05",0
"440",2015-05-19 07:00:00,0,0,"05",0
"441",2015-05-19 08:00:00,0,0,"05",0
"442",2015-05-19 09:00:00,0,0,"05",0
"443",2015-05-19 10:00:00,0,0,"05",0
"444",2015-05-19 11:00:00,0,0,"05",0
"445",2015-05-19 12:00:00,0,0,"05",0
"446",2015-05-19 13:00:00,0,0,"05",0
"447",2015-05-19 14:00:00,0,0,"05",0
"448",2015-05-19 15:00:00,0,0,"05",0
"449",2015-05-19 16:00:00,0,0,"05",0
"450",2015-05-19 17:00:00,0,0,"05",0
"451",2015-05-19 18:00:00,0,0,"05",0
"452",2015-05-19 19:00:00,0,0,"05",0
"453",2015-05-19 20:00:00,0,0,"05",0
"454",2015-05-19 21:00:00,0,0,"05",0
"455",2015-05-19 22:00:00,0,0,"05",0
"456",2015-05-19 23:00:00,0,0,"05",0
"457",2015-05-20 00:00:00,0,0,"05",0
"458",2015-05-20 01:00:00,0,0,"05",0
"459",2015-05-20 02:00:00,0,0,"05",0
"460",2015-05-20 03:00:00,0,0,"05",0
"461",2015-05-20 04:00:00,0,0,"05",0
"462",2015-05-20 05:00:00,0,0,"05",0
"463",2015-05-20 06:00:00,0,0,"05",0
"464",2015-05-20 07:00:00,0,0,"05",0
"465",2015-05-20 08:00:00,0,0,"05",0
"466",2015-05-20 09:00:00,0,0,"05",0
"467",2015-05-20 10:00:00,0,0,"05",0
"468",2015-05-20 11:00:00,0,0,"05",0
"469",2015-05-20 12:00:00,0,0,"05",0
"470",2015-05-20 13:00:00,0,0,"05",0
"471",2015-05-20 14:00:00,0,0,"05",0
"472",2015-05-20 15:00:00,0,0,"05",0
"473",2015-05-20 16:00:00,0,0,"05",0
"474",2015-05-20 17:00:00,0,0,"05",0
"475",2015-05-20 18:00:00,0,0,"05",0
"476",2015-05-20 19:00:00,0,0,"05",0
"477",2015-05-20 20:00:00,0,0,"05",0
"478",2015-05-20 21:00:00,0,0,"05",0
"479",2015-05-20 22:00:00,0,0,"05",0
"480",2015-05-20 23:00:00,0,0,"05",0
"481",2015-05-21 00:00:00,0,0,"05",0
"482",2015-05-21 01:00:00,0,0,"05",0
"483",2015-05-21 02:00:00,0,0,"05",0
"484",2015-05-21 03:00:00,0,0,"05",0
"485",2015-05-21 04:00:00,0,0,"05",0
"486",2015-05-21 05:00:00,0,0,"05",0
"487",2015-05-21 06:00:00,0,0,"05",0
"488",2015-05-21 07:00:00,0,0,"05",0
"489",2015-05-21 08:00:00,0,0,"05",0
"490",2015-05-21 09:00:00,0,0,"05",0
"491",2015-05-21 10:00:00,0,0,"05",0
"492",2015-05-21 11:00:00,0,0,"05",0
"493",2015-05-21 12:00:00,0,0,"05",0
"494",2015-05-21 13:00:00,0,0,"05",0
"495",2015-05-21 14:00:00,0,0,"05",0
"496",2015-05-21 15:00:00,0,0,"05",0
"497",2015-05-21 16:00:00,0,0,"05",0
"498",2015-05-21 17:00:00,0,0,"05",0
"499",2015-05-21 18:00:00,0,0,"05",0
"500",2015-05-21 19:00:00,0,0,"05",0
"501",2015-05-21 20:00:00,0,0,"05",0
"502",2015-05-21 21:00:00,0,0,"05",0
"503",2015-05-21 22:00:00,0,0,"05",0
"504",2015-05-21 23:00:00,0,0,"05",0
"505",2015-05-22 00:00:00,0,0,"05",0
"506",2015-05-22 01:00:00,0,0,"05",0
"507",2015-05-22 02:00:00,0,0,"05",0
"508",2015-05-22 03:00:00,0,0,"05",0
"509",2015-05-22 04:00:00,0,0,"05",0
"510",2015-05-22 05:00:00,0,0,"05",0
"511",2015-05-22 06:00:00,0,0,"05",0
"512",2015-05-22 07:00:00,0,0,"05",0
"513",2015-05-22 08:00:00,0,0,"05",0
"514",2015-05-22 09:00:00,0,0,"05",0
"515",2015-05-22 10:00:00,0,0,"05",0
"516",2015-05-22 11:00:00,0,0,"05",0
"517",2015-05-22 12:00:00,0,0,"05",0
"518",2015-05-22 13:00:00,0,0,"05",0
"519",2015-05-22 14:00:00,0,0,"05",0
"520",2015-05-22 15:00:00,0,0,"05",0
"521",2015-05-22 16:00:00,0,0,"05",0
"522",2015-05-22 17:00:00,0,0,"05",0
"523",2015-05-22 18:00:00,0,0,"05",0
"524",2015-05-22 19:00:00,0,0,"05",0
"525",2015-05-22 20:00:00,0,0,"05",0
"526",2015-05-22 21:00:00,0,0,"05",0
"527",2015-05-22 22:00:00,0,0,"05",0
"528",2015-05-22 23:00:00,0,0,"05",0
"529",2015-05-23 00:00:00,0,0,"05",0
"530",2015-05-23 01:00:00,0,0,"05",0
"531",2015-05-23 02:00:00,0,0,"05",0
"532",2015-05-23 03:00:00,0,0,"05",0
"533",2015-05-23 04:00:00,0,0,"05",0
"534",2015-05-23 05:00:00,0,0,"05",0
"535",2015-05-23 06:00:00,0,0,"05",0
"536",2015-05-23 07:00:00,0,0,"05",0
"537",2015-05-23 08:00:00,0,0,"05",0
"538",2015-05-23 09:00:00,0,0,"05",0
"539",2015-05-23 10:00:00,0,0,"05",0
"540",2015-05-23 11:00:00,0,0,"05",0
"541",2015-05-23 12:00:00,0,0,"05",0
"542",2015-05-23 13:00:00,0,0,"05",0
"543",2015-05-23 14:00:00,0,0,"05",0
"544",2015-05-23 15:00:00,0,0,"05",0
"545",2015-05-23 16:00:00,0,0,"05",0
"546",2015-05-23 17:00:00,0,0,"05",0
"547",2015-05-23 18:00:00,0,0,"05",0
"548",2015-05-23 19:00:00,0,0,"05",0
"549",2015-05-23 20:00:00,0,0,"05",0
"550",2015-05-23 21:00:00,0,0,"05",0
"551",2015-05-23 22:00:00,0,0,"05",0
"552",2015-05-23 23:00:00,0,0,"05",0
"553",2015-05-24 00:00:00,0,0,"05",0
"554",2015-05-24 01:00:00,0,0,"05",0
"555",2015-05-24 02:00:00,0,0,"05",0
"556",2015-05-24 03:00:00,0,0,"05",0
