"","DateTime","Site","Discharge","NO3","fDOM","SpCond","Turb","day"
"1",2018-08-06 15:15:00,"CARI",601.72,22.4,94.16,46.9,0.43,2018-08-06
"2",2018-08-06 15:30:00,"CARI",615.45,22.3,92.12,46.83,0.39,2018-08-06
"3",2018-08-06 15:45:00,"CARI",605.79,22.4,94.18,46.89,0.38,2018-08-06
"4",2018-08-06 16:00:00,"CARI",637.97,22.3,100.13,46.84,0.29,2018-08-06
"5",2018-08-06 16:15:00,"CARI",602.59,22.3,101.28,46.89,0.61,2018-08-06
"6",2018-08-06 16:30:00,"CARI",658.02,22.2,98.62,46.93,0.74,2018-08-06
"7",2018-08-06 16:45:00,"CARI",638.08,22.2,103.77,46.9,0.83,2018-08-06
"8",2018-08-06 17:00:00,"CARI",624.38,22.2,107.01,47.01,0.69,2018-08-06
"9",2018-08-06 17:15:00,"CARI",627.97,22.1,107,46.87,0.91,2018-08-06
"10",2018-08-06 17:30:00,"CARI",626.02,22.1,107.05,46.94,0.75,2018-08-06
"11",2018-08-06 17:45:00,"CARI",634.27,22.2,107.97,46.93,0.82,2018-08-06
"12",2018-08-06 18:00:00,"CARI",643.09,22.2,108.15,46.85,0.92,2018-08-06
"13",2018-08-06 18:15:00,"CARI",656.11,22.2,108.37,46.73,0.94,2018-08-06
"14",2018-08-06 18:30:00,"CARI",684.31,22.1,108.39,46.69,0.72,2018-08-06
"15",2018-08-06 18:45:00,"CARI",644.15,22.1,108.72,46.75,0.99,2018-08-06
"16",2018-08-06 19:00:00,"CARI",685.11,22.1,109.41,46.62,0.88,2018-08-06
"17",2018-08-06 19:15:00,"CARI",710.6,22.1,109.69,46.47,1.21,2018-08-06
"18",2018-08-06 19:30:00,"CARI",699.82,22.1,109.98,46.45,1.43,2018-08-06
"19",2018-08-06 19:45:00,"CARI",675.8,22.1,110.14,46.27,1.42,2018-08-06
"20",2018-08-06 20:00:00,"CARI",698.94,22.1,110.42,46.19,1.44,2018-08-06
"21",2018-08-06 20:15:00,"CARI",708.76,22.1,110.66,45.95,1.47,2018-08-06
"22",2018-08-06 20:30:00,"CARI",704.59,22.2,110.61,45.94,1.65,2018-08-06
"23",2018-08-06 20:45:00,"CARI",710.32,22.2,110.79,45.71,1.95,2018-08-06
"24",2018-08-06 21:00:00,"CARI",666.99,22.2,109.69,45.68,1.99,2018-08-06
"25",2018-08-06 21:15:00,"CARI",749.82,22.1,110.31,45.52,2,2018-08-06
"26",2018-08-06 21:30:00,"CARI",671.95,22.1,111.51,45.51,1.81,2018-08-06
"27",2018-08-06 21:45:00,"CARI",709.45,22.2,111.88,45.31,2.06,2018-08-06
"28",2018-08-06 22:00:00,"CARI",730.78,22.2,107.49,45.09,2.46,2018-08-06
"29",2018-08-06 22:15:00,"CARI",768.33,22.3,108.67,47.21,1.97,2018-08-06
"30",2018-08-06 22:30:00,"CARI",727.27,22.1,110.9,50.34,2.2,2018-08-06
"31",2018-08-06 22:45:00,"CARI",755.72,22.2,106.24,51.04,2.15,2018-08-06
"32",2018-08-06 23:00:00,"CARI",713.63,22.2,102.74,50.55,2.37,2018-08-06
"33",2018-08-06 23:15:00,"CARI",747.46,22.3,101.7,49.69,2.13,2018-08-06
