"","Site","DateTime","Discharge","NO3","fDOM","SpCond","Turb","day"
"10757","CARI",2018-09-20 23:15:00,470.826,29.5,44.752,75.1846666666667,-2.629,2018-09-20
"10758","CARI",2018-09-20 23:30:00,479.050666666667,29.4,44.8393333333333,75.1893333333333,-2.571,2018-09-20
"10759","CARI",2018-09-20 23:45:00,468.136,29.4,44.8926666666667,75.253,-2.526,2018-09-20
"10760","CARI",2018-09-21 00:00:00,478.652666666667,29.5,44.996,74.998,-2.572,2018-09-21
"10761","CARI",2018-09-21 00:15:00,477.966666666667,29.4,45.1113333333333,74.9496666666667,-2.62066666666667,2018-09-21
"10762","CARI",2018-09-21 00:30:00,485.139333333333,29.4,45.2153333333333,74.954,-2.54233333333333,2018-09-21
"10763","CARI",2018-09-21 00:45:00,478.582,29.5,45.272,74.7763333333333,-2.53,2018-09-21
"10764","CARI",2018-09-21 01:00:00,483.768,29.4,45.394,74.5663333333333,-2.58866666666667,2018-09-21
"10765","CARI",2018-09-21 01:15:00,484.718666666667,29.5,45.5546666666667,74.6993333333333,-2.591,2018-09-21
"10766","CARI",2018-09-21 01:30:00,487.429333333333,29.4,45.786,74.6706666666667,-2.57166666666667,2018-09-21
"10767","CARI",2018-09-21 01:45:00,487.657333333333,29.4,45.9206666666667,74.6973333333333,-2.52466666666667,2018-09-21
"10768","CARI",2018-09-21 02:00:00,487.670666666667,29.5,46.0733333333333,74.5736666666667,-2.571,2018-09-21
"10769","CARI",2018-09-21 02:15:00,482.602666666667,29.5,46.2453333333333,74.3513333333333,-2.53266666666667,2018-09-21
"10770","CARI",2018-09-21 02:30:00,483.097333333333,29.5,46.4386666666667,74.2586666666667,-2.557,2018-09-21
"10771","CARI",2018-09-21 02:45:00,489.853333333333,29.4,46.626,74.3393333333333,-2.502,2018-09-21
"10772","CARI",2018-09-21 03:00:00,491.142,29.4,46.798,74.2116666666667,-2.41733333333333,2018-09-21
"10773","CARI",2018-09-21 03:15:00,490.505333333333,29.4,46.978,74.1043333333333,-2.265,2018-09-21
"10774","CARI",2018-09-21 03:30:00,497.830666666667,29.4,47.176,74.0513333333333,-2.27266666666667,2018-09-21
"10775","CARI",2018-09-21 03:45:00,496.082666666667,29.4,47.3366666666667,73.892,-2.261,2018-09-21
"10776","CARI",2018-09-21 04:00:00,497.014666666667,29.4,47.442,73.749,-2.19966666666667,2018-09-21
"10777","CARI",2018-09-21 04:15:00,493.672,29.4,47.6646666666667,73.5643333333333,-2.32066666666667,2018-09-21
"10778","CARI",2018-09-21 04:30:00,502.188,29.4,47.9473333333333,73.4333333333333,-2.47166666666667,2018-09-21
"10779","CARI",2018-09-21 04:45:00,500.574,29.4,48.216,73.3996666666667,-2.46666666666667,2018-09-21
"10780","CARI",2018-09-21 05:00:00,506.299333333333,29.4,48.404,73.3376666666667,-2.48866666666667,2018-09-21
"10781","CARI",2018-09-21 05:15:00,506.98,29.3,48.5453333333333,73.1916666666667,-2.48166666666667,2018-09-21
"10782","CARI",2018-09-21 05:30:00,511.374,29.3,48.8286666666667,72.901,-2.47833333333333,2018-09-21
"10783","CARI",2018-09-21 05:45:00,507.48,29.3,49.0253333333333,72.6953333333333,-2.45566666666667,2018-09-21
"10784","CARI",2018-09-21 06:00:00,515.720666666667,29.3,49.2993333333333,73.0316666666667,-2.44133333333333,2018-09-21
"10785","CARI",2018-09-21 06:15:00,517.46,29.3,49.4813333333333,73.1653333333333,-2.42066666666667,2018-09-21
"10786","CARI",2018-09-21 06:30:00,516.259333333333,29.3,49.6926666666667,73.079,-2.387,2018-09-21
"10787","CARI",2018-09-21 06:45:00,516.406,29.2,49.9766666666667,73.0036666666667,-2.368,2018-09-21
"10788","CARI",2018-09-21 07:00:00,524.285333333333,29.2,50.2553333333333,72.8736666666667,-2.368,2018-09-21
"10789","CARI",2018-09-21 07:15:00,523.334666666667,29.1,50.5253333333333,72.679,-2.33433333333333,2018-09-21
