"","Site","DateTime","Discharge","NO3","fDOM","SpCond","Turb","day"
"1","CARI",2018-09-25 09:15:00,851.553333333333,31,93.824,52.3176666666667,-1.70366666666667,2018-09-25
"2","CARI",2018-09-25 09:30:00,859.49,31,93.856,52.3306666666667,-1.67866666666667,2018-09-25
"3","CARI",2018-09-25 09:45:00,853.784666666667,31,93.9293333333333,53.4593333333333,-1.64666666666667,2018-09-25
"4","CARI",2018-09-25 10:00:00,859.936666666667,31,93.932,54.4066666666667,-1.69833333333333,2018-09-25
"5","CARI",2018-09-25 10:15:00,860.568666666667,30.9,93.9853333333333,53.8963333333333,-1.73366666666667,2018-09-25
"6","CARI",2018-09-25 10:30:00,873.289333333333,30.9,93.9926666666667,53.793,-1.72633333333333,2018-09-25
"7","CARI",2018-09-25 10:45:00,878.436,30.9,94.1106666666667,53.7906666666667,-1.73433333333333,2018-09-25
"8","CARI",2018-09-25 11:00:00,861.113333333333,30.9,94.112,53.7693333333333,-1.765,2018-09-25
"9","CARI",2018-09-25 11:15:00,857.351333333333,30.9,94.12,53.5623333333333,-1.75333333333333,2018-09-25
"10","CARI",2018-09-25 11:30:00,884.322666666667,30.8,93.756,53.596,-1.788,2018-09-25
"11","CARI",2018-09-25 11:45:00,882.03,30.8,94.04,53.598,-1.8,2018-09-25
"12","CARI",2018-09-25 12:00:00,879.998666666667,30.7,94.098,53.0163333333333,-1.79566666666667,2018-09-25
"13","CARI",2018-09-25 12:15:00,886.958666666667,30.7,94.0793333333333,52.0576666666667,-1.74333333333333,2018-09-25
"14","CARI",2018-09-25 12:30:00,878.805333333333,30.6,94.1393333333333,51.903,-1.686,2018-09-25
"15","CARI",2018-09-25 12:45:00,895.702,30.6,94.1686666666667,51.7886666666667,-1.68966666666667,2018-09-25
"16","CARI",2018-09-25 13:00:00,878.620666666667,30.5,94.214,51.671,-1.71166666666667,2018-09-25
"17","CARI",2018-09-25 13:15:00,901.549333333333,30.4,94.2613333333333,51.621,-1.62466666666667,2018-09-25
"18","CARI",2018-09-25 13:30:00,894.782,30.3,94.3246666666667,51.4736666666667,-1.648,2018-09-25
"19","CARI",2018-09-25 13:45:00,900.174666666667,30.3,94.5,51.5758620689655,-1.606,2018-09-25
"20","CARI",2018-09-25 14:00:00,921.222,30.2,94.6106666666667,51.307,-1.586,2018-09-25
"21","CARI",2018-09-25 14:15:00,917.13,30.2,94.7073333333333,51.1993333333333,-1.51433333333333,2018-09-25
"22","CARI",2018-09-25 14:30:00,913.222,30.1,94.9506666666667,51.1146666666667,-1.45433333333333,2018-09-25
"23","CARI",2018-09-25 14:45:00,918.752,30.1,95.04,50.927,-1.291,2018-09-25
"24","CARI",2018-09-25 15:00:00,926.498666666667,30,95.2346666666667,50.687,-1.213,2018-09-25
"25","CARI",2018-09-25 15:15:00,931.986,29.9,95.518,50.3206666666667,-1.16133333333333,2018-09-25
"26","CARI",2018-09-25 15:30:00,949.656666666667,29.9,95.6946666666667,50.281,-1.082,2018-09-25
"27","CARI",2018-09-25 15:45:00,955.806666666667,29.8,96.01,50.1076666666667,-1.05633333333333,2018-09-25
"28","CARI",2018-09-25 16:00:00,939.779333333333,29.7,96.342,49.9846666666667,-0.999333333333333,2018-09-25
"29","CARI",2018-09-25 16:15:00,956.549333333333,29.7,96.2693333333333,49.931,-0.996,2018-09-25
"30","CARI",2018-09-25 16:30:00,963.334666666667,29.6,97.0393333333333,49.729,-0.896666666666667,2018-09-25
"31","CARI",2018-09-25 16:45:00,947.992,29.6,97.434,49.4903333333333,-0.765666666666667,2018-09-25
"32","CARI",2018-09-25 17:00:00,969.002666666667,29.6,97.5053333333333,46.855,-0.723666666666667,2018-09-25
"33","CARI",2018-09-25 17:15:00,972.998,29.5,98.0706666666667,46.242,-0.836,2018-09-25
"34","CARI",2018-09-25 17:30:00,987.786666666667,29.5,97.7313333333333,51.1256666666667,-0.799666666666667,2018-09-25
"35","CARI",2018-09-25 17:45:00,984.979333333333,29.5,98.9773333333333,50.984,-0.854,2018-09-25
