"","Site","DateTime","Discharge","NO3","fDOM","SpCond","Turb","day"
"1","CARI",2018-06-22 04:45:00,326.826,28.2,31.7133333333333,79.3306666666667,-1.037,2018-06-22
"2","CARI",2018-06-22 05:00:00,330.174666666667,28.2,31.8226666666667,79.3316666666667,-1.11266666666667,2018-06-22
"3","CARI",2018-06-22 05:15:00,327.680666666667,28.2,31.8773333333333,79.3463333333333,-0.982,2018-06-22
"4","CARI",2018-06-22 05:30:00,320.966666666667,28.1,32.046,79.3923333333333,-1.057,2018-06-22
"5","CARI",2018-06-22 05:45:00,334.452,28.2,32.1533333333333,79.424,-1.01833333333333,2018-06-22
"6","CARI",2018-06-22 06:00:00,335.313333333333,28.1,32.34,79.449,-1.04566666666667,2018-06-22
"7","CARI",2018-06-22 06:15:00,334.16,28.1,32.4966666666667,79.486,-1.06133333333333,2018-06-22
"8","CARI",2018-06-22 06:30:00,351.747333333333,28.1,32.6973333333333,79.519,-0.916,2018-06-22
"9","CARI",2018-06-22 06:45:00,354.418,28.1,32.9186666666667,79.566,-0.854333333333333,2018-06-22
"10","CARI",2018-06-22 07:00:00,337.080666666667,28.1,33.1406666666667,79.6146666666667,-0.878333333333333,2018-06-22
"11","CARI",2018-06-22 07:15:00,346.681333333333,28.1,33.354,79.6346666666667,-0.800666666666667,2018-06-22
"12","CARI",2018-06-22 07:30:00,351.583333333333,28.1,33.5613333333333,79.632,-0.635,2018-06-22
"13","CARI",2018-06-22 07:45:00,347.033333333333,28.1,33.6033333333333,79.5976666666667,-0.234666666666667,2018-06-22
"14","CARI",2018-06-22 08:00:00,345.056,28.1,33.6346666666667,79.541,-0.187333333333333,2018-06-22
"15","CARI",2018-06-22 08:15:00,340.448,28,33.8146666666667,79.5283333333333,-0.349333333333333,2018-06-22
"16","CARI",2018-06-22 08:30:00,339.938666666667,28,33.992,79.492,-0.515,2018-06-22
"17","CARI",2018-06-22 08:45:00,354.081333333333,28,34.1966666666667,79.438,-0.669333333333333,2018-06-22
"18","CARI",2018-06-22 09:00:00,348.953333333333,28,34.3833333333333,79.3993333333333,-0.611333333333333,2018-06-22
"19","CARI",2018-06-22 09:15:00,351.888666666667,28,34.55,79.3513333333333,-0.592666666666667,2018-06-22
"20","CARI",2018-06-22 09:30:00,351.846,27.9,34.6293333333333,79.2856666666667,-0.589,2018-06-22
"21","CARI",2018-06-22 09:45:00,352.953333333333,28,34.8013333333333,79.216,-0.677333333333333,2018-06-22
"22","CARI",2018-06-22 10:00:00,358.274,27.9,34.94,79.1506666666667,-0.559333333333333,2018-06-22
"23","CARI",2018-06-22 10:15:00,362.815333333333,27.9,35.0293333333333,79.0913333333333,-0.465333333333333,2018-06-22
"24","CARI",2018-06-22 10:30:00,354.925333333333,27.8,35.1873333333333,79.0156666666667,-0.575333333333333,2018-06-22
"25","CARI",2018-06-22 10:45:00,349.982666666667,27.8,35.396,78.9176666666667,-0.73,2018-06-22
"26","CARI",2018-06-22 11:00:00,360.314,27.8,35.5446666666667,78.8036666666667,-0.798,2018-06-22
"27","CARI",2018-06-22 11:15:00,354.566,27.7,35.6566666666667,78.698,-0.652666666666667,2018-06-22
"28","CARI",2018-06-22 11:30:00,354.705333333333,27.7,35.7193333333333,78.5923333333333,-0.591333333333333,2018-06-22
"29","CARI",2018-06-22 11:45:00,348.236666666667,27.6,35.8253333333333,78.4783333333333,-0.598333333333333,2018-06-22
"30","CARI",2018-06-22 12:00:00,349.898,27.6,35.9573333333333,78.3553333333333,-0.66,2018-06-22
"31","CARI",2018-06-22 12:15:00,359.780666666667,27.6,36.042,78.2193333333333,-0.742666666666667,2018-06-22
"32","CARI",2018-06-22 12:30:00,350.764,27.6,36.1213333333333,78.1016666666667,-0.795,2018-06-22
"33","CARI",2018-06-22 12:45:00,356.01,27.4,36.112,77.9623333333333,-0.876666666666667,2018-06-22
"34","CARI",2018-06-22 13:00:00,371.554666666667,27.4,36.2066666666667,77.839,-0.87,2018-06-22
"35","CARI",2018-06-22 13:15:00,358.84,27.4,36.3213333333333,77.7183333333333,-0.712,2018-06-22
"36","CARI",2018-06-22 13:30:00,361.956666666667,27.3,36.3413333333333,77.5846666666667,-0.591666666666667,2018-06-22
"37","CARI",2018-06-22 13:45:00,352.631333333333,27.3,36.3393333333333,77.4786666666667,-0.476333333333333,2018-06-22
"38","CARI",2018-06-22 14:00:00,364.893333333333,27.2,36.412,77.3956666666667,-0.532333333333333,2018-06-22
"39","CARI",2018-06-22 14:15:00,363.812,27.1,36.556,77.3316666666667,-0.651333333333333,2018-06-22
"40","CARI",2018-06-22 14:30:00,368.101333333333,27.1,36.4893333333333,77.246,-0.733333333333333,2018-06-22
"41","CARI",2018-06-22 14:45:00,350.884,27,36.4486666666667,77.16,-0.783333333333333,2018-06-22
"42","CARI",2018-06-22 15:00:00,356.046666666667,27,36.604,77.0796666666667,-0.943666666666667,2018-06-22
"43","CARI",2018-06-22 15:15:00,352.630666666667,27,36.5353333333333,76.992,-1.02433333333333,2018-06-22
"44","CARI",2018-06-22 15:30:00,356.989333333333,27,36.594,76.925,-1.05033333333333,2018-06-22
"45","CARI",2018-06-22 15:45:00,342.106,27,36.6746666666667,76.8516666666667,-0.916,2018-06-22
"46","CARI",2018-06-22 16:00:00,357.006666666667,26.9,36.742,76.7796666666667,-0.861333333333333,2018-06-22
"47","CARI",2018-06-22 16:15:00,348.242666666667,26.9,36.6513333333333,76.7166666666667,-0.914,2018-06-22
"48","CARI",2018-06-22 16:30:00,363.177333333333,26.8,36.644,76.6533333333333,-0.888666666666667,2018-06-22
"49","CARI",2018-06-22 16:45:00,356.471333333333,26.8,36.6933333333333,76.5973333333333,-0.869,2018-06-22
