"","site.ID","datetimeAK","Q","day","fDOM","SPC","Turb","NO3","ABS_254","DateTime","MeanDischarge","nitrateuM","fDOM.QSU.mn","SpCond.uScm.mn","Turbidity.FNU.mn"
"9393","POKE",2019-08-16 09:45:00,656.045314886315,"2019-08-16",93.575189093521,86.3625,17.16375,35.2762259693776,0.3391,2019-08-16 09:45:00,656.045314886315,35.2762259693776,93.575189093521,86.3625,17.16375
"9394","POKE",2019-08-16 10:00:00,661.385110849789,"2019-08-16",93.4952435444022,86.2125,18.36625,35.2475942682944,0.3492,2019-08-16 10:00:00,661.385110849789,35.2475942682944,93.4952435444022,86.2125,18.36625
"9395","POKE",2019-08-16 10:15:00,665.788601082596,"2019-08-16",94.1790805899634,86.075,19.4275,35.0567162610731,0.3507,2019-08-16 10:15:00,665.788601082596,35.0567162610731,94.1790805899634,86.075,19.4275
"9396","POKE",2019-08-16 10:30:00,674.276666940049,"2019-08-16",95.2027540214066,85.9625,18.05625,34.9899089585457,0.3539,2019-08-16 10:30:00,674.276666940049,34.9899089585457,95.2027540214066,85.9625,18.05625
"9397","POKE",2019-08-16 10:45:00,682.839351926088,"2019-08-16",95.7723391251228,85.8375,17.38,34.9135577556572,0.355,2019-08-16 10:45:00,682.839351926088,34.9135577556572,95.7723391251228,85.8375,17.38
"9398","POKE",2019-08-16 11:00:00,692.263723514208,"2019-08-16",95.6932086459405,85.7125,NA,34.7799431506024,0.3651,2019-08-16 11:00:00,692.263723514208,34.7799431506024,95.6932086459405,85.7125,NA
"9399","POKE",2019-08-16 11:15:00,693.44432472445,"2019-08-16",96.1626649074885,85.55,22.955,34.7322236487971,0.373,2019-08-16 11:15:00,693.44432472445,34.7322236487971,96.1626649074885,85.55,22.955
"9400","POKE",2019-08-16 11:30:00,701.145323108408,"2019-08-16",96.723835939626,85.4125,22.75125,34.5986090437422,0.3775,2019-08-16 11:30:00,701.145323108408,34.5986090437422,96.723835939626,85.4125,22.75125
"9401","POKE",2019-08-16 11:45:00,704.368212130973,"2019-08-16",98.6552825721998,85.3125,NA,34.5222578408537,0.3743,2019-08-16 11:45:00,704.368212130973,34.5222578408537,98.6552825721998,85.3125,NA
"9402","POKE",2019-08-16 12:00:00,713.287121289466,"2019-08-16",100.305246960868,85.1625,21.33,34.4268188372431,0.3759,2019-08-16 12:00:00,713.287121289466,34.4268188372431,100.305246960868,85.1625,21.33
"9403","POKE",2019-08-16 12:15:00,719.095070118273,"2019-08-16",102.437870420362,85.0125,19.65,34.3600115347157,0.3765,2019-08-16 12:15:00,719.095070118273,34.3600115347157,102.437870420362,85.0125,19.65
"9404","POKE",2019-08-16 12:30:00,726.327915636898,"2019-08-16",104.013017758319,84.825,17.42125,34.1691335274944,0.376,2019-08-16 12:30:00,726.327915636898,34.1691335274944,104.013017758319,84.825,17.42125
"9405","POKE",2019-08-16 12:45:00,732.885622374907,"2019-08-16",104.630089389466,84.6875,18.74375,34.0641506235227,0.3828,2019-08-16 12:45:00,732.885622374907,34.0641506235227,104.630089389466,84.6875,18.74375
"9406","POKE",2019-08-16 13:00:00,739.406019548623,"2019-08-16",106.283118487194,84.5125,17.89375,33.8446409152183,0.3859,2019-08-16 13:00:00,739.406019548623,33.8446409152183,106.283118487194,84.5125,17.89375
"9407","POKE",2019-08-16 13:15:00,742.198065270148,"2019-08-16",107.833171612147,84.35,15.81125,33.6728507087192,0.3799,2019-08-16 13:15:00,742.198065270148,33.6728507087192,107.833171612147,84.35,15.81125
"9408","POKE",2019-08-16 13:30:00,747.931394970369,"2019-08-16",109.685259516478,84.15,15.62875,33.5583239043865,0.3822,2019-08-16 13:30:00,747.931394970369,33.5583239043865,109.685259516478,84.15,15.62875
"9409","POKE",2019-08-16 13:45:00,753.590105542004,"2019-08-16",110.904629669149,83.9375,16.3375,33.5583239043865,0.384,2019-08-16 13:45:00,753.590105542004,33.5583239043865,110.904629669149,83.9375,16.3375
"9410","POKE",2019-08-16 14:00:00,760.541346016761,"2019-08-16",112.096221490275,83.7125,14.4825,33.4247092993316,0.3862,2019-08-16 14:00:00,760.541346016761,33.4247092993316,112.096221490275,83.7125,14.4825
"9411","POKE",2019-08-16 14:15:00,765.056764942447,"2019-08-16",113.107720913822,83.475,14.65125,33.3865336978874,0.391,2019-08-16 14:15:00,765.056764942447,33.3865336978874,113.107720913822,83.475,14.65125
"9412","POKE",2019-08-16 14:30:00,771.933386288618,"2019-08-16",115.090771470656,83.2625,NA,33.2433751924715,0.3921,2019-08-16 14:30:00,771.933386288618,33.2433751924715,115.090771470656,83.2625,NA
"9413","POKE",2019-08-16 14:45:00,773.5448307999,"2019-08-16",116.361564821858,83.0125,13.3425,33.2433751924715,0.3968,2019-08-16 14:45:00,773.5448307999,33.2433751924715,116.361564821858,83.0125,13.3425
"9414","POKE",2019-08-16 15:00:00,775.943342784677,"2019-08-16",117.687516054564,82.7625,13.15875,33.0238654841671,0.3973,2019-08-16 15:00:00,775.943342784677,33.0238654841671,117.687516054564,82.7625,13.15875
"9415","POKE",2019-08-16 15:15:00,779.99060884503,"2019-08-16",119.14088559798,82.5125,13.34375,32.9856898827228,0.4001,2019-08-16 15:15:00,779.99060884503,32.9856898827228,119.14088559798,82.5125,13.34375
"9416","POKE",2019-08-16 15:30:00,780.384142581777,"2019-08-16",119.636390757193,82.3125,14.81375,32.8807069787511,0.4066,2019-08-16 15:30:00,780.384142581777,32.8807069787511,119.636390757193,82.3125,14.81375
"9417","POKE",2019-08-16 15:45:00,786.97915888408,"2019-08-16",121.595731376723,82.075,12.96125,32.7757240747794,0.4082,2019-08-16 15:45:00,786.97915888408,32.7757240747794,121.595731376723,82.075,12.96125
"9418","POKE",2019-08-16 16:00:00,788.984137132109,"2019-08-16",122.961834449281,81.8375,13.01125,32.7375484733352,0.409,2019-08-16 16:00:00,788.984137132109,32.7375484733352,122.961834449281,81.8375,13.01125
