"","site.ID","datetimeAK","Q","day","fDOM","SPC","Turb","NO3","DateTime","MeanDischarge","nitrateuM","fDOM.QSU.mn","SpCond.uScm.mn","Turbidity.FNU.mn"
"1","FRCH",2019-09-20 21:15:00,634.17236731524,2019-09-20,70.3266666666667,87.5,25.6366666666667,28.9346666666667,2019-09-20 21:15:00,634.17236731524,28.9346666666667,70.3266666666667,87.5,25.6366666666667
"2","FRCH",2019-09-20 21:30:00,637.325321043372,2019-09-20,70.03,87.5,22.53,28.9013333333333,2019-09-20 21:30:00,637.325321043372,28.9013333333333,70.03,87.5,22.53
"3","FRCH",2019-09-20 21:45:00,635.561957700253,2019-09-20,70.15,87.72,23.34,28.9073333333333,2019-09-20 21:45:00,635.561957700253,28.9073333333333,70.15,87.72,23.34
"4","FRCH",2019-09-20 22:00:00,634.292185916619,2019-09-20,70.06,87.73,27.5,28.9066666666667,2019-09-20 22:00:00,634.292185916619,28.9066666666667,70.06,87.73,27.5
"5","FRCH",2019-09-20 22:15:00,638.714911428385,2019-09-20,70.45,87.73,26.55,28.8926666666667,2019-09-20 22:15:00,638.714911428385,28.8926666666667,70.45,87.73,26.55
"6","FRCH",2019-09-20 22:30:00,637.325321043372,2019-09-20,70.23,87.74,25.05,28.8633333333333,2019-09-20 22:30:00,637.325321043372,28.8633333333333,70.23,87.74,25.05
"7","FRCH",2019-09-20 22:45:00,637.579275400099,2019-09-20,70.43,87.79,25.41,28.872,2019-09-20 22:45:00,637.579275400099,28.872,70.43,87.79,25.41
"8","FRCH",2019-09-20 23:00:00,639.850547456672,2019-09-20,70.14,87.79,28.3,28.8633333333333,2019-09-20 23:00:00,639.850547456672,28.8633333333333,70.14,87.79,28.3
"9","FRCH",2019-09-20 23:15:00,641.613910799791,2019-09-20,70.35,87.78,43.9,28.8726666666667,2019-09-20 23:15:00,641.613910799791,28.8726666666667,70.35,87.78,43.9
"10","FRCH",2019-09-20 23:30:00,639.582275945977,2019-09-20,70.64,87.79,24.38,28.844,2019-09-20 23:30:00,639.582275945977,28.844,70.64,87.79,24.38
"11","FRCH",2019-09-20 23:45:00,642.629728226699,2019-09-20,70.62,87.81,26.2,28.8593333333333,2019-09-20 23:45:00,642.629728226699,28.8593333333333,70.62,87.81,26.2
"12","FRCH",2019-09-21 00:00:00,644.393091569818,2019-09-21,70.96,87.86,23.03,28.834,2019-09-21 00:00:00,644.393091569818,28.834,70.96,87.86,23.03
"13","FRCH",2019-09-21 00:15:00,644.139137213091,2019-09-21,70.92,87.83,24.8,28.82,2019-09-21 00:15:00,644.139137213091,28.82,70.92,87.83,24.8
"14","FRCH",2019-09-21 00:30:00,643.003501184805,2019-09-21,71,87.86,30.79,28.838,2019-09-21 00:30:00,643.003501184805,28.838,71,87.86,30.79
"15","FRCH",2019-09-21 00:45:00,646.156454912937,2019-09-21,71.19,87.85,22.51,28.81,2019-09-21 00:45:00,646.156454912937,28.81,71.19,87.85,22.51
"16","FRCH",2019-09-21 01:00:00,646.664363626391,2019-09-21,71.28,87.89,31.81,28.7913333333333,2019-09-21 01:00:00,646.664363626391,28.7913333333333,71.28,87.89,31.81
"17","FRCH",2019-09-21 01:15:00,649.817317354524,2019-09-21,71.59,87.82,34.51,28.7686666666667,2019-09-21 01:15:00,649.817317354524,28.7686666666667,71.59,87.82,34.51
"18","FRCH",2019-09-21 01:30:00,650.445044669357,2019-09-21,71.3,87.81,26.87,28.7946666666667,2019-09-21 01:30:00,650.445044669357,28.7946666666667,71.3,87.81,26.87
"19","FRCH",2019-09-21 01:45:00,651.326726340916,2019-09-21,71.62,87.84,23.79,28.752,2019-09-21 01:45:00,651.326726340916,28.752,71.62,87.84,23.79
"20","FRCH",2019-09-21 02:00:00,652.582180970582,2019-09-21,71.78,87.79,102.4,28.7306666666667,2019-09-21 02:00:00,652.582180970582,28.7306666666667,71.78,87.79,102.4
"21","FRCH",2019-09-21 02:15:00,654.105907110943,2019-09-21,71.97,87.76,28.61,28.738,2019-09-21 02:15:00,654.105907110943,28.738,71.97,87.76,28.61
"22","FRCH",2019-09-21 02:30:00,655.869270454062,2019-09-21,72.06,87.79,33.78,28.6973333333333,2019-09-21 02:30:00,655.869270454062,28.6973333333333,72.06,87.79,33.78
"23","FRCH",2019-09-21 02:45:00,656.750952125622,2019-09-21,72.29,87.7,27.74,28.6853333333333,2019-09-21 02:45:00,656.750952125622,28.6853333333333,72.29,87.7,27.74
"24","FRCH",2019-09-21 03:00:00,658.260361112014,2019-09-21,72.57,87.76,25.64,28.6646666666667,2019-09-21 03:00:00,658.260361112014,28.6646666666667,72.57,87.76,25.64
"25","FRCH",2019-09-21 03:15:00,660.785587525314,2019-09-21,72.47,87.6,23.47,28.6646666666667,2019-09-21 03:15:00,660.785587525314,28.6646666666667,72.47,87.6,23.47
"26","FRCH",2019-09-21 03:30:00,664.4464499669,2019-09-21,73.02,87.69,25.05,28.6353333333333,2019-09-21 03:30:00,664.4464499669,28.6353333333333,73.02,87.69,25.05
"27","FRCH",2019-09-21 03:45:00,663.564768295341,2019-09-21,73.23,87.69,29.46,28.602,2019-09-21 03:45:00,663.564768295341,28.602,73.23,87.69,29.46
"28","FRCH",2019-09-21 04:00:00,663.430632539993,2019-09-21,73.34,87.64,25.43,28.5753333333333,2019-09-21 04:00:00,663.430632539993,28.5753333333333,73.34,87.64,25.43
"29","FRCH",2019-09-21 04:15:00,667.973176653139,2019-09-21,73.52,87.61,30.05,28.564,2019-09-21 04:15:00,667.973176653139,28.564,73.52,87.61,30.05
"30","FRCH",2019-09-21 04:30:00,668.735039723319,2019-09-21,73.49,87.51,25.57,28.558,2019-09-21 04:30:00,668.735039723319,28.558,73.49,87.51,25.57
"31","FRCH",2019-09-21 04:45:00,671.006311779892,2019-09-21,73.75,87.56,29.09,28.492,2019-09-21 04:45:00,671.006311779892,28.492,73.75,87.56,29.09
"32","FRCH",2019-09-21 05:00:00,675.668674494418,2019-09-21,74.03,87.48,25.57,28.4926666666667,2019-09-21 05:00:00,675.668674494418,28.4926666666667,74.03,87.48,25.57
"33","FRCH",2019-09-21 05:15:00,677.685992194264,2019-09-21,72.77,87.48,27.65,28.3893333333333,2019-09-21 05:15:00,677.685992194264,28.3893333333333,72.77,87.48,27.65
"34","FRCH",2019-09-21 05:30:00,680.46517296429,2019-09-21,74.31,87.3,29.96,28.392,2019-09-21 05:30:00,680.46517296429,28.392,74.31,87.3,29.96
"35","FRCH",2019-09-21 05:45:00,684.126035405877,2019-09-21,74.72,87.3,30.07,28.354,2019-09-21 05:45:00,684.126035405877,28.354,74.72,87.3,30.07
"36","FRCH",2019-09-21 06:00:00,686.263171707102,2019-09-21,74.35,87.29,27.64,28.296,2019-09-21 06:00:00,686.263171707102,28.296,74.35,87.29,27.64
"37","FRCH",2019-09-21 06:15:00,689.670079791961,2019-09-21,74.28,87.25,37.53,28.2986666666667,2019-09-21 06:15:00,689.670079791961,28.2986666666667,74.28,87.25,37.53
"38","FRCH",2019-09-21 06:30:00,695.348259933394,2019-09-21,74.48,87.16,40.14,28.26,2019-09-21 06:30:00,695.348259933394,28.26,74.48,87.16,40.14
"39","FRCH",2019-09-21 06:45:00,697.873486346693,2019-09-21,74.26,87.13,37.82,28.263125,2019-09-21 06:45:00,697.873486346693,28.263125,74.26,87.13,37.82
"40","FRCH",2019-09-21 07:00:00,702.789803417945,2019-09-21,74.94,87.05,40.09,28.16625,2019-09-21 07:00:00,702.789803417945,28.16625,74.94,87.05,40.09
"41","FRCH",2019-09-21 07:15:00,707.332347531091,2019-09-21,75.19,86.93,40.11,28.1166666666667,2019-09-21 07:15:00,707.332347531091,28.1166666666667,75.19,86.93,40.11
"42","FRCH",2019-09-21 07:30:00,709.603619587664,2019-09-21,75.69,86.85,36.43,28.0533333333333,2019-09-21 07:30:00,709.603619587664,28.0533333333333,75.69,86.85,36.43
