"","DateTime","Site","Discharge","NO3","fDOM","SpCond","Turb","day"
"1",2019-08-13 16:30:00,"CARI",783.97,25.9,105.97,57.55,5.19,2019-08-13
"2",2019-08-13 16:45:00,"CARI",783.97,25.8,106.07,57.38,5.53,2019-08-13
"3",2019-08-13 17:00:00,"CARI",803.68,25.8,106.81,57.22,5.94,2019-08-13
"4",2019-08-13 17:15:00,"CARI",820.92,25.8,106.91,57.01,6.51,2019-08-13
"5",2019-08-13 17:30:00,"CARI",803.53,25.7,107.03,56.77,8.39,2019-08-13
"6",2019-08-13 17:45:00,"CARI",823.11,25.4,107.42,56.43,9.39,2019-08-13
"7",2019-08-13 18:00:00,"CARI",890.02,25.5,107.54,56.08,14.34,2019-08-13
"8",2019-08-13 18:15:00,"CARI",779.37,25.4,107.96,55.67,14.97,2019-08-13
"9",2019-08-13 18:30:00,"CARI",850.07,25.3,108.37,55.34,15.05,2019-08-13
"10",2019-08-13 18:45:00,"CARI",924.72,24.9,109.43,54.98,16.85,2019-08-13
"11",2019-08-13 19:00:00,"CARI",960.77,24.9,109.66,54.47,18.62,2019-08-13
"12",2019-08-13 19:15:00,"CARI",967.2,25,111.33,54.02,17.68,2019-08-13
"13",2019-08-13 19:30:00,"CARI",994.62,24.9,105.39,53.55,21.77,2019-08-13
"14",2019-08-13 19:45:00,"CARI",974.63,24.8,103.42,53.11,26.36,2019-08-13
"15",2019-08-13 20:00:00,"CARI",1015.18,24.8,102.68,52.66,26.68,2019-08-13
"16",2019-08-13 20:15:00,"CARI",1073.59,24.7,103.78,52.17,28.36,2019-08-13
"17",2019-08-13 20:30:00,"CARI",1035.17,24.6,103.1,51.71,28.62,2019-08-13
"18",2019-08-13 20:45:00,"CARI",1074.03,24.5,104.12,51.18,29.61,2019-08-13
"19",2019-08-13 21:00:00,"CARI",1090.53,24.5,105.95,50.6,28.03,2019-08-13
"20",2019-08-13 21:15:00,"CARI",1089.56,24.5,107.14,49.97,28.68,2019-08-13
"21",2019-08-13 21:30:00,"CARI",1152.3,24.5,108.84,49.6,27.06,2019-08-13
"22",2019-08-13 21:45:00,"CARI",1129.83,24.5,110.3,49.42,27.76,2019-08-13
"23",2019-08-13 22:00:00,"CARI",1095.51,24.5,111.56,49.06,24.1,2019-08-13
"24",2019-08-13 22:15:00,"CARI",1182.32,24.6,113.27,48.68,21.93,2019-08-13
"25",2019-08-13 22:30:00,"CARI",1236.49,24.6,114.57,48.4,20.6,2019-08-13
"26",2019-08-13 22:45:00,"CARI",1194.62,24.6,114.92,48.15,20.45,2019-08-13
"27",2019-08-13 23:00:00,"CARI",1191.53,24.7,115.39,47.97,19.36,2019-08-13
"28",2019-08-13 23:15:00,"CARI",1172.91,24.7,116.95,47.83,18.43,2019-08-13
"29",2019-08-13 23:30:00,"CARI",1237.45,24.8,117.99,47.68,17.49,2019-08-13
"30",2019-08-13 23:45:00,"CARI",1186.35,24.2,118.91,47.59,16.3,2019-08-13
"31",2019-08-14 00:30:00,"CARI",1199.94,27.7,361.23,47.44,13.6,2019-08-14
"32",2019-08-14 00:45:00,"CARI",1158.16,24.7,124,47.41,12.67,2019-08-14
"33",2019-08-14 01:00:00,"CARI",1139.5,76.3,123.75,47.41,12.32,2019-08-14
"34",2019-08-14 01:15:00,"CARI",1146.19,24.4,141.25,47.43,11.9,2019-08-14
"35",2019-08-14 01:30:00,"CARI",1179.45,24.6,125.19,47.48,11.18,2019-08-14
"36",2019-08-14 01:45:00,"CARI",1151.73,25.3,124.07,47.5,10.88,2019-08-14
"37",2019-08-14 02:00:00,"CARI",1164.17,25.3,122.56,47.55,10.18,2019-08-14
"38",2019-08-14 02:15:00,"CARI",1169.47,25.4,122.38,47.57,9.78,2019-08-14
"39",2019-08-14 02:30:00,"CARI",1169.19,25.4,122.69,47.64,9.29,2019-08-14
"40",2019-08-14 02:45:00,"CARI",1186.59,25.5,122.9,47.66,9.01,2019-08-14
"41",2019-08-14 03:00:00,"CARI",1078.04,25.7,122.59,47.78,8.63,2019-08-14
"42",2019-08-14 03:15:00,"CARI",1070.25,25.7,122.66,47.83,8.93,2019-08-14
"43",2019-08-14 03:30:00,"CARI",1083.55,25.8,122.51,47.87,9.61,2019-08-14
"44",2019-08-14 03:45:00,"CARI",1017.55,25.9,121.62,47.98,8.58,2019-08-14
"45",2019-08-14 04:00:00,"CARI",1059.89,25.9,122.16,48.03,7.88,2019-08-14
"46",2019-08-14 04:15:00,"CARI",1080.43,26,121.91,48.12,7.72,2019-08-14
"47",2019-08-14 04:30:00,"CARI",1057.63,26,121.6,48.19,7.67,2019-08-14
"48",2019-08-14 04:45:00,"CARI",1088.12,26.1,121.37,48.25,7.59,2019-08-14
"49",2019-08-14 05:00:00,"CARI",1039.28,26.2,120.88,48.34,7.42,2019-08-14
"50",2019-08-14 05:15:00,"CARI",1089.71,26.3,120.5,48.43,7.73,2019-08-14
"51",2019-08-14 05:30:00,"CARI",1071.45,26.4,120.04,48.54,7.24,2019-08-14
"52",2019-08-14 05:45:00,"CARI",1014.99,26.4,119.96,48.64,7.02,2019-08-14
"53",2019-08-14 06:00:00,"CARI",1020.51,26.4,119.92,48.71,6.31,2019-08-14
"54",2019-08-14 06:15:00,"CARI",976.79,26.5,120.25,48.82,6.69,2019-08-14
"55",2019-08-14 06:30:00,"CARI",1049.67,26.5,119.86,48.91,6.78,2019-08-14
"56",2019-08-14 06:45:00,"CARI",1003.95,26.6,119.76,49,6.32,2019-08-14
"57",2019-08-14 07:00:00,"CARI",962.53,26.7,119.73,49.12,6.18,2019-08-14
"58",2019-08-14 07:15:00,"CARI",1037.42,26.7,119.64,49.21,6.47,2019-08-14
"59",2019-08-14 07:30:00,"CARI",959.45,26.8,119.79,49.32,6.03,2019-08-14
"60",2019-08-14 07:45:00,"CARI",1003.57,26.8,119.93,49.42,6.17,2019-08-14
"61",2019-08-14 08:00:00,"CARI",1012.95,26.9,120.54,49.51,6.06,2019-08-14
"62",2019-08-14 08:15:00,"CARI",1052.12,26.7,122.36,49.56,5.94,2019-08-14
"63",2019-08-14 08:30:00,"CARI",1048.95,26.9,124.41,49.65,5.88,2019-08-14
"64",2019-08-14 08:45:00,"CARI",1007.11,26.9,124.47,49.71,6.75,2019-08-14
"65",2019-08-14 09:00:00,"CARI",1026.88,26.9,124.25,49.78,5.65,2019-08-14
"66",2019-08-14 09:15:00,"CARI",1016.81,26.9,124.17,49.88,5.44,2019-08-14
"67",2019-08-14 09:30:00,"CARI",950.11,27,123.89,49.99,5.39,2019-08-14
"68",2019-08-14 09:45:00,"CARI",924.25,27,123.76,50.08,5.19,2019-08-14
"69",2019-08-14 10:00:00,"CARI",1002.97,27.1,123.58,50.12,5.16,2019-08-14
"70",2019-08-14 10:15:00,"CARI",916.94,27.2,123,50.19,5.35,2019-08-14
"71",2019-08-14 10:30:00,"CARI",961.09,27.4,122.22,50.3,7.74,2019-08-14
"72",2019-08-14 10:45:00,"CARI",962.42,27.4,121.89,50.36,5.18,2019-08-14
"73",2019-08-14 11:00:00,"CARI",978.29,27.3,121.3,50.4,5.08,2019-08-14
"74",2019-08-14 11:15:00,"CARI",939.83,27.5,120.44,50.37,4.66,2019-08-14
"75",2019-08-14 11:30:00,"CARI",933.08,27.4,121.23,50.44,4.94,2019-08-14
"76",2019-08-14 11:45:00,"CARI",904.73,27.5,120.93,50.47,4.79,2019-08-14
"77",2019-08-14 12:00:00,"CARI",864.86,27.5,120.59,50.55,25.03,2019-08-14
"78",2019-08-14 12:15:00,"CARI",869.89,27.6,120.31,50.62,5.05,2019-08-14
"79",2019-08-14 12:30:00,"CARI",888.54,27.6,119.5,50.65,4.87,2019-08-14
"80",2019-08-14 12:45:00,"CARI",908,27.7,119.87,50.74,4.75,2019-08-14
"81",2019-08-14 13:00:00,"CARI",914.2,27.5,119.45,50.95,4.56,2019-08-14
"82",2019-08-14 13:15:00,"CARI",991.36,28,119.05,51.09,4.84,2019-08-14
"83",2019-08-14 13:30:00,"CARI",951.51,27.8,118.97,51.13,4.73,2019-08-14
"84",2019-08-14 13:45:00,"CARI",912.77,27.9,118.68,51.23,4.7,2019-08-14
"85",2019-08-14 14:00:00,"CARI",898.67,28,118.11,51.41,4.67,2019-08-14
"86",2019-08-14 14:15:00,"CARI",890.54,28,117.84,51.55,4.85,2019-08-14
"87",2019-08-14 14:30:00,"CARI",894.34,28,117.32,51.6,4.72,2019-08-14
"88",2019-08-14 14:45:00,"CARI",928.43,28.1,117.16,51.65,4.3,2019-08-14
"89",2019-08-14 15:00:00,"CARI",877.56,28.2,116.71,51.76,4.31,2019-08-14
"90",2019-08-14 15:15:00,"CARI",866.92,28.1,116.44,51.84,4.11,2019-08-14
"91",2019-08-14 15:30:00,"CARI",850.6,28.3,116.2,51.9,4.2,2019-08-14
"92",2019-08-14 15:45:00,"CARI",821.25,28.3,115.83,52,3.96,2019-08-14
"93",2019-08-14 16:00:00,"CARI",858.97,28.1,115.39,52.08,4.46,2019-08-14
"94",2019-08-14 16:15:00,"CARI",856.04,28.3,115.2,52.15,3.93,2019-08-14
"95",2019-08-14 16:30:00,"CARI",804.23,28.3,114.77,52.25,4.03,2019-08-14
"96",2019-08-14 16:45:00,"CARI",812.59,28.6,114.26,52.39,3.79,2019-08-14
"97",2019-08-14 17:00:00,"CARI",850.88,28.6,114.2,52.47,3.71,2019-08-14
"98",2019-08-14 17:15:00,"CARI",776.77,28.5,113.89,52.58,3.79,2019-08-14
"99",2019-08-14 17:30:00,"CARI",821.29,28.6,113.57,52.64,3.65,2019-08-14
"100",2019-08-14 17:45:00,"CARI",801.22,28.7,113.18,52.8,3.83,2019-08-14
"101",2019-08-14 18:00:00,"CARI",773.96,28.8,113.11,52.87,4.48,2019-08-14
"102",2019-08-14 18:15:00,"CARI",820.43,28.7,112.64,52.95,4.41,2019-08-14
"103",2019-08-14 18:30:00,"CARI",874.78,28.7,112.24,53.02,4.05,2019-08-14
"104",2019-08-14 18:45:00,"CARI",810.18,28.7,111.89,53.11,4.23,2019-08-14
"105",2019-08-14 19:00:00,"CARI",802.3,29,111.09,53.24,4.03,2019-08-14
"106",2019-08-14 19:15:00,"CARI",742.91,28.9,111.13,53.32,3.84,2019-08-14
"107",2019-08-14 19:30:00,"CARI",844.39,29.2,110.81,53.44,3.85,2019-08-14
"108",2019-08-14 19:45:00,"CARI",801.05,29.1,110.28,53.57,3.98,2019-08-14
"109",2019-08-14 20:00:00,"CARI",796.2,29.1,110.04,53.65,3.26,2019-08-14
"110",2019-08-14 20:15:00,"CARI",827.43,29.2,109.75,53.75,3.24,2019-08-14
"111",2019-08-14 20:30:00,"CARI",836.27,29.2,109.39,53.87,3.14,2019-08-14
