"","site.ID","datetimeAK","Q","day","fDOM","SPC","Turb","NO3","ABS_254","DateTime","MeanDischarge","nitrateuM","fDOM.QSU.mn","SpCond.uScm.mn","Turbidity.FNU.mn"
"11764","STRT",2019-09-21 03:30:00,2364.75143509055,"2019-09-21",51.021649397581,118.3,7.94,24.4448785470432,0.409744444444444,2019-09-21 03:30:00,2364.75143509055,24.4448785470432,51.021649397581,118.3,7.94
"11765","STRT",2019-09-21 03:45:00,2372.25785595498,"2019-09-21",51.025723736632,118.3,8.32,24.4349712975764,0.4082,2019-09-21 03:45:00,2372.25785595498,24.4349712975764,51.025723736632,118.3,8.32
"11766","STRT",2019-09-21 04:00:00,2357.24501422611,"2019-09-21",51.1097134489656,118.2,8.18,24.4268653661945,0.411888888888889,2019-09-21 04:00:00,2357.24501422611,24.4268653661945,51.1097134489656,118.2,8.18
"11767","STRT",2019-09-21 04:15:00,2353.4918037939,"2019-09-21",51.112778140885,118.2,7.92,24.355713301842,0.410655555555556,2019-09-21 04:15:00,2353.4918037939,24.355713301842,51.112778140885,118.2,7.92
"11768","STRT",2019-09-21 04:30:00,2368.50464552276,"2019-09-21",50.5768315847823,118.1,9.62,24.4079515263034,0.414611111111111,2019-09-21 04:30:00,2368.50464552276,24.4079515263034,50.5768315847823,118.1,9.62
"11769","STRT",2019-09-21 04:45:00,2357.24501422611,"2019-09-21",51.2636202366943,118.1,7.98,24.3719251646059,0.412222222222222,2019-09-21 04:45:00,2357.24501422611,24.3719251646059,51.2636202366943,118.1,7.98
"11770","STRT",2019-09-21 05:00:00,2372.25785595498,"2019-09-21",51.3637002629772,118.1,8.02,24.3656205513088,0.411811111111111,2019-09-21 05:00:00,2372.25785595498,24.3656205513088,51.3637002629772,118.1,8.02
"11771","STRT",2019-09-21 05:15:00,2368.50464552276,"2019-09-21",51.6443243117129,118.1,8.2,24.4358719566189,0.440344444444444,2019-09-21 05:15:00,2368.50464552276,24.4358719566189,51.6443243117129,118.1,8.2
"11772","STRT",2019-09-21 05:30:00,2364.75143509055,"2019-09-21",51.403265660347,118.1,8.94,24.4106535034306,0.436455555555556,2019-09-21 05:30:00,2364.75143509055,24.4106535034306,51.403265660347,118.1,8.94
"11773","STRT",2019-09-21 05:45:00,2360.99822465833,"2019-09-21",51.4714473323724,118.1,8.73,24.3809317550302,0.422588888888889,2019-09-21 05:45:00,2360.99822465833,24.3809317550302,51.4714473323724,118.1,8.73
"11774","STRT",2019-09-21 06:00:00,2349.73859336168,"2019-09-21",51.5536078661612,118.1,8.72,24.370123846521,0.414477777777778,2019-09-21 06:00:00,2349.73859336168,24.370123846521,51.5536078661612,118.1,8.72
"11775","STRT",2019-09-21 06:15:00,2364.75143509055,"2019-09-21",51.6883035518755,118.1,8.68,24.3845343912,0.417855555555556,2019-09-21 06:15:00,2364.75143509055,24.3845343912,51.6883035518755,118.1,8.68
"11776","STRT",2019-09-21 06:30:00,2368.50464552276,"2019-09-21",51.7021012225995,118.1,9.76,24.3872363683273,0.416955555555556,2019-09-21 06:30:00,2368.50464552276,24.3872363683273,51.7021012225995,118.1,9.76
"11777","STRT",2019-09-21 06:45:00,2364.75143509055,"2019-09-21",51.8430771753363,118.1,8.44,24.4106535034306,0.416411111111111,2019-09-21 06:45:00,2364.75143509055,24.4106535034306,51.8430771753363,118.1,8.44
"11778","STRT",2019-09-21 07:00:00,2372.25785595498,"2019-09-21",51.8820814191525,118.1,8.31,24.3665212103513,0.413055555555556,2019-09-21 07:00:00,2372.25785595498,24.3665212103513,51.8820814191525,118.1,8.31
"11779","STRT",2019-09-21 07:15:00,2372.25785595498,"2019-09-21",51.9185375188115,118.1,8.82,24.3169849630172,0.413788888888889,2019-09-21 07:15:00,2372.25785595498,24.3169849630172,51.9185375188115,118.1,8.82
"11780","STRT",2019-09-21 07:30:00,2360.99822465833,"2019-09-21",52.0982105850928,118.1,9.07,24.3358988029084,0.417177777777778,2019-09-21 07:30:00,2360.99822465833,24.3358988029084,52.0982105850928,118.1,9.07
"11781","STRT",2019-09-21 07:45:00,2368.50464552276,"2019-09-21",52.1681789590936,118.1,8.67,24.3331968257811,0.416288888888889,2019-09-21 07:45:00,2368.50464552276,24.3331968257811,52.1681789590936,118.1,8.67
"11782","STRT",2019-09-21 08:00:00,2372.25785595498,"2019-09-21",52.1727551682247,118.1,8.76,24.3268922124841,0.414488888888889,2019-09-21 08:00:00,2372.25785595498,24.3268922124841,52.1727551682247,118.1,8.76
"11783","STRT",2019-09-21 08:15:00,2368.50464552276,"2019-09-21",52.246187256535,118.1,8.99,24.3422034162055,0.414633333333333,2019-09-21 08:15:00,2368.50464552276,24.3422034162055,52.246187256535,118.1,8.99
"11784","STRT",2019-09-21 08:30:00,2364.75143509055,"2019-09-21",52.3748901062501,118,8.47,24.3034750773807,0.413666666666667,2019-09-21 08:30:00,2364.75143509055,24.3034750773807,52.3748901062501,118,8.47
"11785","STRT",2019-09-21 08:45:00,2383.51748725163,"2019-09-21",52.4727121515171,118.1,8.25,24.3079783725929,0.414066666666667,2019-09-21 08:45:00,2383.51748725163,24.3079783725929,52.4727121515171,118.1,8.25
"11786","STRT",2019-09-21 09:00:00,2372.25785595498,"2019-09-21",52.5942178981126,118,8.46,24.3196869401446,0.4161,2019-09-21 09:00:00,2372.25785595498,24.3196869401446,52.5942178981126,118,8.46
"11787","STRT",2019-09-21 09:15:00,2376.01106638719,"2019-09-21",52.682706936503,118,8.58,24.2530381710043,0.416033333333333,2019-09-21 09:15:00,2376.01106638719,24.2530381710043,52.682706936503,118,8.58
"11788","STRT",2019-09-21 09:30:00,2368.50464552276,"2019-09-21",52.7342218865345,118,8.64,24.285461896532,0.419433333333333,2019-09-21 09:30:00,2368.50464552276,24.285461896532,52.7342218865345,118,8.64
"11789","STRT",2019-09-21 09:45:00,2394.77711854827,"2019-09-21",52.7619628687006,118,11.34,24.293567827914,0.413977777777778,2019-09-21 09:45:00,2394.77711854827,24.293567827914,52.7619628687006,118,11.34
"11790","STRT",2019-09-21 10:00:00,2394.77711854827,"2019-09-21",52.749784604149,118,9.14,24.2989717821685,0.417044444444444,2019-09-21 10:00:00,2394.77711854827,24.2989717821685,52.749784604149,118,9.14
"11791","STRT",2019-09-21 10:15:00,2391.02390811606,"2019-09-21",52.8770514255128,117.9,8.5,24.2602434433437,0.416122222222222,2019-09-21 10:15:00,2391.02390811606,24.2602434433437,52.8770514255128,117.9,8.5
"11792","STRT",2019-09-21 10:30:00,2383.51748725163,"2019-09-21",52.9517621323728,117.9,8.4,24.2341243311131,0.417322222222222,2019-09-21 10:30:00,2383.51748725163,24.2341243311131,52.9517621323728,117.9,8.4
"11793","STRT",2019-09-21 10:45:00,2394.77711854827,"2019-09-21",52.9393138585191,117.8,8.64,24.2602434433437,0.415288888888889,2019-09-21 10:45:00,2394.77711854827,24.2602434433437,52.9393138585191,117.8,8.64
"11794","STRT",2019-09-21 11:00:00,2394.77711854827,"2019-09-21",52.985695592263,117.8,9.31,24.2125085140947,0.414622222222222,2019-09-21 11:00:00,2394.77711854827,24.2125085140947,52.985695592263,117.8,9.31
"11795","STRT",2019-09-21 11:15:00,2406.03674984492,"2019-09-21",53.0040236389973,117.8,9.13,24.1998992875005,0.414177777777778,2019-09-21 11:15:00,2406.03674984492,24.1998992875005,53.0040236389973,117.8,9.13
"11796","STRT",2019-09-21 11:30:00,2402.28353941271,"2019-09-21",53.0187550604249,117.7,8.74,24.2431309215375,0.412555555555556,2019-09-21 11:30:00,2402.28353941271,24.2431309215375,53.0187550604249,117.7,8.74
"11797","STRT",2019-09-21 11:45:00,2406.03674984492,"2019-09-21",53.0281892647732,117.6,9.29,24.1998992875005,0.413011111111111,2019-09-21 11:45:00,2406.03674984492,24.1998992875005,53.0281892647732,117.6,9.29
"11798","STRT",2019-09-21 12:00:00,2413.54317070935,"2019-09-21",53.0258201177704,117.6,9.11,24.2260183997312,0.417144444444444,2019-09-21 12:00:00,2413.54317070935,24.2260183997312,53.0258201177704,117.6,9.11
"11799","STRT",2019-09-21 12:15:00,2417.29638114157,"2019-09-21",53.0308674337292,117.5,8.76,24.2026012646278,0.415244444444444,2019-09-21 12:15:00,2417.29638114157,24.2026012646278,53.0308674337292,117.5,8.76
"11800","STRT",2019-09-21 12:30:00,2424.802802006,"2019-09-21",52.9880827018805,117.5,8.52,24.1881907199489,0.413366666666667,2019-09-21 12:30:00,2424.802802006,24.1881907199489,52.9880827018805,117.5,8.52
"11801","STRT",2019-09-21 12:45:00,2398.53032898049,"2019-09-21",52.9430382912748,117.4,8.63,24.229621035901,0.415822222222222,2019-09-21 12:45:00,2398.53032898049,24.229621035901,52.9430382912748,117.4,8.63
"11802","STRT",2019-09-21 13:00:00,2409.78996027714,"2019-09-21",52.9625359076603,117.4,8.69,24.2035019236702,0.414377777777778,2019-09-21 13:00:00,2409.78996027714,24.2035019236702,52.9625359076603,117.4,8.69
"11803","STRT",2019-09-21 13:15:00,2424.802802006,"2019-09-21",52.9398875090513,117.3,8.84,24.1737801752699,0.423377777777778,2019-09-21 13:15:00,2424.802802006,24.1737801752699,52.9398875090513,117.3,8.84
"11804","STRT",2019-09-21 13:30:00,2413.54317070935,"2019-09-21",52.8501125230113,117.3,9,24.1836874247367,0.420722222222222,2019-09-21 13:30:00,2413.54317070935,24.1836874247367,52.8501125230113,117.3,9
"11805","STRT",2019-09-21 13:45:00,2432.30922287044,"2019-09-21",52.8027401239108,117.2,8.97,24.20710455984,0.417955555555556,2019-09-21 13:45:00,2432.30922287044,24.20710455984,52.8027401239108,117.2,8.97
"11806","STRT",2019-09-21 14:00:00,2413.54317070935,"2019-09-21",52.8482970846583,117.2,9.36,24.2233164226039,0.427077777777778,2019-09-21 14:00:00,2413.54317070935,24.2233164226039,52.8482970846583,117.2,9.36
"11807","STRT",2019-09-21 14:15:00,2409.78996027714,"2019-09-21",52.7533638730825,117.1,9.17,24.1962966513308,0.421977777777778,2019-09-21 14:15:00,2409.78996027714,24.1962966513308,52.7533638730825,117.1,9.17
"11808","STRT",2019-09-21 14:30:00,2417.29638114157,"2019-09-21",52.7172995982397,117.1,9.44,24.2080052188825,0.420466666666667,2019-09-21 14:30:00,2417.29638114157,24.2080052188825,52.7172995982397,117.1,9.44
"11809","STRT",2019-09-21 14:45:00,2424.802802006,"2019-09-21",52.7391774052307,117,9.28,24.1503630401665,0.421044444444444,2019-09-21 14:45:00,2424.802802006,24.1503630401665,52.7391774052307,117,9.28
"11810","STRT",2019-09-21 15:00:00,2428.55601243822,"2019-09-21",52.7243977156582,117,9.31,24.1620716077182,0.4282,2019-09-21 15:00:00,2428.55601243822,24.1620716077182,52.7243977156582,117,9.31
"11811","STRT",2019-09-21 15:15:00,2421.04959157379,"2019-09-21",52.7143307431175,116.9,9.23,24.1323498593178,0.420955555555556,2019-09-21 15:15:00,2421.04959157379,24.1323498593178,52.7143307431175,116.9,9.23
