datetimeAK,site.ID,fDOM,SPC,Turb,NO3,ABS_254,Q,day
2018-05-29T20:30:00Z,FRCH,NA,NA,NA,NA,NA,NA,NA
2018-05-31T00:00:00Z,FRCH,76.2478208003617,61.6666666666667,20.7566666666667,NA,NA,766.593364514323,2018-05-30
2018-05-31T00:15:00Z,FRCH,75.8972709808516,61.8333333333333,21.2083333333333,NA,NA,NA,NA
2018-05-31T00:30:00Z,FRCH,75.6859416963749,61.85,19.315,NA,NA,765.623937165947,2018-05-30
2018-05-31T00:45:00Z,FRCH,75.8014513759702,61.9,27.27,NA,NA,NA,NA
2018-05-31T01:00:00Z,FRCH,75.6087155162674,61.9666666666667,22.7733333333333,NA,NA,762.715655120817,2018-05-30
2018-05-31T01:15:00Z,FRCH,75.6736027379706,62,22.9416666666667,NA,NA,NA,NA
2018-05-31T01:30:00Z,FRCH,75.5694984149839,62.0166666666667,23.9883333333333,NA,NA,764.65450981757,2018-05-30
2018-05-31T01:45:00Z,FRCH,75.3153588760261,62.05,19.5783333333333,NA,NA,NA,NA
2018-05-31T02:00:00Z,FRCH,75.2703923030228,62.0666666666667,17.635,NA,NA,763.685082469194,2018-05-30
2018-05-31T02:15:00Z,FRCH,75.1822561118874,62.1,21.7333333333333,NA,NA,NA,NA
2018-05-31T02:30:00Z,FRCH,75.3612256488872,62.1333333333333,25.7766666666667,NA,NA,761.746227772412,2018-05-30
2018-05-31T02:45:00Z,FRCH,75.1171699991356,62.15,19.7233333333333,NA,NA,NA,NA
2018-05-31T03:00:00Z,FRCH,75.2824339629079,62.1833333333333,22.5883333333333,NA,NA,763.685082469194,2018-05-30
2018-05-31T03:15:00Z,FRCH,75.2241449681463,62.2,20.8833333333333,NA,NA,NA,NA
2018-05-31T03:30:00Z,FRCH,75.4109462424083,62.2333333333333,23.9166666666667,NA,NA,760.776800424064,2018-05-30
2018-05-31T03:45:00Z,FRCH,75.4332222146993,62.25,21.64,NA,NA,NA,NA
2018-05-31T04:00:00Z,FRCH,75.6333985634633,62.2333333333333,28.8283333333333,NA,NA,759.807373075688,2018-05-30
2018-05-31T04:15:00Z,FRCH,75.4620448305755,62.2666666666667,20.1133333333333,NA,NA,NA,NA
2018-05-31T04:30:00Z,FRCH,75.373746436305,62.2666666666667,19.3516666666667,NA,NA,762.715655120817,2018-05-30
2018-05-31T04:45:00Z,FRCH,75.4651786888622,62.3333333333333,28.14,NA,NA,NA,NA
2018-05-31T05:00:00Z,FRCH,75.3074356074558,62.3,20.1866666666667,NA,NA,760.776800424064,2018-05-30
2018-05-31T05:15:00Z,FRCH,75.2725395529591,62.3,24.72,NA,NA,NA,NA
2018-05-31T05:30:00Z,FRCH,74.8524948318184,62.3,17.325,NA,NA,762.715655120817,2018-05-30
2018-05-31T05:45:00Z,FRCH,74.9804382656121,62.3166666666667,19.3183333333333,NA,NA,NA,NA
2018-05-31T06:00:00Z,FRCH,75.0917342229098,62.3,18.3133333333333,NA,NA,764.65450981757,2018-05-30
2018-05-31T06:15:00Z,FRCH,74.6857668980677,62.3,23.1833333333333,NA,NA,NA,NA
2018-05-31T06:30:00Z,FRCH,74.7237175848178,62.3166666666667,21.2283333333333,NA,NA,761.746227772412,2018-05-30
2018-05-31T06:45:00Z,FRCH,74.6092076215086,62.3,22.5633333333333,NA,NA,NA,NA
2018-05-31T07:00:00Z,FRCH,74.3793078149209,62.3333333333333,19.34,NA,NA,758.837945727311,2018-05-30
2018-05-31T07:15:00Z,FRCH,74.4898943289352,62.3166666666667,20.885,NA,NA,NA,NA
2018-05-31T07:30:00Z,FRCH,74.4830601037544,62.3166666666667,19.71,NA,NA,758.837945727311,2018-05-30
2018-05-31T07:45:00Z,FRCH,74.1640012601687,62.3333333333333,21.47,NA,NA,NA,NA
2018-05-31T08:00:00Z,FRCH,74.2820978200572,62.35,20.0516666666667,NA,NA,760.776800424064,2018-05-31
2018-05-31T08:15:00Z,FRCH,NA,62.3666666666667,21.5216666666667,NA,NA,NA,NA
2018-05-31T08:30:00Z,FRCH,NA,62.35,20.0083333333333,NA,NA,758.837945727311,2018-05-31
2018-05-31T08:45:00Z,FRCH,NA,62.35,21.4783333333333,NA,NA,NA,NA
2018-05-31T09:00:00Z,FRCH,NA,62.35,25.3616666666667,NA,NA,755.929663682182,2018-05-31
2018-05-31T09:15:00Z,FRCH,NA,62.35,NA,NA,NA,NA,NA
2018-05-31T09:30:00Z,FRCH,NA,62.35,19.79,NA,NA,755.929663682182,2018-05-31
2018-05-31T09:45:00Z,FRCH,NA,62.35,23.6966666666667,NA,NA,NA,NA
2018-05-31T10:00:00Z,FRCH,NA,62.3166666666667,20.94,NA,NA,753.990808985429,2018-05-31
2018-05-31T10:15:00Z,FRCH,NA,62.3,21.29,NA,NA,NA,NA
2018-05-31T10:30:00Z,FRCH,NA,62.2666666666667,20.7466666666667,NA,NA,753.021381637052,2018-05-31
2018-05-31T10:45:00Z,FRCH,NA,62.2166666666667,22.2283333333333,NA,NA,NA,NA
2018-05-31T11:00:00Z,FRCH,NA,62.2,20.4833333333333,NA,NA,753.021381637052,2018-05-31
2018-05-31T11:15:00Z,FRCH,NA,62.2,21.7566666666667,NA,NA,NA,NA
2018-05-31T11:30:00Z,FRCH,NA,62.2166666666667,24.2683333333333,NA,NA,749.143672243576,2018-05-31
2018-05-31T11:45:00Z,FRCH,NA,62.25,19.2233333333333,NA,NA,NA,NA
2018-05-31T12:00:00Z,FRCH,NA,62.25,23.3533333333333,NA,NA,746.235390198417,2018-05-31
2018-05-31T12:15:00Z,FRCH,NA,62.2833333333333,23.85,NA,NA,NA,NA
2018-05-31T12:30:00Z,FRCH,NA,62.3,21.1116666666667,NA,NA,746.235390198417,2018-05-31
2018-05-31T12:45:00Z,FRCH,NA,62.3333333333333,20.83,NA,NA,NA,NA
2018-05-31T13:00:00Z,FRCH,NA,62.35,24.2716666666667,NA,NA,744.296535501664,2018-05-31
2018-05-31T13:15:00Z,FRCH,NA,62.3333333333333,30.6133333333333,NA,NA,NA,NA
2018-05-31T13:30:00Z,FRCH,NA,62.35,23.6416666666667,NA,NA,741.388253456564,2018-05-31
2018-05-31T13:45:00Z,FRCH,NA,62.35,28.7483333333333,NA,NA,NA,NA
2018-05-31T14:00:00Z,FRCH,NA,62.3666666666667,20.8183333333333,NA,NA,742.35768080494,2018-05-31
2018-05-31T14:15:00Z,FRCH,NA,62.3666666666667,26.5416666666667,NA,NA,NA,NA
2018-05-31T14:30:00Z,FRCH,NA,62.3666666666667,27.0283333333333,NA,NA,741.388253456564,2018-05-31
2018-05-31T14:45:00Z,FRCH,NA,62.4,23.4433333333333,NA,NA,NA,NA
2018-05-31T15:00:00Z,FRCH,NA,62.4166666666667,22.27,NA,NA,742.35768080494,2018-05-31
2018-05-31T15:15:00Z,FRCH,NA,62.4333333333333,22.0133333333333,NA,NA,NA,NA
2018-05-31T15:30:00Z,FRCH,NA,62.4666666666667,23.59,NA,NA,746.235390198417,2018-05-31
2018-05-31T15:45:00Z,FRCH,NA,62.4833333333333,22.4633333333333,NA,NA,NA,NA
2018-05-31T16:00:00Z,FRCH,NA,62.5,28.8633333333333,NA,NA,743.327108153317,2018-05-31
2018-05-31T16:15:00Z,FRCH,NA,62.5,24.385,NA,NA,NA,NA
2018-05-31T16:30:00Z,FRCH,NA,62.5333333333333,24.0916666666667,NA,NA,745.265962850041,2018-05-31
2018-05-31T16:45:00Z,FRCH,NA,62.55,25.1916666666667,NA,NA,NA,NA
2018-05-31T17:00:00Z,FRCH,NA,62.5833333333333,23.03,NA,NA,742.35768080494,2018-05-31
2018-05-31T17:15:00Z,FRCH,NA,62.5833333333333,22.0516666666667,NA,NA,NA,NA
2018-05-31T17:30:00Z,FRCH,NA,62.6,34.8066666666667,NA,NA,747.204817546793,2018-05-31
2018-05-31T17:45:00Z,FRCH,NA,62.6333333333333,19.3166666666667,NA,NA,NA,NA
2018-05-31T18:00:00Z,FRCH,NA,62.65,26.7766666666667,NA,NA,741.388253456564,2018-05-31
2018-05-31T18:15:00Z,FRCH,NA,62.6833333333333,26.2216666666667,NA,NA,NA,NA
2018-05-31T18:30:00Z,FRCH,NA,62.7,21.0866666666667,NA,NA,743.327108153317,2018-05-31
2018-05-31T18:45:00Z,FRCH,NA,62.7333333333333,29.7633333333333,NA,NA,NA,NA
2018-05-31T19:00:00Z,FRCH,NA,62.7666666666667,21.2866666666667,NA,NA,744.296535501664,2018-05-31
2018-05-31T19:15:00Z,FRCH,NA,62.8,26.5466666666667,NA,NA,NA,NA
2018-05-31T19:30:00Z,FRCH,NA,62.8,18.4533333333333,NA,NA,745.265962850041,2018-05-31
2018-05-31T19:45:00Z,FRCH,NA,62.8333333333333,17.81,NA,NA,NA,NA
2018-05-31T20:00:00Z,FRCH,NA,62.8666666666667,32.4383333333333,NA,NA,744.296535501664,2018-05-31
2018-05-31T20:15:00Z,FRCH,NA,62.8666666666667,19.9616666666667,NA,NA,NA,NA
2018-05-31T20:30:00Z,FRCH,NA,62.9,20.2516666666667,NA,NA,741.388253456564,2018-05-31
2018-05-31T20:45:00Z,FRCH,NA,62.9,21.6133333333333,NA,NA,NA,NA
2018-05-31T21:00:00Z,FRCH,NA,62.9333333333333,21.7883333333333,NA,NA,741.388253456564,2018-05-31
2018-05-31T21:15:00Z,FRCH,NA,62.95,25.5583333333333,NA,NA,NA,NA
2018-05-31T21:30:00Z,FRCH,NA,62.9666666666667,23.6466666666667,NA,NA,743.327108153317,2018-05-31
2018-05-31T21:45:00Z,FRCH,NA,63,22.4966666666667,NA,NA,NA,NA
2018-05-31T22:00:00Z,FRCH,NA,63.0166666666667,25.2566666666667,NA,NA,742.35768080494,2018-05-31
2018-05-31T22:15:00Z,FRCH,NA,63.05,26.6266666666667,NA,NA,NA,NA
2018-05-31T22:30:00Z,FRCH,NA,63.05,23.3433333333333,NA,NA,739.449398759782,2018-05-31
2018-05-31T22:45:00Z,FRCH,NA,63.0666666666667,22.9316666666667,NA,NA,NA,NA
2018-05-31T23:00:00Z,FRCH,NA,63.0833333333333,27.99,NA,NA,738.479971411405,2018-05-31
2018-05-31T23:15:00Z,FRCH,NA,63.1,24.2966666666667,NA,NA,NA,NA
2018-05-31T23:30:00Z,FRCH,NA,63.1,NA,NA,NA,741.388253456564,2018-05-31
2018-05-31T23:45:00Z,FRCH,NA,63.15,23.91,NA,NA,NA,NA
2018-06-01T00:00:00Z,FRCH,NA,63.1666666666667,24.6883333333333,NA,NA,744.296535501664,2018-05-31
2018-06-01T00:15:00Z,FRCH,NA,63.1666666666667,26.2416666666667,NA,NA,NA,NA
2018-06-01T00:30:00Z,FRCH,NA,63.2,30.165,NA,NA,742.35768080494,2018-05-31
2018-06-01T00:45:00Z,FRCH,NA,63.1666666666667,29.4916666666667,NA,NA,NA,NA
2018-06-01T01:00:00Z,FRCH,68.0739629088244,63.1833333333333,24.3916666666667,NA,NA,742.35768080494,2018-05-31
2018-06-01T01:15:00Z,FRCH,68.0249687249115,63.2166666666667,25.6183333333333,NA,NA,NA,NA
2018-06-01T01:30:00Z,FRCH,68.329234665514,63.25,22.6333333333333,NA,NA,742.35768080494,2018-05-31
2018-06-01T01:45:00Z,FRCH,68.0847808307553,63.2666666666667,24.48,NA,NA,NA,NA
2018-06-01T02:00:00Z,FRCH,NA,63.3,28.7616666666667,NA,NA,740.418826108158,2018-05-31
2018-06-01T02:15:00Z,FRCH,NA,63.3,27.8816666666667,NA,NA,NA,NA
